req_id,req_title,req_p,req_date,req_content,resp_dept,resp_date,resp_writer,resp_content,page_num
205129,비 보호 좌회전 신호 변경요청 드립니다,우OO,2025-10-28 19:50:12,"안녕하세요 신호 체계 불편함이 있어 신청 합니다. 워킹 맘으로 매일 퇴근길 비 보호 좌회전 신호를 이용하고 있습니다. 도로 표시 번호 122번 길음역에서 길음로 9길래미안 9단지 언덕으로 오르는길 현재 신호 체계는 비 보호로 되어있으나, 좌회전 신호로 변경 요청 드립니다. 언덕 오르는 초입의 횡단보도는 굉장히 짧고, 잦으며, 빨간색 신호로 바뀌어도 통행하는 사람 있어 실제로 좌회전 할 수 있는 시간은 더 짧음. 좌회전할 수 있는 초록불일 경우 반대쪽도 초록 신호로 직진하고 있어 좌회전 불가. 34번의 신호가 바뀔 때까지 가지 못한 경우도 있음. 언덕에서 내려오는 차가 우회전 시 좌회전 대기 정지선까지 넘어오는 경우 많아 위험하여 정지선 위치를 좀 더 뒤쪽으로 이동 오늘도 퇴근 길 반대쪽에서 오는 이륜차와 부딪힐뻔한 아찔한 순간이 있었고, 지금 생각해도 무섭습니다. 민원 신청은 예전부터 생각했었지만, 그 순간이 지나고 집에 오면 긴장이 풀어져 잊어버리다가 오늘은 사고 직전까지 갔었기에 집에 도착하자마자 바로 두서 없이 글을 올립니다. 주민들이 최고로 행복한 성북구가 되었으면 하는 바램으로 올리는 글이 오니 이것 말고도 할 일이 많으시겠지만, 꼭 현장 점검하시고 불편 해결 꼭 부탁 드립니다.",행정문화국 민원여권과,2025-10-30 17:51:02,김○○,"안녕하십니까? 귀하께서 새올상담민원(성북구 새올전자민원)을 통해 신청하신 민원(접수번호:202510281950123038)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원내용은 ‘길음역에서 길음로 9길로 가는길 비보호 신호를 좌회전 신호로 변경 요청에 관한 것으로 이해됩니다.

현재 신호등과 관련된 전반적인 민원은 서울지방경찰청에서 총괄하고 있습니다. 따라서 해당 기관에 공문으로 귀하의 민원사항을 이첩하여 처리를 요청드렸습니다. 차후 신호등에 관한 문의사항이 있을 시 서울지방경찰청 교통관리과(☎02-700-5151)로 연락 부탁드립니다.

귀하의 민원을 직접 해결하여 드리지 못하는 점 양해 부탁드리며, 답변 내용에 대한 추가 설명이 필요한 경우 성북구 민원여권과 김신예 주무관(☏02-2241-4474)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",1
205128,도로 공사 후 후처리가 미흡합니다.,박OO,2025-10-28 19:35:17,매일 한천로를 따라 출퇴근 중인 직장인입니다. 다름이 아니라 금일 장위동 272127에 도로 공사를 하셨는지 엄청 높게 도로가 단차가 있었습니다. 밤이라 어두워서 보이지 않을 뿐더러 30키로로 가고 있었음에도 불구하고 블랙박스 사고 알람이 울릴 정도로 크게 충격이 있었는데요. 밤에는 잘 보이지 않으니 따로 대처 부탁드립니다. 저만 아니라 옆 차들도 당황해서 브레이크 밟는게 보이더라구요. 노란색 페인트로 줄을 그어주시던가 단차를 낮추어 주시던가 따로 불빛을 이용하여 경고를 해주시던가 해주세요. 부탁드리겠습니다.,도시관리국 주거정비과,2025-11-06 18:04:45,이○○,"1. 구정발전을 위해 적극 협조해주셔서 감사드립니다.

2. 귀하께서 신청하신 민원사항은 장위6구역 한천로 상하수관로 공사 관련 임시 철판 설치로 인한 단차 발생에 대한 사항으로 판단됩니다.

3. 우선 공사로 인해 불편을 겪으신 점 위로의 말씀을 드리며, 임시 철판은 2025.10.31.자로 공사 완료되어 제거되었음을 알려드립니다.

4. 아울러, 해당 민원사항 관련하여 현장관계자에게 추후 공사 시, 공사현장 관련 규정을 준수하고 주민들의 피해를 최소하하여 공사를 진행할 수 있도록 안내하였음을 알려드립니다.

5. 기타 궁금하신 사항은 우리구 주거정비과(담당자 이광연, ☎02-2241-2835)로 연락주시면 성심껏 답변드리겠습니다. 끝.",1
205090,가로수 은행나무 열매로 인한 도로및 인도 오염 및 악취개선요청,최OO,2025-10-24 18:19:00,안녕하세요 장위동 하나은행 정류장 앞 및 그 주변 도로변에 심겨져 있는 은행나무 가로수로 인해 불편을 겪고 있어 민원을 접수합니다. 현재 가을철이 되면서 은행나무 열매가 대량으로 떨어지고 있고 이로인해 4계절 내내 도로 및 보도블럭인도가 열매로 지저분하고 미끄러우며 무엇보다 심한 악취로 인해 인근거주 주민 및 정류장 이용주민들이 매우 불쾌감을 겪고 있습니다. 아무리 청소를 잘 하신다고 해도 수시로 떨어지는 열매때문에 관리가 잘 되지 않는게 현실입니다. 가능하다면 빠른시일 열매제거 또는 수나무 교체 작업이 이루어 졌으면 합니다. 근본적 문제 해결을 위해 가능하면 교체작업이 조속히 이루어 질 수 있도록 조치 요청 드립니다.,도시관리국 공원녹지과,2025-10-29 15:56:05,이○○,"○ 안녕하십니까? 구정 발전을 위해 의견 주신 귀하께 감사 말씀 드리며 돌곶이로 은행열매털기 및 은행암나무 바꿔심기와 관련하여 답변드리겠습니다.

○ 유선으로 말씀드린 바와 같이, 돌곶이로 일대(장위동 하나은행 ATM 및 정류장 포함)는 2025. 10. 26.(일) 은행 열매털기 작업을 완료하였음을 알려드립니다. 다만, 은행나무의 특성상 일부 완숙하지 않은 은행 열매가 남아 있을 수 있으며, 이후 추가적으로 작업을 시행할 예정입니다.

○ 아울러, 은행 암나무를 수나무로 교체하는 사업은 서울시 도시숲(가로수) 심의 후 추진이 가능한 사항으로, 서울시 가로수 심의 결과(주민의견 수렴 및 환경단체와 협의 필요)에 따라, 사업추진이 어려움을 알려드리니, 이점 널리 이해하여 주시기 바랍니다.

○ 귀하의 질문에 만족스러운 답변이 되었기를 바라며,기타 문의사항이 있으실 경우 공원녹지과 담당 이지은(☎02-2241-3692)으로 연락주시면 성심성의껏 안내드리도록 하겠습니다. 감사합니다.",1
205044,선거관리위원회의 공표된 주민투표 절차 중단의 적법성에 관한 질문,황OO,2025-10-21 11:57:10,제목과 같이 문의드립니다. 상황이 긴급한 건이라 최대한 빨리 답변 부탁드립니다.,도시관리국 주택정책과,2025-10-24 13:44:09,정○○,"안녕하십니까? 우리 구정에 많은 관심과 애정을 가져주신데 감사드리며 귀하께서 제출하신 민원에 대하여 아래와 같이 답변드립니다.

가. 민원내용
- 길음동부센트레빌아파트 선거관리위원회에서 공고, 안내한 주민동의절차를 중단한 것에 대한 적법성 질의.

나. 답변사항
- 귀하의 민원사항에 대하여 유선상 기 답변드린 사항을 참고하시기 바라며, 공동주택관리법령, 귀 단지 관리규약 상에는 장기수선계획 수시조정에 대한 입주자 동의 요건, 업무 주관 등의 사항만을 규정하고 있을 뿐, 공고한 사항의 미실시 등에 대한 제재 및 강제규정은 따로 없습니다.
- 따라서, 법령과 관리규약에 따로 정한 바 없는 사안에 대한 유·무효, 당·부당의 여부를 행정청에서 최종 판단하거나 확정할 권한은 없다고 할 것으로 단지 내부적으로 면밀히 협의하여 판단할 사안으로 사료되며, 경우에 따라 사법적인 판단이 필요할 것으로 보입니다.
- 다만, 우리구에서는 민원사항임을 감안하여 귀 단지 선거관리위원회에 해당 민원사항을 통보하였으며 투명하고 공정한 주민동의 절차를 수행하여 줄 것을 행정지도하였습니다.

귀하의 가정에 건강과 행운이 함께하시기를 기원드리며, 더 궁금하신 사항은 성북구청 주택정책과 정진식(☎ 02-2241-2713)에게 문의하여 주시면 성심껏 답변드리겠습니다. 감사합니다.",1
205020,길음역 공원,오OO,2025-10-19 16:49:41,"길음역 공원이 차도가 아님에도 불구하고 오토바이가 자주지나 다니고 있어 오토바이가 다니는 도로가 아님을 인식할수 있게 안내표지를 해주시가 바랍니다.어린이, 노인들이 놀고 다니는데 오토바이가 씽씽지나가고 있다보니 접촉사고도 있고 해서 안내판표지를 해주시고 그리고 공원내 배나무가 조성되어있는데 배나무 화분사이로 어린들이 불쑥 나오기도 해서 어린이들이 회분사이로 나오지 못하게 줄로 막아주시기 바랍니다.",도시관리국 공원녹지과,2025-11-11 13:24:01,엄○○,"안녕하십니까? 우리 구정에 많은 관심과 애정을 주신 귀하께 감사의 마음을 전하며, 귀하께서 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원 접수 후 현장 방문하여 귀하께서 말씀하신 사항에 대해 살펴보았습니다. 먼저, 귀하께서 말씀하신 배나무 화분 사이에 로프 설치 완료하였습니다. 다만, 오토바이가 다니는 도로가 아님을 인식할 수 있는 안내표지는 내년도 예산을 활용하여 설치할 예정이오니 이 점 양해 부탁드립니다.

귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 성북구 도시관리국 공원녹지과 (☎ 02-2241-3693)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.

※ 첨부파일 :
처리사진(로프설치).jpg",1
205014,솔향기문화사랑방 폐관 관련,POO,2025-10-17 18:32:11,"안녕하세요. 지난 2024년 첫째 아이가 서울정릉초등학교에 입학하면서부터 솔향기문화사랑방을 애용하고 있는 학부모입니다. 먼저 솔향기문화사랑방 폐관 소식을 확정된 후에 알게 되어 마음이 굉장히 아픔을 전합니다. 솔향기문화사랑방의 이용자 수가 적어 폐관이 결정되었다는 것은 잘 알고 또 이해합니다만 그 소수의 이용자로서 왜 그러한 문화 공간과 휴게 공간이 아이들을 포함한 동네 주민들에게 필요했는지를 말씀드리고자 합니다. 유치원에서 돌봄을 늦은 시간까지 하다가 이른 시간 하교를 하는 초등학교로 진학하면서 자연스럽게 저학년 아이들의 부모의 돌봄 없이 생기는 틈새의 시간들이 꽤나 많아졌습니다. 나라에서는 선행학습 근절과 사교육을 줄이자고 하지만 사실상 학원으로 뺑뺑이를 돌리게 되고, 또는 부담되는 돈을 들여 선택형 늘봄으로 시간을 때우는 방법 밖에는 남지 않게 됩니다. 돌봄교실 또한 맞벌이를 증명하며 저학년 아이들을 학교에 남겨둘 뿐 아이들에게 어떠한 실질적 도움이 되는지 항상 의문입니다. 솔향기문화사랑방은 아이들에게 하교 후 교제의 공간이었고 사서 선생님과의 상담 시간이 되었고, 또한 아이들을 기다리는 학부모엄마들의 위로 공간이 되기도 하였습니다. 서로에게 도움이 되고 치유가 되는 이야기가 오가고 웃음이 있는 공간이었으며, 어떠한 면에서는 학교보다 더 신뢰도를 가지고 아이들이 머무를 수 있는 곳이었습니다. 그 공간의 의미도 컸지만, 그곳에서 항상 반갑게 맞아주시고 여러 도움을 주시던 사서 선생님의 의미도 아이들에게는 굉장히 컸습니다. 매우 사적이고 개인적인 사유가 될 수 있다고 생각합니다. 하지만 적어도 그 공간을 한 번이라도 이용해 본 아이들과 학부모는 다 같은 마음일 거라 저는 생각합니다. 솔향기문화사랑방의 폐관이 결정된 시점에서 제가 호소하고자 하는 것은 부디 그 공간이 의미 없이 쓰이지 않고 그곳을 거쳐갈 앞으로의 많은 아이들과 그 아이들의 학부모를 고려하여 사용하여 주셨으면 하는 바람입니다. 어린아이들의 유괴를 포함한 다양한 사건 사고들이 일어나고 있는 문제가 가득한 사회에서 지금처럼만 딱 신뢰를 가지고 아이들이 머무르며 부모와 만날 수 있고 또 쉼이 되는 공간을 만들어주시길 바랍니다. 부디 그 공간을 이용할 주민들과 어린이들을 위해 일시적 이익 추구보다는 장기적인 안정감을 추구하셨으면 좋겠습니다.",행정문화국 문화체육과,2025-10-27 12:23:46,차○○,"안녕하십니까? 귀하께서 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

먼저 솔향기 문화사랑방을 이용해 주시고, 운영에 대해 따뜻한 관심과 귀중한 의견을 보내주신 점 진심으로 감사드립니다.

귀하께서 말씀하신 것처럼 솔향기 문화사랑방이 그동안 아이들과 주민들의 쉼터이자 문화활동 공간으로 많은 사랑을 받아왔다는 의견에 충분히 공감합니다.

다만, 솔향기 문화사랑방은 접근성의 한계, 1인 근무체계로 인한 안전관리의 어려움, 최근 몇 년간의 이용자 수 감소 등 여러 요인으로 인해 부득이하게 운영을 종료하게 되었습니다.
폐관 이후에는 시설을 방치하지 않고, 공원내 프로그램 운영 등 더 많은 주민이 참여하고 이용할 수 있는 공간으로 새롭게 활용할 예정이오니 양해해 주시기 바랍니다.

아울러 귀하께서 제안해 주신 다양한 의견은 향후 주민이용시설 기획 및 지역 내 문화공간 조성 등 관련 정책 추진 시 소중히 참고하겠습니다.

이용에 불편을 드린 점 넓은 이해를 부탁드리며,
답변 내용에 대한 추가 설명이 필요하신 경우 성북구청 문화체육과 차주호(☎ 02-2241-2616)에게 연락주시면 친절히 안내해 드리겠습니다.

감사합니다.",1
205016,길음역부근 길음동 초입 도로가 너무 막힙니다,이OO,2025-10-17 21:56:26,"안녕하십니까. 저는 길음역 인근에 거주하는 시민으로서, 길음역 일대와 길음뉴타운을 오가는 교통 환경 개선에 대해 간절히 건의드리고자 합니다. 현재 길음역을 중심으로 한 진출입 도로는 출퇴근 시간대에 극심한 정체를 겪고 있습니다. 이미 현재의 교통 인프라로도 길음뉴타운 기존 입주민의 통행을 감당하기 어려운 상황입니다. 그런데 앞으로 미아리 텍사스 일대, 미아사거리 주변, 길음시장 주변이 추가로 재개발될 경우, 길음뉴타운 및 인접 지역의 세대 수는 폭발적으로 증가할 것입니다. 그러나 현 도로 구조로는 이 인구와 교통량을 결코 감당할 수 없습니다. 길음미아권은 서울 동북권 발전의 핵심축이 될 수 있는 지역입니다. 하지만 교통 인프라가 현재 수준에 머문다면, 기업 유치나 상업업무 기능의 확장은 현실적으로 불가능합니다. 반면 강남, 용산 등 주요 성장 지역은 넓은 대로망을 기반으로 기업과 일자리, 상권이 함께 성장했습니다. 길음 일대가 서울의 균형발전 축으로 성장하기 위해서는, 이번 재개발 사업과 연계된 도로 확충과 교통체계 재정비가 반드시 병행되어야 합니다. 이는 단순한 교통 편의의 문제가 아니라, 기업 유치 기반 조성, 일자리 창출, 동북권 균형 발전, 시민의 이동권 보장 이라는 서울시의 중장기 발전 목표와도 직결된 사안입니다. 이번 재개발을 서울 동북권의 새로운 기회로 삼기 위해, 부디 길음역미아사거리 구간 도로 확장 및 교통체계 개선 계획을 적극 검토해 주시길 간곡히 요청드립니다. 시민의 생활과 도시의 미래가 걸린 문제인 만큼, 정책적 관심과 실질적인 조치를 부탁드립니다. 감사합니다.",도시관리국 주거정비과,2025-10-27 10:42:08,장○○,"1. 안녕하십니까? 평소 구정 발전에 적극 협조하여 주시는 귀하께 감사드립니다.

2. 귀하께서는‘길음역~미아사거리구간 도로 확정 및 교통체계 개선요구’를 하신 것으로 이해됩니다. 길음·미아 재정비촉진지구 재개발사업에 따른 교통영향분석 및 개선대책 등은 「도시교통정비촉진법」 제17조 및 동법 시행령 제13조의4, 「서울특별시 교통영향분석·개선대책 수립에 관한 조례」 제5조 등 관련 법령에 의거 사업시행계획(변경)인가 전 교통영향평가 심의를 통해 정비사업 시행에 따라 발생하는 교통량·교통흐름의 변화 및 교통안전에 미치는 영향을 조사, 예측, 평가하고 그와 관련된 각종 문제점을 최소화할 수 있도록 교통개선대책을 마련하고 있습니다.

3. 길음역~미아사거리구간 도로확장 및 교통체계 개선 등에 대해 건의하신 사항은 기존 도로 인프라, 대중교통의 한계 등 복합적인 사항으로 서울시 및 교통관계부서 등의 검토 및 의사결정 등이 필요한 사항임을 널리 이해하여 주시기 바랍니다.

4. 귀하의 질문에 만족스러운 답변을 드리지 못한 점 널리 양해하여 주시기 바라며, 기타 궁금하신 사항은 우리구 주거정비과(담당장: 장영주 주무관, ☏02-2241-2856)로 전화주시면 친절히 안내하여 드리도록 하겠습니다. 감사합니다.",1
204968,동절기 보행로 안전손잡이 설치 의뢰,김OO,2025-10-13 16:26:51,"북악산로22길 106과 동소문로26가길 5933, 35 사이의 골목길은 안전손잡이가 없어 낙상하기가 쉬었으나 우리 구청에서 손잡이 공사로 겨울철 안전하게 다닐 수 있었습니다. 주변이 재개발예정구역으로 있다가 주민들의 합의로 재개발이 진행되지 않다 보니 주민들은 여러가지로 살기가 힘든 실정입니다. 동소문로26가길 5917과 5919사이에 있는 계단과 미끄럼골목은 겨울철 눈이 녹지 않아 빙판시에는 통행이 불가능한 곳입니다. 이곳에 안전손잡이를 설치하여 주시면 고맙겠습니다. 598에는 100세가 넘으신 분이 거주하고 있어 더욱 더 절실 합니다. 갑자기 추워진 날씨에 작년에 고생하고 엉덩방아 사고났던 생각이 나서 글 올렸습니다. 감사합니다.",건설교통국 도로과,2025-10-15 17:38:57,유○○,"안녕하십니까?

귀하께서 접수하신 민원은 동소문로26가길 59-33 핸드레일 설치요청으로 판단됩니다.

귀하의 민원에 대해 다음과 같이 답변드립니다.


요청하신 구간은 사유지로 확인되어 핸드레일 설치를 위해서는 소유주 및 인근 주민 동의서가 필요합니다.

이에 따라, 해당 지번의 소유주 동의서 및 인근 주민 동의서 징구 절차 진행 후 정비 검토할 예정임을 알려드립니다.

위와 관련 더 궁금하신 사항은 우리 구 도로과(유용재, 02-2241-3554)로 문의하시면 성심성의껏 답변 드리겠습니다. 감사합니다.",1
204967,빗물 수로 물빠짐트렌치 이동 설치 의뢰,김OO,2025-10-13 15:59:14,"1. 현재 위치 북악산로 22길 101과 성신초등학교건물벽에 설치된 트렌치 기능상실 2. 이동할 위치 북악산로 22길 10과 성신초등학교 건물벽의 전봇대 3. 사유 북악산로22길상의 CU돈암풍림점에서 부터 현재 설치된 북악산로22길 10 주택사이는 비만 오면 빗물이 흘러 많은 양이 북악산로22길 10에서 동소문로26가길 77 골목길 계단으로 흘러 내려가므로 집중 호우시에는 계단에 흐르는 물이 폭포수 처럼 내려와 통행에 불편할 뿐만 아니라 신발,옷이 젖어 통행할 수 없는 지경에 이름 4. 이동할 위치로의 트렌치 설치 희망 현재 설치된 트렌치는 골목길을 지나 성신여자고등학교 정문방향으로 설치되어 트렌치로서의 기능을 상실한 바 트렌치를 골목입구 전에 설치하여 주시기 바랍니다.",건설교통국 치수과,2025-10-21 10:57:59,정○○,"안녕하십니까? 구정 발전에 많은 관심과 애정을 가져주시는데 대하여 감사드립니다.

귀하께서 요청하신 횡단 빗물받이 이동 설치 건에 대하여 현장확인 결과 북악산로22길 10, 북악산로22길 10-1 건축물 사이 계단 주변 파손으로 인하여 호우시 계단으로 빗물이 흐르는 것으로 보이며, 빠른 시일 내 해당 계단 주변을 보수하여 빗물이 횡단 빗물받이로 유입될 수 있도록 조치할 예정임을 알려드립니다.

추가로 궁금하신 사항이나 문의사항이 있으신 경우 우리구 치수과(담당자 정택유☎ 02-2241-3625)로 연락주시면 성심성의껏 답변드리겠습니다. 감사합니다.",1
203183,동망봉어린이공원 급경사 도로열선설치 및 급경사 인도 캐노피지붕 설치요망,전OO,2024-11-27 10:10:13,"보문역 인근에 있는 보문사에서 동망봉 어린이공원 올라가는 도로및 인도는 급경사라 작년에도 폭설이 왔을 때 이쪽 도로로 차들이 올라가지도 내려가지도 못하고, 인도는 꽝꽝 언 빙판길이 되어 사람들이 미끄러져 다치는 일들이 빈번했습니다. 그곳은 동망봉 어린이공원 진출입로면서,이편한세상보문440세대후문진입로이기도 하고,앞으로 열릴 보문숲길 도서관 쪽 차량 진입로이기도 합니다.공원이용객,도서관이용객들,인근 주민들을 위해서 열선도로가 시급합니다. 또한, 인도쪽도 워낙 급경사라 밤사이 눈이 내릴때마다 빙판길에 속수무책입니다. 특히, 동망봉어린이공원 정문 후문 진입로 양쪽 모두 급경사인데,그곳은 동신초등학교 학생들의 통학로이기로 해서 학생들의 안전도 우려됩니다. 통학로로 이용되는 동망봉어린이공원 정문 후문 진입로 급경사구역에도 캐노피지붕설치가 필요해보입니다. 올해 예산이 없다면 내년엔 겨울이 오기전에 설치해주시면 많은 차량들과 이용객들이 빙판길에 다치거나 이동에 불편을 겪지 않고 안전하게 다닐 수 있을것입니다. 감사합니다.",건설교통국 도로과,2024-11-28 13:14:14,이○○,"안녕하십니까?
항상 우리구 구정 발전에 관심을 가져주셔서 감사의 말씀 드리며, 우리구 이편한세상보문 주변도로 열선 및 캐노피 설치 요청건에 대하여 말씀 드리겠습니다.
먼저, 도로 열선 설치 및 유지관리는 많은 예산이 소요되는 사항으로 우리구에서는 구비로 설치가 어려워 국비 및 시비 예산 확보에 노력하고 있는 실정입니다.
관내 급경사지내 순차적으로 열선을 설치하기 위해 예산 확보에 적극 노력하고 있으며, 해당 구간 강설 시 제설제 사전 살포 및 제설 작업을 더욱 철저히 하여 주민들의 통행 안전을 위해 최선을 다하겠습니다.
보도 캐노피 설치 또한 많은 예산이 소요되므로, 추후 우리 구 예산 확보 상황, 주민의견 수렴 및 사업 우선순위 등을 고려하여 중장기적으로 검토 드린다는 말씀 드립니다.
앞으로도 구정 발전에 많은 관심을 부탁드리며 더 궁금하신 사항은 성북구 도로과(이민정,02-2241-3585)로 연락주시면 성심껏 안내해드리겠습니다.
감사합니다.",1
