판례일련번호,구분,문장번호,내용
145611,판시사항,1,"출원상표 ""MANOPLAX""와 선등록상표 ""MANO 마노""의 유사 여부(적극)"
145611,판결요지,2,"본원상표 ""MANOPLAX""는 쉽게 ""마노""로 약칭되어 불려질 수 있어 보이고 그렇게 약칭되면 타인의 선등록상표인 인용상표 ""MANO 마노""와 유사하여 동종의 지정상품에 함께 사용할 때에는 상품출처에 혼동을 일으킬 수 있다."
145611,참조조문,3,구 상표법 제9조 제1항
145611,판례내용,4,"【출원인, 상고인】   더 부츠 캄파니 피엘씨(소송대리인 법무법인 중앙국제법률특허사무소 담당변호사 이○)"
145611,판례내용,5,"【상대방, 피상고인】   특허청장"
145611,판례내용,6,"【원심결】 특허청 항고심판소 1990.5.31.자, 89항당654 심결"
145611,판례내용,7,【주    문】
145611,판례내용,8,상고를 기각한다.
145611,판례내용,9,상고소송비용은 출원인의 부담으로 한다.
145611,판례내용,10,【이    유】  상고이유에 대하여
145611,판례내용,11,"원심이 본원상표 ""MANOPLAX"" 타인의 선등록상표인 인용상표 ""MANO 마노""를 서로 대비 관찰하여 보면 본원상표는 쉽게 '마노'로 약칭되어 불려질 수 있어 보이고 그렇게 약칭되면 인용상표와 유사하여 동종의 지정상품에 함께 사용할때에는 상품출처에 혼동을 일으킬 수 있다고 판단한 것은 옳고 여기에 심리미진, 이유불비 또는 상표의 유사성에 관한 법리의 오해와 같은 위법이 있다고 할 수 없다.논지가 들고 있는 당원의 판례들은 이 사건에 적절한 것들이 아니다."
145611,판례내용,12,논지는 이유 없어 이 상고를 기각하기로 관여법관의 의견이 일치되어 주문과 같이 판결한다.
