판례일련번호,구분,문장번호,내용
344438,판례내용,1,서 울 고 등 법 원
344438,판례내용,2,제 1 1 행 정 부
344438,판례내용,3,판 결
344438,판례내용,4,사 건 2023누60379 난민불인정결정취소
344438,판례내용,5,"원고, 항소인 A"
344438,판례내용,6,"피고, 피항소인 서울출입국․외국인청장"
344438,판례내용,7,제1 심판결 서울행정법원 2023.9.15.
344438,판례내용,8,선고 2023구단9023 판결
344438,판례내용,9,변 론 종 결 2024.1.24.
344438,판례내용,10,판 결 선 고 2024.2.7.
344438,판례내용,11,주 문
344438,판례내용,12,1.원고의 항소를 기각한다.
344438,판례내용,13,2.항소비용은 원고가 부담한다.
344438,판례내용,14,청구취지 및 항소취지
344438,판례내용,15,제1심판결을 취소한다.
344438,판례내용,16,피고가 2023.4.21.
344438,판례내용,17,원고에게 한 난민불인정처분을 취소한다.
344438,판례내용,18,이 유
344438,판례내용,19,1.제1심판결의 인용
344438,판례내용,20,제1심에 제출된 증거를 원고의 주장과 함께 다시 살펴보더라도 제1심의 사실인정과 판단은 정당하다고 인정된다.
344438,판례내용,21,"이에 이 법원이 이 사건에 관하여 기재할 이유는 제1심 판결의 이유 부분 기재와 같으므로, 행정소송법 제8조 제2항, 민사소송법 제420조 본문에 의하여 이를 그대로 인용한다."
344438,판례내용,22,2.결론
344438,판례내용,23,"원고의 청구는 이유 없어 이를 기각할 것인데, 제1심판결은 이와 결론이 같아 정당하므로 원고의 항소는 이유 없어 이를 기각하기로 하여 주문과 같이 판결한다."
344438,판례내용,24,재판장 판사 최○
344438,판례내용,25,판사 이○
344438,판례내용,26,판사 배○
