판례일련번호,구분,문장번호,내용
346885,판례내용,1,인 천 지 방 법 원
346885,판례내용,2,제 2 행 정 부
346885,판례내용,3,판 결
346885,판례내용,4,사 건 2022구합53512 직위해제처분취소
346885,판례내용,5,원 고 A
346885,판례내용,6,소송대리인 법무법인 로웰 담당변호사 조○
346885,판례내용,7,피 고 인천광역시교육감
346885,판례내용,8,변 론 종 결 2022.9.30.
346885,판례내용,9,판 결 선 고 2022.10.28.
346885,판례내용,10,주 문
346885,판례내용,11,1.원고의 청구를 기각한다.
346885,판례내용,12,2.소송비용은 원고가 부담한다.
346885,판례내용,13,청 구 취 지
346885,판례내용,14,피고가 2021.12.28.
346885,판례내용,15,원고에 대하여 한 직위해제처분을 취소한다.
346885,판례내용,16,이 유
346885,판례내용,17,1.처분의 경위
346885,판례내용,18,"피의자(원고)는 B고등학교 미술교사이고, 피해아동 ○○○(17세, 여)는 B고등학교 2학년에 재학 중인 학생이다."
346885,판례내용,19,피의자는 2021.11.3.
346885,판례내용,20,"12:30경 B고등학교 다른 학생들이 함께 있는 미술실에서 피해아동이 ‘이번 축제에서 타투를 하기로 했다’고 피의자에게 말하자, ‘네가 비키니 입고 엉덩이에 타투를 그려서 보여주고 있어야 하는 것 아니냐?’는 말을 하여 피해아동이 다른 학생들이 있는 상황에서 수치심을 느끼게 하는 방식으로 피해아동의 정신건강 및 발달에 해를 끼치는 정서적 학대행위를 하였다."
346885,판례내용,21,가.원고는 1990년경 고등학교 교사로 신규 임용된 후 2019.3.경부터 B고등학교에서 근무하여 왔다.
346885,판례내용,22,나.인천계양경찰서는 2021.12.24.
346885,판례내용,23,"인천광역시 교육청에 원고에 대하여 ‘아동학대 범죄의 처벌 등에 관한 특례법위반(아동복지시설 종사자 등의 아동학대가중처벌)’의 죄명으로 수사가 시작된 사실을 통보하였는데, 수사 대상이 된 피의사실은 아래와 같다(아래에서 보는 2021.11.3.자 정서적 학대행위를 ‘이 사건 학대행위’라 한다)."
346885,판례내용,24,다.피고는 2021.12.28.
346885,판례내용,25,원고에 대하여 교육공무원법 제44조의2 제1항 제4호에 따라 2022.1.3.부터 원고의 직위를 해제하는 처분을 하였다(이하 ‘이 사건 처분’이라 한다).
346885,판례내용,26,"라.이 사건 처분에 대하여 원고는 교원소청심사위원회에 소청심사를 청구하였으나, 교원소청심사위원회는 2022.5.11."
346885,판례내용,27,원고의 소청심사 청구를 기각하는 결정을 하였다.
346885,판례내용,28,"마.한편, 원고는 2022.8.23."
346885,판례내용,29,이 사건 학대행위로 벌금 200만 원의 약식명령이 청구되었다[죄명 : 아동학대범죄의 처벌 등에 관한 특례법위반(아동복지시설 종사자 등의 아동학대 가중처벌)].
346885,판례내용,30,"[인정근거] 다툼 없는 사실, 갑 제3 내지 8, 10호증의 각 기재(가지번호 있는 것은 각 가지번호 포함)및 변론 전체의 취지"
346885,판례내용,31,2.관계 법령
346885,판례내용,32,별지 기재와 같다.
346885,판례내용,33,3.원고 주장의 요지
346885,판례내용,34,"이 사건 처분은 아래와 같은 이유로 위법하므로, 취소되어야 한다."
346885,판례내용,35,"가.원고는 미술동아리 지도교사로서 학생들에게 축제에서 진행할 프로그램에 관하여 조언하는 과정에서 ‘타투는 해변에서 비키니를 입고 엉덩이 위에 하는 것 아니니?’라며 학생들이 건의한 타투에 대하여 부정적으로 표현하였을 뿐인바, 원고의 행동은 아동복지법 제17조가 금지하는 행위에 해당하지 않는다."
