판례일련번호,구분,문장번호,내용
348858,판례내용,1,전 주 지 방 법 원
348858,판례내용,2,제 1 행 정 부
348858,판례내용,3,판 결
348858,판례내용,4,사 건 2019구합3220 배출시설 폐쇄명령처분 취소의 소
348858,판례내용,5,원 고 영농조합법인 A
348858,판례내용,6,소송대리인 변호사 곽○
348858,판례내용,7,피 고 익산시장
348858,판례내용,8,소송대리인 법무법인(유한)강남 담당변호사 박○
348858,판례내용,9,변 론 종 결 2021.5.27.
348858,판례내용,10,판 결 선 고 2022.1.13.
348858,판례내용,11,주 문
348858,판례내용,12,1.피고가 2019.12.9.
348858,판례내용,13,원고에 대하여 한 배출시설 폐쇄명령을 취소한다.
348858,판례내용,14,2.소송비용은 피고가 부담한다.
348858,판례내용,15,청 구 취 지
348858,판례내용,16,주문과 같다.
348858,판례내용,17,이 유
348858,판례내용,18,귀 사업장은 다음 사항을 위반하였으므로 대기환경보전법 제84조에 따라 폐쇄명령을 명합니다.
348858,판례내용,19,1.위반일시 : 2019.10.23.
348858,판례내용,20,(목)10:30경
348858,판례내용,21,2.위반사항
348858,판례내용,22,1.처분의 경위
348858,판례내용,23,"가.원고는 부산물비료(퇴비)생산업, 인공토양 제조업 등을 영위하는 회사로, 1995.2.17.경 익산시 B에 유기질 비료 및 상토를 제조하는 공장을 설립하여 운영하고 있다."
348858,판례내용,24,나.원고는 2013.4.25.
348858,판례내용,25,"피고에게 위 공장 내 혼합시설, 포장시설에서 먼지, 암모니아의 대기오염물질이 배출된다는 내용으로 배출시설 설치신고를 하였다(이하 위 각 시설을 합하여 ’이 사건 배출시설‘이라 한다)."
348858,판례내용,26,다.전라북도보건환경연구원(이하 ’환경연구원‘이라 한다)은 2019.10.23.
348858,판례내용,27,"피고의 의뢰에 따라 이 사건 배출시설에서 시료를 채취하고, 위 시료에 대한 대기오염도를 검사하였는데, 그 결과 위 시료에서 불소화물(F) 8.065ppm, 염화수소(HCl) 1.97ppm이 각 검출되었다."
348858,판례내용,28,라.피고는 2019.11.1.
348858,판례내용,29,"원고에게 이 사건 배출시설에서 특정대기유해물질인 불소화물과 염화수소가 배출시설 설치허가대상 기준을 초과하여 검출되었고, 이 사건 배출시설이 있는 지역은 계획관리지역으로 국토의 계획 및 이용에 관한 법률(이하 ’국토계획법‘이라 한다)시행령 [별표 20]에 따라 배출시설 설치허가가 불가능하므로, 대기환경보전법 제38조, 제84조에 따라 폐쇄명령을 할 예정임을 사전통지하고, 그에 따른 청문절차를 진행하였다."
348858,판례내용,30,마.피고는 2019.12.9.
348858,판례내용,31,원고에게 다음과 같이 이 사건 배출시설에 대한 폐쇄명령(이하 ’이 사건 처분‘이라 한다)을 하였다.
348858,판례내용,32,- 대기배출시설 설치허가를 받지 아니하고 배출시설을 설치·운영함
348858,판례내용,33,: 신고된 대기오염물질 외의 특정대기오염물질이 검출된 경우
348858,판례내용,34,(대기환경보전법 제23조 제1항 위반)
348858,판례내용,35,→ 해당지역이 배출시설의 설치가 불가능한 지역
348858,판례내용,36,5.처분기간 : 2020.4.10.
348858,판례내용,37,(금)까지 폐쇄명령 이행완료
348858,판례내용,38,"[인정근거] 다툼 없는 사실, 갑 제1 내지 5호증(가지번호 있는 것은 가지번호 포함, 이하 같다), 을 제7, 8호증의 각 기재, 변론 전체의 취지"
348858,판례내용,39,2.원고 주장의 요지
348858,판례내용,40,"가.대기환경보전법 제38조 단서에 따른 배출시설 폐쇄명령을 위해서는 그 전제로서 배출시설에서 설치허가대상 기준 이상의 특정대기유해물질이 상시 배출되어야 하는데, 1회의 대기오염도 검사결과만으로는 위와 같은 사실이 확인되었다고 할 수 없고, 이 사건 배출시설이 위치한 지역은 국토계획법령에 따라 배출시설 설치가 불가능한 지역이 아니므로, 이 사건 처분은 처분사유가 존재하지 아니하여 위법하다."
348858,판례내용,41,"나.대기오염방지법 제38조 단서에 따른 배출시설 폐쇄명령은 행정청의 기속재량행위에 해당하고, 1회의 대기오염도 검사결과에 기초한 이 사건 처분으로 인하여 원고는 공장을 폐쇄하여야 하는 막대한 불이익을 입게 되므로, 이 사건 처분에는 비례의 원칙을 위반하여 재량권을 일탈·남용한 위법이 있다."
348858,판례내용,42,3.관계 법령
348858,판례내용,43,별지 기재와 같다.
348858,판례내용,44,4.처분사유의 존부에 관한 판단
348858,판례내용,45,가.대기환경보전법 제38조 단서 조항의 해석
348858,판례내용,46,1)‘특정대기유해물질’의 오기로 보인다.
