판례일련번호,구분,문장번호,내용
338463,판례내용,1,대 전 지 방 법 원
338463,판례내용,2,제 3 행 정 부
338463,판례내용,3,판 결
338463,판례내용,4,사 건 2023구합200887 부당해고구제재심판정취소
338463,판례내용,5,원 고 A아파트입주자대표회의
338463,판례내용,6,소송대리인 법무법인 세상
338463,판례내용,7,"담당변호사 우○, 차○, 진○"
338463,판례내용,8,피 고 중앙노동위원회위원장
338463,판례내용,9,피고보조참가인 B
338463,판례내용,10,소송대리인 법무법인(유한)정률
338463,판례내용,11,"담당변호사 김○, 송○"
338463,판례내용,12,변 론 종 결 2024.6.4.
338463,판례내용,13,판 결 선 고 2024.8.22.
338463,판례내용,14,주 문
338463,판례내용,15,1.원고의 청구를 기각한다.
338463,판례내용,16,2.소송비용은 보조참가로 인한 부분을 포함하여 원고가 부담한다.
338463,판례내용,17,청 구 취 지
338463,판례내용,18,중앙노동위원회가 2022.12.27.
338463,판례내용,19,원고와 피고보조참가인(이하 ‘참가인’이라고만 한다)사이의 C 부당해고구제심판 재심 신청사건에 관하여 한 재심판정을 취소한다.
338463,판례내용,20,이 유
338463,판례내용,21,1.재심판정의 경위
338463,판례내용,22,가.참가인의 관리소장 근무
338463,판례내용,23,1)원고는 전북 D아파트(이하 ‘이 사건 아파트’라고만 한다)입주세대의 각 동별 대표자로 구성된 공동주택관리법에서 정한 입주자대표회의로서 상시 근로자 8명을 두고 이 사건 아파트에 대한 자치관리를 행하는 단체이다.
338463,판례내용,24,2)원고는 2020.1.21.
338463,판례내용,25,"참가인과 사이에, 참가인이 2020.1.21.부터 2021.1.20.까지 관리소장으로 근무하기로 하는 내용의 근로계약을 체결하였고, 참가인은 그 무렵부터 이 사건 아파트의 관리사무소에서 관리소장으로 근무하기 시작하였다."
338463,판례내용,26,나.참가인에 대한 징계해고
338463,판례내용,27,"1)참가인은 2020.3.27., 2020.3.30., 2020.5.27.부터 같은 해 6.1.까지, 2020.8.31."
338463,판례내용,28,각 일자에 사전 통보 없이 무단으로 결근하였다.
338463,판례내용,29,2)원고는 참가인의 위와 같은 무단결근을 이유로 2020.9.14.
338463,판례내용,30,개최된 입주자대표회의에서 참가인을 2020.10.14.
338463,판례내용,31,"자로 징계해고하기로 의결하였고, 참가인에게 위와 같은 입주자대표회의 의결내용을 통지하였다."
338463,판례내용,32,3)참가인은 2020.11.3.
338463,판례내용,33,"위 징계해고가 부당해고라고 주장하며 전북지방노동위원회에 구제신청을 하였으나, 전북지방노동위원회는 2020.12.31."
338463,판례내용,34,"위 징계해고가 정당하다고 판정하였고, 참가인은 2021.1.27."
338463,판례내용,35,중앙노동위원회에 위 초심판정에 대한 재심을 신청하였다.
338463,판례내용,36,4)원고는 2021.3.10.
338463,판례내용,37,"입주자대표회의를 개최하여 기존의 관리소장의 사직과 추후 발생할 수 있는 위 징계해고 관련 소송비용 등을 고려하여 참가인을 2021.6.30.까지 관리소장으로 재고용하기로 의결하였고, 원고와 참가인은 2021.3.경 참가인이 2021.4.1.부터 다시 이 사건 아파트의 관리소장으로 근로하는 근로계약을 체결하면서, 다만 근로기간의 종기는 참가인이 징계해고로 인하여 종전의 근로기간의 종기까지 근무하지 못했던 99일의 기간을 반영하여 2021.7.8.까지로 정하였다."
338463,판례내용,38,5)참가인이 관리소장으로 다시 채용됨에 따라 참가인은 2021.3.16.
338463,판례내용,39,재심신청을 취하하였다.
338463,판례내용,40,다.참가인에 대한 기간만료 통지
338463,판례내용,41,1)근로계약기간의 종료일이 다가오자 당시 입주자대표회의 회장이었던 E은 2021.6.경 참가인과 사이에 근로기간을 2021.7.9.부터 2022.7.8.까지로 하는 근로계약을 새로 체결하였다.
338463,판례내용,42,2)원고는 2021.12.무렵 2022.1.1.부로 인상되는 임금을 반영하기 위하여 참가인과 사이에 근로기간의 종기를 2022.7.8.까지로 동일하게 유지하되 인상된 임금을 반영한 근로계약을 다시 체결하였다.
338463,판례내용,43,3)원고는 2022.6.7.
338463,판례내용,44,참가인에게 2022.7.8.
338463,판례내용,45,자로 근로계약기간이 만료된다는 점과 함께 별도의 재고용 통보가 없을 경우에는 근로계약이 종료됨을 통지하였다(이하 ‘이 사건 해고’라 한다).
338463,판례내용,46,4)원고는 2022.6.20.
338463,판례내용,47,"입주자대표회의를 개최하여 참가인과의 계약 연장 안건을 논의하였으나 위 안건이 부결되었고, 참가인이 재심의를 요청함에 따라 2022.6.29."
338463,판례내용,48,다시 입주자대표회의를 개최하여 논의하였으나 참가인과의 재계약을 하지 않기로 의결하였다.
338463,판례내용,49,라.재심판정의 경위
338463,판례내용,50,1)참가인은 2022.8.16.
338463,판례내용,51,"이 사건 해고가 부당해고에 해당한다고 주장하며 전북지방노동위원회에 구제신청을 하였는데, 전북지방노동위원회는 2022.10.13."
338463,판례내용,52,참가인에게 근로계약의 갱신기대권이 인정되기 어렵다는 이유로 참가인의 구제신청을 기각하였다.
338463,판례내용,53,"2)참가인이 중앙노동위원회에 위 초심판정에 대한 재심을 신청하였고, 중앙노동위원회는 2022.12.27."
338463,판례내용,54,"참가인에게 근로계약의 갱신기대권이 인정되고, 근로계약의 갱신을 거절할 합리적 이유가 있다고 보기 어렵다는 이유로 초심판정을 취소하고 구제 신청을 인용하였다."
338463,판례내용,55,"[인정 근거] 다툼 없는 사실, 갑 제1 내지 8호증, 을가 제1 내지 6호증, 을나 제9호증(가지번호 있는 것은 각 가지번호 포함)의 각 기재, 증인 F의 증언, 변론 전체의 취지"
338463,판례내용,56,2.이 사건 재심판정의 적법 여부
338463,판례내용,57,가.원고 주장의 요지
338463,판례내용,58,1)갱신기대권의 부존재
338463,판례내용,59,아래와 같은 사정을 고려하면 참가인에게는 근로계약의 갱신기대권이 인정되지 않는다.
338463,판례내용,60,"가)참가인은 기간제 근로자로 채용되었고, 원고는 참가인과 정년을 보장한다는 합의를 하지 않았으며, 참가인 역시 채용될 당시부터 계약직 근로자로서 근로계약을 체결한 것을 알았다."
338463,판례내용,61,"나)원고가 참가인과 네 차례의 근로계약을 체결하였으나, 입주자대표회의의 의결을 통해 근로계약 여부가 결정되었고, 그 기간이 1년, 3개월 8일 등으로 다양하며, 근로계약의 조건도 변동되고 있어 동일한 기간제 근로계약이 반복적으로 갱신된 것으로 볼 수 없다."
