판례일련번호,구분,문장번호,내용
347341,판례내용,1,대전지방법원
347341,판례내용,2,판결
347341,판례내용,3,사건 2019구단101153 보훈보상대상자(재해부상군경)요건 일부 인정 결정 취소
347341,판례내용,4,원고 C
347341,판례내용,5,소송대리인 법무법인 저스티스
347341,판례내용,6,담당변호사 윤○
347341,판례내용,7,피고 대전지방보훈청장
347341,판례내용,8,변론 종결 2022.4.21.
347341,판례내용,9,판결 선고 2022.5.26.
347341,판례내용,10,주문
347341,판례내용,11,1.원고의 주위적 및 예비적 청구를 모두 기각한다.
347341,판례내용,12,2.소송비용은 원고가 부담한다.
347341,판례내용,13,청구 취지
347341,판례내용,14,"주위적으로, 피고가 2019.6.4."
347341,판례내용,15,원고에 대하여 한 국가유공자 비해당 결정을 취소한다.
347341,판례내용,16,"예비적으로, 피고가 2019.6.4."
347341,판례내용,17,원고에 대하여 한 보훈보상대상자 일부 비해당 결정을 취소한다.
347341,판례내용,18,이유
347341,판례내용,19,1.처분의 경위
347341,판례내용,20,가.원고(D생)는 1985.10.12.
347341,판례내용,21,육군 하사로 임관하여 2018.10.31.
347341,판례내용,22,부사관(원사)으로 전역하였다.
347341,판례내용,23,나.원고는 2018.12.5.
347341,판례내용,24,"피고에게 ① 뇌좌상, 우측 전두두정부 두피 결손(회전피판술, 변연절제술 및 부분층 피부 이식술 후 상태, 우측 안면부 신경병증성 통증)(이하 ‘이 사건 제1상이’라 한다), ② 추간판탈출증(제5요추-제1천추간), 허리 척추원반의 외상성 파열, 척추협착 요추부(이하 ‘이 사건 제2상이’라 한다), ③ 좌측 슬관절 전방십자 인대파열, 좌측 슬관절 내측측부인대 파열(이하 ‘이 사건 제3상이’라 한다, 이하 이 사건 제1내지 제3상이를 통칭하여 ‘이 사건 각 상이’라 한다)를 신청 상이로 하여 국가유공자 및 보훈보상대상자 등록을 신청하였다."
347341,판례내용,25,다.피고는 보훈심사위원회 심의 · 의결을 거쳐 2019.6.4.
347341,판례내용,26,"원고에게 원고가 신청한 상이 중 이 사건 제3상이는 보훈보상대상자(재해부상군경)요건에 해당하나, 국가유공자 요건에 해당하지 아니하고, 나머지 상이는 국가유공자 및 보훈보상대상자 요건에 해당되지 않는다는 취지의 결정(이하 ‘이 사건 처분’이라 한다)을 하였다."
347341,판례내용,27,"[인정근거] 다툼 없는 사실, 갑 제1, 17, 18, 21호증, 을 제1, 4, 5호증(가지번호 있는 것은 가지번호 포함, 이하 같다)의 각 기재, 변론 전체의 취지"
347341,판례내용,28,2.처분의 적법 여부
