판례일련번호,구분,문장번호,내용
339605,판례내용,1,대 구 지 방 법 원
339605,판례내용,2,판 결
339605,판례내용,3,사 건 2022구단10851 영업허가취소처분취소
339605,판례내용,4,원 고 주식회사 A
339605,판례내용,5,소송대리인 변호사 오○
339605,판례내용,6,피 고 영천시장
339605,판례내용,7,소송대리인 변호사 김○
339605,판례내용,8,변 론 종 결 2023.1.18.
339605,판례내용,9,판 결 선 고 2023.2.8.
339605,판례내용,10,주 문
339605,판례내용,11,1.원고의 청구를 기각한다.
339605,판례내용,12,2.소송비용은 원고가 부담한다.
339605,판례내용,13,청 구 취 지
339605,판례내용,14,피고가 2022.7.6.
339605,판례내용,15,원고에 대하여 한 화물자동차 운송사업 허가취소처분을 취소한다.
339605,판례내용,16,이 유
339605,판례내용,17,1.처분의 경위
339605,판례내용,18,가.원고는 피고로부터 화물자동차 운송사업 허가를 받아 화물자동차 운송업 등을 영위하여 왔다.
339605,판례내용,19,나.피고는 2021.11.25.
339605,판례내용,20,"원고에게, ‘차량 지점 이관 신청 후 비정상적인 방법으로 대폐차하는 방식으로 불법증차를 하였다’는 이유로 화물자동차 운수사업법 제3조 제3항, 제19조 제1항 제2호, 구 화물자동차 운수사업법 시행령(2022.4.13."
339605,판례내용,21,"대통령령 제32576호로 개정되기 전의 것)제5조 [별표 1]에 근거하여 구미시 차량등록사업소로 (차량번호 1 생략)차량을 비롯한 위반차량 36대의 자동차등록증, 자동차번호판 및 봉인을 반납하고 말소등록 신청을 하라는 내용의 감차처분(이하 ‘이 사건 선행처분’이라 한다)을 하였다."
339605,판례내용,22,다.원고는 2021.12.28.
339605,판례내용,23,"이 법원 2021구합25716호로 피고를 상대로 이 사건 선행처분의 취소를 구하는 소를 제기하면서, 이 법원 2021아10643호로 위 처분의 집행정지를 신청하였으나 2022.1.14."
339605,판례내용,24,기각되었다.본안 사건에서도 2023.1.12.
339605,판례내용,25,"청구기각 판결이 선고되었고, 원고가 항소하지 않아 위 판결은 그 무렵 확정되었다."
339605,판례내용,26,라.피고는 처분 사전통지 및 의견제출 절차를 거친 후 2022.7.6.
339605,판례내용,27,"원고에게, ‘이 사건 선행처분에 따른 감차 조치 명령을 이행하지 않았다’는 이유로 화물자동차 운수사업법 제19조 제1항 제10호, 같은 법 시행령 제5조 제1항 [별표 1]에 근거하여 화물자동차 운송사업 허가취소처분(이하 ‘이 사건 처분’이라 한다)을 하였다."
339605,판례내용,28,"【인정근거】다툼 없는 사실, 갑 제1, 2호증, 을 제4, 5, 7, 8호증(가지번호 포함)의 각 기재, 변론 전체의 취지"
339605,판례내용,29,2.이 사건 처분의 적법 여부
339605,판례내용,30,가.원고의 주장
339605,판례내용,31,1)피고가 이 사건 선행처분 및 이 사건 처분을 함에 있어 비정상적인 방법으로 대폐차하였다고 막연히 기재하였을 뿐 원고에게 처분의 근거와 이유를 제시하지 않았으므로 이 사건 처분에는 행정절차법 제23조 제1항 위반의 절차적 하자가 있다.
339605,판례내용,32,2)사업허가를 취소하는 극단적인 이 사건 처분에는 재량권 일탈ㆍ남용의 위법이 있다.
339605,판례내용,33,나.관련 법령
339605,판례내용,34,별지 관련 법령 기재와 같다.
339605,판례내용,35,다.판단
339605,판례내용,36,1)절차적 하자 주장에 관하여
339605,판례내용,37,"가)2개 이상의 행정처분이 연속적 또는 단계적으로 이루어지는 경우 선행처분과 후행처분이 서로 합하여 1개의 법률효과를 완성하는 때에는 선행처분에 하자가 있으면 그 하자는 후행처분에 승계된다.이러한 경우에는 선행처분에 불가쟁력이 생겨 그 효력을 다툴 수 없게 되더라도 선행처분의 하자를 이유로 후행처분의 효력을 다툴 수 있다.그러나 선행처분과 후행처분이 서로 독립하여 별개의 법률효과를 발생시키는 경우에는 선행처분에 불가쟁력이 생겨 그 효력을 다툴 수 없게 되면 선행처분의 하자가 중대하고 명백하여 선행처분이 당연무효인 경우를 제외하고는 특별한 사정이 없는 한 선행처분의 하자를 이유로 후행처분의 효력을 다툴 수 없는 것이 원칙이다.다만 그 경우에도 선행처분의 불가쟁력이나 구속력이 그로 인하여 불이익을 입게 되는 자에게 수인한도를 넘는 가혹함을 가져오고, 그 결과가 당사자에게 예측가능한 것이 아니라면, 국민의 재판받을 권리를 보장하고 있는 헌법의 이념에 비추어 선행처분의 후행 처분에 대한 구속력을 인정할 수 없다(대법원 2019.1.31."
339605,판례내용,38,선고 2017두40372 판결 등 참조).
339605,판례내용,39,"이 사건 선행처분인 감차를 명하는 처분인 반면, 후행처분인 이 사건 처분은 이 사건 선행처분을 이행하지 않았다는 별개의 처분사유를 근거로 운송사업 허가를 취소하는 처분이다.비록 이 사건 처분이 감차처분을 전제로 하지만, 양 처분은 그 내용과 효과를 달리하는 독립된 행정처분으로서, 서로 결합하여 1개의 법률효과를 완성하는 때에 해당한다고 볼 수 없다.따라서 원고는 선행처분이 당연무효가 아닌 이상 그 하자를 이유로 후행처분인 이 사건 처분의 효력을 다툴 수 없다.또한 원고가 불복기간 내에 이 사건 선행처분의 취소를 구하는 행정소송 및 위 선행처분에 대한 집행정지 신청을 한바 있는 등의 사정에 비추어 보면, 감차처분의 불가쟁력이나 구속력이 원고에게 수인한도를 넘는 가혹함을 가져오고 그 결과가 예측가능하지 않았던 경우에 해당한 것이라고 볼 수도 없다."
339605,판례내용,40,"절차적 하자에 관한 원고의 주장은 실질적으로 이 사건 선행처분에 있어 처분의 근거와 이유가 구체적으로 제시되지 않아 행정절차법 제23조 제1항을 위반하였다는 것인바, 설령 이 사건 선행처분에 원고가 주장하는 바와 같은 절차적 하자가 있어 있다 할지라도 그 하자가 이 사건 처분에 승계된다고 볼 수 없어, 이에 관한 원고의 주장은 나아가 살펴볼 필요 없이 이유 없다."
339605,판례내용,41,"예비적으로 살펴보더라도, 이 사건 선행처분에 원고 주장의 행정절차법 제23조 제1항 위반의 절차적 하자가 인정되지 않는다(원고는 이 사건 선행처분의 취소를 구하는 이 법원 2021구합25716 사건에서 이 사건 선행처분에 있어 행정절차법 제23조 제1항 위반의 절차적 하자가 있다고 주장하였으나, 위 주장은 배척되었다)."
339605,판례내용,42,"나)나아가 앞서 든 증거 및 변론 전체의 취지에 의하여 인정되는 다음과 같은 사정, 즉 ① 피고는 2022.3.28."
339605,판례내용,43,"원고에게 이 사건 처분의 사전통지를 하면서 ‘이 사건 선행처분이 이행되지 않아 관련 규정에 따른 2차 행정처분(허가취소)에 앞서 의견제출 기회를 부여한다’고 알린 점, ② 이에 원고는 2022.4.12.경 피고에게 이 사건 선행처분의 취소를 구하는 소송이 진행 중이니 위 소송 종결 이후 처분하여 달라는 취지의 의견을 제출한 점, ③ 피고는 2022.6.7."
339605,판례내용,44,원고에게 2022.6.22.
