판례일련번호,구분,문장번호,내용
345238,판례내용,1,대 구 지 방 법 원
345238,판례내용,2,제 2 행 정 부
345238,판례내용,3,판 결
345238,판례내용,4,사 건 2021구합23017 징계처분취소
345238,판례내용,5,원 고 A
345238,판례내용,6,"소송대리인 변호사 김○, 최○"
345238,판례내용,7,피○ 고 해군항공사령관
345238,판례내용,8,변 론 종 결 2023.3.2.
345238,판례내용,9,판 결 선 고 2023.4.6.
345238,판례내용,10,주 문
345238,판례내용,11,1.원고의 청구를 기각한다.
345238,판례내용,12,2.소송비용은 원고가 부담한다.
345238,판례내용,13,청 구 취 지
345238,판례내용,14,피고가 2021.5.18.
345238,판례내용,15,원고에게 한 정직 2월의 징계처분을 취소한다.
345238,판례내용,16,이 유
345238,판례내용,17,1.처분의 경위 및 내용
345238,판례내용,18,"징계처분자는 소속대에서 근무하는 자인바, 2019.10월경 자녀의 유치원 체육대회에 참석한 곳에서 해병 대위 ○○○과 그의 처인 △△△을 처음 알게 되어 가족모임 등을 통해 친분을 쌓고 만남을 이어오던 중, 2020.10월 초○ △△△에게 호감을 느끼고 서로 연락을 주고 받으며 부적절한 관계를 맺고 경북 포항에 위치한 칠곡해안 및 곤륜산 등지를 다니며 만남을 이어오다가, 2020.12.24."
345238,판례내용,19,"(목)13:00경 경북 포항시 남구 C에 위치한 ‘D호텔’에서 1회 성관계를 갖고, 2021.1.1."
345238,판례내용,20,(금)22:00경 경북 포항시 남구 E에 있는 해병 대위 ○○○의 관사인 ‘F건물’ G호 안방에서 1회 성관계를 갖는 등 불륜행위를 하였다.
345238,판례내용,21,가.원고는 해군 작전사 제6항공전단 B대대에서 장교(소령)로 근무하였다.
345238,판례내용,22,나.제6항공전단군인 징계위원회는 2021.5.18.
345238,판례내용,23,"원고에 대하여 ‘품위유지의무위반[기타(불륜)]’이라는 비행건명으로 정직 2월의 징계처분에 처하는 의결을 하였고, 피고는 같은 날 위 의결에 따라 다음의 비행사실을 이유로 원고에게 정직 2월의 징계처분(이하 ’이 사건 처분‘이라 한다)을 하였다."
345238,판례내용,24,다.원고는 2021.5.21.
345238,판례내용,25,"해군작전사령부 항고심사위원회에 항고를 제기하였고, 항고심사위원회는 2021.7.13."
345238,판례내용,26,원고의 항고를 기각하였다.
345238,판례내용,27,"[인정 근거] 다툼 없는 사실, 갑 제1, 2, 8호증의 각 기재, 다툼 없는 사실"
345238,판례내용,28,2.원고의 주장
345238,판례내용,29,가.징계절차 위반
345238,판례내용,30,"군인사법 제59조의4는 징계대상 행위의 경중, 심의대상자의 소행, 근무성적, 공적, 뉘우치는 정도 및 그 밖의 정상을 참작하여야 한다고 규정하고 있음에도 불구하고, 피고는 원고에 대하여 합참의장 표창 등 평소 공적사항과 그로 인한 포상기록 등의 정상을 전혀 고려하지 아니하였으므로, 이 사건 처분에는 징계절차를 위반한 하자가 있다."
345238,판례내용,31,나.징계사유 부존재
345238,판례내용,32,"공무원의 사생활에서의 품위유지의무위반이 징계사유로 인정되기 위하여는 그것이 공개되거나 해당 비위행위가 공무수행에 직접 관련성이 있거나 또는 공직의 사회적 평가를 훼손할 염려가 있는 경우여야 하는데, 이 사건의 경우 비위행위가 외부에 공개된 바가 없고 원고의 공직수행과도 어떠한 관련성이 없으며 공직의 사회적 평가를 훼손할 염려가 있다고도 할 수 없으므로, 이 사건 처분은 품위유지위반의 징계사유에 해당하지 아니하는 비위행위를 처분대상으로 삼은 것으로 위법하다."
345238,판례내용,33,다.재량권 행사의 일탈·남용
345238,판례내용,34,원고의 비위행위는 계획적이지 않고 상간녀의 주도에 의하여 우발적으로 발생한 것으로 원고에게 고의 또는 중과실이 있다고 할 수 없다.
345238,판례내용,35,따라서 원고에 대하여 국방부 군인·공무원 징계업무처리 훈령 별표 7의 징계양정기준에 의하여 ’비행의 정도가 중하고 경과실이거나 비행의 정도가 가볍고 중과실인 경우‘에 해당하는 ’감봉‘ 또는 ’비행의 정도가 가볍고 경과실인 경우‘에 해당하는 ’근신~견책‘이 적용되어야 한다.
345238,판례내용,36,그럼에도 원고의 비위행위가 ’비행의 정도가 중하고 중과실이거나 비행의 정도가 가볍고 고의가 있는 경우‘에 해당한다고 보아 ’정직‘ 처분을 한 것은 재량권을 일탈·남용한 위법이 있다.
345238,판례내용,37,3.관계 법령
345238,판례내용,38,[별지] 관계 법령 기재와 같다.
345238,판례내용,39,4.판단
345238,판례내용,40,가.징계절차 위반 여부
345238,판례내용,41,"국방부 군인·군무원 징계업무처리 훈령은 군인사법 제10장, 군인징계령, 군인징계령 시행규칙 및 군무원인사법 제7장, 군무원인사법 시행령 제7장의 규정에 따라 군인 및 군무원의 징계와 징계부가금 부과에 필요한 사항을 규정하는 것을 목적으로 하는데, 위 훈령 제33조 제1항은 징계위원회는 징계심의대상자가 상훈법에 따른 훈장·포장 또는 정부 표창 규정에 따른 국무총리 이상의 표창에 해당하는 공적이 있는 경우 또는 징계심의대상자가 부사관이나 병인 경우에 한하여 참모총장 이상의 표창에 해당하는 공적이 있는 경우를 유리한 정상으로 참작하여 징계의 종류를 한 단계 감경하여 징계의결할 수 있다고 정하고 있다."
345238,판례내용,42,또한 군인 징계령 제20조는 징계권자가 징계심의대상자에게 위 규정과 같은 표창이 있는 경우에 징계위원회의 징계결정을 한 단계 감경할 수 있다고 정하고 있다.
345238,판례내용,43,"앞서 든 증거들과 갑 제3, 4호증의 각 기재 및 변론 전체의 취지에 의하면, 원고에 대한 징계 조사 과정에서 원고의 참모총장 표창 이력은 감경사유로 고려되지 않은 사실이 인정되나, 앞서 본 규정에 의하면 원고와 같은 장교의 지위에 있는 경우에는 참모총장 표창 이력은 징계를 감경할 수 있는 정상에 해당하지 아니하고, 그 밖에 원고가 위 규정에서 정하는 감경사유인 상훈법에 따른 훈장·포장 또는 국무총리 이상의 표창을 받았다고 볼 만한 증거도 없으므로, 이 사건 처분에 징계 절차를 위반한 위법이 있다고 할 수 없다."
345238,판례내용,44,따라서 원고의 이 부분 주장은 이유 없다.
345238,판례내용,45,나.징계사유 부존재 여부
345238,판례내용,46,"앞서 든 증거들 및 갑 제7호증, 을 제2호증의 기재, 변론 전체의 취지에 의하여 인정되는 다음의 사정들, 즉, ① 인사혁신처 2019년도 징계업무처리편람에서는 ’공무원의 품위유지의무‘에 관하여, ’품위라 함은 주권자인 국민의 수임자로서 직책을 맡아 수행해 나가기에 손색이 없는 인품을 말하는 것으로 공무원으로서 갖추어야 할 품위에는 사적인 행위까지 포함하나 그것이 손상되기 위해서는 공개성을 필요로 하고, 공무원의 사생활에서의 비행은 공직수행에 직접 관련이 있거나 공직의 사회적 평가를 훼손할 염려가 있는 경우에 한하여 정당한 징계사유가 될 수 있다‘고 정하고 있는 점, ② 원고의 비위행위는 소속 부대원들뿐만 아니라 불륜 상대방의 가족들에게도 알려져 외부에 공개된 점, ③ 원고의 불륜행위 상대방은 원고가 근무한 포항 해군기지와 동일한 장소에 소재한 해병대 장교의 아내로서, 포항 해군 부대와 포항 해병대 부대가 합동 기지방호 훈련 등을 함께 하고 있어 이 사건 비위행위가 공직수행과 전혀 관련이 없다고 보기 어려울 뿐 아니라, 인사혁신처 2019년도 징계업무처리편람에 의하면 공무원의 품위유지의무위반은 직무의 내외를 불문하므로, 비위사실이 공무수행과 관련된 것이 아니라더라도 공무원으로서의 체면 또는 위신을 손상한 때에는 징계사유에 해당된다고 정하고 있고, 불륜행위는 공무원의 사회적 평가를 훼손할 염려가 있는 행위인 점, ④ 국방부 군인·군무원 징계업무처리 훈령 [별표 7]은 ’품위유지의무위반‘의 비위유형 중 하나로 불륜행위를 명시하고 있는 점 등을 종합하여 볼 때, 원고의 이 사건 비위행위는 품위유지의무위반의 징계사유에 해당한다고 봄이 타당하다."
345238,판례내용,47,따라서 원고의 이 부분 주장은 이유 없다.
345238,판례내용,48,다.재량권 행사의 일탈·남용 여부
345238,판례내용,49,1)관련 법리
345238,판례내용,50,"공무원인 피징계자에게 징계사유가 있어서 징계처분을 하는 경우 어떠한 처분을 할 것인가는 징계권자의 재량에 맡겨진 것이고, 다만 징계권자가 재량권의 행사로서 한 징계처분이 사회통념상 현저하게 타당성을 잃어 징계권자에게 맡겨진 재량권을 남용한 것이라고 인정되는 경우에 한하여 그 처분을 위법하다고 할 수 있으며, 공무원에 대한 징계처분이 사회통념상 현저하게 타당성을 잃었다고 하려면 구체적인 사례에 따라 징계사유의 내용과 성질, 징계에 의하여 달성하려고 하는 행정목적, 징계양정의 기준 등 여러 요소를 종합하여 판단할 때에 그 징계 내용이 객관적으로 명백히 부당하다고 인정할 수 있는 경우라야 한다(대법원 2006.5.11."
345238,판례내용,51,선고 2004두5546 판결 등 참조).
345238,판례내용,52,그리고 징계권자가 내부적인 징계양정기준을 정하고 그에 따라 징계처분을 하였을 경우 정해진 징계양정기준이 합리성이 없다는 등의 특별한 사정이 없는 한 당해 징계 처분이 사회통념상 현저하게 타당성을 잃었다고 할 수 없다(대법원 2017.11.9.
345238,판례내용,53,선고 2017두47472 판결 등 참조).
345238,판례내용,54,2)구체적 판단
345238,판례내용,55,"앞서 든 증거들과 을 제11호증의 기재, 변론 전체의 취지에 의하여 알 수 있는 다음과 같은 사정들, 즉, ① 원고는 2021.4.8."
345238,판례내용,56,"해군 제6항공전단 법무실에서 이 사건 비위행위에 관한 징계조사를 받으면서 “자신의 이 사건 불륜행위가 군인으로서의 품위 유지의무위반에 해당하는 사실을 알고 있다”고 진술하였던 점, ② 국방부 군인·군무원 징계업무처리 훈령 [별표 7]은 장교 등에 대한 징계양형기준으로서 불륜행위로 인한 품위유지의무위반에 대하여 비행의 정도가 중하고 중과실이거나 비행의 정도가 가볍고 고의가 있는 경우 ’강등~정직‘을 징계양정기준으로 정하고 있어, 이 사건 처분은 징계 양정기준 범위를 벗어나지 않을 뿐 아니라, 그 징계양정기준이 합리성이 없다는 등의 특별한 사정이 있다고 보이지 아니하는 점, ③ 피고는, 원고가 징계조사 과정에서 불륜 상대방에게 책임을 전가하는 태도를 보이고 있는 사정과 불륜 상대방 배우자에게 진심 어린 사과를 하거나 용서를 구한 바가 없는 사정을 불리한 정상으로 참작하되, 원고의 비위행위가 공무수행에 직접적으로 지장을 준 사실이 보이지 아니하고, 간통죄가 위헌으로 폐지되어 형사처벌 사유가 아닌 사정 등을 유리한 정상으로 참작하여 강등처분이 아닌 정직처분으로 그 징계수위를 낮춘 것으로 보이는 점, ④ 피고로서는 조직의 질서를 바로 세우고 국민의 신뢰를 실추시킬 우려가 있는 비위행위에 대하여 엄정한 징계 처분을 할 필요가 있었다고 보이고, 이 사건 처분으로 달성하고자 하는 공익이 그로 인하여 원고가 입게 될 불이익보다 작다고 보기도 어려운 점 등을 종합하여 볼 때, 이 사건 처분에 재량권을 일탈·남용한 위법이 있다고 할 수 없다."
345238,판례내용,57,따라서 원고의 이 부분 주장 또한 이유 없다.
345238,판례내용,58,5.결론
345238,판례내용,59,"원고의 이 사건 청구는 이유 없으므로 이를 기각하기로 하여, 주문과 같이 판결한다."
345238,판례내용,60,재판장 판사 신○
345238,판례내용,61,판사 김○
345238,판례내용,62,판사 김준철
345238,판례내용,63,별표
345238,판례내용,64,관계 법령
345238,판례내용,65,▣ 군인사법
345238,판례내용,66,제57조(징계의 종류)
345238,판례내용,67,"① 장교, 준사관 및 부사관에 대한 징계처분은 중징계(重懲戒)와 경징계(輕懲戒)로 나눈다."
345238,판례내용,68,"이 경우 중징계는 파면ㆍ해임ㆍ강등(降等) 또는 정직(停職)으로 하며, 경징계는 감봉ㆍ근신 또는 견책(譴責)으로 하되 징계의 종류에 따른 구체적인 내용은 다음 각 호와 같다."
345238,판례내용,69,1.파면이나 해임은 장교ㆍ준사관 또는 부사관의 신분을 박탈하는 것을 말한다.
345238,판례내용,70,2.강등은 해당 계급에서 1계급 낮추는 것을 말한다.
345238,판례내용,71,"다만, 장교에서 준사관으로 강등시키거나 부사관에서 병으로는 강등시키지 못한다."
345238,판례내용,72,"3.정직은 그 직책은 유지하나 직무에 종사하지 못하고 일정한 장소에서 근신하게 하는 것을 말하며, 그 기간은 1개월 이상 3개월 이하로 한다."
345238,판례내용,73,정직기간에는 보수의 3분의 2에 해당하는 금액을 감액(減額)한다.
345238,판례내용,74,"4.감봉은 보수의 3분의 1에 해당하는 금액을 감액하는 것을 말하며, 그 기간은 1개월 이상 3개월 이하로 한다."
345238,판례내용,75,"5.근신은 평상 근무 후 징계권자가 지정한 영내(營內)의 일정한 장소에서 비행(非行)을 반성하게 하는 것을 말하며, 그 기간은 10일 이내로 한다."
345238,판례내용,76,6.견책은 비행을 규명하여 앞으로 비행을 저지르지 아니하도록 훈계하는 것을 말한다.
345238,판례내용,77,제58조의2(징계위원회)
345238,판례내용,78,① 군인의 징계처분 또는 징계부가금 부과처분(이하 “징계처분등”이라 한다)을 심의하기 위하여 해당 징계권자의 부대 또는 기관에 징계위원회(이하 “징계위원회”라 한다)를 둔다.
345238,판례내용,79,"② 징계위원회는 징계처분등의 심의 대상자보다 선임인 장교ㆍ준사관 또는 부사관 중에서 3명 이상으로 구성하되, 장교가 1명 이상 포함되어야 한다."
345238,판례내용,80,"다만, 징계처분등의 심의 대상자가 병인 경우에는 부사관만으로도 징계위원회를 구성할 수 있다."
345238,판례내용,81,제59조(징계의 절차 등)
345238,판례내용,82,① 징계처분등은 징계위원회의 심의를 거쳐 한다.
345238,판례내용,83,제59조의4(징계 및 징계부가금의 양정 등)
345238,판례내용,84,"① 징계위원회가 징계의결등을 할 때에는 징계대상 행위의 경중, 심의대상자의 소행ㆍ근무성적ㆍ공적(功績)ㆍ뉘우치는 정도 및 그 밖의 정상을 참작하여야 한다."
345238,판례내용,85,② 징계 및 징계부가금의 양정(量定)에 관한 세부기준은 국방부령으로 정한다.
345238,판례내용,86,▣ 군인 징계령
345238,판례내용,87,제1조(목적)
345238,판례내용,88,이 영은 「군인사법」 제10장에 따라 군인의 징계와 징계부가금 부과에 필요한 사항을 규정하는 것을 목적으로 한다.
345238,판례내용,89,제20조(징계감경)
345238,판례내용,90,①징계권자는 징계심의대상자가 다음 각 호의 어느 하나에 해당하는 경우에는 징계위원회의 징계결정을 감경할 수 있다.
345238,판례내용,91,이 경우 징계의 종류를 한 단계 초과하여 감경할 수 없다.
345238,판례내용,92,1.징계심의대상자가 다음 각 목의 표창을 받은 경우
345238,판례내용,93,가.「상훈법」에 따른 훈장ㆍ포장
345238,판례내용,94,나.「정부 표창 규정」에 따른 국무총리 이○의 표창
345238,판례내용,95,다.참모총장 이○ 표창(징계심의대상자가 부사관이나 병인 경우에 한한다)
345238,판례내용,96,▣ 국방부 군인·군무원 징계업무처리 훈령
345238,판례내용,97,제1조 (목적)
345238,판례내용,98,"이 훈령은 「군인사법」 제10장, 「군인 징계령」,「군인 징계령 시행규칙」 및 「군무원인사법」 제7장, 「군무원인사법 시행령」 제7장의 규정에 따라 군인 및 군무원의 징계와 징계부가금 부과에 필요한 사항을 규정하는 것을 목적으로 한다."
345238,판례내용,99,제3조 (징계사유)
345238,판례내용,100,군인 또는 군무원이 다음 각 호의 어느 하나에 해당하는 때에는 징계처분을 행하여야 한다.
345238,판례내용,101,1.직무상의 의무(「군인사법」 및 「군무원인사법」 또는 그 외의 법령에서 군인 또는 군무원의 신분으로 인하여 부과된 의무를 포함한다)를 위반하거나 직무를 태만히 한 때
345238,판례내용,102,2.직무의 내외를 불문하고 그 품위를 손상하는 행위를 한 때
345238,판례내용,103,3.그 밖에 「군인사법」 및 「군무원인사법」 또는 법 및 「군무원인사법」에 의한 명령을 위반한 때
345238,판례내용,104,비행의 정도 및 과실
345238,판례내용,105,비행의 유형
345238,판례내용,106,비행의 정도가 중하고 고의가 있는 경우
345238,판례내용,107,"비행의 정도가 중하고 중과실이거나, 비행의 정도가 가볍고 고의가 있는 경우"
345238,판례내용,108,"비행의 정도가 중하고 경과실이거나, 비행의 정도가 가볍고 중과실인 경우"
345238,판례내용,109,비행의 정도가 가볍고 경과실인 경우
345238,판례내용,110,품위 유지 의무 위반
345238,판례내용,111,아.기타(불륜 등)
345238,판례내용,112,파면 ～ 해임
345238,판례내용,113,강등 ～ 정직
345238,판례내용,114,감봉
345238,판례내용,115,근신 ～ 견책
345238,판례내용,116,제31조 (징계양정기준)
345238,판례내용,117,"① 징계위원회가 징계의결 또는 징계부가금 부과의결(이하 ""징계의결등""이라 한다)을 할 때에는 징계대상 행위의 경중, 심의대상자의 소행, 근무성적, 공적, 뉘우치는 정도 및 그 밖의 정상을 참작하여 각 별표의 징계양정기준에 따라 징계의결하여야 한다."
345238,판례내용,118,제33조 (정상참작)
345238,판례내용,119,① 징계위원회는 징계심의대상자에게 다음 각 호의 어느 하나에 해당하는 공적이 있는 경우에는 유리한 정상으로 참작하여 징계양정기준 상의 징계 종류보다 1단계 아래의 징계로 의결할 수 있다.
345238,판례내용,120,"다만, 징계심의대상자가 징계처분이나 경고를 받은 사실이 있는 경우에는 그 징계처분이나 경고 전의 표창은 유리한 정상으로 참작하지 않는다."
345238,판례내용,121,1.「상훈법」에 따른 훈장ㆍ포장
345238,판례내용,122,2.「정부 표창 규정」에 따른 국무총리 이○의 표창
345238,판례내용,123,3.참모총장 이○의 표창(징계등 심의대상자가 부사관이나 병인 경우에만 해당한다)
345238,판례내용,124,"[별표 7] 장교, 준사관 및 부사관에 대한 징계양정기준(제31조제1항 관련)"
345238,판례내용,125,끝.
