판례일련번호,구분,문장번호,내용
348451,판례내용,1,서 울 행 정 법 원
348451,판례내용,2,제 8 부
348451,판례내용,3,판 결
348451,판례내용,4,사 건 2023재구합72 부작위위법확인등
348451,판례내용,5,2023구합2173(중간확인의소)소유권확인의 소
348451,판례내용,6,"원고(재심원고, 중간확인원고)A"
348451,판례내용,7,"피고(재심피고, 중간확인피고)대한민국"
348451,판례내용,8,재심대상판결 서울행정법원 2021.8.17.
348451,판례내용,9,선고 2021구합69592 판결
348451,판례내용,10,변 론 종 결 무변론
348451,판례내용,11,판 결 선 고 2023.10.17.
348451,판례내용,12,주 문
348451,판례내용,13,1.이 사건 재심의 소 및 중간확인의 소를 모두 각하한다.
348451,판례내용,14,"2.소송비용은 모두 원고(재심원고, 중간확인원고)가 부담한다."
348451,판례내용,15,"청구취지, 재심청구취지 및 중간확인청구취지"
348451,판례내용,16,청구취지
348451,판례내용,17,1.[별지 1] 목록 제1항 기재 부동산에 관하여 2003.9.25.
348451,판례내용,18,"부산지방법원 동부지원 남부산등기소 접수 제63774호로, [별지 1] 목록 제4항 기재 부동산에 관하여 2003.9.25."
348451,판례내용,19,위 같은 등기소 접수 제63773호로 각 마친 소유권이전등기가 각 무효임을 확인한다.
348451,판례내용,20,"2.피고 서울중앙지방검찰청 검사장이 제1항 기재 소유권이전등기 취소와 동시에, 피고 대한민국은,"
348451,판례내용,21,"가.원고에게 [별지 1] 목록 제1, 2, 4, 5, 6항 기재 각 부동산에 관하여 진정명의 회복을 원인으로 한 소유권이전등기 절차를 이행하고,"
