판례일련번호,구분,문장번호,내용
347259,판례내용,1,대 구 지 방 법 원
347259,판례내용,2,제 1 행 정 부
347259,판례내용,3,판 결
347259,판례내용,4,사 건 2022구합23076 폐기물처리사업계획 신청 반려 처분 취소
347259,판례내용,5,원 고 A
347259,판례내용,6,소송대리인 법무법인 중원 담당변호사 박○
347259,판례내용,7,피 고 영천시장
347259,판례내용,8,소송대리인 변호사 김○
347259,판례내용,9,변 론 종 결 2023.4.5.
347259,판례내용,10,판 결 선 고 2023.4.19.
347259,판례내용,11,주 문
347259,판례내용,12,1.피고가 2022.5.25.
347259,판례내용,13,원고에게 한 폐기물처리사업계획 신청 반려처분을 취소한다.
347259,판례내용,14,2.소송비용은 피고가 부담한다.
347259,판례내용,15,청 구 취 지
347259,판례내용,16,주문과 같다.
347259,판례내용,17,이 유
347259,판례내용,18,1.처분의 경위
347259,판례내용,19,1)소장의 청구취지 제1항 기재 처분일 ‘2022.5.30.’은 ‘2022.5.25.’의 오기로 보인다.
347259,판례내용,20,가.원고는 2015.10.16.
347259,판례내용,21,영천시 B에서 C이라는 상호로 폐기물수집 운반업 등을 하기 위하여 사업자등록을 마쳤다.
347259,판례내용,22,나.원고는 2021.6.22.
347259,판례내용,23,피고에게 ’영천시 B에 있는 사업장에서 폐기물관리법상 폐기물처리업 중 폐기물종합재활용업을 영위하겠다.‘는 내용의 폐기물처리사업계획서를 제출하였다.
347259,판례내용,24,다.피고는 2022.5.25.
347259,판례내용,25,"원고에게 폐기물관리법 제25조 제7항 및 영천시 폐기물처리업 등에 관한 인허가 지침(이하 ’이 사건 지침‘이라 한다)제3조에 따라 “주민 건강 및 주변 환경 영향 여부를 확인하기 위한 주민동의서를 제출할 것을 보완 요청하였으나 보완서류를 제출하지 않았다.”는 이유로, 위 폐기물처리사업계획서를 반려하는 처분(이하 ’이 사건 반려처분‘이라 한다)을 하였다."
347259,판례내용,26,"[인정 근거] 다툼 없는 사실, 갑 제1 내지 3, 8호증의 각 기재, 변론 전체의 취지"
347259,판례내용,27,2.이 사건 반려처분의 적법 여부
347259,판례내용,28,가.원고의 주장
347259,판례내용,29,이 사건 반려처분은 아래와 같은 이유로 재량권을 일탈ㆍ남용한 것으로 위법하다.
347259,판례내용,30,"1)폐기물처리사업계획서를 검토하는 단계에서 ‘사업부지경계선으로부터 반경 500m 이내에 거주하는 가구 수의 1/2 이상 동의서 제출을 요구’할 수 있도록 하는 피고의 이 사건 지침은 사업예정지와의 거리 조건 외에 구체적으로 인근 주민들의 건강에 어떠한 피해가 발생할지에 대한 객관적인 검토가 전혀 없이 규정된 것으로, ‘단순히 폐기물처리시설 설치반대 등 민원을 이유로 반려 또는 불허가 통보할 수는 없음’이라고 규정되어 있는 환경부 예규인「폐기물처리업 허가업무처리지침」에 반하고, 객관적으로 합리적이지 않고 타당한 근거가 있다고 보기 어렵다."
347259,판례내용,31,"2)원고의 폐기물처리사업계획이 공익을 해칠 우려가 있다고 볼 만한 사정이 없고, 오히려 원고의 폐기물처리사업은 폐기물을 재활용함으로써 공익에 기여하는 측면이 있다."
347259,판례내용,32,"3)이 사건 사업예정지 인근 주민들이 먼지, 소음 등으로 인한 환경 피해를 주장하며 적극적으로 민원을 제기하고 있지도 않고, 허가단계에서 폐기물관리법 제25조 제7항에 따라 인근 주민의 생활과 환경보호를 위하여 이 사건 사업에 부가조건을 달거나 행정지도를 통하여 충분히 원고에 대한 관리, 감독이 가능한 점에 비추어, 이 사건 반려처분은 그로 인해 달성되는 공익에 비하여 원고의 사익을 과도하게 제한하는 것으로 비례원칙에 어긋난다."
347259,판례내용,33,나.관계 법령
347259,판례내용,34,별지 ‘관계 법령’ 기재와 같다.
347259,판례내용,35,다.판단
347259,판례내용,36,1)관련 법리
347259,판례내용,37,"폐기물처리업 허가와 관련된 법령들의 체제 또는 문언을 살펴보면, 이들 규정들은 폐기물처리업 허가를 받기 위한 최소한도의 요건을 규정해 두고는 있으나, 사업계획 적정 여부에 대하여는 일률적으로 확정하여 규정하는 형식을 취하지 아니하여 그 사업의 적정 여부에 대하여 재량의 여지를 남겨 두고 있다."
347259,판례내용,38,"이러한 경우 사업계획 적정 여부 통보를 위하여 필요한 기준을 정하는 것도 역시 행정청의 재량에 속하는 것이므로 그 설정된 기준이 객관적으로 합리적이 아니라거나 타당하지 않다고 볼 만한 다른 특별한 사정이 없는 이상 행정청의 의사는 가능한 한 존중되어야 하나, 그 설정된 기준이 객관적으로 합리적이 아니라거나 타당하지 않다고 보이는 경우 또는 그러한 기준을 설정하지 않은 채 구체적이고 합리적인 이유의 제시 없이 사업계획의 부적정 통보를 하거나 사업계획서를 반려하는 경우에까지 단지 행정청의 재량에 속하는 사항이라는 이유만으로 그 행정청의 의사를 존중하여야 하는 것은 아니며, 이러한 경우의 처분은 재량권을 남용하거나 그 범위를 일탈한 조치로서 위법하다고 보아야 한다(대법원 2007.3.15."
347259,판례내용,39,선고 2006두15950 판결 등 참조).
347259,판례내용,40,2)구체적 판단
347259,판례내용,41,"위 법리를 기초로 이 사건을 살피건대, 앞서 든 증거에 갑 제5 내지 7, 9 내지 12호증, 을 제2호증(가지번호 있는 것은 가지번호 포함)의 각 기재와 변론 전체의 취지를 더하여 알 수 있는 아래와 같은 사정을 종합하면, 이 사건 반려처분은 비례원칙 위반 등으로 재량권을 일탈하거나 남용한 것으로서 위법하다."
347259,판례내용,42,따라서 원고의 주장은 이유 있다.
347259,판례내용,43,"① 폐기물관리법 제25조 제2항 제4호는 “폐기물종합재활용업 등 폐기물처리업을 영위하고자 하는 사업자가 폐기물처리사업계획서를 제출하는 경우, 폐기물처리시설의 설치·운영으로 상수원보호구역의 수질이 악화되거나 환경정책기본법 제12조에 따른 환경기준의 유지가 곤란하게 되는 등 사람의 건강이나 주변 환경에 영향을 미치는지 여부 등을 검토해야 한다.”고 규정하고 있고, 이 사건 지침은 위와 같은 폐기물관리법 규정을 구체화하기 위한 절차를 규정한 것이다."
347259,판례내용,44,"「폐기물처리업 허가업무처리지침」은 단순히 반대 민원을 이유로 사업계획서에 대한 반려 또는 부적정통보를 할 수 없다고 규정하고는 있으나, 폐기물처리사업계획서 적합통보 여부는 피고의 재량행위에 해당하므로 피고는 그 재량권을 행사하기 위한 여러 사항을 검토하기 위한 방법이나 절차 중에 하나로서 이 사건 지침에서 정한 ’인근 주민들의 동의서‘를 요구할 수 있다고 할 것인바, 원고 주장과 같이 이 사건 지침이 합리적이지 않다거나 타당한 근거가 없다고 할 수 없다."
347259,판례내용,45,"② 피고는 ‘보완서류(인근 주민들의 동의서)미제출’을 이유로 이 사건 반려처분을 하였다(피고 소송대리인은 이 법원 제2차 변론기일에서 “이 사건 반려처분의 처분사유로 처분서에 기재된 ‘보완서류 미제출’만 주장하고, 그 외 준비서면에서 주장한 ‘주민건강 및 주변환경 영향’ 부분은 처분의 경위 등을 설명한 것일 뿐이고 새로운 처분사유를 추가하는 것은 아니다.”는 취지로 진술하였다)."
347259,판례내용,46,"비록 피고가 원고의 폐기물처리사업계획서 적합 통보 여부에 대한 재량권을 행사하는 과정에서 ‘주민건강 및 주변 환경영향 여부’를 검토하기 위한 방법이나 절차 중 하나로서 이 사건 지침에서 정한 ‘인근 주민들의 동의서’를 요구할 수 있다고 하더라도, 나아가 그 동의서가 제출되지 않았다는 이유만으로 이 사건 반려처분까지 할 수는 없다."
347259,판례내용,47,"③ 그 이유는, 인근 주민들의 동의나 반대 여부는 원고의 폐기물처리사업계획의 적정 여부 검토를 위한 재량권을 행사함에 있어 하나의 고려사항은 될 수 있을지언정, 그 동의나 반대 여부만으로 피고의 재량권 행사결과를 좌우할 수는 없기 때문이다(대법원 2002.7.26."
347259,판례내용,48,선고 2000두9762 판결 등 참조).
347259,판례내용,49,"더구나, 피고가 ‘보완서류(인근 주민들의 동의서)미제출’이라는 절차적 이유만을 들어 이 사건 반려처분을 하고, 달리 ‘주민건강 및 주변환경 영향 여부’에 관하여 실질적 판단을 하지 않았다면, 이는 재량권 불행사로 그 자체로서 재량권 일탈․남용에 해당하는 위법사유가 될 수 있다(대법원 2019.12.27."
347259,판례내용,50,선고 2017두48307 판결 등 참조).
347259,판례내용,51,"④ 위와 같은 사정에 비추어 보면, 피고가 원고의 폐기물처리사업계획서 제출에 따른 ‘주민건강 및 주변 환경영향 여부’를 검토․확인한 후 그 검토결과를 이유로 한 처분사유를 제시하지 아니한 채, 오로지 ‘보완서류(인근 주민들의 동의서)미제출’이라는 절차적 이유만으로 이 사건 반려처분을 한 것은 이 사건 지침을 준수하는 공익에 비하여 원고의 영업상 이익을 과도하게 제한하는 것으로 비례원칙에도 어긋난다."
347259,판례내용,52,3.결론
347259,판례내용,53,그렇다면 원고의 이 사건 청구는 이유 있으므로 이를 인용하기로 하여 주문과 같이 판결한다.
347259,판례내용,54,재판장 판사
347259,판례내용,55,채○
347259,판례내용,56,판사
347259,판례내용,57,이○
347259,판례내용,58,판사
347259,판례내용,59,노형미
347259,판례내용,60,별지
347259,판례내용,61,관계 법령
347259,판례내용,62,■ 폐기물관리법
347259,판례내용,63,제25조(폐기물처리업)
347259,판례내용,64,"① 폐기물의 수집ㆍ운반, 재활용 또는 처분을 업(이하 “폐기물처리업”이라 한다)으로 하려는 자(음식물류 폐기물을 제외한 생활폐기물을 재활용하려는 자와 폐기물처리 신고자는 제외한다)는 환경부령으로 정하는 바에 따라 지정폐기물을 대상으로 하는 경우에는 폐기물 처리 사업계획서를 환경부장관에게 제출하고, 그 밖의 폐기물을 대상으로 하는 경우에는 시ㆍ도지사에게 제출하여야 한다."
347259,판례내용,65,환경부령으로 정하는 중요 사항을 변경하려는 때에도 또한 같다.
347259,판례내용,66,② 환경부장관이나 시ㆍ도지사는 제1항에 따라 제출된 폐기물 처리사업계획서를 다음 각 호의 사항에 관하여 검토한 후 그 적합 여부를 폐기물처리사업계획서를 제출한 자에게 통보하여야 한다.
347259,판례내용,67,4.폐기물처리시설의 설치ㆍ운영으로「수도법」제7조에 따른 상수원보호구역의 수질이 악화되거나「환경정책기본법」제12조에 따른 환경기준의 유지가 곤란하게 되는 등 사람의 건강이나 주변 환경에 영향을 미치는지 여부
347259,판례내용,68,"③ 제2항에 따라 적합통보를 받은 자는 그 통보를 받은 날부터 2년(제5항 제1호에 따른 폐기물 수집ㆍ운반업의 경우에는 6개월, 폐기물처리업 중 소각시설과 매립시설의 설치가 필요한 경우에는 3년) 이내에 환경부령으로 정하는 기준에 따른 시설ㆍ장비 및 기술능력을 갖추어 업종, 영업대상 폐기물 및 처리분야별로 지정폐기물을 대상으로 하는 경우에는 환경부장관의, 그 밖의 폐기물을 대상으로 하는 경우에는 시ㆍ도지사의 허가를 받아야 한다."
347259,판례내용,69,이 경우 환경부장관 또는 시ㆍ도지사는 제2항에 따라 적합통보를 받은 자가 그 적합통보를 받은 사업계획에 따라 시설ㆍ장비 및 기술인력 등의 요건을 갖추어 허가신청을 한 때에는 지체 없이 허가하여야 한다.
347259,판례내용,70,"⑦ 환경부장관 또는 시ㆍ도지사는 제3항에 따라 허가를 할 때에는 주민생활의 편익, 주변 환경보호 및 폐기물처리업의 효율적 관리 등을 위하여 필요한 조건을 붙일 수 있다."
347259,판례내용,71,"다만, 영업 구역을 제한하는 조건은 생활폐기물의 수집ㆍ운반업에 대하여 붙일 수 있으며, 이 경우 시ㆍ도지사는 시ㆍ군ㆍ구 단위 미만으로 제한하여서는 아니 된다."
347259,판례내용,72,■ 영천시 폐기물처리업 등에 관한 인허가 지침
347259,판례내용,73,제1조(목적)
347259,판례내용,74,"이 지침은 폐기물처리업 등 인ㆍ허가에 관한 일반적, 추상적 규정을 구체화하여 폐기물관리법에 규정하는 폐기물재활용과 폐기물처리에 관한 원칙을 준수하도록 하여 환경오염을 예방하고 주민의 쾌적한 삶을 보장할 수 있도록 사업자의 노력을 유도함을 목적으로 한다."
347259,판례내용,75,제2조(적용대상)
347259,판례내용,76,"본 지침의 적용대상은 폐기물관리법 제25조 제5항의 폐기물 수집ㆍ운반업(제1호), 폐기물 중간처분업(제2호), 폐기물 최종처분업(제3호), 폐기물 종합처분업(제4호), 폐기물 중간재활용업(제5호), 폐기물 최종재활용업(제6호), 폐기물 종합재활용업(제7호)에 한한다."
347259,판례내용,77,이하 ’폐기물 처리업 등‘이라 한다.
347259,판례내용,78,제3조(사업계획 적정통보 및 허가 기준)
347259,판례내용,79,폐기물처리업 등의 허가 신청자(이하 사업자라 한다)는 사업계획 적정통보나 허가를 받기 위하여 다음 각 호의 사항을 준수하여야 한다.
347259,판례내용,80,3.폐기물 중간ㆍ최종ㆍ종합처분업 및 중간ㆍ최종ㆍ종합재활용업
347259,판례내용,81,나.시장은 폐기물 처리업 등 사업자에게 부지경계선으로부터 반경 500m 이내에 거주하는 가구 수의 1/2 이상 동의서의 제출을 요구할 수 있다.
347259,판례내용,82,끝.
