판례일련번호,구분,문장번호,내용
346340,판례내용,1,서 울 행 정 법 원
346340,판례내용,2,제 1
346340,판례내용,3,부
346340,판례내용,4,판 결
346340,판례내용,5,사 건
346340,판례내용,6,2022구합77699 의사면허자격정지처분취소
346340,판례내용,7,원 고
346340,판례내용,8,A
346340,판례내용,9,소송대리인 법무법인(유한)정인
346340,판례내용,10,담당변호사 황○
346340,판례내용,11,피 고
346340,판례내용,12,보건복지부장관
346340,판례내용,13,변 론 종 결
346340,판례내용,14,2023.3.17.
346340,판례내용,15,판 결 선 고
346340,판례내용,16,2023.6.16.
346340,판례내용,17,주 문
346340,판례내용,18,1.피고가 2021.12.20.
346340,판례내용,19,원고에게 한 1개월의 의사면허 자격정지처분을 취소한다.
346340,판례내용,20,2.소송비용은 피고가 부담한다.
346340,판례내용,21,청 구 취 지
346340,판례내용,22,주문과 같다.
346340,판례내용,23,이 유
346340,판례내용,24,○ 원고는 2018.7.30.
346340,판례내용,25,"환자 D에게 PTBD(경피경간담도배액술)를 시행하면서 집도의로 원고가 기록된 동의서를 보호자로부터 징구하고 실제로는 의사 E이 시행하였으나, 이를 환자나 보호자에게 서면으로 알리지 않은 사실이 있음."
346340,판례내용,26,1.처분의 경위
346340,판례내용,27,가.원고는 부산 해운대구 B에 소재한 ‘C병원’(이하 ‘이 사건 병원’이라 한다)에서 영상의학과 진료교수로 근무하는 의사이다.
346340,판례내용,28,나.피고는 사전통지 및 의견청취 절차를 거쳐 2021.12.20.
346340,판례내용,29,"원고가 아래와 같이 ‘비도덕적 진료행위’를 하였다는 이유로 의료법 제66조 제1항 제1호, 제2항, 의료법 시행령 제32조 제1항 제2호, 구 의료관계 행정처분규칙(2018.8.17."
346340,판례내용,30,보건복지부령 제587호로 개정되기 전의 것)제4조 및 [별표] 제2호 가목 32)항에 근거하여 1개월의 의사면허 자격정지처분을 하였다(이하 ‘이 사건 처분’이라 한다).
346340,판례내용,31,"[인정근거] 다툼 없는 사실, 갑 1호증, 을 2호증의 각 기재, 변론 전체의 취지"
346340,판례내용,32,2.관계 법령
346340,판례내용,33,별지 기재와 같다.
346340,판례내용,34,3.처분의 적법여부
346340,판례내용,35,가.원고 주장의 요지
346340,판례내용,36,"원고가 이 사건 환자 또는 보호자(이하 달리 특정하지 않는 한 ‘이 사건 환자 등’이라 한다)에게 이 사건 시술의 집도의가 원고에서 E 교수로 변경된 사실을 서면으로 알리지 않아 의료법 제24조의2 제4항을 위반하기는 하였다.그러나 이 사건 환자 등 1)이하 ‘이 사건 환자’라 한다.2)수술할 수 없는 악성 담도 폐쇄, 간담도의 담석 등으로 인한 담즙 자연 배액에 문제가 있어 체내, 체외로 배액관을 삽입해 일시적으로 담도를 형성해 담즙을 배액하는 시술을 말한다.이하 ‘이 사건 시술’이라 한다.3)원고는 소장에서 의료법 제24조의2 제4항이 명확성 원칙에 위반되어 위헌·무효라거나 이 사건으로부터 시술 동의서를 받은 전공의 F가 사전에 집도의 변경 가능성을 설명하였고, 원고 대신 E이 이 사건 시술을 시행할 긴급한 사유가 있었으며, E이 구두로 집도의 변경에 대해 설명하여 동의를 받은바, 원고가 한 행위는 비도덕적 진료행위에 해당하지 않는다."
346340,판례내용,37,"또한 원고는 그 이전에는 별도로 행정처분을 받은 전력이 없고, 의료법 제24조의2 제4항을 위반하였다는 이유로 이미 과태료 부과처분을 받은 점을 고려하면, 이 사건 처분은 지나치게 가혹하다."
346340,판례내용,38,"즉, 이 사건 처분은 그 처분사유가 인정되지 않거나 재량권을 일탈·남용하여 위법하므로 취소되어야 한다."
346340,판례내용,39,나.관계 규정과 법리
346340,판례내용,40,"1)의료법 제66조 제1항 제1호, 제2항, 의료법 시행령 제32조 제1항 제2호에 의하면, ’비도덕적 진료행위‘는 의료인의 품위를 손상한 행위에 해당하고 피고는 의료인이 그 품위를 심하게 손상시키는 행위를 한 경우 1년의 범위에서 면허자격을 정지시킬 수 있다.비도덕적 진료행위란 사회통념상 의사가 지녀야 할 도덕성과 직업윤리를 심하게 훼손하여 의료인에 대한 국민의 신뢰를 실추하는 진료행위로서, 의료법 시행령 제32조 제1항 제2호를 제외한 나머지 각 호에서 구체적으로 열거한 행위에 준할 정도로 도덕적 비난가능성이 있는 행위를 의미한다."
346340,판례내용,41,"의료법 제24조의2 제1항 본문, 제2항은 의사 등은 사람의 생명 또는 신체에 중대한 위해를 발생하게 할 우려가 있는 수술 등을 하는 경우 (i) 환자에게 발생하거나 발생 가능한 증상의 진단명, (ii) 수술 등의 필요성, 방법 및 내용, (iii) 환자에게 설명을 하는 의사 등 및 수술 등에 참여하는 주된 의사 등의 성명, (iv) 수술 등에 따라 전형적으로 발생이 예상되는 후유증 또는 부작용, (v) 수술 등 전후 환자가 준수하여야 할 사항을 환자나 보호자에게 설명하고 서면으로 그 동의를 받아야 한다고 규정하고 있고, 같은 조 제4항은 위와 같이 동의를 받은 사항 중 수술 등의 방법 및 내용, 수술 등에 참여한 주된 의사 등이 변경된 경우에는 변경 사유와 내용을 환자에게 서면으로 알려야 한다고 규정하고 있다."
346340,판례내용,42,"2)민사소송법 규정이 준용되는 행정소송에서 증명책임은 원칙적으로 민사소송 일반원칙에 따라 당사자 사이에 분배되고, 항고소송의 경우에는 그 특성에 따라 처분의 적법성을 주장하는 피고에게 그 적법사유에 대한 증명책임이 있다(대법원 2007.1.12."
346340,판례내용,43,"선고 2006두12937 판결, 대법원 2017.7.11."
346340,판례내용,44,선고 2015두2789 판결 등 참조).
346340,판례내용,45,다.인정사실
346340,판례내용,46,"앞서 든 증거들에 갑 2, 3, 11, 12호증, 을 1, 5호증의 각 기재(가지번호 있는 것은 각 가지번호 포함, 이하 같다)및 변론 전체의 취지를 종합하면 다음과 같은 사실을 인정할 수 있다."
346340,판례내용,47,"1)이 사건 환자는 간내 담관암 말기 병력을 갖고 있었고, 그 주치의는 이 사건 병원 혈액종양학과 소속 G 교수이다.G은 2018.7.30."
346340,판례내용,48,"오전 내지 오후경 이 사건 환자에게 이 사건 시술이 필요하다고 판단하여 영상의학과에 협진을 요청하였고, 2018.7.30."
346340,판례내용,49,당직근무가 예정되어 있던 영상의학과 소속 교수인 원고가 집도의로 지정되었다.
346340,판례내용,50,2)전공의 F는 원고를 대신하여 2018.7.30.
346340,판례내용,51,"15:22경 이 사건 환자의 보호자 H으로부터 ’IRC 시술 동의서‘(이하 ’이 사건 동의서‘라 한다)를 받았다.이 사건 동의서에는 집도의가 원고로 기재되어 있고, “수술(시술)과정에서 환자의 상태 또는 의료기관의 사정(응급환자의 진료, 집도의의 질병·출산 등 일신상의 사유, 기타 변경사유)에 따라 부득이하게 집도의가 변경될 수 있으며, 이 경우 사전에 공지하겠습니다.”, “본인 (대리인)은 (중략)집도의의 변경 가능성에 대하여 충분한 설명을 들었으며, 질문할 수 있는 기회를 가졌습니다.”라는 내용이 있으며, 이 사건 환자의 보호자는 위 동의서에 서명하였다."
346340,판례내용,52,3)G은 이 사건 환자가 패혈증 양상을 동반하고 있어 상태가 나빠질 위험이 있다 고 보아 긴급하게 이 사건 시술을 시행하는 것이 환자에게 도움이 된다고 판단하여 영상의학과에 신속한 시술을 요청하였다.이에 영상의학과에서 당시 근무 중에 있던 E 교수 가 퇴근을 미루고 2018.7.30.
346340,판례내용,53,18:16~18:33경 이 사건 환자에게 이 사건 시술을 시행하였다.
346340,판례내용,54,4)이 사건 환자는 이 사건 시술을 받은 다음 날인 2018.7.31.
346340,판례내용,55,사망하였다.이 사건 환자의 보호자는 이 사건 동의서에 기재된 집도의(원고)가 실제 집도의(E)와 다르다는 등의 이유로 해운대구보건소에 민원을 접수하였다.
346340,판례내용,56,5)해운대구보건소 담당자는 이 사건 병원에 대한 현장확인 결과 원고 측이 이 사건 시술에 앞서 이 사건 환자 등에게 집도의 변경에 관하여 서면으로 알리지 않은 사실을 확인하였다.해○은 2018.10.22.
346340,판례내용,57,원고에게 의료법 제24조의2 제4항 위반을 이유로 과태료 240만 원(자진납부에 따른 20% 감경)을 부과하였다.
346340,판례내용,58,"6)한편 E은 원고보다 고연차의 전문의로, 2017~2018년 2년간 이 사건 시술을 총 65건, 이 사건 시술과 관련된 시술을 총 150건 시행한 경험이 있다."
346340,판례내용,59,라.판단
346340,판례내용,60,"앞서 본 사실 및 증거들에 변론 전체의 취지를 보태어 인정할 수 있는 다음과 같은 사정들을 종합하면, 원고가 이 사건 시술의 집도의 변경에 대해 이 사건 환자 등에 게 서면으로 알리지 않은 사실은 있으나, 이러한 사실만으로는 원고가 사회통념상 의사가 지녀야 할 도덕성과 직업윤리를 심하게 훼손하여 의료인에 대한 국민의 신뢰를 실추하는 진료행위, 즉 ’비도덕적 진료행위‘를 하였다고 단정하기 어려워 이 사건 처분사유는 인정되지 않는다.원고의 이 부분 주장은 이유 있다."
346340,판례내용,61,"1)원고가 집도의로 기재된 이 사건 동의서에는 환자의 상태 또는 의료기관의 사정에 따라 부득이하게 집도의가 변경될 수 있음이 명시되어 있고, 이 사건 환자의 보호자는 위 동의서를 읽고 서명한바 있는데, 이 사건 시술의 집도의가 변경될 수 있다는 점에 대해 이 사건 환자 등은 사전에 일정 부분 예견할 수 있었던 것으로 보인다."
346340,판례내용,62,2)당초 이 사건 시술은 2018.7.30.
346340,판례내용,63,"저녁경 당직의인 원고가 시행하는 것으로 예정되어 있었으나, 패혈증 양상을 동반한 이 사건 환자의 위급한 건강상태를 고려하여 주치의 G은 환자에게 최선의 도움이 될 것이라는 판단 하에 신속한 시술을 영상의학과에 요청하였고, 이에 따라 당시 근무 중이던 영상의학과 소속 교수인 E이 이 사건 시술을 시행하게 되었다.이와 같이, 이 사건 환자의 건강과 치료적 이익을 위한 주치의의 판단으로 집도의가 불가피하게 변경되었던 것일 뿐, 원고의 개인적인 사정에 기인하여 집도의가 변경된 것은 아니었다."
346340,판례내용,64,"3)집도의로 변경된 E은 원고보다 고연차의 의사로 이 사건 시술을 집도하는데 충분한 경험과 능력을 갖추고 있었는바, 서면으로 알리지 않은 채 집도의가 변경되었다고 하여 이 사건 환자의 안전 내지 치료적 이익이 저해된 사정을 찾기 어렵다.또한 이 사건 환자의 주치의는 혈액종양학과 G 교수이고, 영상의학과는 주치의인 G으로부터 협진 요청을 받았으며, 해당 요청 무렵 영상의학과 소속 교수 근무일정에 따라 집도의가 정해졌던 것일 뿐 이 사건 환자 등의 원에 의해 이 사건 시술의 집도의로 원고가 정해졌던 것도 아니다.즉, 원고에서 E으로 집도의가 변경됨에 따라 이 사건 환자의 자기결정권이 훼손되었다고 평가하기도 어렵다."
346340,판례내용,65,마.소결
