판례일련번호,구분,문장번호,내용
341145,판례내용,1,서 울 행 정 법 원
341145,판례내용,2,제 2 부
341145,판례내용,3,판 결
341145,판례내용,4,사 건 2022구합71677 국가인권위원회 처분 재결 청구의 소
341145,판례내용,5,원 고 A 소송대리인 변호사 곽○
341145,판례내용,6,피 고 국가인권위원회
341145,판례내용,7,변 론 종 결 2023.4.13.
341145,판례내용,8,판 결 선 고 2023.7.13.
341145,판례내용,9,주 문
341145,판례내용,10,1.이 사건 소 중 피고가 2020.10.13.
341145,판례내용,11,"원고에 대하여 B, C(병합)사건에 관하여 한 기각결정의 취소청구 부분을 각하한다."
341145,판례내용,12,2.원고의 나머지 청구를 기각한다.
341145,판례내용,13,3.소송비용은 원고가 부담한다.
341145,판례내용,14,청 구 취 지
341145,판례내용,15,피고가 원고에 대하여 2020.10.13.
341145,판례내용,16,"B, C(병합)사건에 관하여 한 기각결정 및 2021.1.29."
341145,판례내용,17,"D, E, F, G, H(병합)사건에 관하여 한 기각결정 및 2021.2.16."
341145,판례내용,18,I 사건에 관하여 한 각하결정을 각 취소한다.
341145,판례내용,19,이 유
341145,판례내용,20,1.처분의 경위
341145,판례내용,21,가.원고의 지위
341145,판례내용,22,1)원고는 2019.4.11.
341145,판례내용,23,경찰청 J계 행정서기보 일반임기제(2019.4.11.
341145,판례내용,24,~ 2020.12.31.
341145,판례내용,25,")로 임용되어 총 5명 3교대[스크랩(04:00~13:00), 주간(06:00~15:00), 야간(14:00~23:00)]로 주 5일을 근무하며 경찰 관련 언론 기사 내용을 모니터링하고 스크랩하여 전파하는 업무를 수행하였다."
341145,판례내용,26,2)원고는 2019.12.26.
341145,판례내용,27,무단결근 등 성실의무 위반으로 직위해제되어 2020.5.11.
341145,판례내용,28,"감봉 3월의 징계를 받았고, 2020.12.3."
341145,판례내용,29,무단결근 등 성실의무 위반으로 직위해제되어 2020.12.21.
341145,판례내용,30,해임 징계를 받았다.
341145,판례내용,31,나.제1차 진정
341145,판례내용,32,1)원고는 2019.12.10.과 2020.6.10.
341145,판례내용,33,"경찰청 J계 K실 반장이자 직속상관인 L(이하 ‘피진정인 1’이라 한다)와 M(이하 ‘피진정인 2’라 한다)등으로부터 직장 내 괴롭힘 등을 당하였다며 이들을 피진정인으로 하여 피고에게 각 진정[B, C(병합), 이하 ‘이 사건 제1차 진정’이라 한다]을 제기하였다."
341145,판례내용,34,"진정요지는 피진정인 1이 부당하게 원고를 무단결근한 것으로 처리하고 회식에 참여하지 못하도록 따돌렸으며 과도하게 감시하였고, 피진정인 2가 원고의 분리조치 요청에 아무런 조치도 취하지 않았다는 것이다."
341145,판례내용,35,2)피고는 2020.10.13.
341145,판례내용,36,이 사건 제1차 진정에 대하여 사실이라고 인정할 만한 객관적인 증거가 없거나 조사결과 인권침해에 해당하지 아니한다는 이유로 기각결정(이하 ‘이 사건 제1차 결정’이라 한다)을 하였다.
341145,판례내용,37,다.제2차 진정
341145,판례내용,38,1)원고는 피고에게 2020.8.27.
341145,판례내용,39,"D, 2020.9.3."
341145,판례내용,40,"E, 2020.9.10."
341145,판례내용,41,"F, 2020.10.23."
341145,판례내용,42,"G, 그리고 2020.12.1."
341145,판례내용,43,"H로 피진정인 1, 피진정인 2, N(이하 ‘피진정인 3’이라 한다), O(이하 ‘피진정인 4’라 한다), P(이하 ‘피진정인 5’라 한다)등으로부터 직장 내 괴롭힘을 당하였다는 내용으로 진정을 제기하였고, 피고는 위 각 진정사건을 병합하여 조사하였다(이하 ‘이 사건 제2차 진정’이라 한다)."
341145,판례내용,44,이 사건 제2차 진정의 요지는 아래 기재와 같다.
341145,판례내용,45,및 관련 파일을 업로드하려고 하였으나 인터넷 창이 닫히면서 원격으로 방해받았음.
341145,판례내용,46,"이와 거의 비슷한 시점에 피진정인 1은 원고에게만 중복 기사 업로드 등의 문제에 대하여 과도하게 업무 지적을 하고 업무에 집중하라고 하였으며, 원고로 인한 피해에 대하여 민ㆍ형사상 법적 조치를 하겠다고 협박하였고, 음성을 녹음하겠으니 본인이 말하는 내용을 일방적으로 들으라며 언쟁을 유발하고 공포감을 조성하는 등 원고의 진정 제기에 대하여 보복하려는 목적으로 원고를 괴롭혔음."
341145,판례내용,47,4.원고가 2020.8.25.
341145,판례내용,48,"09:26경 피○ 1로 인한 어려움에 대하여 홍보과장인 피○ 3과 면담하였는데, 피○ 3은 원고에게 “네가 인권위에 자주 진정하니까 그런 것 아니냐?”, “본인이 인권위 제소했다면서?”라고 하며 원고를 피○ 1과 분리시켜주지 않았음."
341145,판례내용,49,5.피○ 4는 2020.9.4.
341145,판례내용,50,"원고가 감염병 전염 우려 등으로 신청한 같은 달 7.~ 8.의 재택근무 신청을 반려하였으면서 원고에게는 결재한 것처럼 안내하여 원고를 기망하였고, 2020.9.7."
341145,판례내용,51,"출근하여 확인하니 피○ 3, 피○ 4는 원고에 대해서만 재택근무를 허가하지 않았음."
341145,판례내용,52,6.원고는 재택근무와 보건휴가 관련 정보 및 절차로부터 배제되는 등 직장 내에서 따돌림을 당하였음.
341145,판례내용,53,7.원고는 2020.9.10.
341145,판례내용,54,"여성 생리주기 변동으로 인한 진료를 받으며 진단서를 발부받았고, 2020.10.27."
341145,판례내용,55,"진료 후 다시 진단서를 받아 병가를 상신하였는데, 피진정인 2는 진단서를 삭제하고 병가신청을 반려하였음."
341145,판례내용,56,"원고가 이를 경찰청 내부비리 신고센터에 신고하였는데, 감찰담당관인 피○ 5는 제대로 조사를 하지도 않고 불문으로 처리하였음."
341145,판례내용,57,2)피고는 2021.1.29.
341145,판례내용,58,"이 사건 제2차 진정 중 제1, 3, 5 내지 7 진정에 대하여는 국가인권위원회법 제39조 제1항 제1호, 제2호에 따라, 제2 진정에 대하여는 국가인권위원회법 제39조 제1항 제1호에 따라, 제4 진정에 대해서는 국가인권위원회법 제39조 제1항 제2호에 따라 각 사실이라고 인정할 만한 객관적인 증거가 없거나 조사결과 인권침해에 해당하지 아니한다는 이유로 기각결정(이하 ‘이 사건 제2차 결정’이라 한다)을 하였다."
341145,판례내용,59,라.제3차 진정
341145,판례내용,60,1)원고는 2021.1.18.
341145,판례내용,61,"다음과 같은 내용으로 피진정인 1로부터 인권침해를 당하였다는 진정(I, 이하 ‘이 사건 제3차 진정’이라 한다)을 제기하였다."
341145,판례내용,62,-피○ 1은 2019.7.경부터 2020.12.3.까지 수시로 원고의 휴대전화에 대하여 회선 도용 및 감청을 하였음.
341145,판례내용,63,특히 2020.8.25.
341145,판례내용,64,"08:00경 경찰청 대변인실에서 원고가 휴대전화로 국가인권위원회에 진정을 제기하고 있었을 때, 피○ 1은 업무에 집중해달라는 취지로 “업무시간에 뭐하는 거냐?”라고 하였는데, 이는 피○ 1이 원고를 실시간 감청하지 않았다면 할 수 없는 말임."
341145,판례내용,65,"-원고의 카카오톡 계정을 다른 회선으로 인증 도용하여 통신 감시 및 조작 가해함, 2021.2.경 카카오톡 계정에 ‘Q’이라는 사람의 컴퓨터 수리내역이 전송되기도 함."
341145,판례내용,66,-SIM 서버 등 회선을 도용당하였음.
341145,판례내용,67,2)피고는 2021.2.16.
341145,판례내용,68,"이 사건 제3차 진정에 대하여 진정의 내용이 이유 없다 는 이유로 국가인권위원회법 제32조 제1항 제2호에 따라 각하결정(이하 ‘이 사건 제3차 결정’이라 하고, 이 사건 제1차 결정 및 이 사건 제2차 결정과 통틀어 ‘이 사건 각 결정’이라 한다)을 하였다."
341145,판례내용,69,마.전심절차
341145,판례내용,70,원고는 2021.4.25.
341145,판례내용,71,"국가인권위원회 행정심판위원회에 이 사건 각 결정의 취소를 구하는 행정심판을 제기하였고, 위 행정심판위원회는 2022.4.19."
341145,판례내용,72,"이 사건 제1차 결정 관련 청구는 불복기간 도과로 각하하고, 이 사건 제2차 결정 및 이 사건 제3차 결정 관련 청구는 이유 없어 각 기각한다는 재결을 하였다."
341145,판례내용,73,"[인정근거] 다툼 없는 사실, 갑 제1호증, 을 제1, 6, 7호증의 각 기재, 변론 전체의 취지"
341145,판례내용,74,2.판단
341145,판례내용,75,가.원고의 주장 요지
341145,판례내용,76,"피고의 담당 조사관은 원고의 진정 요지를 제대로 파악하지 못하고 사실관계 확인을 위한 조사업무를 해태하고 원고가 제출한 이메일 녹음자료를 훼손하는 등 제대로 된 조사나 근거 없이 재량권을 일탈ㆍ남용하여 이 사건 각 결정을 하였으므로, 이 사건 각 결정은 위법하다."
341145,판례내용,77,나.관계 법령
341145,판례내용,78,별지 기재와 같다.
341145,판례내용,79,다.이 사건 제1차 결정에 대한 본안전 항변에 관한 판단
341145,판례내용,80,1)피고는 이 사건 소 중 제1차 결정의 취소를 구하는 부분은 제소기간 도과 후에 제기된 것으로서 부적법하다고 주장한다.
341145,판례내용,81,2)행정소송법 제18조 제1항은 “취소소송은 법령의 규정에 의하여 당해 처분에 대한 행정심판을 제기할 수 있는 경우에도 이를 거치지 아니하고 제기할 수 있다.
341145,판례내용,82,"다만, 다른 법률에 당해 처분에 대한 행정심판의 재결을 거치지 아니하면 취소소송을 제기할 수 없다는 규정이 있는 때에는 그러하지 아니하다.”고 규정하고, 제20조 제1항은 “취소소송은 처분 등이 있음을 안 날부터 90일 이내에 제기하여야 한다."
341145,판례내용,83,"다만, 제18조 제1항 단서에 규정한 경우와 그 밖에 행정심판청구를 할 수 있는 경우 또는 행정청이 행정심판청구를 할 수 있다고 잘못 알린 경우에 행정심판청구가 있은 때의 기간은 재결서의 정본을 송달받은 날부터 기산한다.”고 규정하고 있으며, 행정심판법 제27조는 “행정심판은 처분이 있음을 알게 된 날부터 90일 이내에 청구하여야 한다”고 규정하고 있다."
341145,판례내용,84,"위 규정들을 종합하여 보면, ① 행정처분이 있음을 알고 그 처분에 대하여 곧바로 취소소송을 제기하는 방법을 선택한 때에는 그 처분이 있음을 안 날부터 90일 내에 취소소송을 제기하여야 하고, ② 행정심판을 청구하는 방법을 선택한 때에는 그 처분이 있음을 안 날부터 90일 내에 행정심판을 청구하고 그 행정심판의 재결서를 송달받은 날부터 90일 내에 취소소송을 제기하여야 한다."
341145,판례내용,85,따라서 처분이 있음을 안 날부터 90일을 넘겨 청구한 부적법한 행정심판청구에 대한 재결이 있은 후 그 재결서를 송달받은 날부터 90일 내에 원래의 처분에 대하여 취소소송을 제기하였다고 하여 그 취소소송이 다시 제소기간을 준수한 것으로 되는 것은 아니다(대법원 2011.11.24.
341145,판례내용,86,선고 2011두18786 판결 참조).
341145,판례내용,87,"3)살피건대, 을 제1호증의 기재 및 변론 전체의 취지를 종합하면, 피고가 2020.10.13."
341145,판례내용,88,이 사건 제1차 결정을 하고 그 결정서를 2020.10.20.
341145,판례내용,89,"원고에게 발송한 사실, 원고는 2020.10.26."
341145,판례내용,90,이 사건 제1차 결정서를 송달받고 그로부터 90일이 지난 2021.4.25.
341145,판례내용,91,"행정심판을 청구한 사실, 국가인권위원회 행정심판위원회는 2022.4.19."
341145,판례내용,92,이 부분 원고의 행정심판청구가 청구기간을 경과한 것으로서 부적법하다는 이유로 이를 각하하는 재결을 한 사실이 각 인정된다.
341145,판례내용,93,"4)위 행정심판은 원고가 이 사건 제1차 결정이 있음을 안 날로부터 90일을 넘겨 청구한 것으로서 부적법하므로, 그 재결서를 송달받은 날로부터 90일 이내에 이 사건 제1차 결정에 대하여 이 사건 소를 제기하였다 하더라도 이 부분 취소소송은 제소 기간을 준수한 것으로 볼 수 없고, 달리 원고가 위 불복기간을 준수하지 못한 데에 정당한 이유가 있다고 볼 만한 사정이 없다."
341145,판례내용,94,"5)따라서 이 사건 소 중 이 사건 제1차 결정의 취소를 구하는 부분은 불복기간이 경과한 후에 제기된 것으로서 부적법하므로, 피고의 본안 전 항변은 이유 있다."
341145,판례내용,95,라.이 사건 제2차 결정의 적법 여부
341145,판례내용,96,1)국가인권위원회법 제39조 제1항은 진정의 내용이 사실이 아님이 명백하거나 사실이라고 인정할 만한 객관적인 증거가 없는 경우(제1호) 또는 조사결과 제30조 제1항에 따른 인권침해나 차별행위에 해당하지 아니한 경우(제2호)에 피고는 그 진정을 기각한다고 규정하고 있다.
341145,판례내용,97,"한편, ‘직장 내 괴롭힘’이라 함은, 국가기관ㆍ지방자치단체, 각급 학교, 공직유관단체 등 공공단체의 종사자, 직장의 사업주ㆍ상급자 또는 근로자가 직장에서의 지위 또는 관계 등의 우위를 이용하여 업무상 적정범위를 넘어 다른 근로자에게 신체적ㆍ정신적 고통을 주거나 근무환경을 악화시키는 등의 행위를 말한다(대법원 2021.11.25."
341145,판례내용,98,선고 2020다270503 판결 참조).
341145,판례내용,99,"2)앞서 거시한 증거 및 을 제2 내지 5호증의 각 기재 및 변론 전체의 취지를 종합하여 인정되는 아래의 각 사정을 종합하면, 이 사건 제2차 진정의 각 내용을 인정할 만한 객관적인 증거가 없거나 조사결과 직장 내 괴롭힘 등 인권침해에 해당한다고 보기 어려우므로, 이를 이유로 이 사건 제2차 진정을 기각한 이 사건 제2차 결정이나 조사과정에 어떠한 위법이 있다고 볼 수 없다."
341145,판례내용,100,따라서 원고의 이 부분 주장은 이유 없다.
341145,판례내용,101,"가)제1 진정과 관련하여, 원고는 피진정인 2가 공무상 병가를 부당하게 반려하여 무단결근으로 처리하고, 피진정인 1이 원고가 상신한 병가의 내용을 열람하여 그 내용을 단톡방에 전파하였으며, 주말에 출근할 것을 압박하였다고 주장하나, ① 원고의 공무상 병가 신청이 국가공무원 복무 관련 규정의 신청 요건이나 절차에 맞지 않아 이를 피진정인 1이 2020.7.24."
341145,판례내용,102,"금요일에 원고에게 안내하였음에도 원고가 시정하지 않아 피진정인 2가 이를 반려한 것으로 보이는 점, ② 피진정인 1은 원고가 속한 K실 반장이자 원고의 직속상관이므로 원고의 근무상황을 관리할 직무상 의무가 있는 점, ③ 피진정인 1이 2020.7.25."
341145,판례내용,103,"토요일에 단톡방이나 개인채팅방에 보낸 메시지의 내용은 공무상 병가 신청에 대한 검토자와 결재권자인 피진정인 2, 피진정인 3의 말을 전달한 것에 불과하고, 원고 본인이 해당 채팅방에 병가 신청과 관련하여 직접 쓴 메시지에 나타난 정보 이상의 민감 정보를 포함하고 있지도 않은 점, ④ 당시 피진정인 1은 원고에게 공무상 병가 신청이 안 되니 일반 병가로 수정하여 상신하라고 하였을 뿐 원고에게 주말에 출근할 것을 강요하였다고 볼 만한 사정은 확인되지 않는 점, ⑤ 오히려 원고는 공무상 병가 신청에 대한 결재가 완료되지 아니한 사실을 단톡방이나 개인채팅방 대화 내용을 통해 인지하고도 일반 병가 신청을 별도로 하지 아니한 채 아프다는 이유로 2020.7.27.부터 2020.8.10.까지 출근하지 아니한 점 등을 종합하여 볼 때 피진정인 2가 원고의 공무상 병가 신청을 부당하게 반려하여 무단결근으로 처리하였다고 보기 어렵고, 피신청인 1이 그와 관련한 원고의 민감 정보를 무단으로 단톡방에 전파하였다거나 주말 출근을 강요하였다고 인정하기 어려우며, 이를 두고 직장 내 괴롭힘 행위에 해당한다고 보기도 어렵다."
341145,판례내용,104,"나)제2 진정에 대해, 피진정인 1 등 단톡방에 있던 직원들이 재부상 발생이라는 원고의 말에 조의를 표한 사실은 인정되나, 그 직후 원고가 ‘부고 올린 게 아니고요.."
341145,판례내용,105,다시 다쳤다는 뜻으로 답장 올린 내용입니다’라는 메시지를 남겼고 이에 피진정인 1이 ‘단어 내용을 잘못 이해했네요’라고 답변한 점에 비추어 이는 피진정인 1이 ‘재부상(再負傷)’이라는 원고의 말을 ‘제부상(弟夫喪)’을 당한 것으로 오인한 데에서 비롯된 것으로 보인다.
341145,판례내용,106,"당시 고인의 명복을 빌고 유족을 위로하는 표현만이 있을 뿐 모욕적이거나 공포감을 조성할 만한 표현은 확인되지 않으므로, 원고를 모욕하거나 공포감을 유발하였다고 보기 어렵다."
341145,판례내용,107,"다)제3 진정과 관련하여, 원고는 2020.8.25."
341145,판례내용,108,"08:00경 휴대전화로 국가인권위원회 홈페이지에 진정서 등을 업로드하는 과정에서 인터넷 창이 닫히는 등 피진정인 1의 원격 방해를 받았다고 주장하였으나, 이는 원고의 막연한 추측에 불과하고, 해당 상황이 피진정인 1에 의한 것이라고 인정할 만한 아무런 증거가 없다."
341145,판례내용,109,"또한 원고는 피○ 1이 원고에게 업무 지적을 하고 법적 조치를 하겠다고 협박하는 등 괴롭혔다고 주장하나, ① 원고의 진술에 따르더라도 원고는 당시 업무용 컴퓨터나 휴대전화가 아닌 개인 휴대전화를 이용하여 업무가 아닌 개인적인 용무를 처리하고 있었던 점, ② 피○ 1은 해당 시간대가 조간 스크랩 업무시간 중 업무를 마무리하는 가장 바쁜 시간이었고 당시 원고가 기존에 요청받은 사항을 제대로 처리해두지 않았고 업무에 집중하지 않아 업무에 집중해 줄 것을 요청하였다고 진술한 점, ③ 그 과정에서 특별히 부적절한 언행이 있었다고 볼 만한 자료도 없는 점 등에 비추어 보면, 피○ 1의 업무 지적과 발언을 두고 직장 내 괴롭힘에 해당한다고 보기는 어렵다."
341145,판례내용,110,"라)제4 진정과 관련하여, 원고는 피진정인 1이 괴롭힌다는 이유로 경찰청 내ㆍ외부에 수십 건의 신고와 진정 등을 하였으나 모두 불문, 기각 및 각하 등으로 처리되는 등 피진정인 1의 직장 내 괴롭힘 행위를 인정할 만한 자료가 없고, 앞서 다)항에서 본 바와 같이 피진정인 1의 당일 행위를 직장 내 괴롭힘으로 인정하기 어렵다."
341145,판례내용,111,당시 피진정인 3의 전반적인 면담 내용은 원고와 피진정인 1의 대립ㆍ갈등 상황을 완화ㆍ해소하기 위한 의도에서 이루어진 것으로 보인다.
341145,판례내용,112,따라서 피진정인 3이 직장 내 괴롭힘 문제를 방관하였다고 인정하기 어렵다.
341145,판례내용,113,"마)제5 진정에 대해 원고는 2020.9.7.부터 2020.9.8.까지 재택근무 신청이 반려되었는데 피진정인 4가 원고에게는 결재를 올린 것처럼 안내하여 원고를 기망하였다고 주장하나, 당시 원고의 재택근무 신청에 결재선 지정 오류(당시 원고→피진정인 4→R→피진정인 3으로 지정되었는데, 원고→R→피진정인 4→피진정인 3으로 결재선이 지정되어야 함)가 있어 피진정인 4가 2020.9.4."
341145,판례내용,114,"16:33경 이를 반려하고, 서무 주임인 R 경위가 같은 날 16:35경 원고를 대신하여 결재선을 재지정하여 재택근무 신청을 함으로써 당일 결재가 진행된 것으로 보이므로, 피○ 4가 원고를 속였다고 보기 어렵고, 달리 이를 인정할 객관적인 증거가 없다."
341145,판례내용,115,원고는 피진정인 3과 피진정인 4가 원고에 대해서만 재택근무를 허가하지 않았다고 주장한다.
341145,판례내용,116,"그러나 ‘경찰청 재택근무 신청 가이드라인’에 의하면, 부서장은 분장업무의 적합성, 신청자의 업무 숙련도 및 자기 통제력, 재택근무 장소의 적합성, 재택근무를 통해 업무성과가 향상될 수 있는지 여부, 신청자의 사정 등을 종합적으로 고려하여 재택근무를 승인한다고 정하고 있는데, 당시 원고는 무단결근 등으로 감봉 3월의 징계를 받은 전력이 있었으므로, 피진정인 3과 피진정인 4는 원고의 경우 재택근무를 통해서는 적정한 업무수행이 어렵거나 업무성과가 저해되거나 복무관리상 문제가 있다고 판단한 것으로 보이고, 그 과정에서 재량권 일탈ㆍ남용의 위법은 찾아보기 어렵다."
341145,판례내용,117,따라서 원고를 합리적 이유 없이 차별한 것으로 볼 수는 없다.
341145,판례내용,118,"바)제6 진정과 관련하여, 원고가 공문인 ‘사회적 거리 두기 단계별 경찰청 공무원 복무관리 지침’이 포함된 전체 메시지를 확인한 점, 보건휴가는 법령에 규정된 것으로 누구라도 그 종류와 절차 및 내용을 확인할 수 있는 점 등을 볼 때 재택근무와 보건휴가 관련 정보 등에서 원고를 배제하는 등 집단적으로 따돌림이 있었다고 볼 수 없고, 달리 위 진정이 사실임을 인정할 만한 객관적인 증거도 없다."
