판례일련번호,구분,문장번호,내용
340532,판례내용,1,서 울 고 등 법 원
340532,판례내용,2,제 8 - 2 행 정 부
340532,판례내용,3,판 결
340532,판례내용,4,사 건 2023누67301 과징금부과처분취소
340532,판례내용,5,"원고, 항소인 A"
340532,판례내용,6,"피고, 피항소인"
340532,판례내용,7,보건복지부장관
340532,판례내용,8,제1 심판결 서울행정법원 2023.11.9.
340532,판례내용,9,선고 2022구합75181 판결
340532,판례내용,10,변 론 종 결 2024.5.24.
340532,판례내용,11,판 결 선 고 2024.7.19.
340532,판례내용,12,주 문
340532,판례내용,13,1.원고의 항소를 기각한다.
340532,판례내용,14,2.항소비용은 원고가 부담한다.
340532,판례내용,15,청구취지 및 항소취지
340532,판례내용,16,제1심판결을 취소한다.
340532,판례내용,17,피고가 2022.7.27.
340532,판례내용,18,"원고에 대하여 한 과징금 18,958,860원의 부과처분을 취소한다."
340532,판례내용,19,이 유
340532,판례내용,20,1.처분의 경위
340532,판례내용,21,"이 법원이 이 부분에 관하여 설시할 판결의 이유는, 아래와 같이 고쳐 쓰는 외에는, 제1심판결의 해당 부분 기재와 같으므로 행정소송법 제8조 제2항, 민사소송법 제420조 본문에 의하여 이를 그대로 인용한다."
340532,판례내용,22,○ 제1심판결문 제2면 제2~4행 부분을 아래와 같이 고쳐 쓴다.
340532,판례내용,23,"『가.1)원고는 정신건강의학과 의사로서 ① 2011.8.17.경 인천 계양구 B에서 의료급여법상 의료급여기관인 ‘C병원’을 개설하여 운영하다가 2015.6.1.경 폐업하였고, ② 2015.11.2.경 인천 강화군 D에서 의료급여법상 의료급여기관인 ‘E병원’을 개설한 다음 현재까지 운영하고 있다."
340532,판례내용,24,"2)국민건강보험공단은 2014년경 언론보도 등으로 문제점이 지적된 F병원과 연계된 병원으로 ‘C병원’을 인지하게 되었고, 이로 인해 2014.10.15."
340532,판례내용,25,"C병원에 대해 현지 확인을 하면서, 그 대표자인 원고로부터 “2013.11.1."
340532,판례내용,26,수진자 G 등 대상자들은 요양급여기준 미숙지로 연속하여 24시간 이상 외박하였음에도 불구하고 입원료 100%로 착오 청구한 사실이 있음” 등을 확인한다는 취지로 작성된 확인서를 제출받았다(을 제3호 증).
340532,판례내용,27,3)국민건강보험공단은 2014.12.5.
340532,판례내용,28,"피고에게 ‘C병원 측에서 입원 중인 환자가 24시간 외박을 한 경우 병원관리비(35%)만 청구해야 하나, 입원료 100% 청구 및 외박에 따른 식대(가산)부당청구를 하였다’는 등의 이유로 C병원에 대한 현지조사를 의뢰하였 다(을 제4호증)."
340532,판례내용,29,"4)이에 피고는 2014.12.경 C병원을 현지조사 대상기관으로 선정하였는데, 그와 같이 선정하게 된 분석소견은 아래 기재와 같다(을 제5호증)."
340532,판례내용,30,“대표자 확인서 및 첨부자료 검토결과 입원기간 중 24시간을 초과하여 외박을 하였음에도 입원료 전액을 청구하고 외박기간 동안 입원환자 식대도 청구하여 부당청구 개연성이 있어 현지조사 지침에 의거 조사대상기관으로 선정함.”』
340532,판례내용,31,"○ 제1심판결문 제4면 위쪽 표 아래 제1행의 “을 제1, 2호증” 부분을 “을 제1 내지 8호증”으로 고쳐 쓴다."
340532,판례내용,32,2.처분의 적법 여부
340532,판례내용,33,가.원고의 주장 요지
340532,판례내용,34,"C병원에 대한 업무정지처분이나 이에 갈음한 과징금 처분은 대물적 처분인바, 그 폐업 이후 원고가 새로 개설한 E병원에는 승계되지 않으므로 이 사건 처분은 위법하다."
340532,판례내용,35,나.관계 법령
340532,판례내용,36,별지 기재와 같다.
