해석례일련번호,구분,문장번호,내용
327973,질의요지,1,"2019년 1월 1일부터 2020년 12월 31일까지 「하수도법」 제2조제15호의 하수처리구역에서 같은 법 제28조제1호에 따라 공공하수도관리청의 허가를 받아 폐수를 공공하수도1)1)「하수도법」 제2조제제4호에 따른 공공하수도를 말하며, 이하 같음.에 유입시키지 않고 공공수역으로 방류하는 폐수배출시설2)2)「물환경보전법」 제2조제18호에 따른 공공폐수처리구역이 아닌 곳에 설치된 폐수배출시설을 전제함.의 경우, 총질소(T-N) 및 총인(T-P) 항목에 대해 「하수도법 시행규칙」 별표 1 제1호가목에 따른 공공하수처리시설의 방류수수질기준을 적용해야 하는지 아니면 「물환경보전법 시행규칙」 별표 13 제2호나목8)에 따른 폐수배출시설의 배출허용기준을 적용해야 하는지?"
327973,질의요지,2,< 질의 배경 >
327973,질의요지,3,울산광역시에서는 위 질의요지에 대한 환경부의 회신내용에 이견이 있어 법제처에 법령해석을 요청함.
327973,회답,4,이 사안의 경우 총질소(T-N) 및 총인(T-P) 항목에 대해  「하수도법 시행규칙」 별표 1에 따른 공공하수처리시설의 방류수수질기준을 적용해야 합니다.
327973,이유,5,"입법 목적을 달리하는 법률들이 일정한 행위에 관한 요건을 각각 규정하고 있는 경우에는 어느 법률이 다른 법률에 우선하여 배타적으로 적용된다고 해석되지 않는 한 어떤 행위가 둘 이상의 법률의 요건에 모두 해당한다면 둘 이상의 법률이 모두 적용된다고 할 것인바,3)3)대법원 2010.9.9."
327973,이유,6,선고 2008두22631 판결례 참조
327973,이유,7,"「물환경보전법」은 수질오염으로 인한 국민건강 및 환경상의 위해를 예방하고 공공수역의 물환경을 적정하게 관리ㆍ보전하는 것을 목적(제1조)으로 하고, 「하수도법」은 하수도의 설치 및 관리 기준 등을 정함으로써 하수와 분뇨를 적정하게 처리하며 공공수역의 수질을 보전하는 것을 목적(제1조)으로 하는 법률로서, 양 법 모두 공공수역의 수질 보전을 최종적인 목적으로 하는 것은 동일하나 구체적인 규율 대상과 내용 등을 달리하므로 이 사안과 같이 하수처리구역에서 폐수를 배출하는 행위가 「물환경보전법」과 「하수도법」의 적용대상에 해당하면 원칙적으로 각 법률에서 정한 기준 등을 모두 준수해야 합니다.그런데 「하수도법」 제27조제1항에서는 공공하수도의 사용이 개시된 때에는 그 배수구역의 하수는 공공하수도에 유입시키는 것을 원칙으로 하면서, 같은 법 제28조제1호에서는 제27조제1항에도 불구하고 공공하수처리시설의 방류수수질기준을 초과하지 않는 하수를 배출하는 자는 공공하수도관리청의 허가를 받아 하수를 공공하수도에 유입시키지 않을 수 있다고 규정하고 있고, 같은 법 시행규칙 제3조제1항제1호 및 별표 1 제1호가목에서는 총질소(T-N) 및 총인(T-P) 항목을 포함하여 공공하수처리시설의 방류수수질기준을 정하고 있으므로, 이 사안과 같이 「하수도법」 제28조제1호에 따라 공공하수도관리청의 허가를 받아 폐수를 공공하수도에 유입시키지 않고 공공수역으로 방류하는 폐수배출시설의 경우 같은 법 시행규칙 별표 1 제1호가목에 따른 방류수수질기준을 준수해야 하는 것이 문언상 명백합니다."
327973,이유,8,"한편 「물환경보전법」 제32조제1항의 위임에 따라 폐수배출시설에서 배출되는 수질오염물질의 배출허용기준을 정하고 있는 같은 법 시행규칙 별표 13 제2호가목(생물화학적산소요구량&8228;화학적산소요구량&8228;부유물질량)비고란 및 같은 호 나목9)4)4)2021년 1월 1일부터 적용되는 배출허용기준을 정함.비고란에서는 “하수처리구역에서 「하수도법」 제28조에 따라 공공하수도관리청의 허가를 받아 폐수를 공공하수도에 유입시키지 않고 공공수역으로 배출하는 폐수배출시설에 대한 배출허용기준은 공공하수처리시설의 방류수수질기준을 적용한다”고 명시적으로 규정한 것과 달리, 2019년 1월 1일부터 2020년 12월 31일까지 적용되는 배출허용기준을 정하고 있는 같은 별표 제2호나목8)에서는 「하수도법」의 적용에 대해 별도로 규정하고 있지 않으므로 이 사안의 경우 「하수도법 시행규칙」 별표 1에 따른 방류수수질기준이 적용되지 않는다는 의견이 있습니다."
327973,이유,9,"그러나 앞에서 살펴본 바와 같이 하수처리구역에서의 폐수 배출 등 하수처리에 관하여는 「하수도법」과 「물환경보전법」이 각각 적용되는 것이므로 「물환경보전법 시행규칙」 별표 13 제2호가목 및 나목의 일부 비고란의 「하수도법」 적용관계에 대한 부분은 확인적인 규정으로 보아야 하고, 만약 이와 달리 「물환경보전법 시행규칙」 별표 13 제2호나목8)에서는 「하수도법」 적용관계에 대한 규정이 없으므로 「하수도법 시행규칙」 별표 1 제1호가목의 방류수수질기준이 적용되지 않는다고 본다면 「하수도법」 제28조제1호에 따라 공공하수처리시설의 방류수수질기준을 충족하는 것을 조건으로 예외적으로 폐수를 공공수역으로 유입하는 허가를 받은 것인데 허가 이후에는 허가 기준을 준수하지 않게 된다는 점에서 그러한 의견은 타당하지 않습니다."
327973,이유,10,< 관계 법령>
