해석례일련번호,구분,문장번호,내용
337983,질의요지,1,"「민간임대주택에 관한 특별법」(이하 “민간임대주택법”이라 함)제6조제1항에서는 임대사업자1)1)「공공주택 특별법」 제4조제1항에 따른 공공주택사업자가 아닌 자로서 1호 이상의 민간임대주택을 취득하여 임대하는 사업을 할 목적으로 제5조에 따라 등록한 자를 말하며, 이하 같음(민간임대주택법 제2조제7호 참조)."
337983,질의요지,2,"등록의 전부 또는 일부 말소 사유를 각 호로 규정하고 있고, 같은 조 제2항에서는 시장·군수·구청장2)2)특별자치시장·특별자치도지사·시장·군수 또는 자치구의 구청장을 말하며, 이하 같음(민간임대주택법 제5조제1항 참조)."
337983,질의요지,3,"은 같은 조 제1항에 따라 등록을 말소하는 경우 청문을 해야 한다(본문)고 규정하면서, 같은 조 제1항제3호, 제5호 및 제6호의 경우는 제외한다(단서)고 규정하고 있으며, 같은 조 제3항에서는 시장·군수·구청장은 같은 조 제1항에 따라 등록을 말소하면 해당 임대사업자의 명칭과 말소 사유 등 필요한 사항을 공고해야 한다고 규정하고 있는 한편,"
337983,질의요지,4,민간임대주택법 제6조제5항에서는 종전의 「민간임대주택에 관한 특별법」3)3)2020.8.18.
337983,질의요지,5,"법률 제17482호로 일부개정되어 같은 날 시행되기 전의 것을 말하며, 이하 “종전 민간임대주택법”이라 함"
337983,질의요지,6,"제2조제5호에 따른 ‘장기일반민간임대주택 중 아파트4)4)「주택법」 제2조제20호의 도시형 생활주택이 아닌 것을 말하며, 이하 같음(민간임대주택법 제6조제5항 참조)."
337983,질의요지,7,"를 임대하는 민간매입임대주택’ 및 같은 조 제6호에 따른 ‘단기민간임대주택’은 임대의무기간5)5)임대사업자 등록일 등 대통령령으로 정하는 시점부터 종전 민간임대주택법 제2조제4호 또는 제6호에 따른 기간을 말하며, 이하 같음(종전 민간임대주택법 제43조제1항 참조)."
337983,질의요지,8,"이 종료한 날 등록이 말소된다고 규정하고 있는바,"
337983,질의요지,9,"가.민간임대주택법 제6조제5항에 따라 임대사업자의 등록이 말소되는 경우, 시장·군수·구청장은 같은 조 제2항에 따른 청문을 해 하는지?"
337983,질의요지,10,"나.민간임대주택법 제6조제5항에 따라 임대사업자의 등록이 말소되는 경우, 시장·군수·구청장은 같은 조 제3항에 따른 공고를 해 하는지?"
337983,회답,11,가.질의 가에 대해
337983,회답,12,"민간임대주택법 제6조제5항에 따라 임대사업자의 등록이 말소되는 경우, 시장·군수·구청장은 같은 조 제2항에 따른 청문을 하지 않아도 됩니다."
337983,회답,13,나.질의 나에 대해
337983,회답,14,"민간임대주택법 제6조제5항에 따라 임대사업자의 등록이 말소되는 경우, 시장·군수·구청장은 같은 조 제3항에 따른 공고를 하지 않아도 됩니다."
337983,이유,15,가.질의 가에 대해
337983,이유,16,법령의 문언 자체가 비교적 명확한 개념으로 구성되어 있다면 원칙적으로 더 이상 다른 해석방법은 활용할 필요가 없거나 제한될 수밖에 없다고 할 것인데1)1)대법원 2009.4.23.
337983,이유,17,선고 2006다81035 판결례 참조
