해석례일련번호,구분,문장번호,내용
327785,질의요지,1,"유치원(공동주택 및 입주자 공유가 아닌 경우를 의미하며, 이하 같음)을 「주택법」 제49조에 따른 사용검사를 받은 면적의 10퍼센트를 초과하여 증축하려는 경우 「공동주택관리법 시행령」 별표 3 제6호가목 허가기준란 1)단서가 적용될 수 있는지?"
327785,질의요지,2,< 질의 배경 >
327785,질의요지,3,민원인은 「공동주택관리법 시행령」 별표 3 제6호가목 허가기준란에 따른 유치원 증축은 불가능하다는 국토교통부의 회신에 이의가 있어 법제처에 법령해석을 요청함.
327785,회답,4,이 사안의 경우 「공동주택관리법 시행령」 별표 3 제6호가목 허가기준란 1)단서가 적용될 수 없습니다.
327785,이유,5,"「공동주택관리법 시행령」 별표 3 제6호가목 신고기준란에서는 적용대상을 “유치원 및 「장애인ㆍ노인ㆍ임산부 등의 편의증진보장에 관한 법률」에 따른 편의시설”(이하 “유치원등”이라 함)로 한정하고 있는 반면, 같은 목 허가기준란 1)본문에서는 유치원등을 적용대상에서 제외하고 있습니다."
327785,이유,6,"또한 「공동주택관리법 시행령」 별표 3 제6호가목 허가기준란 1)에서는 증축ㆍ증설 허가의 적용대상에서 유치원등을 제외(본문)하면서  이에 대한 예외(단서)를 규정하는 체계를 취하고 있는바, 같은 1)단서의 적용대상을 시ㆍ군ㆍ구 건축위원회의 심의, 입주자 3분의 2 이상의 동의 등의 절차를 거친 경우로 규정하고 있는 점에 비추어 볼 때 같은 1)단서의 적용대상 또한 본문에 따른 유치원등 외 건축물인 것을 전제하고 있다고 보아야 합니다."
327785,이유,7,그리고 「공동주택관리법 시행령」 별표 3 제6호가목 신고기준란에서 “「주택법」 제49조에 따른 사용검사를 받은 면적의 10퍼센트의 범위에서 유치원을 증축하려는 경우”를 규정한 취지는 종전에는 모든 공동주택 및 입주자 공유가 아닌 복리시설의 신축ㆍ증축을 허가사항으로 규정하면서 사업계획 승인 범위에서만 증축을 허용하여 유치원의 증축이 사실상 불가능하였던 문제점을 개선하기 위해 별도로 신고기준을 마련하여 일정 범위에서는 증축할 수 있도록 규제를 완화한 것입니다.1)1)2009.3.18.
327785,이유,8,대통령령 제21358호로 일부개정되어 같은 날 시행된 「주택법 시행령」 조문별제개정이유서 및 2016.8.11.
327785,이유,9,대통령령 제27445호로 제정되어 다음 날 시행된 「공동주택관리법 시행령」 제정이유서 참조
327785,이유,10,그렇다면 유치원의 증축은 신고사항으로서 「주택법」 제49조에 따른 사용검사를 받은 면적의 10퍼센트의 범위에서만 할 수 있다고 보는 것이 해당 규정의 입법연혁과 취지에 부합하는 해석이므로 유치원을 「주택법」 제49조에 따른 사용검사를 받은 면적의 10퍼센트를 초과하여 증축하려는 경우 「공동주택관리법 시행령」 별표 3 제6호가목 허가기준란 1)단서가 적용된다고 볼 수 없습니다.
