해석례일련번호,구분,문장번호,내용
330127,질의요지,1,"사업면허 취소사유가 있는 사실을 알지 못한 채 개인택시운송사업을 양수한 자가 그 취소사유로 인해 사업면허 취소처분을 받은 후 다시 개인택시운송사업 면허를 받으려는 경우, 양수인의 운전경력 산정 시 「여객자동차 운수사업법 시행규칙」 제19조제2항제1호에 따라 해당 개인택시운송사업 면허 취소처분을 받은 날까지의 운전경력은 제외되는지?"
330127,질의요지,2,< 질의 배경 >
330127,질의요지,3,"민원인은 개인택시운송사업 면허 취소사유가 있음을 알지 못한 채 개인택시운송사업을 양수했고, 그 취소사유를 원인으로 하여 개인택시운송사업 면허 취소 처분을 받았음.민원인이 다시 사업면허를 받으려는 경우 「여객자동차 운수사업법 시행규칙」 제19조제2항제1호에 따라 해당 개인택시운송사업 면허 취소처분을 받은 날까지의 운전경력이 제외되는지에 대하여 서울시가 국토교통부에 질의했고 국토교통부 내부적으로 의견 대립이 있어 법령해석을 요청함."
330127,회답,4,이 사안의 경우 해당 개인택시운송사업을 양수한 날부터 사업면허 취소처분을 받은 날까지의 운전경력은 제외됩니다.
330127,이유,5,"「여객자동차 운수사업법」 제14조제9항에서는 여객자동차운송사업을 양수한 자는 여객자동차운송사업을 양도한 자의 운송사업자로서의 지위를 승계한다고 규정하고 있는바, 양도인이 개인택시운송사업을 양도하기 전에 행한 위법행위가 개인택시운송사업면허(이하 “사업면허”라 함)취소사유에 해당하는 경우 양수인은 그 사업면허 취소사유를 승계하므로 양도·양수 이전에 있었던 양도인에 대한 사업면허 취소사유를 들어 양수인의 사업면허를 취소할 수 있고,1)1)대법원 2010.11.11."
330127,이유,6,"선고 2009두14934 판결례, 대법원 1998.6.26."
330127,이유,7,선고 96누18960 판결례 및 법제처 2009.3.12.
330127,이유,8,회신 08-0305 해석례 참조
330127,이유,9,"양수인이 개인택시운송사업 양수 당시 사업면허 취소사유가 있음을 알지 못한 경우에 대해 달리 규정하고 있지 않으므로 이 경우 양수인도 “사업면허 취소처분을 받은 자”에 해당합니다.그리고 「여객자동차 운수사업법 시행규칙」(이하 “여객자동차법 시행규칙”이라 함)제19조제2항제1호에서는 “사업면허 취소처분을 받은 자”가 다시 사업면허를 받으려는 경우에는 운전경력 산정 시 그 취소처분을 받은 날까지의 운전경력을 제외하도록 규정하고 있는바, 개인택시운송사업의 양수인이 사업면허 취소처분을 받은 이상 그 처분의 원인이 된 사실이 양수인 또는 양도인 중 누구에 의해 발생한 것인지를 구별하고 있지 않으므로 양도인의 책임 있는 사유로 사업면허가 취소된 경우라 하더라도 해당 규정이 양수인에게 적용되지 않는 것은 아닙니다."
330127,이유,10,※ 법령정비 권고사항
330127,이유,11,1.개인택시운송사업 양도인이 양수인을 기망하는 등 양수인이 개인택시운송사업 양수 당시 사업면허 취소사유가 있음을 알 수 없었던 특별한 사정이 있는 때에는 양수인이 사업면허 취소처분을 받은 후 다시 사업면허를 받으려는 경우 사업면허 취소처분을 받은 날까지의 운전경력을 인정할 필요가 있다면 여객자동차법 시행규칙 제19조제2항제1호 등 관련 규정을 정비할 필요가 있습니다.
330127,이유,12,2.개인택시운송사업을 양수하려는 사람이 양도인의 음주운전으로 인한 운전면허의 취소 등 사업면허 취소사유가 있는지 여부를 확인할 수 있도록 하는 제도적 장치를 마련할 필요가 있습니다.<관계 법령>
330127,이유,13,「여객자동차 운수사업법」
330127,이유,14,"제5조(면허 등의 기준)① 여객자동차운송사업의 면허기준은 다음 각 호와 같다.1.ㆍ2.(생  략)3.대통령령으로 정하는 여객자동차운송사업인 경우에는 운전 경력, 교통사고 유무, 거주지 등 국토교통부령으로 정하는 기준에 적합할 것"
330127,이유,15,"② ∼ ⑤ (생  략)제14조(사업의 양도ㆍ양수 등)① ∼ ⑧ (생  략)⑨ 제1항, 제2항 및 제4항에 따른 신고를 하거나 인가를 받은 경우 여객자동차운송사업을 양수한 자는 여객자동차운송사업을 양도한 자의 운송사업자로서의 지위를 승계하며, 합병에 따라 설립되거나 존속되는 법인은 합병에 따라 소멸되는 법인의 운송사업자로서의 지위를 승계한다.⑩ (생  략)"
330127,이유,16,「여객자동차 운수사업법 시행규칙」
330127,이유,17,"제19조(개인택시운송사업의 면허기준 등)① 제18조에 따라 개인택시운송사업의 면허를 받으려는 자는 제14조제1항에 따른 시설등의 기준 외에 다음 각 호의 요건을 갖추어야 한다.다만, 관할관청은 필요하다고 인정할 때에는 다음 각 호의 요건을 2분의 1의 범위에서 완화하여 적용할 수 있다.1.다음 각 목의 어느 하나에 해당하는 자일 것"
330127,이유,18,"가.면허신청 공고일부터 계산하여 과거 6년 동안 국내에서 여객자동차운송사업용 자동차, 「화물자동차 운수사업법 시행규칙」 제3조에 따른 화물자동차(이하 이 조에서 ""화물자동차""라 한다)로서 화물자동차 운수사업에 사용되는 화물자동차 또는 「건설기계관리법 시행규칙」 제73조제1항에 따른 건설기계(이하 이 조에서 ""건설기계""라 한다)로서 건설기계대여업에 사용되는 건설기계를 운전한 경력이 5년 이상인 자로서 면허신청 공고일 이전의 최종 운전종사일부터 계산하여 5년 이상 무사고로 운전한 경력이 있는 자"
330127,이유,19,나.ㆍ다.
330127,이유,20,(생  략)2.ㆍ3.(생  략)② 제1항 각 호에 따른 기간의 계산은 다음 각 호의 방법에 따른다.1.종전에 개인택시운송사업의 면허를 받은 자(면허를 양도받은 자를 포함한다.이하 이 조에서 같다)가 그 사업을 양도하고 다시 개인택시운송사업의 면허를 받으려 하거나 개인택시운송사업면허 취소처분을 받은 자가 다시 개인택시운송사업의 면허를 받으려는 경우에는 종전의 개인택시운송사업면허를 양도한 날 또는 개인택시운송사업면허 취소처분을 받은 날까지의 운전경력은 제외할 것
330127,이유,21,2.(생  략)③ ∼ ⑧ (생  략)
