해석례일련번호,구분,문장번호,내용
327449,질의요지,1,"가.「식품 등의 표시ㆍ광고에 관한 법률」(이하 “식품표시광고법”이라 함)에 따른 영업정지 대상이 되는 위반행위와 「식품위생법」에 따른 영업정지 대상이 되는 위반행위에 대해 「식품 등의 표시ㆍ광고에 관한 법률 시행규칙」(이하 “식품표시광고법 시행규칙”이라 함)별표 7 Ⅰ제1호 및 「식품위생법 시행규칙」 별표 23 Ⅰ제1호의 기준을 적용하여 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분(가장 중한 영업정지 처분 기간에 나머지 각각의 영업정지 처분 기간의 2분의 1을 더한 영업정지 처분을 말하며, 이하 같음)만 할 수 있는지?"
327449,질의요지,2,나.식품표시광고법에 따른 영업정지 대상이 되는 위반행위와 「축산물 위생관리법」에 따른 영업정지 대상이 되는 위반행위에 대해 식품표시광고법 시행규칙 별표 7 Ⅰ제1호 및 「축산물 위생관리법 시행규칙」 별표 11 제1호가목을 적용하여 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수 있는지?
327449,질의요지,3,다.식품표시광고법에 따른 영업정지 대상이 되는 위반행위와 「건강기능식품에 관한 법률」(이하 “건강기능식품법”이라 함)에 따른 영업정지 대상이 되는 위반행위에 대해 식품표시광고법 시행규칙 별표 7 Ⅰ제1호 및 「건강기능식품에 관한 법률 시행규칙」(이하 “건강기능식품법 시행규칙”이라 함)별표 9 Ⅰ제1호가목을 적용하여 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수 있는지?
327449,질의요지,4,라.식품표시광고법에 따른 영업정지 대상이 되는 위반행위와 「수입식품안전관리 특별법」(이하 “수입식품법”이라 함)에 따른 영업정지 대상이 되는 위반행위에 대해 식품표시광고법 시행규칙 별표 7 Ⅰ제1호 및 「수입식품안전관리 특별법 시행규칙」(이하 “수입식품법 시행규칙”이라 함)별표 13 Ⅰ제1호를 적용하여 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수 있는지?
327449,질의요지,5,< 질의 배경 >
327449,질의요지,6,식품의약품안전처에서는 식품표시광고법 시행(2019.3.) 이후 지방자치단체로부터 위 질의요지에 대한 문의가 있어 검토하던 중 내부 이견이 있어 법제처에 법령해석을 요청함.
327449,회답,7,가.질의 가
327449,회답,8,이 사안의 경우 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수는 없습니다.
327449,회답,9,나.질의 나
327449,회답,10,이 사안의 경우 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수는 없습니다.
327449,회답,11,다.질의 다
327449,회답,12,이 사안의 경우 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수는 없습니다.
327449,회답,13,라.질의 라
327449,회답,14,이 사안의 경우 둘 이상의 위반행위가 적발된 경우로 보아 하나의 처분만 할 수는 없습니다.
327449,이유,15,가.질의 가
327449,이유,16,"식품표시광고법은 식품 등에 대하여 올바른 표시ㆍ광고를 하도록 하여 소비자의 알 권리를 보장하고 건전한 거래질서를 확립함으로써 소비자를 보호하는 것을 목적(제1조)으로 하고, 「식품위생법」은 식품으로 인한 위생상의 위해를 방지하고 식품영양의 질적 향상을 도모하며 식품에 관한 올바른 정보를 제공하여 국민보건을 증진하는 것을 목적(제1조)으로 하는바, 양 법은 식품, 식품첨가물, 기구 또는 용기ㆍ포장(이하 “식품등”이라 함)을 규율 대상으로 한다는 점은 유사1)1)식품표시광고법 제2조제7호ㆍ제10호 및 「식품위생법」 제3조제3항 참조"
327449,이유,17,하나 입법목적을 달리하는 법률로서 각 목적에 따라 구체적인 준수사항 및 그 위반에 따른 행정처분 등을 달리 정하고 있습니다.
327449,이유,18,"구체적으로 살펴보면 식품표시광고법 제14조부터 제17조까지에서는 같은 법의 위반 사항에 대해 각각 시정명령, 위해 식품등의 회수 및 폐기처분 등의 조치, 영업정지나 영업허가 또는 등록의 취소 등 및 품목 등의 제조정지 처분에 대해 규정하고 있고, 같은 법 시행규칙 제16조에서는 식품표시광고법 제14조부터 제17조까지에 따른 행정처분의 기준은 별표 7과 같다고 규정하고 있는바, 같은 규칙 별표 7의 행정처분 기준은 식품표시광고법 제14조부터 제17조까지에서 행정처분 대상으로 규정하고 있는 같은 법 위반행위를 대상으로 하는 것이고, 「식품위생법 시행규칙」 제89조 및 별표 23에서는 「식품위생법」 제71조, 제72조, 제74조부터 제76조까지 및 제80조에 따른 행정처분의 기준을 규정한 것이므로 같은 별표의 행정처분 기준은 「식품위생법」 위반행위를 대상으로 하는 것이 명백합니다."
327449,이유,19,따라서 식품표시광고법 시행규칙 별표 7 Ⅰ제1호 및 「식품위생법 시행규칙」 별표 23 Ⅰ제1호에 따른 “둘 이상의 위반행위”는 각각의 법률에 따른 위반행위를 의미한다고 보아야 합니다.
