해석례일련번호,구분,문장번호,내용
327493,질의요지,1,"「승강기 안전관리법」 제39조제1항 전단에 따라 승강기 유지관리업을 등록한 자가 등록 당시 갖춘 기술인력은 변경하지 않은 채 같은 법 시행령 별표 8 제2호가목 및 나목의 등록기준에서 정한 최소 기술인력 수를 초과하는 기술인력1)1)「승강기 안전관리법 시행령」 별표 8 제2호가목 및 나목에 따른 기술인력의 등록기준을 충족하는 기술인력으로 한정함.을 추가로 고용하는 경우, 같은 법 제39조제1항 후단에 따라 변경등록을 해야 하는지?"
327493,질의요지,2,< 질의 배경 >
327493,질의요지,3,행정안전부에서는 위 질의요지에 대해 내부 이견이 있어 법제처에 법령해석을 요청함.
327493,회답,4,이 사안의 경우 「승강기 안전관리법」 제39조제1항 후단에 따라 변경등록을 해야 합니다.
327493,이유,5,"개별 법령에서 일정한 영업에 관한 등록제를 규정하면서 전문적인 기술인력을 일정 수 이상 확보하도록 등록기준을 정하고 있는 경우 이는 해당 영업의 수행에 필요한 최소한의 요건을 정한 것이나, 이 사안과 같이 해당 등록기준을 초과하는 기술인력을 추가로 고용하는 경우가 변경등록 대상에 해당하는지 여부는 개별법령에서 등록제로 규율하고 있는 입법목적과 해당 영업과 관련된 규정의 내용 및 체계 등을 종합적으로 고려해서 판단해야 합니다."
327493,이유,6,"그런데 「승강기 안전관리법」은 승강기의 제조&8228;수입 및 설치에 관한 사항과 승강기의 안전인증 및 안전관리에 관한 사항 등을 규정함으로써 승강기의 안전성을 확보하고 승강기 이용자 등의 생명ㆍ신체 및 재산을 보호하는 것을 목적(제1조)으로 하는 법률로서, 제39조에서는 승강기 유지관리를 업으로 하려는 자는 일정 등록기준을 갖춰서 등록해야 한다고 하여 승강기 유지관리업을 등록제로 규율하고 있는바, 이는 자격기준에 미달하는 기술인력이 승강기 유지관리를 함으로써 발생할 수 있는 안전사고를 사전에 예방하기 위해 승강기 유지관리에 필요한 일정한 자격을 갖춘 사람을 확보하여 승강기 유지관리업을 등록하도록 한 것입니다.2)2)1991.11.9."
327493,이유,7,의안번호 제131391호로 발의된 승강기제조및관리에관한법률안 국회 상공위원회 심사보고서 참조
327493,이유,8,"그리고 「승강기 안전관리법」 제43조제1항 및 같은 법 시행규칙 제66조에서는 등록된 승강기 유지관리업의 기술인력 수를 기준으로 월간 유지관리 승강기 대수의 상한을 정하고 있고, 승강기 유지관리업자가 이를 초과하여 유지관리 업무를 한 경우를 같은 법 제44조제1항제6호에 따른 등록 취소 또는 사업 정지 명령의 대상으로 규정하고 있는바, 승강기 유지관리업자가 고용한 기술인력은 등록을 전제로 하여 등록된 기술인력의 수에 따라 월간 유지관리 승강기 대수라는 영업의 범위가 확정되도록 규율하고 있다고 보아야 합니다."
327493,이유,9,"또한 「승강기 안전관리법 시행규칙」 별지 제32호서식 승강기 유지관리업의 등록신청서에는 최초 승강기 유지관리업을 등록할 때 기술인력의 수를 적도록 하고 있고, 같은 규칙 별지 제33호서식 승강기 유지관리업 변경등록신청에는 변경 전&8228;후의 기술인력을 기재하도록 하면서 기술인력 현황 자료를 함께 제출하도록 하고 있는데, 이에 따르면 기존에 등록된 기술인력의 수가 변경되는 경우도 변경등록 대상에 해당한다고 할 것입니다."
327493,이유,10,"아울러 「승강기 안전관리법」 제51조에서는 승강기 유지관리 등의 업무에 종사하는 기술자에 대해 근무처ㆍ경력 및 자격 등에 관한 사항을 행정안전부장관에게 신고하도록 하고(제1항), 행정안전부장관은 신고받은 기술자의 경력 등에 관한 사항을 관리해야 한다고 규정하고 있으며(제2항), 같은 조 제1항제2호의 유지관리 업무에 종사하는 기술자의 경우 같은 법 제52조제1항&8228;제3항 및 같은 법 시행규칙 제73조에 따라 3년 주기의 기술교육을 받고 그 사용자에 대해서는 필요한 경비를 부담하도록 규율하고 있는 체계에 비추어 보면, 승강기 유지관리업자는 등록을 위한 최소 기술인력 외에 추가로 고용하는 기술인력에 대해서도 변경등록을 통해 등록을 한 후 주기적으로 기술교육을 받도록 하는 등 인력 관리를 해야 한다고 보는 것이 타당합니다."
