해석례일련번호,구분,문장번호,내용
334263,질의요지,1,"「해외이주법」 제10조제1항에서는 해외이주자를 모집ㆍ알선하거나 같은 항 각 호의 해외이주에 관한 업무를 업으로 하는 사업(이하 “해외이주알선업”이라 함)을 하려는 자는 외교부장관에게 등록하여야 한다고 규정하고 있고, 같은 조 제2항에서는 등록을 위하여 필요한 자본금ㆍ보증보험금 그 밖의 사항은 대통령령으로 정한다고 규정하고 있으며, 같은 법 제10조의5제2항제2호에서는 외교부장관은 해외이주알선업자1)1)「해외이주법」 제10조제1항에 따라 해외이주알선업 등록을 한 자를 말하며, 이하 같음(같은 조 제3항)."
334263,질의요지,2,"가 같은 법 제10조제2항에 따른 등록요건에 미달하게 된 경우 외교부령으로 정하는 바에 따라 그 등록을 취소하거나 6개월 이내의 기간을 정하여 그 사업의 전부 또는 일부의 정지를 명할 수 있다고 규정하고 있고,"
334263,질의요지,3,「해외이주법」 제10조의5제2항의 위임에 따른 같은 법 시행규칙 제11조 및 별표 Ⅱ.
334263,질의요지,4,"제5호에서는 같은 법 제10조제2항에 따른 자본금 또는 보증보험가입요건에 미달하게 된 경우의 행정처분 기준을 1회 위반 시 경고, 2회 위반 시 업무정지 2개월, 3회 위반 시 등록 취소로 규정하고 있는바,"
334263,질의요지,5,"해외이주알선업자가 「해외이주법」 제10조제2항에 따른 등록요건에 미달하게 된 것이 적발되어 1회 위반 시 행정처분 기준에 따라 경고를 받은 후에도 등록요건을 갖추지 않아 계속하여 그 등록요건에 미달한 사실이 경고를 받은 후 1년이 지나기 전에 재적발된 경우, 외교부장관은 같은 법 시행규칙 별표 Ⅱ."
334263,질의요지,6,제5호를 근거로 2차 행정처분(업무정지 2개월)을 할 수 있는지?2)2)해당 해외이주알선업자가 계속하여 영업 중인 경우를 전제함.
334263,회답,7,"이 사안의 경우, 외교부장관은 해외이주알선업자에게 2차 행정처분을 할 수 있습니다."
334263,이유,8,"「해외이주법」 제10조의5제2항의 위임에 따른 같은 법 시행규칙 제11조 및 별표에 따른 행정처분의 기준을 보면, 별표 Ⅰ."
334263,이유,9,"제2호에서는 위반행위의 횟수에 따른 행정처분의 기준은 최근 1년간 같은 위반행위로 행정처분을 받은 경우에 적용한다고 규정하면서(전단)이 경우 행정처분 기준의 적용은 같은 위반행위에 대하여 행정처분을 한 날과 재적발일을 기준으로 한다(후단)고 규정하고 있는바, 이 사안의 경우 같은 법 제10조의5제2항 및 그 위임에 따른 같은 법 시행령 제16조제1항에 따른 해외이주알선업의 등록요건에 미달한 해외이주알선업자가 같은 별표 Ⅱ."
334263,이유,10,"제5호에 따라 경고를 받은 후에도 등록요건을 갖추지 않고 계속하여 그 등록요건에 미달한 사실이 경고를 받은 후 1년이 지나기 전에 재적발된 경우, 외교부장관은 해당 해외이주알선업자에게 같은 호에 따른 2차 행정처분을 할 수 있는지가 문제됩니다."
334263,이유,11,먼저 「해외이주법」 제10조제2항에 따른 자본금 또는 보증보험가입요건에 미달하게 된 경우의 행정처분기준은 같은 법 시행규칙 별표 Ⅱ.
334263,이유,12,"제5호에서 1회 위반(경고), 2회 위반(업무정지 2개월), 3회 위반(등록 취소)으로 구분하여 규정하고 있고, 같은 표 Ⅰ."
334263,이유,13,"제2호 전단에서는 위반행위의 횟수에 따른 행정처분의 기준은 최근 1년간 같은 위반행위로 행정처분을 받은 경우에 적용한다고 규정하고 있는바, 해외이주알선업자에 대한 2차 행정처분은 1차 행정처분을 한 날부터 1년 이내에 1차 행정처분의 대상이 되는 위반행위와 같은 내용의 위반행위를 다시 적발한 경우에 할 수 있고, 이 때 행정처분기준에 따른 차수 산정의 기준일은 행정처분일과 그 처분 이후의 위반행위에 대한 적발일이 되므로, 규정의 문언상 1차 행정처분이 있은 후 위반행위가 계속되어 해당 처분일부터 1년 이내에 다시 적발되었다면 외교부장관이 2차 행정처분을 할 수 있다고 할 것입니다."
