해석례일련번호,구분,문장번호,내용
314741,질의요지,1,구 「임대주택법시행령」(2000.7.22.
314741,질의요지,2,대통령령 제16910호로 일부개정·시행된 것)제9조제1항제2호·제3호 및 구 「임대주택법시행규칙」(2000.8.3.
314741,질의요지,3,"건설교통부령 제253호로 일부개정·시행된 것)제2조의2에 따라 임대의무기간이 각각 20년, 10년, 5년인 임대주택에 대해 표준임대차계약서(구 「임대주택법시행규칙」 별지 제10호서식)를 사용하여 임대차계약을 체결할 경우, 주택의 매각시기를 각각의 임대의무기간 보다 길게 다른 연수로 정할 수 있는지?"
314741,회답,4,구 「임대주택법시행령」(2000.7.22.
314741,회답,5,대통령령 제16910호로 일부개정·시행된 것)제9조제1항제2호·제3호 및 구 「임대주택법시행규칙」(2000.8.3.
314741,회답,6,"건설교통부령 제253호로 일부개정·시행된 것)제2조의2에 따라 임대의무기간이 각각 20년, 10년, 5년인 임대주택에 대해 표준임대차계약서(구 「임대주택법시행규칙」 별지 제10호서식)를 사용하여 임대차계약을 체결할 경우, 주택의 매각시기를 각각의 임대의무기간보다 길게 다른 연수로 정할 수 있습니다."
314741,이유,7,구 「임대주택법」(2000.1.12.
314741,이유,8,법률 제6167호로 일부개정되어 2000.7.13.
314741,이유,9,"시행된 것을 말하며, 이하 “구법”이라 함)제18조제1항에 따르면 임대주택에 대한 임대차계약을 체결하려는 자는 건설교통부령이 정하는 표준임대차계약서를 사용하여야 하고, 구 「임대주택법시행규칙」(2000.8.3."
314741,이유,10,"건설교통부령 제253호로 일부개정·시행된 것을 말하며, 이하 “구 시행규칙”이라 함)제8조제1항 및 제2항에 따르면 구 「주택건설촉진법」(2000.1.28."
314741,이유,11,법률 제6250호로 일부개정되어 2000.3.1.
314741,이유,12,"시행된 것)제33조에 따른 사업계획승인을 얻어 건설한 임대주택의 경우 별지 제10호서식에 따르도록 규정하고 있으며, 구 시행규칙 별지 제10호서식 4.계약조건 중 제12조제1항제1호에서는 “위 주택의 매각시기는 최초 입주 지정기간 종료 후 (  )년으로 한다”고 규정하고 있습니다."
314741,이유,13,"그런데, 구법 제12조 본문, 구 「임대주택법시행령」(2000.7.22."
314741,이유,14,"대통령령 제16910호로 일부개정·시행된 것을 말하며, 이하 “구 시행령”이라 함)제9조제1항제2호·제3호 및 구 시행규칙 제2조의2에 따르면 임대주택의 임대의무기간을 국가 또는 지방자치단체의 재정이나 국민주택기금에 의한 자금 지원 여부 및 전용면적에"
314741,이유,15,"따라 각각 20년, 10년 및 5년으로 규정하면서, 이 기간이 경과하지 아니하면 원칙적으로 임대주택을 매각할 수 없다고 규정하고 있는바, 위 임대주택에 대하여 표준임대차계약서(구 시행규칙 별지 제10호서식에 따른 것을 말하며, 이하 같음)를 사용하여 임대차계약을 체결할 경우, 주택의 매각시기를 각각의 임대의무기간 보다 길게 다른 연수로 정할 수 있는지가 문제될 수 있습니다."
314741,이유,16,"먼저, 구법상 임대의무기간은 임차인의 주거안정 등을 위하여 소극적으로 임대의무기간 내에 매각할 수 없음을 규정한 것일 뿐, 그 기간이 경과할 경우 임대사업자에게 매각할 의무를 부과하는 것은 아니라고 할 것이고, 나아가 임차인에게도 임대사업자의 의사에 반하여 임대주택을 즉시 매각하라고 요구할 권리가 당연히 발생한다고는 볼 수 없으며, 임대사업자가 임대주택을 매각하고자 할 경우 임차인과 약정을 하는 등 일정한 행위를 할 것이 요구된다는 점에서, 임대의무기간이 경과한 후 매각할 것인지, 혹은 계속 임대할 것인지의 문제는 당사자의 사적 자치에 맡길 문제라고 할 것입니다."
314741,이유,17,"한편, 구 시행규칙 제4조제2항에서 시장·군수 또는 구청장은 입주자모집공고 및 임대조건신고 내용을 고려하여 임대의무기간 만료 6월 전에 임대사업자 및 임차인에 대하여 매각을 위하여 필요한 준비를 하"
314741,이유,18,"도록 권고할 수 있음을 근거로 임대의무기간이 지나면 임대사업자는 임대주택을 매각하여야 한다는 주장이 있을 수 있으나, 위 규정은 입주자모집공고 및 임대조건신고의 내용을 고려하여 임대사업자와 임차인 사이에 매각 여부 및 매각시기 등에 관하여 권고할 수 있다는 것일 뿐, 매각해야 할 법적 구속력이 발생하는 것은 아니라고 할 것이므로, 이러한 규정만으로 임대사업자에게 매각 여부 및 매각시기를 임대의무기간으로 제한한다고 볼 수 없다고 할 것입니다."
314741,이유,19,"따라서, 구 시행령 제9조제1항제2호·제3호 및 구 시행규칙 제2조의2에 따라 임대의무기간이 각각 20년, 10년, 5년인 임대주택에 대해 표준임대차계약서를 사용하여 임대차계약을 체결할 경우, 주택의 매각시기를 각각의 임대의무기간 보다 길게 다른 연수로 정할 수 있습니다."
