해석례일련번호,구분,문장번호,내용
327701,질의요지,1,"2017년 11월 1일 이후 「청원경찰법」 제6조제2항제4호에 따른 재직기간 30년 이상에 도달하여 2017년 12월 31일을 기준으로 재직기간이 30년에 도달한지 2개월이 경과하지 않은 지방자치단체에 근무하는 청원경찰에게 2017년 12월 31일을 기준으로 「2017년도 청원경찰 경비기준액 고시」(경찰청 고시)에 따라 연 1회 성과상여금을 지급할 경우, 해당 성과상여금을 「청원경찰법」 제6조제2항제3호에 따른 기준을 적용하여 경사에 준해서 지급해야 하는지, 아니면 같은 항 제4호에 따른 기준을 적용하여 경위에 준해서 지급해야 하는지?"
327701,질의요지,2,< 질의 배경 >
327701,질의요지,3,민원인은 지방자치단체에 근무하는 청원경찰에게 지급되는 성과상여금 지급기준을 명확히 하기 위해 법제처에 법령해석을 요청함.
327701,회답,4,이 사안의 경우 성과상여금은 「청원경찰법」 제6조제2항제4호에 따른 기준을 적용하여 경위에 준해서 지급해야 합니다.
327701,이유,5,어느 법령에서 특정 사항에 관해 다른 법령을 포괄적ㆍ일반적으로 준용하는 규정을 두고 있더라도 준용 규정을 둔 법령이 규율하고자 하는 사항의 성질에 반하지 않는 한도에서만 그 법령의 규정이 준용되는 것이므로1)1)대법원 2015.8.27.
327701,이유,6,2015두41371 참조
327701,이유,7,「2017년도 청원경찰 경비기준액 고시」(경찰청고시)제1호다목에서 청원경찰의 성과상여금을 재직기간에 따라 경찰공무원 중 순경ㆍ경장ㆍ경사ㆍ경위에 준하여 지급한다고 규정한 것도 경찰공무원에게 적용하는 성과상여금 지급기준을 살펴 성질상 청원경찰에게 준용할 수 있는 지급기준이 있다면 그 기준에 따라 청원경찰의 성과상여금을 지급한다는 의미로 보아야 합니다.
327701,이유,8,"그런데 경찰공무원의 성과상여금은 「공무원수당 등에 관한 규정」 제7조의2 및 「공무원보수 등의 업무지침」(인사혁신처예규)에 따른 지급기준에 따라 지급되는데, 같은 지침 제8장 Ⅱ.제2호나목에서는 연 1회 평가하여 성과상여금을 지급하는 경우에는 지급기준일 현재 승진임용 후 2개월이 경과하지 않은 공무원은 승진 전 계급의 지급대상이라고 규정하여 지급기준일 현재 공무원의 승진임용 경과기간을 기준으로 지급대상을 구분하고 있습니다."
327701,이유,9,그러나 청원경찰은 사용자인 청원주와의 고용계약에 따라 고용되는 근로자로서 공무원 신분이 아니고2)2)법제처 2011.3.17.
327701,이유,10,회신 11-0077 해석례
327701,이유,11,「경찰공무원법」 제2조에 따라 계급이 구분되는 경찰공무원과는 달리 별도의 계급도 구분되지 않으며 재직기간이 「청원경찰법」 제6조제2항 각 호에 따른 재직기간에 이르더라도 승진임용이 되지 않는다는 점에서 승진임용된 경찰공무원에 대한 「공무원보수 등의 업무지침」에 따른 성과상여금 지급기준을 청원경찰의 성과상여금을 지급할 때 그대로 적용할 수는 없으므로 승진을 전제로 하는 경찰공무원 보수에 관한 규정은 청원경찰에 대한 보수 지급시 준용되는 내용에서 제외해야 합니다.
327701,이유,12,아울러 「청원경찰법」 제6조가 청원경찰의 열악한 처우를 개선하기 위하여 개정된 것이라는 점도3)3)2010.2.4.
327701,이유,13,법률 제10013호로 일부개정된 「청원경찰법」 국회 검토보고서
327701,이유,14,이 사안을 해석할 때에 고려해야 합니다.
327701,이유,15,※ 법령정비 권고사항
327701,이유,16,「2017년도 청원경찰 경비기준액 고시」(경찰청고시)제1호다목에서는 청원경찰의 성과상여금을 「청원경찰법」 제6조제2항 각 호에 따른 재직기간에 따라 경찰공무원 중 순경ㆍ경장ㆍ경사ㆍ경위에 준하여 지급한다고 규정하고 있는데 경찰공무원을 대상으로 한 「공무원수당 등에 관한 규정」 제7조의2 및 「공무원보수 등의 업무지침」에 따른 수당 지급기준 중에는 청원경찰을 대상으로 수당을 지급할 때 성질상 준용할 수 없는 지급기준이 있을 수 있으므로 청원경찰의 신분 등을 고려하여 지급기준을 명확히 할 필요가 있습니다.
327701,이유,17,< 관계법령 >
327701,이유,18,「청원경찰법」
327701,이유,19,제6조(청원경찰경비)① (생 략)② 국가기관 또는 지방자치단체에 근무하는 청원경찰의 보수는 다음 각 호의 구분에 따라 같은 재직기간에 해당하는 경찰공무원의 보수를 감안하여 대통령령으로 정한다.1.재직기간 15년 미만: 순경
327701,이유,20,2.재직기간 15년 이상 23년 미만: 경장
327701,이유,21,3.재직기간 23년 이상 30년 미만: 경사
327701,이유,22,4.재직기간 30년 이상: 경위
327701,이유,23,③ (생 략)「청원경찰법 시행령」
327701,이유,24,"제9조(국가기관 또는 지방자치단체에 근무하는 청원경찰의 보수)① (생 략)② 법 제6조제2항에 따른 국가기관 또는 지방자치단체에 근무하는 청원경찰의 각종 수당은 「공무원수당 등에 관한 규정」에 따른 수당 중 가계보전수당, 실비변상 등으로 하며, 그 세부 항목은 경찰청장이 정하여 고시한다.③ 법 제6조제2항에 따른 재직기간은 청원경찰로서 근무한 기간으로 한다."
327701,이유,25,「2017년도 청원경찰 경비기준액 고시」 (경찰청고시)
327701,이유,26,1.국가기관 또는 지방자치단체에 근무하는 청원경찰
327701,이유,27,"가.∼ 나.(생 략)다.제1호 나목의 최저부담기준액 외에 정근수당, 가족수당, 정근수당가산금, 정액급식비, 초과근무수당, 직급보조비, 명절휴가비, 자녀학비보조수당, 연가보상비, 성과상여금을 「청원경찰법」제6조제2항 각 호의 재직기간에 따라 경찰공무원 중 순경·경장·경사·경위에 준하여 지급한다.(이하 생략)"
327701,이유,28,「공무원수당 등에 관한 규정」
