해석례일련번호,구분,문장번호,내용
327847,질의요지,1,"「자동차관리법」 제53조제1항에 따라 자동차관리사업1)1)「자동차관리법」 제2조제8호에 따른 자동차정비업 및 같은 조 제9호에 따른 자동차해체재활용업만 말하며, 이하 같음.등록을 하려는 자는 같은 법 시행규칙 제111조의2 및 별표 21의2에 따른 자동차관리사업의 등록기준2)2)이 사안에 관하여 「자동차관리법」 제53조제3항에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ도(특별자치도를 포함함)또는 인구 50만명 이상의 시의 조례로 등록기준에 대해 따로 정한 사항은 없다고 전제함.을 갖춰야 하는바, 같은 표 제2호나목부터 마목까지의 규정에 따른 기준 및 같은 표 제3호나목에 따른 장비기준에서 규정하고 있는 시설·장비 등을 직접 소유해야만 등록기준에 적합한 것인지?"
327847,질의요지,2,< 질의 배경 >
327847,질의요지,3,"민원인은 자동차관리사업의 등록기준에서 규정하고 있는 시설·장비 등을 직접 소유해야만 등록기준에 적합한지에 대해 의문이 있어 국토교통부에 문의하였으나, 국토교통부는 반드시 소유해야 하는 것은 아니라는 회신을 하자 이에 이견이 있어 법제처에 법령해석을 요청함."
327847,회답,4,이 사안의 경우 시설·장비 등을 직접 소유해야만 등록기준에 적합한 것은 아닙니다.
327847,이유,5,"「자동차관리법」 제53조에서는 자동차관리사업을 하려는 자는 국토교통부령으로 정하는 바에 따라 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수 및 구청장(자치구의 구청장을 말하며, 이하 “시장ㆍ군수ㆍ구청장”이라 함)에게 등록해야 한다고 규정(제1항)하면서 자동차관리사업 등록의 기준 및 절차 등에 관해 필요한 사항은 국토교통부령으로 정하는 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ도(특별자치도를 포함함)또는 인구 50만명 이상의 시의 조례로 정하도록(제3항) 규정하고 있고, 그 위임에 따른 「자동차관리법 시행규칙」 제111조의2 및 별표 21의2에서는 자동차관리사업의 등록기준을 규정하고 있습니다."
327847,이유,6,그런데 「자동차관리법 시행규칙」 별표 21의2 제2호나목부터 마목까지 및 제3호나목에서는 자동차관리사업의 등록기준으로 시설·장비 등(이하 “시설·장비등”이라 함)의 세부기준 및 종류를 규정하고 있을 뿐 자동차관리사업을 하려는 자가 해당 시설·장비등을 직접 소유해야 한다는 별도의 규정을 두고 있지 않습니다.
327847,이유,7,"또한 「자동차관리법 시행규칙」 제111조제1항에서는 자동차관리사업을 등록하려는 자가 자동차관리사업등록신청서에 첨부하여 시장·군수·구청장에게 제출해야 하는 서류로 사업장의 토지이용계획확인서(제2호), 사업장의 위치도 및 평면도(제3호) 등을 규정하고 있고, 같은 조 제3항에서는 시장·군수·구청장이 제출할 것을 신청인에게 통지해야 하는 서류로 사업장의 대지 및 건물에 대한 사용권이 있음을 증명하는 서류(제1호), 시설의 일람표 및 그 예정배치도(제2호), 「자동차관리법」 제53조제3항에 따른 등록기준에 적합함을 증명하는 서류(제3호) 등을 규정하고 있을 뿐 시설·장비등의 소유권을 증명하는 서류를 규정하고 있지 않습니다."
327847,이유,8,그렇다면 「자동차관리법」 제53조제1항에 따라 자동차관리사업을 등록하려는 자는 등록에 필요한 시설·장비등을 직접 소유하지 않더라도 타인 소유의 시설·장비등을 임차하는 등 해당 업을 영위하기 위해 필요한 시설·장비등을 사용할 수 있는 권리를 확보한 경우라면 「자동차관리법 시행규칙」 제111조의2 및 별표 21의2의 등록기준에 적합한 것으로 보는 것이 관련 규정 체계에 부합하는 해석입니다.<관계 법령>
327847,이유,9,「자동차관리법」
327847,이유,10,"제2조(정의)이 법에서 사용하는 용어의 뜻은 다음과 같다.1.∼ 5.(생  략)6.“자동차관리사업”이란 자동차매매업ㆍ자동차정비업 및 자동차해체재활용업을 말한다.7.∼ 14.(생  략)제53조(자동차관리사업의 등록 등)① 자동차관리사업을 하려는 자는 국토교통부령으로 정하는 바에 따라 시장ㆍ군수ㆍ구청장에게 등록하여야 한다.등록 사항을 변경하려는 경우에도 또한 같다.다만, 대통령령으로 정하는 경미한 등록 사항을 변경하는 경우에는 그러하지 아니하다.② (생  략)③ 제1항에 따른 자동차관리사업 등록의 기준 및 절차 등에 관하여 필요한 사항은 국토교통부령으로 정하는 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ도(특별자치도를 포함한다)또는 인구 50만명 이상의 시의 조례로 정한다.이 경우 특별시 및 광역시 중 인구 50만 이상의 자치구에서 자동차매매업을 영위하고자 하는 자는 국토교통부령으로 정하는 등록기준을 갖추어야 한다.④ (생  략)"
