해석례일련번호,구분,문장번호,내용
312704,질의요지,1,2009.10.2.
312704,질의요지,2,"이후 거주불명의 사유가 발생한 경우, 거주불명사유가 있는 본인의 신고에 따른 「주민등록법」 제8조의 거주불명 등록이 가능한지?"
312704,회답,3,2009.10.2.
312704,회답,4,"이후 거주불명의 사유가 발생한 경우, 거주불명사유가 있는 본인의 신고에 따른 거주불명 등록이 가능합니다."
312704,이유,5,"먼저 「주민등록법」 제8조에서는 주민의 등록 또는 그 등록사항의 정정, 말소 또는 거주불명 등록은 주민의 신고에 따라 한다고 규정하고 있고, 같은 법 제10조제1항에서는 주민은 주소(제7호)를 포함한 같은 항 각 호의 사항을 해당 거주지를 관할하는 시장·군수 또는 구청장에게 신고하여야 한다고 규정하고 있으며, 같은 법 제11조제1항에서는 제10조에 따른 신고는 세대주가 신고사유가 발생한 날부터 14일 이내에 하여야 하고, 다만 세대주가 신고할 수 없으면 그를 대신하여 본인(제11조제1항제2호)을 포함한 같은 항 각 호의 어느 하나에 해당하는 자가 할 수 있다고 규정하고 있으므로 「주민등록법」의 문언상 본인의 신고에 따른 거주불명 등록을 금지하고 있지는 않습니다."
312704,이유,6,"특히 「주민등록법」의 목적은 주민생활의 편익을 증진시키고 행정사무를 적정하게 처리하도록 하기 위하여 주민의 거주관계 등 인구의 동태를 명확하게 파악하기 위한 것(같은 법 제1조)인데, 주민의 거주관계 등을 명확하게 파악한다는 것은 주민들의 실제 거주상태를 그대로 파악한다는 것이므로, 「주민등록법」 제10조제1항제7호에 따라 주소를 신고한다는 것은 주소가 있는 경우에는 해당 주소를, 주소가 불분명하다면 불분명한 사실 자체를 신고하도록 하는 것이 위와 같은 「주민등록법」의"
312704,이유,7,"취지에 부합한다고 할 것이고, 같은 취지에서 제3자의 신고나 행정청의 직권에 따른 거주불명 등록시 발생하는 일정기간 동안의 주민등록지와 실제 거주지의 불일치상태를 방지하기 위해서도 본인의 신고에 따른 거주불명 등록은 허용되어야 할 것입니다."
312704,이유,8,"또한 주민등록지와 실제 거주지가 달라질 경우 이를 신고하여야 하고 이를 게을리 할 경우에는 과태료가 부과되고(「주민등록법」 제16조제1항 및 제40조제3항), 행정청의 사실조사를 통하여 위와 같은 신고를 게을리 한 사실이 확인되어 사실대로 신고할 것을 최고·공고하였음에도 일정 기간 내에 사실대로 신고하지 아니한 경우에도 과태료가 부과되는데(「주민등록법」 제20조 및 제40조제2항), 주거가 불분명한 자에게 그 불분명한 사실을 신고하지 못하도록 하면서 신고의무를 게을리 하였다는 이유로 과태료를 부과한다는 것은 불합리하다는 점에서도 본인의 신고에 따른 거주불명 등록은 허용된다고 보아야 할 것입니다."
312704,이유,9,따라서 2009.10.2.
312704,이유,10,"이후 거주불명의 사유가 발생한 경우, 거주불명사유가 있는 본인의 신고에 따른 거주불명 등록이 가능합니다."
