해석례일련번호,구분,문장번호,내용
330795,질의요지,1,"「먹는물관리법 시행규칙」 별지 제2호서식에서는 샘물등1)1)일정 규모 이상의 샘물 또는 염지하수를 말하며(「먹는물관리법」 제9조제1항 참조), 이하 같음.개발허가 및 변경허가2)2)취수계획량 변경의 경우로 한정함.의 처리기간을 70일로 규정하고 있고, 같은 규칙 제5조제2항에서는 샘물등 개발허가 또는 변경허가를 받으려는 자가 제출한 환경영향조사서에 대한 기술적 심사를 60일 이내에 처리하도록 규정하고 있는바, 시ㆍ도지사3)3)특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사를 말하며, 이하 같음.가 「민원 처리에 관한 법률 시행령」(이하 “민원처리법 시행령”이라 함)제21조제1항 본문에 따라 샘물등 개발허가 또는 변경허가의 처리기간을 한 차례 연장하려는 경우 연장할 수 있는 기간의 범위는 70일인지 아니면 10일인지?4)4)해당 기술적 심사 기간은 민원처리법 시행령 제20조에 따라 민원의 처리기간에 산입하지 않는 기간이 아닌 경우를 전제함."
330795,질의요지,2,< 질의 배경 >
330795,질의요지,3,"민원인은 위 질의요지에 대해 민원처리법의 소관부처인 행정안전부와 「먹는물관리법」의 소관부처인 환경부에 질의하였고, 연장할 수 있는 기간의 범위를 샘물등 개발허가 및 변경허가의 처리기간에서 기술적 심사 기간을 제외한 기간으로 볼 수 없다는 내용의 회신을 받자 이에 이견이 있어 법제처에 법령해석을 요청함."
330795,회답,4,이 사안의 경우 시ㆍ도지사가 민원처리법 시행령 제21조제1항 본문에 따라 연장할 수 있는 기간의 범위는 샘물등 개발허가 및 변경허가의 처리기간인 70일입니다.
330795,이유,5,"「먹는물관리법」 제9조제1항 및 제2항에서는 일정 규모 이상의 샘물등을 개발하려는 자는 시ㆍ도지사의 허가를 받아야 하고 허가받은 사항 중 중요한 사항을 변경하려면 변경허가를 받아야 한다고 규정하고 있는바, 해당 허가 또는 변경허가를 받기 위한 신청은 「민원 처리에 관한 법률」(이하 “민원처리법”이라 함)제2조제1호가목1)에 따른 법정민원에 해당하므로, 「먹는물관리법 시행규칙」 별지 제2호서식에서 개발허가 또는 변경허가의 처리기간을 70일로 규정한 것은 민원처리법 제17조제1항에 따라 법정민원의 처리기간을 정한 것으로 보아야 합니다."
330795,이유,6,"그리고 민원처리법 시행령 제21조제1항 본문에서는 행정기관의 장은 부득이한 사유로 민원을 처리기간 내에 처리하기 어려운 경우 그 민원의 “처리기간의 범위”에서 그 처리기간을 한 차례 연장할 수 있다고 규정하여 연장할 수 있는 기간의 범위가 민원의 “처리기간”임을 분명히 하고 있으므로, 시ㆍ도지사가 「먹는물관리법」 제9조에 따른 샘물등 개발허가 또는 변경허가의 처리기간을 연장하는 경우 같은 법 시행규칙 별지 제2호서식에 따른 70일의 범위에서 연장할 수 있다고 보아야 합니다."
330795,이유,7,"또한 「먹는물관리법」 제9조, 제13조, 제18조 및 같은 법 시행규칙 제5조에 따르면 샘물등 개발허가 또는 변경허가를 시&8228;도지사에게 신청하는 경우 샘물등의 개발로 주변 환경에 미치는 영향 등을 예측ㆍ분석한 환경영향조사서를 제출해야 하고, 시&8228;도지사는 해당 조사서에 대해 기술적 심사를 받아야 하며 이때 기술적 심사는 60일 이내에 이루어져야 하는바, 먹는물관리법령에 따른 샘물등 개발허가 또는 변경허가 시 기술적 심사는 필수적으로 수반되는 절차의 하나인데 「먹는물관리법 시행규칙」 별지 제2호서식에서는 샘물등 개발허가 또는 변경허가의 처리기간을 70일로 규정하고 있을 뿐 해당 처리기간을 기술적 심사에 소요되는 기간과 그 외의 기간으로 나누어 규정하고 있지 않습니다."
330795,이유,8,"따라서 민원처리법 시행령 제21조제1항 본문에 따라 시&8228;도지사가 샘물등 개발허가 또는 변경허가의 처리기간을 연장하는 경우 필요 최소한의 기간으로 연장하여 민원을 신속하게 처리하는 것이 타당하다는 것은 별론으로 하고, 처리기간을 임의로 구분하여 기술적 심사 기간을 제외한 처리기간만 연장할 수 있다고 보아 먹는물관리법령에 따른 허가의 법정 처리기간을 축소 해석하는 것은 타당하지 않습니다."
330795,이유,9,< 관계 법령>
330795,이유,10,민원 처리에 관한 법률 시행령
