해석례일련번호,구분,문장번호,내용
327693,질의요지,1,"A는 B시(市)의 「지방자치법」 제94조에 따른 지방자치단체의 장 선거에 연이어 출마하고 당선되어 총 8년의 임기를 마치고 바로 다음 선거에는 출마하지 않았는데, 해당 선거에서 당선된 C의 임기가 개시되어 해당 지방자치단체의 장의 직무를 수행하던 중 당선무효가 확정됨에 따라 보궐선거를 실시한 결과 A가 당선된 경우, A는 「지방자치법」 제95조에서 규정하고 있는 계속 재임(在任) 3기에 해당하는지?"
327693,질의요지,2,< 질의 배경 >
327693,질의요지,3,행정안전부에서는 민원인으로부터 위 질의요지에 대한 문의가 있어 검토하는 과정에서 내부 이견이 있자 법제처에 법령해석을 요청함.
327693,회답,4,이 사안의 경우 A는 「지방자치법」 제95조에서 규정하고 있는 계속 재임 3기에 해당하지 않습니다.
327693,이유,5,"「지방자치법」 제95조에서는 지방자치단체의 장의 임기는 4년으로 하며, 지방자치단체의 장의 계속 재임은 3기에 한한다고 규정하고 있는바, 이는 지방자치단체의 장이 연속으로 당선되지 않으면 제한 없이 입후보할 수 있고 연속하여 당선된 경우도 3기까지 계속하여 재임할 수 있으며, 3기까지 계속하여 재임한 후에 연속하여 입후보하지 않을 경우에는 다시 3기 동안 계속 재임할 수 있음을 의미1)1)헌법재판소 2006.2.23."
327693,이유,6,선고 2005헌마403 전원재판부 결정례 및 법제처 2019.2.1.
327693,이유,7,회신 18-0562 해석례 참조
327693,이유,8,하는 것입니다.
327693,이유,9,"즉 「지방자치법」 제95조는 지방자치단체의 장의 총 재임기간이 아니라 지방자치단체의 장의 연임을 제한하기 위한 것으로 해당 규정의 입법취지는 지방자치단체의 장이 장기간 연속당선을 위해 엽관제적으로 인사를 운용하거나 지역 내 특정집단과의 결탁을 통해 지역발전을 저해하는 것을 방지하고, 장기집권으로 인한 부정부패를 방지하는 한편 유능한 인사가 지방자치단체의 장으로 진출하는 것을 확대하려는 것입니다.2)2)1994.11.21."
327693,이유,10,의안번호 제140931호로 발의된 지방자치법 일부개정법률안에 대한 국회 내무위원회 심사보고서 및 헌법재판소 2006.2.23.
327693,이유,11,선고 2005헌마403 전원재판부 결정례 참조
327693,이유,12,"그런데 이 사안의 경우 A는 연속하여 2기의 지방자치단체 장의 선거에 당선되어 재임하였지만 바로 연속되는 다음 선거에는 출마하지 않았고 그 선거에서는 C가 당선되어 재임하였는바, 보궐선거로 당선된 지방자치단체의 장의 임기가 전임자의 남은 임기라고 하더라도 그것과는 별개로 지방자치단체의 장의 계속 재임 여부를 판단할 때에는 지방자치단체의 장으로서 그 직무를 실질적으로 계속 수행했는지를 기준으로 판단3)3)대법원 2016.9.8."
327693,이유,13,선고 2015다39357 판결례 및 서울고등법원 2015.6.19.
327693,이유,14,선고 2014나47605 판결례 참조
327693,이유,15,해야 하는데 A는 3기를 연속으로 당선되어 계속하여 재임한 것이 아니므로 「지방자치법」 제95조에서 규정하고 있는 계속 재임 3기에 해당하지 않습니다.
327693,이유,16,<관계 법령>
327693,이유,17,「지방자치법」
327693,이유,18,"제94조(지방자치단체의 장의 선거)지방자치단체의 장은 주민이 보통ㆍ평등ㆍ직접ㆍ비밀선거에 따라 선출한다.제95조(지방자치단체의 장의 임기)지방자치단체의 장의 임기는 4년으로 하며, 지방자치단체의 장의 계속 재임(在任)은 3기에 한한다."
