해석례일련번호,구분,문장번호,내용
329071,질의요지,1,"가.「여객자동차 운수사업법 시행령」 별표 3 및 별표 5에 따라 최근 1년간의 같은 위반행위에 대하여 행정처분의 가중된 부과기준을 적용할 때, 1차 위반과 2차 위반에 대해서만 처분기준을 명시적으로 규정하고 있고 3차 위반에 대해서는 명시적으로 규정하고 있지 않은  경우 3차 위반에 대하여 가중된 과징금을 부과할 수 있는지?"
329071,질의요지,2,만일 가중된 과징금을 부과할 수 있다면 어떤 기준으로 과징금을 부과할 수 있는지?
329071,질의요지,3,"나.「여객자동차 운수사업법 시행령」 별표 3 및 별표 5에 따라 최근 1년간의 같은 위반행위에 대하여 행정처분의 가중된 부과기준을 적용할 때, 1차 위반에 대해서는 사업일부정지 처분에 갈음하여 이미 과징금 부과처분을 했고 다시 위반행위를 적발하여 2차 위반에 대한 행정처분을 해야 하는 경우에 1차 처분과 같은 종류인 과징금 부과처분을 해야 하는지?"
329071,질의요지,4,< 질의 배경 >
329071,질의요지,5,경상남도 진주시에서는 위법한 행위를 한 버스회사에 대하여 행정처분을 하기 위해 처분기준을 검토하던 중 처분기준의 적용에 혼란이 있어 국토교통부에 질의 후 법령해석을 요청함.
329071,회답,6,가.질의 가에 대해
329071,회답,7,이 사안의 경우 3차 위반에 대하여 가중된 과징금을 부과할 수 있고 부과기준은 2차 위반과 같거나 무거운 기준으로 과징금을 부과할 수 있습니다.
329071,회답,8,나.질의 나에 대해
329071,회답,9,이 사안의 경우 2차 위반에 대해서 1차 처분과 같은 종류인 과징금 부과처분을 해야 하는 것은 아닙니다.
329071,이유,10,가.질의 가에 대해
329071,이유,11,「여객자동차 운수사업법」(이하 “여객자동차법”이라 함)제85조제1항 및 제88조제1항에서는 위반행위에 대하여 6개월 이내의 기간을 정하여 사업의 전부 또는 일부의 정지를 명하거나 그 사업정지 처분을 갈음하여 5천만원 이하의 과징금을 부과ㆍ징수할 수 있도록 규정하고 있고 같은 법 시행령 별표 3 및 별표 5에서는 법률의 위임에 따라 처분기준 및 부과기준을 각각 정하고 있습니다.
