해석례일련번호,구분,문장번호,내용
331281,질의요지,1,「주택법」 제11조에 따른 주택조합의 조합원이 될 수 있는 자격을 정하고 있는 같은 법 시행령 제21조제1항제1호가목1)에서 주택을 소유하지 않아야 하는 “세대원”의 범위를 판단할 때 「주택공급에 관한 규칙」 제2조제2호의3에 따른 세대원 규정을 준용할 수 있는지?
331281,질의요지,2,< 질의 배경 >
331281,질의요지,3,"민원인은 위 질의요지에 대해 국토교통부에 문의하였고, 이 사안의 경우 「주택공급에 관한 규칙」 제2조제2호의3에 따른 세대원 규정을 준용할 수 없다는 회신을 받자 이에 이의가 있어 법제처에 법령해석을 요청함."
331281,회답,4,이 사안에서 “세대원”의 범위를 판단할 때 「주택공급에 관한 규칙」 제2조제2호의3에 따른 세대원 규정을 준용할 수 없습니다.
331281,이유,5,"「주택법」 제11조에 따른 주택조합의 조합원 자격기준에 대해 정하고 있는 같은 법 시행령 제21조제1항제1호가목1)에서는 세대원의 범위에 세대주와 동일한 세대별 주민등록표에 등재되어 있지 아니한 세대주의 배우자 및 그 배우자와 동일한 세대를 이루고 있는 사람을 포함하도록 규정하고 있으나, 주택법령에서는 그 밖에 “세대원”을 정의하거나 해석지침으로 볼 만한 규정을 두고 있지는 않은바, 이와 같이 용어의 의미가 불명확한 경우에는 그 법령의 규정 내용과 입법 취지는 물론 입법 취지가 유사한 다른 법령과의 관계, 사회에서 일반적으로 통용되는 의미 등을 종합적으로 고려하여야 합니다.1)1)법제처 2014.10.10."
331281,이유,6,회신 14-0572 해석례 참조
331281,이유,7,"먼저 「주택법 시행령」 제21조제1항제1호가목1)에 따른 “세대원”의 범위에 관하여는 「주민등록법 시행령」 제6조제2항에 따른 세대주, 배우자 및 세대주의 직계존비속을 기본적인 범위로 하는 해석관행이 오랜 기간 동안 유지되어 왔는데, 세대 분리를 통한 조합원 자격 규정의 남용을 방지하기 위한 정책적인 수단으로 같은 목 1)의 괄호에 규정한 범위까지 세대원에 포함시킨 것인바, 같은 목 1)에 따른 “세대원”의 범위는 이러한 관행과 규정에 따른 것으로 보아야 합니다."
331281,이유,8,"그런데 이 사안의 경우 「주택법 시행령」 제21조제1항제1호가목1)에 따른 “세대원”의 범위에 대한 해석 관행과 다르게 세대주의 직계존비속뿐만 아니라 배우자의 직계존속이나 직계비속의 배우자 등도 포함하도록 한 「주택공급에 관한 규칙」 제2조제2호의3에 따른 세대원 규정을 준용하여 세대원의 범위를 해석할 수 있는지 여부가 문제되는바, “준용”은 특정 조문을 그와 성질이 유사한 규율 대상에 대해 그 성질에 따라 다소 수정하여 적용하는 입법기술2)2)법령 입안ㆍ심사 기준(2020)733페이지 참조"
331281,이유,9,"로서 준용 규정을 명시적으로 둔 경우에만 준용이 가능할 것이므로, 이 사안과 같이 주택법령에서 「주택공급에 관한 규칙」 제2조제2호의3을 준용하도록 하는 근거가 없는 경우까지 해당 규정을 준용할 수는 없습니다."
331281,이유,10,"또한 「주택법」 제11조 및 같은 법 시행령 제21조는 주택건설사업의 사업계획 승인을 거쳐 주택을 건설하기 전인 지역주택조합의 설립 단계에서 필요한 사항을 규정한 것인 반면, 「주택공급에 관한 규칙」은 주택을 건설한 후 「주택법」 제54조 등에 따라 주택을 공급하는 단계에서 필요한 주택 공급 조건ㆍ방법ㆍ절차 등의 사항을 규정하고 있고, 특히 「주택공급에 관한 규칙」 제2조제2호의3에 따른 “세대원”은 같은 조 제4호에 따른 무주택세대구성원(세대원 전원이 주택을 소유하고 있지 않은 세대의 구성원을 말함)및 같은 조 제8호에 따른 가점제의 가점항목으로 적용되는 무주택기간 산정을 위한 것임에 비추어 볼 때, 「주택법 시행령」 제21조제1항제1호가목1)과 「주택공급에 관한 규칙」 제2조제2호의3의 “세대원” 규정을 동일한 입법목적이나 입법취지의 규정으로 볼 수는 없으므로, 주택법령에서 「주택법 시행령」 제21조제1항제1호가목1)에 따른 “세대원”을 정의하고 있는 규정이나 해석지침이 될 수 있는 규정이 없다고 하여 「주택공급에 관한 규칙」 제2조제2호의3을 유추적용할 수도 없습니다."
