해석례일련번호,구분,문장번호,내용
312945,질의요지,1,「조세특례제한법」(1998.12.28.
312945,질의요지,2,법률 제5584호) 부칙 제15조 제2항은 구「조세감면규제법」(1998.12.28.
312945,질의요지,3,"법률 제5584호로 전문개정되기 전의 것)제58조(영농자녀가 증여받은 농지 등에 대한 증여세 면제)에 대한 경과조치를 규정하고 있는데, 「조세특례제한법」 부칙 제15조 제2항을 적용함에 있어, 증여세 면제요건의 성립여부를 동법률의 시행일인 1999.1.1.을 기준으로 판단하는지 아니면 증여일을 기준으로 판단하는지?"
312945,회답,4,「조세특례제한법」(1998.12.28.
312945,회답,5,"법률 제5584호) 부칙 제15조 제2항을 적용함에 있어, 구「조세감면규제법」(1998.12.28."
312945,회답,6,법률 제5584호로 전문개정되기 전의 것)제58조에 의한 증여세 면제요건의 성립여부는 같은 법의 시행일인 1999.1.1.을 기준으로 판단하여야 합니다.
312945,이유,7,○ 구「조세감면규제법」(1998.12.28.
312945,이유,8,"법률 제5584호에 의해 「조세특례제한법」으로 개정되기 전의 법률)제58조 제1항은 ‘대통령령이 정하는 자경하는 농민(이하 이 조에서 “자경농민”이라 한다)이 다음 각호에 해당하는 농지ㆍ초지ㆍ산림지(이하 이 조에서 “농지 등”이라 한다)를 대통령령이 정하는 영농에 종사하는 직계비속(이하 이 조에서 “영농자녀”라 한다)에게 증여하는 경우에는 당해 농지 등의 가액에 대한 증여세를 면제한다’고 규정하여, “증여세 면제”의 요건으로 △대통령령이 정하는 자경하는 농민일 것, △일정한 요건에 해당하는 농지·초지·산림지일 것, △대통령령이 정하는 영농에 종사하는 직계비속에게 증여할 것을 요구하고 있었습니다."
312945,이유,9,○ 그런데 「조세특례제한법」(1998.12.28.
312945,이유,10,"법률 제5584호)은 구「조세감면규제법」을 전문개정하면서, 구「조세감면규제법」에서 규정하고 있던 영농자녀가 증여받는 농지 등에 대한 증여세 면제제도를 폐지하였습니다."
312945,이유,11,"○ 다만, 이를 폐지하면서 「조세특례제한법」 부칙 제15조 제2항에서 ‘이 법 시행당시 종전의 조세감면규제법 제58조 제1항의 규정에 의하여 증여세의 면제대상이 되는 농지 등으로서 2006년 12월 31일까지 자경농민이 영농자녀에게 증여하는 것에 관하여는 종전의 조"
312945,이유,12,"세감면규제법 제58조 제2항 내지 제5항의 규정에 의하여 증여세를 면제한다’고 경과조치를 규정하였습니다.이는 법률개정으로 증여세 면제제도를 폐지하면서, 폐지 전에 이미 증여세 면제의 요건을 충족하였음에도 불구하고 그 때까지 증여를 하지 않은 농민의 기득권을 보호하고 증여를 한 농민과의 형평을 유지하여 법적 안정성을 보장하기 위해 둔 경과규정이라고 보아야 할 것입니다."
312945,이유,13,"○ 그러므로 「조세특례제한법」 부칙 제15조 제2항에 의해 영농자녀가 증여받는 농지 등에 대하여 증여세를 면제받기 위해서는 같은 법의 시행일인 1999.1.1.에 구「조세감면규제법」 제58조 제1항에서 규정하고 있는 요건을 모두 충족하여야 하는 것이고, 다만 증여시기가 2006.12.31.까지 연장되는 것입니다."
