해석례일련번호,구분,문장번호,내용
331731,질의요지,1,"도로관리청1)1)「자전거 이용 활성화에 관한 법률」 제2조제4호에 따른 도로관리청을 말하며, 이하 같음.이 아닌 자가 개발제한구역에서 「자전거 이용 활성화에 관한 법률 시행령」 제2조제4호에 따른 자전거 이용자의 휴식소를 설치하기 위하여 「개발제한구역의 지정 및 관리에 관한 특별조치법」 제12조제1항제1호 및 같은 법 시행령 별표 1 제1호머목에 따라 허가를 받을 수 있는지?"
331731,질의요지,2,< 질의 배경 >
331731,질의요지,3,"민원인은 도로관리청이 아닌 자도 개발제한구역 내 자전거 이용자 휴식소의 설치 허가를 받을 수 있는지 행정안전부와 국토교통부에 질의했고, 도로관리청이 아닌 자는 자전거 이용자 휴식소를 설치할 수 없다는 회신을 받자, 이견이 있어 법제처에 법령해석을 요청함."
331731,회답,4,이 사안의 경우 허가를 받을 수 없습니다.
331731,이유,5,"「개발제한구역의 지정 및 관리에 관한 특별조치법」(이하 “개발제한구역법”이라 함)제12조제1항제1호 및 같은 법 시행령 별표 1 제1호머목에서는 개발제한구역에서 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수 또는 구청장(이하 “시장·군수·구청장”이라 함)의 허가를 받아 건축 또는 설치할 수 있는 건축물 또는 공작물로서 「자전거이용 활성화에 관한 법률」(이하 “자전거법”이라 함)제2조제2호 및 같은 법 시행령 제2조제4호에 따른 자전거이용시설 중 자전거이용자의 편익을 위한 시설인 휴식소(이하 “자전거 이용자 휴식소”라 함)를 규정하면서 그 설치 주체에 관하여 별도로 규정하고 있지 않은바, 자전거 이용자 휴식소를 설치할 수 있는 자의 범위에 대해서는 자전거법 등 관련 법령의 내용을 체계적으로 고려하여 해석해야 합니다."
331731,이유,6,"그런데 자전거법 제2조제3호에서는 “자전거이용시설의 정비”란 자전거이용시설의 개설ㆍ확장 및 포장(鋪裝)과 유지ㆍ관리를 말한다고 규정하고 있으므로, 자전거이용시설인 자전거 이용자 휴식소를 설치하는 행위는 “자전거이용시설의 정비”에 해당하는데, 자전거법 제10조제1항에서는 자전거이용시설은 같은 법 또는 다른 법률에 특별한 규정이 있는 경우를 제외하고는 “도로관리청이 정비한다”고 규정하고 있으므로 자전거 이용자 휴식소의 설치 주체는 도로관리청이라고 보아야 합니다.1)1)법제처 2017.2.6."
331731,이유,7,회신 16-0464 해석례 참조
331731,이유,8,그리고 자전거법 제10조제1항에서 도로관리청이 자전거이용시설을 정비하도록 한 것은 자전거도로 등 자전거이용시설의 정비는 일반도로 정비사업과 병행되어야 할 필요가 있으므로 예산의 효율적인 관리를 위해 도로관리청이 주관하도록 한 것1)1)1995.1.5.
331731,이유,9,법률 제4870호로 일부개정되어 1995.7.6.
331731,이유,10,"시행된 「자전거이용활성화에 관한 법률」 국회 심사보고서(의안번호 140853, 내무위원회)참조"
331731,이유,11,"이라는 점과, 국민의 자전거 이용의 활성화를 도모하기 위하여 국가나 지방자치단체로 하여금 자전거이용시설의 정비 및 자전거 이용자의 안전과 편리를 도모하는 등 자전거 이용 활성화를 위한 종합적인 시책을 마련하도록 한 자전거법의 취지(제4조) 등에 비추어 볼 때, 도로관리청이 아닌 민간에 의한 자전거이용시설의 설치에 관한 사항까지도 자전거법의 규율 대상에 포함된다고 보기는 어렵습니다."
331731,이유,12,"또한 「자전거이용시설의 구조·시설 기준에 관한 규칙」에서는 자전거도로의 통행용량(제3조), 자전거도로의 설계속도(제4조), 자전거도로의 폭(제5조) 등 자전거도로의 구조와 시설기준을 세부적으로 정하고 있는 반면, 자전거도로 외의 자전거이용시설에 대해서는 구조와 시설기준을 구체적으로 정하고 있지 않은데, 이는 자전거도로 외의 자전거이용시설은 그 자체가 독립적인 시설로 설치ㆍ운영되기 보다는 자전거도로와 관련되거나 부수되는 시설로서 도로관리청에 의해 자전거도로의 개설과 더불어 설치되도록 하려는 취지1)1)법제처 2017.2.6."
331731,이유,13,회신 16-0464 해석례 참조
331731,이유,14,라고 보아야 합니다.
331731,이유,15,이러한 점들을 종합적으로 고려하면 개발제한구역법 제12조제1항제1호 및 같은 법 시행령 별표 1 제1호머목에 따라 개발제한구역에서 시장ㆍ군수ㆍ구청장의 허가를 받아 설치할 수 있는 자전거 이용자 휴식소는 자전거법 제10조제1항에 따라 도로관리청이 설치하는 자전거 이용자 휴식소를 의미하는 것으로 보아야 합니다.
331731,이유,16,"아울러 개발제한구역법은 도시의 무질서한 확산을 방지하고 도시 주변의 자연환경을 보전하기 위한 법률로서(제1조), 개발제한구역에서의 건축물의 건축 또는 공작물의 설치를 원칙적으로 금지하되 법령에서 정한 일정한 요건과 기준을 충족하는 경우 예외적으로 허가를 받아 그러한 행위를 할 수 있도록 하고 있으므로(제12조제1항), 그러한 예외적 허용행위는 제한적으로 엄격하게 해석해야 할 필요가 있다는 점도 이 사안을 해석할 때 고려해야 합니다.1)1)대법원 2003.3.28."
331731,이유,17,선고 2002두11905 판결례 참조
331731,이유,18,<관계 법령>
331731,이유,19,「개발제한구역의 지정 및 관리에 관한 법률」
331731,이유,20,"제12조(개발제한구역에서의 행위제한)① 개발제한구역에서는 건축물의 건축 및 용도변경, 공작물의 설치, 토지의 형질변경, 죽목(竹木)의 벌채, 토지의 분할, 물건을 쌓아놓는 행위 또는 「국토의 계획 및 이용에 관한 법률」 제2조제11호에 따른 도시ㆍ군계획사업(이하 ""도시ㆍ군계획사업""이라 한다)의 시행을 할 수 없다.다만, 다음 각 호의 어느 하나에 해당하는 행위를 하려는 자는 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수 또는 구청장(이하 ""시장ㆍ군수ㆍ구청장""이라 한다)의 허가를 받아 그 행위를 할 수 있다."
331731,이유,21,1.다음 각 목의 어느 하나에 해당하는 건축물이나 공작물로서 대통령령으로 정하는 건축물의 건축 또는 공작물의 설치와 이에 따르는 토지의 형질변경
331731,이유,22,"가.공원, 녹지, 실외체육시설, 시장ㆍ군수ㆍ구청장이 설치하는 노인의 여가활용을 위한 소규모 실내 생활체육시설 등 개발제한구역의 존치 및 보전관리에 도움이 될 수 있는 시설"
331731,이유,23,나.∼ 마.(생  략)
331731,이유,24,2.∼ 9.(생  략)
331731,이유,25,② ∼ ⑪ (생  략)
331731,이유,26,「개발제한구역의 지정 및 관리에 관한 특별조치법 시행령」
331731,이유,27,"제13조(허가 대상 건축물 또는 공작물의 종류 등)① 법 제12조제1항제1호에 따른 건축물 또는 공작물의 종류, 건축 또는 설치의 범위는 별표 1과 같다."
331731,이유,28,②ㆍ③ (생  략)
331731,이유,29,"[별표 1] 건축물 또는 공작물의 종류, 건축 또는 설치의 범위(제13조제1항 관련)"
331731,이유,30,시설의 종류
331731,이유,31,건축 또는 설치의 범위
331731,이유,32,1.개발제한구역의 보전 및 관리에 도움이 될 수 있는 시설
331731,이유,33,머.자전거이용시설
331731,이유,34,"「자전거이용 활성화에 관한 법률」 제2조제2호에 따른 자전거이용시설 중 자전거도로(같은 법 제3조제1호에 따른 자전거전용도로는 제외한다)및 자전거주차장과 같은 법 시행령 제2조제4호에 따른 자전거이용자의 편익을 위한 시설 중 야영장, 벤치, 자전거 수리·대여소, 휴식소를 설치할 수 있다.이 경우 자전거 수리·대여소 및 휴식소는 가설건축물로 설치하여야 한다."
331731,이유,35,「자전거 이용 활성화에 관한 법률」
331731,이유,36,제2조(정의)이 법에서 사용하는 용어의 뜻은 다음과 같다.
331731,이유,37,1.(생  략)
331731,이유,38,"2.“자전거이용시설”이란 자전거도로, 자전거 주차장과 그 밖에 자전거의 이용과 관련되는 시설로서 대통령령으로 정하는 것을 말한다."
331731,이유,39,3.“자전거이용시설의 정비”란 자전거이용시설의 개설·확장 및 포장(鋪裝)과 유지ㆍ관리를 말한다.
