해석례일련번호,구분,문장번호,내용
327281,질의요지,1,구 「아시아문화중심도시 조성에 관한 특별법」(2015.3.13.
327281,질의요지,2,법률 제13218호로 개정되어 2015.4.14.
327281,질의요지,3,"시행된 것을 말하며, 이하 “구 아시아문화도시법”이라 함)부칙 제2조에 따른 성과평가는 2020년 4월 13일까지 마쳐야 하는지?"
327281,질의요지,4,< 질의 배경 >
327281,질의요지,5,문화체육관광부에서는 위 질의요지에 대해 내부 이견이 있어 법제처에 법령해석을 요청함.
327281,회답,6,구 아시아문화도시법 부칙 제2조에 따른 성과평가를 2020년 4월 13일까지 마쳐야 하는 것은 아닙니다.
327281,이유,7,"구 아시아문화도시법 제27조제4항에서는 국립아시아문화전당 운영의 일부를 아시아문화원 등 관련 법인 또는 단체에 위탁할 수 있다고 규정하고 있고, 같은 법 부칙 제2조에서는 같은 법 제27조제4항의 개정규정에 따른 국립아시아문화전당 운영의 법인 또는 단체에 대한 일부 위탁은 이 법 시행일부터 5년까지로 하되 그 이후 정부는 문화전당의 성과평가를 한 후 전부 위탁한다고 규정하고 있습니다."
327281,이유,8,이와 같이 국립아시아문화전당 운영의 일부 위탁 규정을 신설하면서 구 아시아문화도시법 부칙 제2조를 둔 취지는 구 아시아문화도시법 제27조제4항의 시행일부터 5년 동안 국립아시아문화전당 운영의 일부를 위탁하여 운영하고 일부 위탁 운영에 대한 성과평가를 거쳐 국립아시아문화전당 운영의 전부를 위탁하도록 하려는 것1)1)2015.3.3.
327281,이유,9,의안번호 제1914144호로 발의된 아시아문화중심도시 조성에 관한 특별법 일부개정법률안에 대한 제331회 국회 교육문화체육관광위원회(2015.3.3) 회의록 참조
327281,이유,10,으로 국립아시아문화전당 운영의 일부 위탁이 종료되는 즉시 시간적 공백 없이 운영의 전부를 위탁하도록 하려는 취지에서 규정한 것이 아닙니다.
327281,이유,11,그렇다면 구 아시아문화도시법 부칙 제2조는 같은 법 제27조제4항이 시행된 2015년 4월 14일부터 5년간 국립아시아문화전당 운영의 일부를 위탁 운영하고 그 위탁 운영에 대한 성과평가를 하도록 한 것이지 같은 법 제27조제4항에 따른 일부위탁이 종료되기 전까지 성과평가를 마치도록 한 규정으로 볼 수는 없습니다.
327281,이유,12,< 관계 법령>
327281,이유,13,구 「아시아문화중심도시 조성에 관한 특별법」(2015.3.13.
327281,이유,14,"법률 제13218호로 개정된 것)제27조(국립아시아문화전당의 설립·운영)①국가는 아시아 문화에 대한 교류·교육·연구 등을 통하여 국가의 문화적 역량을 강화하는 기지의 역할을 수행할 국립아시아문화전당(이하 ""문화전당""이라 한다)을 광주광역시에 설립·운영한다.②문화전당은 문화체육관광부장관 소속하에 둔다.③ 문화체육관광부장관은 문화전당의 운영에 필요한 문화콘텐츠 또는 프로그램 등을 제작·개발할 수 있다.④ 문화전당은 문화전당 운영의 일부를 제28조에 따른 관련 법인 또는 단체에 위탁할 수 있다.⑤제1항부터 제4항까지의 규정 외에 문화전당의 설립 및 운영을 위하여 필요한 사항은 대통령령으로 정한다."
327281,이유,15,"부      칙 <법률 제13218호, 2015.3.13.>"
327281,이유,16,"제2조(문화전당 위탁 규정의 유효기간)제27조제4항의 개정규정에 따른 문화전당 운영의 법인 또는 단체에 대한 일부 위탁은 이 법 시행일부터 5년까지로 하되, 그 이후 정부는 문화전당의 성과평가를 한 후 전부 위탁한다."
