해석례일련번호,구분,문장번호,내용
336975,질의요지,1,"「항만법」 제28조제1항 각 호 외의 부분에서는 누구든지 정당한 사유 없이 항만1)1)선박의 출입, 사람의 승선·하선, 화물의 하역·보관 및 처리, 해양친수활동 등을 위한 시설과 화물의 조립·가공·포장·제조 등 부가가치 창출을 위한 시설이 갖추어진 곳을 말하며(「항만법」 제2조제1호 참조), 이하 같음.에서 같은 항 각 호의 행위를 해서는 아니 된다고 규정하면서, 같은 항 제3호에서 “그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위”를 규정하고 있고, 그 위임에 따라 마련된 같은 법 시행령 제35조에서는 “대통령령으로 정하는 행위”란 항만구역 또는 항만시설에서 행하는 같은 조 각 호의 어느 하나에 해당하는 행위를 말한다고 규정하고 있는바,"
336975,질의요지,2,"항만에서 행하는 「항만법 시행령」 제35조 각 호에 규정된 행위는 그 자체로 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’에 해당하는지, 아니면 개별행위 별로 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’인지를 별도로 살펴야 하는지?"
336975,회답,3,「항만법 시행령」 제35조 각 호에 규정된 행위는 그 자체로 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’에 해당합니다.
336975,이유,4,"먼저 「항만법」 제28조제1항제3호에서는 “그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위”를 항만에서 금지되는 행위의 하나로 규정하고 있는데, “그”란 앞에서 이미 이야기한 대상을 가리킬 때 쓰는 말1)1)국립국어원 표준국어대사전 참조"
336975,이유,5,"이고, 같은 항 각 호(제1호부터 제3호까지)는 항만에서 금지되는 행위를 열거하여 정한 것이므로, 결국 같은 항 제3호는 항만에서 금지되는 행위가 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’라는 것을 전제로, 같은 항 제1호(유독물이나 동물의 사체를 버리는 행위)및 제2호(다량의 토석이나 쓰레기를 버리는 등 항만의 깊이에 영향을 줄 우려가 있는 행위)의 행위에 해당하지 않으나, 그 외에 추가적으로 금지되어야 하는 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’를 대통령령에서 구체적으로 정하도록 위임하고 있는 규정으로 보아야 할 것입니다."
336975,이유,6,"그리고 입법기술적으로 “…하는 경우로서 대통령령(○○부령)으로 정하는 경우”와 같은 표현 방식으로 위임 규정을 두는 것은 일반적으로 어떠한 내용을 하위법령으로 정할 것인지 상위법령에서 예측할 수 있도록 하기 위한 것2)2)법제처 법령입안·심사기준(2022)p.19, 20 참조"
336975,이유,7,"이고, 하위법령에서 이러한 방식으로 위임된 사항을 정할 때에는 “…하는 경우로서”의 기준에 부합하는 사항을 규정해야 할 것인바, 「항만법」 제28조제1항제3호에서 위임 규정을 “그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위”와 같은 방식으로 규정한 것은 대통령령에서 구체적으로 정하게 될 금지행위의 기준을 ‘같은 항 제1호 및 제2호에서 규정한 행위 외에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’로 제시한 것이고, 이러한 기준에 따라 같은 법 시행령 제35조 각 호에서 규정하고 있는 행위는 그 자체로 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’에 해당한다고 보아야 할 것3)3)법제처 2023.4.6."
336975,이유,8,"회신 23-0008 해석례, 법제처 2023.7.20."
336975,이유,9,회신 23-0441 해석례 등 참조
336975,이유,10,"이므로, 항만구역 또는 항만시설에서 행하는 행위가 같은 영 제35조 각 호의 어느 하나에 해당하는 경우에는 해당 행위가 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’인지의 여부를 따로 살펴볼 필요 없이 같은 법 제28조제1항제3호에 따라 누구든지 정당한 사유 없이 항만에서 해서는 아니 되는 행위에 해당한다고 보아야 합니다."
336975,이유,11,"또한 「항만법 시행령」 제35조의 입법연혁을 살펴보면, 2009년 12월 14일 대통령령 제21882호로 전부개정되기 전의 「항만법 시행령」 제44조에서는 “그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위”란 항만구역 안에서 행하는 같은 조 각 호의 어느 하나에 해당하는 행위를 말한다고 규정하여4)4)2009.6.9."
336975,이유,12,법률 제9773호로 전부개정되어 2009.12.10.
336975,이유,13,"시행된 「항만법」 제정이유 및 주요내용, 「항만법 시행령」 입법예고 공고문(국토해양부공고 제2009 - 691호) 참조"
336975,이유,14,", 같은 조 각 호에 규정되는 행위 자체가 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’라는 점이 보다 명확하게 규정되어 있었는데, 항만과 그 주변지역을 체계적이고 효율적으로 개발하고 운영·관리할 수 있도록 하기 위해5)5)2009.6.9."
336975,이유,15,법률 제9773호로 전부개정되어 2009.12.10.
336975,이유,16,시행된 항만법 개정이유 및 주요내용 참조
336975,이유,17,구 「항만과 그 주변지역의 개발 및 이용에 관한 법률」6)6)2009.6.9.
336975,이유,18,법률 제9773호로 폐지되기 전의 것을 말함.을 폐지하고 같은 법에서 규정했던 사항을 통합하여 규정하는 내용으로 전부개정된 구 「항만법」7)7)2009.6.9.
336975,이유,19,법률 제9773호로 전부개정되어 2009.12.10.
336975,이유,20,시행된 것을 말함.에서는 항만에서의 금지행위에 관한 사항을 내용의 변경 없이 그 위치만 이동8)8)제50조에서 제22조로 이동
336975,이유,21,"하여 규정하였고, 그 위임에 따라 마련된 구 「항만법 시행령」9)9)2009.12.14."
336975,이유,22,"대통령령 제21882호로 전부개정되어 같은 날 시행된 것을 말함.제35조에서는 현행과 같이 “대통령령으로 정하는 행위”란 항만구역 또는 항만시설에서 행하는 다음 각 호의 어느 하나에 해당하는 행위를 말한다고 규정하였는바, 이는 대통령령으로 위임된 사항이 변경됨에 따른 것이 아니라, 모법의 위임규정을 인용하는 입법기술 방식만 변경된 것10)10)구 「항만법 시행령」의 입법예고안에서는 “그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위”란 같은 조 각 호의 어느 하나에 해당하는 행위를 말한다고 규정하고 있었으며, 법제처 법령입안·심사기준에 따르면 법률에서 “~로서 대통령령으로”와 같이 표현된 경우에는 하위법령에서 “대통령령으로~” 부분만 인용하도록 하고 있음[법제처 법령입안·심사기준(2022), p.19]."
336975,이유,23,"으로서, 「항만법 시행령」 제35조 각 호에 규정된 행위는 그 각각의 행위 자체가 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’라는 요건을 이미 충족하고 있는 것으로 보아야 할 것이지, 같은 법 제28조제1항제3호에 따른 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’인지를 별도로 살펴야 하는 것은 아니라고11)11)법제처 2015.12.17."
336975,이유,24,"회신 15-0680 해석례, 법제처 2021.2.1."
336975,이유,25,"회신 20-0630 해석례, 법제처 2022.5.4."
336975,이유,26,"회신 21-0929 해석례, 법제처 2023.4.6."
336975,이유,27,"회신 23-0008 해석례, 법제처 2023.7.20."
336975,이유,28,회신 23-0441 해석례 참조
336975,이유,29,보는 것이 위와 같은 입법 연혁과 취지에 부합하는 해석이라 할 것입니다.
336975,이유,30,따라서 「항만법 시행령」 제35조 각 호에 규정된 행위는 그 자체로 ‘항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위’에 해당합니다.<관계 법령>
336975,이유,31,항만법
336975,이유,32,제28조(금지행위 등)① 누구든지 정당한 사유 없이 항만에서 다음 각 호의    행위를 해서는 아니 된다.1.유독물이나 동물의 사체를 버리는 행위
336975,이유,33,2.다량의 토석(土石)이나 쓰레기를 버리는 등 항만의 깊이에 영향을 줄 우려가 있는 행위
336975,이유,34,3.그 밖에 항만의 보전 또는 그 사용에 지장을 줄 우려가 있는 행위로서 대통령령으로 정하는 행위
336975,이유,35,② ∼ ⑤ (생  략)
336975,이유,36,항만법 시행령
