해석례일련번호,구분,문장번호,내용
333581,질의요지,1,"「주택법 시행령」 제20조제4항 본문에서는 주택조합 총회의 의결을 하는 경우에는 조합원의 100분의 10 이상이 직접 출석하여야 한다고 규정하고 있고, 같은 조 제5항 전단에서는 같은 조 제4항에도 불구하고 총회의 소집시기에 해당 주택건설대지가 위치한 특별자치시ㆍ특별자치도ㆍ시ㆍ군ㆍ자치구에 「감염병의 예방 및 관리에 관한 법률」(이하 “감염병예방법”이라 함)제49조제1항제2호에 따라 여러 사람의 집합을 제한하거나 금지하는 조치가 내려진 경우에는 전자적 방법으로 총회를 개최해야 한다고 규정하고 있는바,"
333581,질의요지,2,주택건설대지가 위치한 특별자치시ㆍ특별자치도ㆍ시ㆍ군ㆍ자치구에 감염병예방법 제49조제1항제2호에 따른 조치가 내려지지 않은 경우에도 전자적 방법으로 총회를 개최하여 의결을 할 수 있도록 하는 내용을 조합규약에 포함할 수 있는지?
333581,질의요지,3,< 질의 배경 >
333581,질의요지,4,민원인은 위 질의요지에 대한 국토교통부의 회신 내용에 이견이 있어 법제처에 법령해석을 요청함.
333581,회답,5,감염병예방법 제49조제1항제2호에 따른 조치가 내려지지 않은 경우 전자적 방법으로 총회를 개최하여 의결을 할 수 있도록 하는 내용을 조합규약에 포함할 수 없습니다.
333581,이유,6,법령의 문언 자체가 비교적 명확한 개념으로 구성되어 있다면 원칙적으로 더 이상 다른 해석방법은 활용할 필요가 없거나 제한될 수밖에 없다고 할 것인데1)1)대법원 2009.4.23.
333581,이유,7,선고 2006다81035 판결례 참조
333581,이유,8,", 「주택법 시행령」 제20조제4항에서는 총회의 의결을 하는 경우에 조합원의 100분의 10 이상이 직접 출석하도록 규정하여 일반적인 총회 의결 요건으로 조합원의 직접 출석을 규정하고 있고, 같은 조 제5항에서는 총회의 소집시기에 감염병예방법에 따른 집합 제한 등의 조치가 내려진 경우에는 전자적 방법으로 총회를 개최해야 한다고 규정하여 같은 조 제4항에 따른 직접 출석 원칙에 대한 예외2)2)법제처 2021.7.6."
333581,이유,9,회신 21-0281 해석례 참조
333581,이유,10,"를 규정하고 있는바, 이러한 예외규정의 해석은 문언과 취지에 따라 엄격하게 해석해야 하고 합리적인 이유 없이 확장해석하거나 유추해석해서는 안 된다고 할 것이므로, 감염병예방법에 따른 집합 제한 등의 조치가 내려진 경우가 아니라면 조합원의 100분의 10 이상이 직접 출석한 총회에서 의결이 이루어져야 한다는 점이 문언상 명백하다고 할 것입니다."
333581,이유,11,"또한 조합규약은 주택조합의 자치법규로서 법령에 저촉되지 않는 범위에서 정할 수 있을 것인데, 「주택법 시행령」 제20조제4항 및 제5항에서는 총회 의결 요건으로 조합원의 직접 출석과 그 예외로서 감염병예방법에 따른 집합 제한 등의 조치가 내려진 경우 전자적 방법에 의한 총회 개최에 관한 사항을 직접 규정하고 있는바, 조합규약에 전자적 방법으로 총회를 개최할 수 있는 사유를 추가로 규정하는 것은 같은 조 제4항에 따른 조합원의 총회 직접 출석 원칙에 반하므로 허용할 수 없다고 할 것입니다."
333581,이유,12,그리고 「주택법 시행령」 제20조제4항에서 조합원의 직접 출석 원칙을 총회의 의결 요건으로 규정한 것은 서면결의를 악용하는 총회 운영을 통제하고 조합 운영의 투명성을 높이기 위해 총회 의결을 위해 필요한 최소한의 총회 참석 인원을 정하려는 것3)3)2017.6.2.
333581,이유,13,대통령령 제28095호로 일부개정된 「주택법 시행령」 개정이유 및 주요내용 참조
333581,이유,14,"이고, 이러한 입법취지에도 불구하고 감염병이 지속적으로 확산되고 있는 상황에서 조합원이 직접 참석하는 총회를 개최하는 경우 집단감염이 발생할 수 있음4)4)2021.2.19."
333581,이유,15,대통령령 제31468호로 일부개정된 「주택법 시행령」 조문별 제ㆍ개정이유서 참조
333581,이유,16,"을 고려하여 같은 조 제5항에서 직접 참석의 예외 규정을 둔 것인바, 조합규약에 감염병예방법에 따른 집합 제한 등의 조치가 내려지지 않은 경우에도 전자적 방법에 따른 총회 의결이 가능하다는 내용이 포함될 수 있다고 볼 경우 조합 운영의 투명성을 높이려는 같은 조 제4항의 입법취지를 몰각시킬 수 있을 뿐만 아니라, 총회 의결 시 조합원의 총회 직접 출석의 원칙과 그 예외를 규정한 같은 조 제4항 및 제5항의 규정체계에도 부합되지 않는다고 할 것입니다."
333581,이유,17,따라서 감염병예방법 제49조제1항제2호에 따른 조치가 내려지지 않은 경우 전자적 방법으로 총회를 개최하여 의결을 할 수 있도록 하는 내용을 조합규약에 포함할 수 없습니다.
333581,이유,18,<관계 법령>
333581,이유,19,주택법 시행령
333581,이유,20,제20조(주택조합의 설립인가 등)① (생  략)② 제1항제1호가목3)의 조합규약에는 다음 각 호의 사항이 포함되어야 한다.1.조합의 명칭 및 사무소의 소재지
333581,이유,21,2.조합원의 자격에 관한 사항
333581,이유,22,3.주택건설대지의 위치 및 면적
333581,이유,23,4.조합원의 제명ㆍ탈퇴 및 교체에 관한 사항
333581,이유,24,"5.조합임원의 수, 업무범위(권리ㆍ의무를 포함한다), 보수, 선임방법, 변경 및 해임에 관한 사항"
333581,이유,25,6.조합원의 비용부담 시기ㆍ절차 및 조합의 회계
333581,이유,26,"6의2.조합원의 제명ㆍ탈퇴에 따른 환급금의 산정방식, 지급시기 및 절차에 관한 사항"
333581,이유,27,7.사업의 시행시기 및 시행방법
333581,이유,28,8.총회의 소집절차ㆍ소집시기 및 조합원의 총회소집요구에 관한 사항
333581,이유,29,9.총회의 의결을 필요로 하는 사항과 그 의결정족수 및 의결절차
333581,이유,30,"10.사업이 종결되었을 때의 청산절차, 청산금의 징수ㆍ지급방법 및 지급절차"
333581,이유,31,11.조합비의 사용 명세와 총회 의결사항의 공개 및 조합원에 대한 통지방법
333581,이유,32,12.조합규약의 변경 절차
333581,이유,33,13.그 밖에 조합의 사업추진 및 조합 운영을 위하여 필요한 사항
333581,이유,34,"③ (생  략)④ 총회의 의결을 하는 경우에는 조합원의 100분의 10 이상이 직접 출석하여야 한다.다만, 창립총회 또는 제3항에 따라 국토교통부령으로 정하는 사항을 의결하는 총회의 경우에는 조합원의 100분의 20 이상이 직접 출석하여야 한다.⑤ 제4항에도 불구하고 총회의 소집시기에 해당 주택건설대지가 위치한 특별자치시ㆍ특별자치도ㆍ시ㆍ군ㆍ구(자치구를 말하며, 이하 “시ㆍ군ㆍ구”라 한다)에 「감염병의 예방 및 관리에 관한 법률」 제49조제1항제2호에 따라 여러 사람의 집합을 제한하거나 금지하는 조치가 내려진 경우에는 전자적 방법으로 총회를 개최해야 한다.이 경우 조합원의 의결권 행사는 「전자서명법」 제2조제2호 및 제6호의 전자서명 및 인증서(서명자의 실제 이름을 확인할 수 있는 것으로 한정한다)를 통해 본인 확인을 거쳐 전자적 방법으로 해야 한다.⑥ ∼ ⑪ (생  략)"
