해석례일련번호,구분,문장번호,내용
331119,질의요지,1,「국토의 계획 및 이용에 관한 법률」 제54조에 따라 지구단위계획구역에서 그 지구단위계획에 맞게 건축해야 하는 건축물에 「건축법」 제20조제3항에 따라 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장에게 신고한 후 축조해야 하는 가설건축물이 포함되는지?
331119,질의요지,2,< 질의 배경 >
331119,질의요지,3,민원인은 지구단위계획에서 별도의 제한이 없다면 지구단위계획에 따른 허용용도에 해당하지 않은 가설건축물을 축조할 수 있다는 국토교통부의 회신에 이견이 있어 법제처에 법령해석을 요청함.
331119,회답,4,이 사안의 경우 「국토의 계획 및 이용에 관한 법률」 제54조에 따른 건축물에 「건축법」 제20조제3항에 따라 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장에게 신고한 후 축조해야 하는 가설건축물은 포함되지 않습니다.
331119,이유,5,「국토의 계획 및 이용에 관한 법률」(이하 “국토계획법”이라 함)에서는 가설건축물의 건축에 관하여 규정(제64조)하면서 가설건축물의 개념을 별도로 정의하고 있지 않아 같은 법 제54조에 따라 지구단위계획에 맞게 건축해야 하는 건축물에 가설건축물이 포함되는지 여부가 문언상 명확하지 않으므로 건축물과 가설건축물의 의미 및 그 관계에 대해 밝히기 위해서는 가능한 한 문언의 통상적인 의미에 충실하게 해석하는 것을 원칙으로 하면서 해당 법률의 입법 취지와 목적 및 법질서 전체와의 조화 등을 종합적으로 고려하여 해석해야 합니다.1)1)대법원 2009.4.23.
331119,이유,6,선고 2006다81035 판결례 참조
331119,이유,7,"그런데 「건축법」에서는 건축물에 관한 정의규정을 두면서 토지에 정착할 것을 기본 요건으로 규정(제2조제1항제2호)하고 있는 반면, 가설건축물에 대하여는 건축물과 달리 구조, 존치기간, 설치목적 등을 별도로 규정(제20조 및 같은 법 시행령 제15조)하여 다른 규율체계를 두고 있으면서 특히 존치기간을 원칙적으로 3년 이내로 제한하고 있습니다(같은 법 시행령 제15조제1항제2호)."
331119,이유,8,"그리고 국토계획법에 따른 지구단위계획은 도시ㆍ군관리계획 수립 대상지역의 일부에 대하여 토지 이용을 합리화하고 그 기능을 증진시키며 미관을 개선하고 양호한 환경을 확보하며, 그 지역을 체계적ㆍ계획적으로 관리하기 위하여 수립하는 것으로,1)1)국토계획법 제2조제5호 참조"
331119,이유,9,같은 법 제54조는 이러한 지구단위계획이 수립되어 있음을 전제로 지구단위계획구역 내에서 지속적으로 관리가 필요한 건축물의 건축 용도를 제한하려는 것입니다.
331119,이유,10,"그렇다면 가설건축물은 그 구조, 존치기간, 설치목적 등에 있어 건축물과 차이가 있고, 그 속성상 “임시적”인 것이어서 지속적으로 관리가 필요한 건축물이 아니며, 「건축법 시행령」 별표 1에 따른 건축물의 용도를 갖추지 못하였으므로 건축물과 동일하게 국토계획법 제54조를 적용할 수는 없습니다."
331119,이유,11,"한편 국토계획법 제56조제1항제1호에서는 건축물의 건축을 개발행위허가를 받아야 하는 행위로 규정하고 있고, 같은 법 제56조제4항제3호 및 같은 법 시행령 제53조제1호에서는 개발행위허가를 받지 않고 할 수 있는 경미한 행위로 건축물의 건축 중 가설건축물의 건축 허가 또는 가설건축물의 축조신고 대상에 해당하지 않는 건축물을 규정하고 있으므로 같은 법 제54조의 건축물에도 가설건축물이 포함된다는 의견이 있습니다."
331119,이유,12,"그러나 국토계획법 제56조에 따른 개발행위허가는 사적인 개발행위가 각종 계획과 상충할 수 있는 문제점을 사전에 예방하고 계획적 개발을 유도하기 위하여 국민이 개별적으로 행위허가를 받아 재산권을 행사할 수 있도록 규정한 것으로,1)1)헌법재판소 2013.10.24."
331119,이유,13,결정 2012헌바241 결정례 참조
331119,이유,14,같은 법 제54조와는 규율 범위가 다른 별개의 제도이므로 같은 법 제54조에 따라 지구단위계획에 적합해야 하는 건축물과 같은 법 제56조에 따라 개발행위허가를 받아야 하는 건축물은 동일하게 볼 수는 없다는 점에서 그러한 의견은 타당하지 않습니다.
331119,이유,15,※ 법령정비 권고사항
331119,이유,16,"국토계획법 제54조에 따른 “건축물”을 해석할 때 개발행위허가 대상인 건축물과 동일하게 가설건축물이 포함된다고 해석할 여지가 있으므로, 혼란을 방지하기 위해 같은 법 제54조에 따른 건축물에 가설건축물이 포함되지 않는다는 점을 명확히 할 필요가 있습니다."
331119,이유,17,<관계 법령>
331119,이유,18,○ 「국토의 계획 및 이용에 관한 법률」
331119,이유,19,제50조(지구단위계획구역 및 지구단위계획의 결정)지구단위계획구역 및 지구단위계획은 도시ㆍ군관리계획으로 결정한다.
331119,이유,20,"제54조(지구단위계획구역에서의 건축 등)지구단위계획구역에서 건축물을 건축 또는 용도변경하거나 공작물을 설치하려면 그 지구단위계획에 맞게 하여야 한다.다만, 지구단위계획이 수립되어 있지 아니한 경우에는 그러하지 아니하다."
331119,이유,21,"제56조(개발행위의 허가)① 다음 각 호의 어느 하나에 해당하는 행위로서 대통령령으로 정하는 행위(이하 ""개발행위""라 한다)를 하려는 자는 특별시장·광역시장·특별자치시장·특별자치도지사·시장 또는 군수의 허가(이하 ""개발행위허가""라 한다)를 받아야 한다.다만, 도시·군계획사업(다른 법률에 따라 도시·군계획사업을 의제한 사업을 포함한다)에 의한 행위는 그러하지 아니하다."
331119,이유,22,1.건축물의 건축 또는 공작물의 설치
331119,이유,23,2.∼ 5.(생  략)
331119,이유,24,②ㆍ③ (생  략)
331119,이유,25,"④ 다음 각 호의 어느 하나에 해당하는 행위는 제1항에도 불구하고 개발행위허가를 받지 아니하고 할 수 있다.다만, 제1호의 응급조치를 한 경우에는 1개월 이내에 특별시장·광역시장·특별자치시장·특별자치도지사·시장 또는 군수에게 신고하여야 한다."
331119,이유,26,1.ㆍ2.(생  략)
331119,이유,27,3.그 밖에 대통령령으로 정하는 경미한 행위
331119,이유,28,○ 「국토의 계획 및 이용에 관한 법률 시행령」
331119,이유,29,"제53조(허가를 받지 아니하여도 되는 경미한 행위)법 제56조제4항제3호에서 ""대통령령으로 정하는 경미한 행위""란 다음 각 호의 행위를 말한다.다만, 다음 각 호에 규정된 범위에서 특별시·광역시·특별자치시·특별자치도·시 또는 군의 도시·군계획조례로 따로 정하는 경우에는 그에 따른다."
331119,이유,30,1.건축물의 건축 : 「건축법」 제11조제1항에 따른 건축허가 또는 같은 법 제14조제1항에 따른 건축신고 및 같은 법 제20조제1항에 따른 가설건축물 건축의 허가 또는 같은 조 제3항에 따른 가설건축물의 축조신고 대상에 해당하지 아니하는 건축물의 건축
331119,이유,31,2.∼ 5.(생  략)
331119,이유,32,○ 「건축법」
331119,이유,33,제2조(정의)① 이 법에서 사용하는 용어의 뜻은 다음과 같다.
331119,이유,34,1.(생  략)
331119,이유,35,"2.""건축물""이란 토지에 정착(定着)하는 공작물 중 지붕과 기둥 또는 벽이 있는 것과 이에 딸린 시설물, 지하나 고가(高架)의 공작물에 설치하는 사무소ㆍ공연장ㆍ점포ㆍ차고ㆍ창고, 그 밖에 대통령령으로 정하는 것을 말한다."
331119,이유,36,3.∼ 21.(생  략)
331119,이유,37,② (생  략)
331119,이유,38,제20조(가설건축물)① 도시ㆍ군계획시설 및 도시ㆍ군계획시설예정지에서 가설건축물을 건축하려는 자는 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장의 허가를 받아야 한다.
331119,이유,39,② 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장은 해당 가설건축물의 건축이 다음 각 호의 어느 하나에 해당하는 경우가 아니면 제1항에 따른 허가를 하여야 한다.
331119,이유,40,1.「국토의 계획 및 이용에 관한 법률」 제64조에 위배되는 경우
331119,이유,41,2.4층 이상인 경우
331119,이유,42,"3.구조, 존치기간, 설치목적 및 다른 시설 설치 필요성 등에 관하여 대통령령으로 정하는 기준의 범위에서 조례로 정하는 바에 따르지 아니한 경우"
331119,이유,43,4.그 밖에 이 법 또는 다른 법령에 따른 제한규정을 위반하는 경우
331119,이유,44,"③ 제1항에도 불구하고 재해복구, 흥행, 전람회, 공사용 가설건축물 등 대통령령으로 정하는 용도의 가설건축물을 축조하려는 자는 대통령령으로 정하는 존치 기간, 설치 기준 및 절차에 따라 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장에게 신고한 후 착공하여야 한다."
331119,이유,45,④ 제3항에 따른 신고에 관하여는 제14조제3항 및 제4항을 준용한다.
331119,이유,46,⑤ ∼ ⑦ (생  략)
331119,이유,47,○ 「건축법 시행령」
331119,이유,48,"제15조(가설건축물)① 법 제20조제2항제3호에서 ""대통령령으로 정하는 기준""이란 다음 각 호의 기준을 말한다."
331119,이유,49,1.철근콘크리트조 또는 철골철근콘크리트조가 아닐 것
331119,이유,50,"2.존치기간은 3년 이내일 것.다만, 도시ㆍ군계획사업이 시행될 때까지 그 기간을 연장할 수 있다."
331119,이유,51,3.전기ㆍ수도ㆍ가스 등 새로운 간선 공급설비의 설치를 필요로 하지 아니할 것
331119,이유,52,4.공동주택ㆍ판매시설ㆍ운수시설 등으로서 분양을 목적으로 건축하는 건축물이 아닐 것
331119,이유,53,② ∼ ④ (생  략)
331119,이유,54,"⑤ 법 제20조제3항에서 ""재해복구, 흥행, 전람회, 공사용 가설건축물 등 대통령령으로 정하는 용도의 가설건축물""이란 다음 각 호의 어느 하나에 해당하는 것을 말한다."
331119,이유,55,1.∼ 7.(생  략)
331119,이유,56,"8.컨테이너 또는 이와 비슷한 것으로 된 가설건축물로서 임시사무실ㆍ임시창고 또는 임시숙소로 사용되는 것(건축물의 옥상에 축조하는 것은 제외한다.다만, 2009년 7월 1일부터 2015년 6월 30일까지 및 2016년 7월 1일부터 2019년 6월 30일까지 공장의 옥상에 축조하는 것은 포함한다)"
331119,이유,57,9.∼ 16.(생  략)
331119,이유,58,⑥ ∼ ⑩ (생  략)
