해석례일련번호,구분,문장번호,내용
333391,질의요지,1,"「물환경보전법」 제2조제10호 및 같은 법 시행규칙 별표 4 제2호65)에 따른 1차 전지 및 축전지 제조시설1)1)1일 하수처리용량이 500㎥ 이상인 경우를 전제하며, 이하 같음"
333391,질의요지,2,"에서 배출하는 폐수를 「하수도법」 제2조제15호에 따른 하수처리구역에서 같은 법 제28조 전단 및 제1호에 따라 공공하수도2)2)「하수도법」 제2조제4호에 따른 공공하수도를 말하며, 이하 같음"
333391,질의요지,3,"에 유입시키지 않고 공공수역3)3)「물환경보전법」 제2조제9호에 따른 공공수역을 말하며, 이하 같음"
333391,질의요지,4,"으로 배출하려는 자가 같은 조 후단에 따라 공공하수도관리청4)4)관할지방자치단체의 장을 말하며(「하수도법」 제18조 참조), 이하 같음"
333391,질의요지,5,"의 허가를 받으려는 경우, 폐수배출시설에서 배출되는 생태독성(TU) 항목의 배출허용기준은 「물환경보전법 시행규칙」 별표 13 제2호나목9)비고 제9호에 따라 「하수도법 시행규칙」 별표 1 제1호가목2)에 따른 공공하수처리시설의 방류수수질기준을 적용해야 하는지, 아니면 「물환경보전법 시행규칙」 별표 13 제2호나목9)에 따른 폐수배출시설의 배출허용기준을 적용해야 하는지?"
333391,질의요지,6,< 질의 배경 >
333391,질의요지,7,환경부는 위 질의요지와 관련하여 내부적으로 의견대립이 있어 법제처에 법령해석을 요청함.
333391,회답,8,이 사안의 경우 생태독성(TU) 항목의 배출허용기준은 「하수도법 시행규칙」 별표 1 제1호가목2)에 따른 공공하수처리시설의 방류수수질기준을 적용해야 합니다.
333391,이유,9,"「물환경보전법」 제33조제1항에서는 폐수배출시설을 설치하려는 자는 환경부장관의 허가를 받거나 환경부장관에게 신고하도록 규정하고 있고, 같은 법 제32조제1항, 같은 법 시행규칙 제34조 및 별표 13에서는 폐수배출시설에서 배출되는 수질오염물질의 배출허용기준을 정하고 있는데, 같은 별표 제2호나목9)에서는 2021년 1월 1일부터 적용되는 ‘페놀류 등 수질오염물질’의 항목별 배출허용기준 중 생태독성(TU) 항목의 배출허용기준을 청정지역 1 이하, 그 밖의 지역의 경우 2 이하로 정하면서, 같은 목 9)비고 제9호에서는 하수처리구역에서 「하수도법」 제28조에 따라 공공하수도관리청의 허가를 받아 폐수를 공공하수도에 유입시키지 않고 공공수역으로 배출하는 폐수배출시설에 대한 배출허용기준은 공공하수처리시설의 방류수수질기준을 적용한다고 규정하고 있는바, 이 사안에서 생태독성(TU) 항목의 배출허용기준은 「물환경보전법 시행규칙」 별표 13 제2호나목9)비고 제9호에 따라 「하수도법」에 따른 공공하수처리시설의 방류수수질기준을 적용해야 함이 문언상 분명합니다."
333391,이유,10,"그리고 「하수도법」 제27조제1항에서는 공공하수도의 사용이 개시된 때에는 배수구역5)5)공공하수처리시설의 경우에는 그 하수처리구역을 말하며(「하수도법」 제15조제1항 참조), 이하 같음"
