해석례일련번호,구분,문장번호,내용
330651,질의요지,1,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률」 제25조제1항에 따라 지방자치단체가 설치ㆍ운영하는 폐기물처리시설의 폐기물 반입ㆍ처리과정 등을 감시하는 주민감시요원의 업무가 같은 법 시행령 별표 3 제2호 및 비고에 따른 주변영향지역 주민에 대한 지원 사업 중 “환경ㆍ위생시설의 유지ㆍ보수 및 운영 업무”에 해당하는지?
330651,질의요지,2,< 질의 배경 >
330651,질의요지,3,문경시에서 해당 시가 설치한 폐기물처리시설을 감시하는 주민감시요원의 업무가 폐기물처리시설 주변영향지역 주민을 지원하기 위한 주민지원사업에 해당하는지 여부에 대해 의문이 있어 법제처에 법령해석을 요청함.
330651,회답,4,이 사안의 경우 주민감시요원의 업무는 「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 별표 3 제2호 및 비고에 따른 주변영향지역 주민에 대한 지원 사업 중 “환경ㆍ위생시설의 유지ㆍ보수 및 운영 업무”에 해당하지 않습니다.
330651,이유,5,"주민감시요원의 업무는 폐기물처리시설에서 이루어지는 폐기물의 반입ㆍ처리과정 등을 감시하는 것[「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률」(이하 “폐기물시설촉진법”이라 함)제25조제1항]으로, 이러한 주민감시요원의 업무가 같은 법 시행령 별표 3 제2호 및 비고에서 주변영향지역 주민에 대한 지원사업(이하 “주민지원사업”이라 함)의 하나로 규정하고 있는 환경ㆍ위생시설의 유지ㆍ보수 및 운영 업무에 해당하기 위해서는 그 감시의 대상이 되는 폐기물처리시설이 같은 별표 제2호에 따른 환경ㆍ위생시설에 해당해야 하는바, 같은 별표 제2호에서는 주민지원사업 중 복리증진사업의 사업내용으로 환경ㆍ위생시설을 비롯한 각종 시설을 열거하고 있으므로 같은 별표 제2호에 규정된 “환경ㆍ위생시설”은 “복리증진사업의 일환”으로 환경ㆍ위생시설을 설치하는 것을 의미합니다."
330651,이유,6,"그런데 폐기물처리시설은 주변영향지역 즉 그 폐기물처리시설의 설치ㆍ운영으로 인해 환경상 영향을 받게 되는 주변지역(폐기물시설촉진법 제17조제1항) 주민에 대한 지원사업을 하게 된 원인이 되는 시설일 뿐 주민지원사업으로 설치된 시설은 아니므로, 폐기물처리시설이 일반적으로 환경ㆍ위생시설에 해당하는 성질을 가지고 있다고 하더라도 「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 별표 3 제2호에 따른 환경ㆍ위생시설에 해당한다고 볼 수 없는바, 이러한 폐기물처리시설에서 이루어지는 주민감시요원의 업무는 같은 영 별표 3 제2호 및 비고에서 규정하고 있는 “환경ㆍ위생시설의 유지ㆍ보수 및 운영 업무”에 해당하지 않습니다."
330651,이유,7,"아울러 폐기물시설촉진법 제22조에서는 주민지원기금에 의한 주변영향지역 지원사업의 근거 및 지원사업의 종류, 지원기준ㆍ방법 등 주민지원사업에 관한 전반적인 사항을 규정하면서 주민감시요원에 관한 사항은 같은 법 제25조에서 따로 규정하고 있는바, 이와 같은 규정 체계에 비추어 볼 때 주민감시요원 제도는 주민지원사업과는 구별되는 별개의 제도로 볼 수 있다는 점도 이 사안을 해석할 때에 고려할 필요가 있습니다."
330651,이유,8,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률」
330651,이유,9,"제22조(주민지원기금에 의한 주변영향지역의 지원)① 제21조에 따른 주민지원기금은 주변영향지역 주민의 소득 향상 및 복리 증진을 지원하기 위한 사업에 사용하여야 한다.② ∼ ④ (생 략)⑤ 제1항부터 제4항까지의 규정에 따른 지원사업의 종류, 지원기준ㆍ방법, 공개내용ㆍ방법 등 필요한 사항은 대통령령으로 정한다.제25조(지역주민의 감시)① 폐기물처리시설 설치기관은 지원협의체가 요구하는 경우에는 지원협의체에서 추천하는 지역주민(이하 ""주민감시요원""이라 한다)에게 폐기물의 반입ㆍ처리과정 등을 감시하도록 할 수 있다.② 폐기물처리시설 설치기관은 제1항에 따른 주민감시요원의 활동을 감독하고 이들에게 다음 각 호의 기준에 따라 수당을 지급하여야 한다.1.(생 략)2.폐기물처리시설 설치기관이 지방자치단체의 장인 경우 : 해당 지방자치단체의 조례로 정하는 기준"
330651,이유,10,3.(생 략)③ (생 략)
330651,이유,11,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」
