해석례일련번호,구분,문장번호,내용
322815,질의요지,1,국가·지방자치단체·대한주택공사 또는 지방공사가 아닌 임대사업자가 건설한 전용면적  60제곱미터 초과 85제곱미터 이하인 공공건설임대주택에 대하여 2002.9.11.
322815,질의요지,2,부터 2005.12.13.
322815,질의요지,3,"까지의 기간에 입주자 모집 공고를 하고, 2009.12.29."
322815,질의요지,4,"이후 「임대주택법」 제21조제5항에 따라 임차인(임차인대표회의 포함)이 직접 분양전환승인을 신청한 경우, 2005.12.13."
322815,질의요지,5,대통령령 제19178호로 개정되어 2005.12.14.
322815,질의요지,6,시행된 「임대주택법 시행령」 부칙 제2항이 적용되어 분양전환가격 산정기준 적용대상에서 제외되는지?
322815,회답,7,국가·지방자치단체·대한주택공사 또는 지방공사가 아닌 임대사업자가 건설한 전용면적  60제곱미터 초과 85제곱미터 이하인 공공건설임대주택에 대하여 2002.9.11.
322815,회답,8,부터 2005.12.13.
322815,회답,9,"까지의 기간에 입주자 모집 공고를 하고, 2009.12.29."
322815,회답,10,"이후 「임대주택법」 제21조제5항에 따라 임차인(임차인대표회의 포함)이 직접 분양전환승인을 신청한 경우, 대통령령 제19178호 「임대주택법 시행령」 부칙 제2항이 적용되어 분양전환가격 산정기준 적용대상에서 제외됩니다."
322815,이유,11,2005.12.13.
322815,이유,12,"대통령령 제19178호로 개정되기 전의 「임대주택법 시행령」 제9조제5항에 따르면 “국가·지방자치단체·대한주택공사 또는 지방공사(이하 “국가등”이라 함)가 아닌 임대사업자가 건설한 공공건설임대주택으로서 전용면적 60㎡를 초과하는 주택”은 분양전환가격 산정기준 적용대상에서 제외하도록 규정하였고, 2005.12.13."
322815,이유,13,대통령령 제19178호로 개정되어 2005.12.14.
322815,이유,14,"시행된 「임대주택법 시행령」(이하 “일부개정시행령”이라 함)제9조제5항제1호에서는 “국가등이 아닌 임대사업자가 건설한 전용면적 85㎡를 초과하는 주택”은 분양전환가격 산정기준 적용대상에서 제외하도록 규정하면서, 같은 영 부칙 제2항에 “제9조제5항제1호의 개정규정은 같은 영 시행 후 최초로 입주자를 모집하는 임대주택부터 적용”한다는 적용례를 두었습니다."
322815,이유,15,그 후 2008.3.21.
322815,이유,16,법률 제8966호로 전부개정된 「임대주택법」(이하 “전부개정법률”이라 함)에 따라 2008.6.20.
322815,이유,17,대통령령 제20849호로 전부개정되어 2008.6.22.
322815,이유,18,시행된 「임대주택법 시행령」(이하 “전부개정시행령”이라 함)제13조제5항제1호에서는 일부개정시행령 제9조제5항제1호의 규정내용을 그대로 두면서 이와 관련하여 일부개정시행령 부칙 제2항을
322815,이유,19,승계하는 규정을 두지 않았습니다.
322815,이유,20,"법령이 전문 개정인 경우에는 기존 법령을 폐지하고 새로운 법령을 제정하는 것과 마찬가지여서 종전의 본칙은 물론 부칙 규정도 모두 소멸하는 것으로 보아야 하므로 종전의 법령 부칙의 경과규정도 실효된다고 보는 것이 원칙이지만 특별한 사정이 있는 경우에는 그 효력이 상실되지 않는다고 보아야 할 것인바, 여기에서 말하는 ‘특별한 사정’이라 함은 전문 개정된 법령에서 종전의 법령 부칙의 경과규정에 관하여 계속 적용한다는 별도의 규정을 둔 경우뿐만 아니라 그러한 규정을 두지 않았다고 하더라도 종전의 경과규정이 실효되지 않고 계속 적용된다고 보아야 할 만한 예외적인 특별한 사정이 있는 경우도 포함된다고 할 것이고, 이 경우 예외적인 ‘특별한 사정’이 있는지는 종전 경과규정의 입법 경위 및 취지, 전문 개정된 법령의 입법 취지 및 전반적 체계 등을 종합적으로 고려하여 개별적ㆍ구체적으로 판단하여야 할 것입니다(대법원 2008.11.27."
322815,이유,21,"선고, 2006두19419 판결례 참조)."
322815,이유,22,"우선 일부개정시행령 부칙 제2항 적용례의 취지는 종전에는 분양전환가격을 자율적으로 정하던 60제곱미터 초과 85제곱미터 이하인 임대주택도 일부개정시행령에 따라 분양전환가격 산정기준을 따르도록 변경되었음에도 불구하고, 일부개정시행령"
322815,이유,23,시행 전에 이미 입주자 모집을 한 경우는 그 적용대상에서 제외하기 위하여 같은 영 시행일(2005.12.14.)
322815,이유,24,"이후 최초로 입주자를 모집하는 임대주택부터 적용하도록 정책결정을 한 것인데, 전부개정시행령에서는 분양전환가격 산정기준 적용대상의 변경이 없었던 점에 비추어 보면 일부개정시행령 부칙 제2항에서 “이 영 시행 후 최초로 입주자를 모집하는 임대주택부터 적용”하도록 한 것을 특별히 변경할 의사가 있었다고는 볼 수 없습니다.그럼에도 전부개정시행령 부칙에서 일부개정시행령 부칙 제2항을 승계하여 규정하지 못한 것은 입법상 누락으로 보인다 할 것인바, 이는 위의 ‘특별한 사정’이 있는 경우에 해당하여 일부개정시행령 부칙 제2항의 효력이 실효되지 않았다고 할 것이므로(2010.4.23."
322815,이유,25,"10-0034 해석례 참조), 2002.9.11.부터 2005.12.13.까지 입주자 모집 공고를 한 국가등이 아닌 임대사업자가 건설한 전용면적 60제곱미터 초과 85제곱미터 이하인 공공건설임대주택의 분양전환시 이는 분양전환가격 산정기준 적용대상에서 제외된다 할 것입니다."
322815,이유,26,"한편, 「임대주택법」 제21조제5항의 임대사업자가 분양전환승인을 신청하지 아니하는 경우 임차인(임차인대표회의 포함)이 직접 분양전환승인을 신청할 수 있다는 규정은 전부개정법"
322815,이유,27,"률에서 신설된 것이고, 전부개정법률이 2009.12.29."
322815,이유,28,"법률 제9863호로 개정되면서 임차인이 직접 분양전환승인신청을 할 수 있는 기간이 1년에서 6개월로 단축되고, 그 부칙 제3조에 “임차인이 직접 분양전환승인신청을 할 수 있는 기간의 산정에 관한 사항은 같은 법 시행 후 최초로 임차인이 같은 항에 따라 직접 분양전환승인신청을 할 수 있는 사유가 발생하는 분부터 적용한다”는 적용례를 두었습니다."
322815,이유,29,"이와 같이 「임대주택법」 부칙 제3조는 임차인의 분양전환승인신청 및 신청요건의 변경 등에 따른 적용례로서, 분양전환가격 산정기준 적용대상의 변경에 따른 일부개정시행령 제9조제5항의 적용례인 부칙 제2항과는 서로 다른 사항을 규율하고 있는 것이므로, 임차인이 직접 분양전환승인신청을 할 수 있는 사유가 발생했는지 여부와는 관계없이 국가등이 아닌 임대사업자가 건설한 전용면적  60제곱미터 초과 85제곱미터 이하인 공공건설임대주택에 대하여 2002.9.11."
322815,이유,30,부터 2005.12.13.
322815,이유,31,까지의 기간에 입주자 모집 공고를 한 경우에는 일부개정시행령 부칙 제2항의 적용대상이 된다 할 것입니다.
322815,이유,32,"따라서, 국가등이 아닌 임대사업자가 건설한 전용면적 60제곱미터 초과 85제곱미터 이하인 공공건설임대주택에 대하여 2002.9.11."
322815,이유,33,부터
322815,이유,34,2005.12.13.
322815,이유,35,"까지의 기간에 입주자 모집 공고를 하고, 2009.12.29."
322815,이유,36,"이후 「임대주택법」 제21조제5항에 따라 임차인(임차인대표회의 포함)이 직접 분양전환승인을 신청한 경우, 대통령령 제19178호 「임대주택법 시행령」 부칙 제2항이 적용되어 분양전환가격 산정기준 적용대상에서 제외됩니다."
