해석례일련번호,구분,문장번호,내용
327679,질의요지,1,가.구 「한강수계 상수원수질개선 및 주민지원 등에 관한 법률」(2014.1.28.
327679,질의요지,2,"법률 제12369호로 일부개정된 것을 말하며, 이하 “구 한강수계법”이라 함)시행 이전부터 수변구역(水邊區域)에 설치되어 있었고 「물환경보전법」 제2조제8호에 따른 특정수질유해물질을 사용하지 않거나 발생시키지 않는 시설에 해당하는 100제곱미터 미만의 제과점을 구 한강수계법 시행 이후에 전체면적 100제곱미터 이상이 되도록 증설하는 것이 허용되는지?"
327679,질의요지,3,나.「한강수계 상수원수질개선 및 주민지원 등에 관한 법률 시행령」 별표 1 제3호에서는 행위제한 시설에서 제외되는 제조업에 규모 100제곱미터 미만인 제과점을 규정하고 있는데 해당 규정에 따라 기존에 설치된 규모 100제곱미터 미만의 제과점에 추가로 규모 “100제곱미터 미만”의 시설을 증설하여 제과점 전체면적이 100제곱미터 이상이 되도록 하는 것이 허용되는지?
327679,질의요지,4,< 질의 배경 >
327679,질의요지,5,경기도 양평군은 한강수계지역 내에서 제과점을 운영 중인 영업자의 민원 제기에 따라 한강수계지역의 수변구역에서 제과점의 시설을 100제곱미터 이상으로 증설할 수 있는지 여부에 대해 법령 소관 중앙행정기관인 환경부에 질의하였으나 증설이 불가능하다는 취지의 답변을 받자 법제처에 법령해석을 요청함
327679,회답,6,가.질의 가에 대해
327679,회답,7,이 사안의 경우 기존에 설치된 규모 100제곱미터 미만의 제과점을 전체면적 100제곱미터 이상이 되도록 증설하는 것은 허용되지 않습니다.
327679,회답,8,나.질의 나에 대해
327679,회답,9,이 사안의 경우 기존에 설치된 규모 100제곱미터 미만의 제과점에 추가로 규모 “100제곱미터 미만”의 시설을 증설하여 제과점 전체면적이 100제곱미터 이상이 되도록 하는 것은 허용되지 않습니다.
327679,이유,10,가.질의 가에 대해
