해석례일련번호,구분,문장번호,내용
330911,질의요지,1,"「건설기계관리법 시행령」 제13조제2항제2호의 개별건설기계대여업을 등록하려는 자는 사무실을 보유(소유권 또는 사용권이 있는 경우를 말하며, 이하 같음)한 경우에만 「건설기계관리법」 제21조제2항에 따른 등록기준을 충족하는지?"
330911,질의요지,2,< 질의 배경 >
330911,질의요지,3,민원인은 사무실을 보유한 경우에 한하여 「건설기계관리법」 제21조제2항에 따른 개별건설기계대여업 등록기준을 충족한다는 국토교통부의 회신에 이의가 있어 법제처에 법령해석을 요청함.
330911,회답,4,이 사안의 경우 사무실을 보유한 경우에만 「건설기계관리법」 제21조제2항에 따른 등록기준을 충족합니다.
330911,이유,5,"「건설기계관리법」 제21조 및 같은 법 시행령 제13조제1항에서는 건설기계대여업을 등록하려는 자는 건설기계대여업등록신청서에 국토교통부령이 정하는 서류를 첨부하여 시장ㆍ군수 또는 구청장(자치구의 구청장을 말하며, 이하 같음)에게 제출하도록 규정하고 있고, 같은 법 시행령 제13조제2항에서는 건설기계대여업을 일반건설기계대여업(제1호)과 개별건설기계대여업(제2호)으로 구분하여 등록하도록 규정하고 있으나, 「건설기계관리법 시행규칙」 제57조제1항에서는 건설기계대여업의 종류에 대한 구분 없이 건설기계대여업의 등록을 하려는 자가 첨부해야 하는 서류 중 하나로 사무실의 소유권 또는 사용권이 있음을 증명하는 서류(제3호)를 규정하고 있는바, 건설기계관리법령에서는 건설기계대여업 등록 요건으로 사무실의 보유를 규정하고 있는 것이 문언상 명백합니다."
330911,이유,6,"또한 「건설기계관리법 시행규칙」 제57조제1항 각 호 외의 부분 본문에서는 건설기계대여업을 등록하려는 자는 건설기계대여업을 영위하는 사무소의 소재지를 관할하는 시장ㆍ군수 또는 구청장에게 등록 신청을 하도록 규정하고 있는바, 건설기계대여업을 하려는 자가 사무실을 보유하고 있지 않다면 사무소의 소재지를 관할하는 시장ㆍ군수 또는 구청장을 특정할 수 없게 되는 문제가 발생하게 되므로 건설기계대여업 등록을 위해서는 사무실을 보유해야 한다고 보는 것이 관련 규정 체계에 부합하는 해석입니다."
330911,이유,7,"한편 건설기계대여업의 등록기준을 정하고 있는 「건설기계관리법 시행규칙」 별표 14 제2호에서는 일반건설기계대여업과는 달리, 개별건설기계대여업에 관한 사무실 요건에 대해 “없음”이라고 규정하고 있으므로 개별건설기계대여업을 등록하려는 자는 사무실을 보유하지 않아도 된다는 의견이 있습니다."
330911,이유,8,"그러나 1999년 10월 19일 건설교통부령 제214호로 개정되기 전 「건설기계관리법 시행규칙」 별표 14 제2호에서는 종별 구분 없이 건설기계대여업을 등록하려면 수입금 관리ㆍ건설기계의 건설현장 배치관리 등 대여사업의 수행에 필요한 사무설비 및 통신수단을 갖추도록 했었는데, 이후 일반건설기계대여업에 대해서는 종전과 동일하게 사무설비 및 통신수단을 갖추도록 하면서 개별건설기계대여업의 경우 “없음”으로 개정한 입법 연혁에 비추어 볼 때, 같은 표 제2호에서 개별건설기계대여업에 관한 사무실 요건에 대해 “없음”으로 규정한 의미는 사무설비 및 통신수단을 갖추어야 하는 일반건설기계대여업의 요건에 대응하여 개별건설기계대여업 등록을 위해서는 이러한 사무설비 및 통신수단을 반드시 갖추지 않아도 된다는 의미로 보아야 한다는 점에서 그러한 의견은 타당하지 않습니다."
330911,이유,9,※ 법령정비 권고사항
330911,이유,10,개별건설기계대여업 등록을 위해서 갖추지 않아도 되는 것은 사무실이 아니라 사무설비 및 통신수단이라는 점이 좀 더 명확해지도록 「건설기계관리법 시행규칙」 별표 14 제2호의 개별건설기계대여업에 관한 사무실 요건 규정을 정비할 필요가 있습니다.
330911,이유,11,<관계 법령>
330911,이유,12,○ 「건설기계관리법」
330911,이유,13,"제21조(건설기계사업의 등록 등)① 건설기계사업을 하려는 자(지방자치단체는 제외한다)는 대통령령으로 정하는 바에 따라 사업의 종류별로 시장ㆍ군수 또는 구청장(자치구의 구청장을 말한다.이하 같다)에게 등록하여야 한다.② 제1항에 따른 사업의 등록을 하려는 자는 국토교통부령으로 정하는 기준을 갖추어야 한다.③ 제1항에 따른 등록의 절차, 등록증의 발급 등에 관하여 필요한 사항은 국토교통부령으로 정한다."
330911,이유,14,○ 「건설기계관리법 시행령」
330911,이유,15,제13조(건설기계대여업의 등록 등)①법 제21조에 따라 건설기계대여업(건설기계조종사와 함께 건설기계를 대여하는 경우와 건설기계의 운전경비를 부담하면서 건설기계를 대여하는 경우를 포함한다)의 등록을 하려는 자는 건설기계대여업등록신청서에 국토교통부령이 정하는 서류를 첨부하여 시장ㆍ군수 또는 구청장에게 제출하여야 한다.②제1항에 따른 건설기계대여업의 등록은 다음 각 호의 구분에 따라 행한다.1.일반건설기계대여업 : 5대이상의 건설기계로 운영하는 사업(2이상의 개인 또는 법인이 공동으로 운영하는 경우를 포함한다)2.개별건설기계대여업 : 1인의 개인 또는 법인이 4대이하의 건설기계로 운영하는 사업
330911,이유,16,③ㆍ④ (생 략)
330911,이유,17,○ 「건설기계관리법 시행규칙」
