해석례일련번호,구분,문장번호,내용
335765,질의요지,1,"「여객자동차 운수사업법 시행령」(이하 “여객자동차법 시행령”이라 함)제37조제1항제1호에서는 국토교통부장관은 운행형태가 직행좌석형인 시내버스운송사업[별표 1의3에서 정하는 지역을 기점(起點)으로 하여 「대도시권 광역교통 관리에 관한 특별법 시행령」(이하 “광역교통법 시행령”이라 함)별표 1에 따른 대도시권 내 둘 이상의 시·도에 걸쳐 운행되는 노선으로서 국토교통부장관이 정하여 고시하는 노선만 해당한다]에 대한 여객자동차운송사업의 면허(가목), 여객자동차운송사업의 운임·요금의 기준과 요율의 결정(나목)등을 「대도시권 광역교통 관리에 관한 특별법」 제8조에 따른 대도시권광역교통위원회(이하 “대도시권광역교통위원회”라 함)에 위임한다고 규정하고 있고, 여객자동차법 시행령 별표 1의3에서는 직행좌석형 시내버스운송사업 노선의 기점을 경기도 관할구역 내 시·군 지역으로 열거하고 있는바,"
335765,질의요지,2,"서울특별시 또는 인천광역시의 관할구역 내 군 또는 자치구 지역을 기점으로 하여 광역교통법 시행령 별표 1에 규정된 수도권1)1)광역교통법 시행령 별표 1 수도권란에 명시된 서울특별시, 인천광역시 및 경기도를 말하며, 이하 같음.내 둘 이상의 시·도에 걸쳐 운행되는 직행좌석형 시내버스운송사업의 경우, 해당 노선에 대한 여객자동차운송사업의 면허 등 여객자동차법 시행령 제37조제1항제1호 각 목에 규정된 국토교통부장관의 권한이 같은 항에 따라 대도시권광역교통위원회에 위임되는 대상인지?"
335765,회답,3,"이 사안의 경우, 해당 노선에 대한 여객자동차운송사업의 면허 등 여객자동차법 시행령 제37조제1항제1호 각 목에 규정된 국토교통부장관의 권한은 같은 항에 따라 대도시권광역교통위원회에 그 권한이 위임되는 대상이 아닙니다."
335765,이유,4,법령의 문언 자체가 비교적 명확한 개념으로 구성되어 있다면 원칙적으로 더 이상 다른 해석방법은 활용할 필요가 없거나 제한될 수밖에 없다고 할 것1)1)대법원 2009.4.23.
335765,이유,5,선고 2006다81035 판결례 참조
335765,이유,6,"인데, 여객자동차법 시행령 제37조제1항제1호에서는 국토교통부장관은 운행형태가 직행좌석형인 시내버스운송사업(별표 1의3에서 정하는 지역을 ‘기점’으로 하여 광역교통법 시행령 별표 1에 따른 대도시권 내 둘 이상의 시·도에 걸쳐 운행되는 노선으로서 국토교통부장관이 정하여 고시하는 노선만 해당한다)에 대한 여객자동차운송사업의 면허 등 여객자동차법 시행령 제37조제1항제1호 각 목의 권한을 대도시권광역교통위원회에 위임한다고 규정하고 있고, 같은 법 시행령 별표 1의3에서는 직행좌석형 시내버스운송사업 노선의 기점을 수원시, 고양시 등 경기도 관할구역 내의 시·군 지역으로 한정적으로 열거하여 규정하고 있는바, 같은 표에 명시되어 있지 않은 서울특별시 또는 인천광역시의 관할구역 내 군 또는 자치구 지역을 기점으로 한 직행좌석형 시내버스운송사업 노선에 대한 같은 영 제37조제1항제1호 각 목에 따른 국토교통부장관의 권한은 대도시광역교통위원회에 위임하는 대상이 되지 않는 것이 문언상 명백합니다."
335765,이유,7,"그리고 여객자동차법 시행령 제37조제1항제1호에서 법령상 일정한 요건을 갖춘 직행좌석형 시내버스운송사업 노선에 대한 여객자동차운송사업의 면허 등 국토교통부장관의 권한을 대도시권광역교통위원회에 위임할 수 있도록 한 취지는, 종전에 국토교통부장관이 시·도지사에게 위임하였던 권한 중 경기도가 관할하고 있는 수원시 등을 기점으로 하는 직행좌석형 시내버스운송사업의 면허 등의 권한을 국토교통부 소속 대도시권광역교통위원회에 위임하고, 그 운임이나 요금은 대도시권광역교통위원회가 정하는 기준과 요율의 범위에서 정하도록 하는 등 시·도지사에 위임하였던 대도시권 내 둘 이상의 시·도에 걸쳐 운행되는 광역버스 노선 등의 권한 중 일부를 다시 국가기관이 관할하도록 하여 해당 노선의 안정적 운영을 지원하기 위한 것입니다2)2)2020.12.29."
335765,이유,8,대통령령 제31329호로 일부개정되어 2020.12.29.
335765,이유,9,시행된 여객자동차법 시행령 일부개정령안 개정이유 참조
335765,이유,10,.
