결정례일련번호,구분,문장번호,내용
137484,판시사항,1,1.산업재해발생률의 구체적인 산정기준을 정한 구 산업안전보건법 시행규칙(2003.7.7.
137484,판시사항,2,"노동부령 제194호로 개정되고, 2006.9.25."
137484,판시사항,3,"노동부령 제259호로 개정되기 전의 것)제3조의2 제6호, 제7호 [별표 1] 중 제3호 가목 (1)과 제4호 부분(이하 ‘산안법 시행규칙 [별표 1] 해당 부분’이라 한다)이 기본권제한성이나 직접성이 있는지 여부(소극)2.건설교통부장관의 건설업체에 대한 시공능력평가에 있어서 노동부장관이 산업재해발생률에 따라 공사실적액의 감액을 요청할 수 있는 근거 규정인 구 산업안전보건법 시행규칙(2003.7.7."
137484,판시사항,4,"노동부령 제194호로 개정되고, 2007.1.12."
137484,판시사항,5,노동부령 제265호로 개정되기 전의 것)제3조의2 제6호 중 ‘당해 업체의 산업재해발생률에 따른 공사실적액의 감액에 관한 사항’ 부분(이하 ‘산안법 시행규칙 제3조의2 제6호 해당 부분’이라 한다)이 기본권제한성이나 직접성이 있는지 여부(소극)3.노동부장관이 관계기관의 장 등에게 사전심사(PQ심사) 시 산업재해발생률에 따라 감점을 요청할 수 있는 근거 규정인 구 산업안전보건법 시행규칙(2003.7.7.
137484,판시사항,6,"노동부령 제194호로 개정되고, 2007.1.12."
137484,판시사항,7,노동부령 제265호로 개정되기 전의 것)제3조의2 제7호 중 ‘당해 업체의 산업재해발생률에 따른 감점 부여에 관한 사항’ 부분(이하 ‘산안법 시행규칙 제3조의2 제7호 해당 부분’이라 한다)이 권리보호의 이익이 있는지 여부(소극)4.노동부장관이 한 2003.6.30.자 2002년도 건설업체 재해율 산정행위(이하 ‘노동부장관의 산정행위’라 한다)가 공권력행사성이나 직접성이 있는지 여부(소극)5.환산재해율에 따라 정부입찰공사에서의 사전심사 시 불이익을 가하는 규정인 구 입찰참가자격사전심사요령(재정경제부 회계예규
137484,판시사항,8,"2200.04-147-15, 2002.9.11.；재정경제부 회계예규 2200.04-147-16, 2003.7.28.)"
137484,판시사항,9,"제6조 [별표] 제4호 다목 1)중 ‘초과하게 되어 -2점을 배점받는 부분’(이하 ‘입찰심사요령 해당 부분’이라 한다)과 구 조달청입찰참가자격사전심사세부기준(조달청회계예규 조달청계약 12711- 58561, 2003.7.31.)"
137484,판시사항,10,"제4조 제1항 [별표 2] 제4호 다목 4)중 ‘초과하게 되어 D, E, F 등급을 받는 부분’(이하 ‘조달청심사기준 해당 부분’이라 한다)이 권리보호의 이익이 있는지 여부(소극)6.산업재해발생률에 따라 건설업체에 대한 시공능력평가에서 불이익을 가하는 규정인 건설산업기본법 시행규칙(2002.9.18."
137484,판시사항,11,건설교통부령 제332호로 개정된 것)제23조 제2항 [별표 1] 제1호 라목 (5)및 [별표 2] 제1호 라목 (4)부분(이하 ‘건산법 시행규칙 해당 부분’이라 한다)이 청구인들의 직업수행의 자유를 침해하는지 여부(소극)7.건산법 시행규칙 해당 부분이 청구인들의 평등권을 침해하는지 여부
137484,결정요지,12,"1.산안법 시행규칙 [별표 1]의 산정기준은 산업재해발생률을 산정할 수 있는 구체적인 요소들과 산식을 나타내고 있는 것일 뿐 그 자체는 중립적인 성질의 것으로서 청구인들의 기본권을 직접 제한하는 것이라고 보기 어렵다.즉, 노동부장관은 매년 이 산정기준에 따라 대상 건설업체들에 대하여 개별적인 산업재해율과 전체 대상기업의 평균재해율을 산정하게 되고 이에 따라 그 평균재해율을 상회하는 업체만이 관련법령에 의하여 불이익을 받는 것이며 노동부장관의 구체적인 산정행위가 끝나기 전까지는 어떤 업체가 불이익을 받게 될 것인지 확정되는 것은 아니고, 경우에 따라서는 청구인들도 가점을 받는 유리한 지위에 있을 수도 있는 것이므로 산정기준의 일부를 구성하는 산안법 시행규칙 [별표 1] 해당 부분에 어떤 기본권제한성이나 직접성이 있다고 볼 수는 없다.2.산안법 시행규칙 제3조의2 제6호 해당 부분은 노동부장관이 건설교통부장관의 건설업체에 대한 시공능력평가 시에 재해발생률에 따른 공사실적액의 감액을 요청할 수 있는 근거 규정이다.일반적으로 국가기관 간의 내부적 행위나 행정청의 지침, 의견진술, 행정규칙"
137484,결정요지,13,"등은 법적 구속력이나 외부효과가 결여되어 있어 공권력의 행사에 해당하지 않는바, 위 규정은 행정기관들 사이의 단순한 업무협조사항을 정한 것이라 할 것이고, 기본적으로 협조요청 여부가 노동부장관의 재량으로 되어 있으며, 또한 위 규정에 따른 협조요청의 대상으로서 직접적인 수범자는 국가기관들이지 청구인들과 같은 건설업체가 아니다.그리고 청구인들은 노동부장관이 산정한 산업재해율 순위를 밝히는 구체적인 공표(통보)행위, 건산법 시행규칙이나 입찰심사요령 등의 불이익을 가하는 규정이 적용됨으로써 비로소 직접적으로 기본권제한을 받게 되는 것이므로 단순한 협조요청의 근거 규정에 불과한 제6호 해당 부분에 대하여는 기본권침해 가능성이나 직접성을 인정할 수는 없다.3.권리보호이익은 헌법재판소 결정 당시에도 존재해야 하는바, 헌법소원심판청구 당시 권리보호이익이 인정된다고 하더라도 심판계속 중 사실관계 또는 법률관계의 변동으로 말미암아 청구인이 주장하는 기본권의 침해가 종료된 경우에는 원칙적으로 권리보호이익이 없으므로, 심판청구 이후 대상이 되는 법령이 개정되거나, 폐지된 경우에는 권리보호이익이 없게 된다.산안법 시행규칙 제3조의2 제7호 해당 부분은 심판청구 이후 2007.1.12."
137484,결정요지,14,"개정되어 청구인들이 정부입찰공사의 사전심사에 있어서 환산재해율에 따른 감점의 불이익을 받을 가능성은 없고, 이는 청구인들의 기본권을 침해할 여지가 있는 감점제 부분이 폐지된 것이라고 볼 것이어서 제7호의 해당 부분에 대한 권리보호이익은 없어졌다고 할 것이고, 또한 사전심사에서의 감점제가 반성적 고려에서 사라진 것으로도 보여 앞으로 반복적으로 발생할 가능성도 없어 보이므로 이에 대한 헌법적 해명의 필요성도 없다.4.노동부장관의 산정행위는 행정기관 내부에서 이루어지는 행위에 불과하고 노동부장관의 구체적인 통보행위가 있기 전까지는 외부에서 이를 알 수 있는 방법이 없으며 통보행위가 있어야 직접적인 기본권 제한의 문제가 발생하는 점, 청구인들의 이 사건 심판청구의 중요한 이유 중의 하나인 산정행위와 통보행위의 결과로 받게 되는 환산재해율에 의한 구체적인 불이익의 타당성 여부는 그 불이익을 구체적으로 정한 관련규정의 위헌 여부를 통하여 판단하면 족한 점,"
137484,결정요지,15,"그리고 청구인들이 주장하는 산정행위의 위헌성은 위헌으로 의심되는 산안법 시행규칙의 산정기준을 적용하였다는 점에 있는 것이나, 그 산정기준 자체는 기본권침해 가능성이 없는 점 등을 고려하면 산정행위의 공권력행사성이나 직접성을 인정하기 어렵다.5.입찰심사요령 해당 부분은 2006.5.25."
137484,결정요지,16,"개정 시, 조달청심사기준 해당 부분은 2006.6.28."
137484,결정요지,17,"개정 시에 절대적 감점제가 없어지고 가점제만 남게 되어 위 감점제 부분은 폐지된 것이므로 이 부분은 권리보호이익이 없어졌다.6.건산법에 따른 시공능력평가는 일반건설업자와 전문건설업자의 각 업종(토목, 건축, 산업ㆍ환경설비, 조경 등)별로 이루어지며, 평가요소는 공사실적평가액, 경영평가액, 기술능력평가액 그리고 신인도평가액으로 구성된다.환산재해율은 그 평가요소 중 신인도평가액을 구성하는 9개 요소 중의 하나에 불과한 점, 신인도평가액의 요소별 합계액은 최근 3년간 건설공사실적의 연평균액(이하 ‘건설공사실적’이라 한다)의 ±25/100를 초과할 수 없으며, 환산재해율을 반영하는 경우에도 평균재해율을 상회하는 정도에 따라 건설공사실적의 100분의 3 또는 100분의 5를 감액함으로써 산업재해예방노력이 미흡한 정도를 구체적, 차별적으로 평가하고 있는 점, 최근 개정되기 전의 정부입찰공사에 있어서의 사전심사에서는 신인도를 제외한 나머지 항목(시공경험, 기술능력, 경영상태)으로 총 100점을 구성하되 추가로 환산재해율로 ±2점(2%)의 영향을 받게 하고 있으며 현실에 있어서는 입찰업체들이 신인도를 제외한 항목에서의 차이가 거의 없어 신인도 점수가 갖는 비중이 크다고 볼 수 있으나, 시공능력평가에 있어서는 각 항목별로의 금액을 산출하여 합산하게 되고 환산재해율은 그 중 한 항목인 건설공사실적의 100분의 3 또는 100분의 5의 범위에서만 감점되는 것이어서 시공능력평가에 있어서의 환산재해율이 미치는 영향은 위 사전심사에 비해서 상대적으로 크지 않은 점, 시공능력평가에 있어서 환산재해율을 반영하는 방식으로는 평균재해율이나 혹은 기준재해율을 기준으로 한 가ㆍ감점제, 감점제나 가점제가 있을 수 있으나 이들 모두 장단점이 있고 어떤 제도가 산업재해예방에 더 효과적인 것인지 우열을 가리기 매우 어렵고, 절대적인 측면에서도 건설공"
