결정례일련번호,구분,문장번호,내용
145748,판시사항,1,가.‘2018학년도 대학수학능력시험 시행기본계획’ 중 대학수학능력시험의 문항 수 기준 70%를 한국교육방송공사(이하 ‘EBS’라 한다)교재와 연계하여 출제한다는 부분(이하 ‘심판대상계획’이라 한다)이 고등학교 교사들에 대해 기본권 침해 가능성이 인정되는지 여부(소극)나.성인이 된 자녀를 둔 부모가 심판대상계획으로 인해 부모의 자녀교육권을 침해받았다고 주장하면서 헌법소원심판을 청구할 수 있는지 여부(소극)다.심판대상계획이 2018학년도 대학수학능력시험을 준비하는 학생인 청구인들의 교육을 통한 자유로운 인격발현권을 침해하는지 여부(소극)
145748,결정요지,2,"가.고등학교 교사들은 고등학교 교육과정의 내용과 수준에 맞는 교육을 실시하면 되고, 이 사건 계획에 따라 그 이상의 교육 또는 고등학교 교육과정에 포함되지 않는 다른 내용의 교육을 실시하여야 하는 의무를 부담하게 되는 것이 아니다.고등학교 교사들이 이 사건 계획에 따라 EBS 교재를 참고하여 하는 부담을 질 수는 있지만, 이는 사실상의 부담에 불과할 뿐 EBS 교재를 참고하여야 하는 법적 의무를 부담하는 것도 아니다.따라서 심판대상계획은 고등학교 교사인 청구인들에 대해 기본권 침해 가능성이 인정되지 않는다.나.부모는 아직 성숙하지 못하고 인격을 닦고 있는 미성년 자녀를 교육시킬 교육권을 가지지만, 자녀가 성년에 이르면 자녀 스스로 자신의 기본권 침해를 다툴 수 있으므로 이와 별도로 부모에게 자녀교육권 침해를 다툴 수 있도록 허용할 필요가 없다.이처럼 심판대상계획이 성년의 자녀를 둔 부모의 자녀교육권을 제한한다고 볼 수 없으므로, 성년의 자녀를 둔 청구인에 대해서는 기본권 침해 가능성이 인정되지 않는다.다.심판대상계획은 사교육비를 줄이고 학교교육을 정상화하는 것을 목적으로 하므로 목적의 정당성이 인정된다.EBS는 지상파방송국으로서 손쉽게 시청이 가능하므로, 수능시험을 EBS 교재와 높은 비율로 연계하는 경우 수능시험을 준비하는 학생들의 이에 대한 의존도가 높아져 사교육을 어느 정도 진정시킬 수 있다.학교는 EBS 교재를 보충 교재로 사용하는 등의 방법으로 학생들의 수업 집중도를 높이고 수능시험에 대한 불안감을 줄여줄 수 있으며, 학생들로 하여금 사교육에 의존하지 않고 스스로 학습하도록 유도해 갈 수도 있다.따라서 수단의 적절성도 인정된다.심판대상계획은 수능시험을 EBS 교재와 70% 수준으로 연계하겠다는 것을 내용으로 할 뿐, 다른 학습방법이나 사교육을 금지하는 것이 아니어서, 학생들은 EBS 교재 외에 다른 교재나 강의, 스스로 원하는 학습방법을 선택하여 수능시험을 준비하거나 공부할 수 있다.또 수능시험이 EBS 교재에 나온 문제를 그대로 출제하는 것이 아니라, 지문이나 도표 등 자료를 활용하고 핵심 제재나 논지를 활용하는 등의 방법으로 연계되므로, 고등학교 교육과정의 중요 개념이나 원리를 이해하고 있으면 EBS 교재를 공부하지 않더라도 수능시험을 치르는데 큰 지장을 초래한다고 보기 어렵다.한편 정부는 EBS 교재 연계제도를 융통성 없이 항구적으로 시행하려는 것이 아니라 그 시행 성과를 분석하여 연계 비율을 축소하거나 연계 방법을 개선하는 방안 나아가 연계제도를 폐지하는 방안까지 다양한 개선안을 검토하고 있다.이런 사정을 종합하여 보면, 심판대상계획은 침해 최소성 원칙에 위배된다고 볼 수 없다.심판대상계획이 추구하는 학교교육 정상화와 사교육비 경감이라는 공익은 매우 중요한 반면, 수능시험을 준비하는 사람들이 안게 되는 EBS 교재를 공부하여야 하는 부담은 상대적으로 가벼우므로, 심판대상계획은 법익 균형성도 갖추었다.따라서 심판대상계획은 수능시험을 준비하는 청구인들의 교육을 통한 자유로운 인격발현권을 침해한다고 볼 수 없다."
145748,전문,3,[당 사 자]
145748,전문,4,청 구 인 1.권 ○ 환
145748,전문,5,2.허○○
145748,전문,6,3.최 ○ 식
145748,전문,7,4.윤○ ○ 희
145748,전문,8,5.이 ○ 경
145748,전문,9,"청구인들 대리인 변호사 김○, 홍○, 김○"
145748,전문,10,[주 문]
145748,전문,11,"1.청구인 권 ○ 환, 허 ○ 민의 심판청구를 기각한다.2.청구인 최 ○ 식, 윤 ○ 희, 이 ○ 경의 심판청구를 각하한다.[이 유]"
145748,전문,12,1.사건개요
145748,전문,13,"청구인 권 ○ 환, 허 ○ 민은 각각 2014년과 2017년에 고등학교를 졸업하였고 2018년도 대학수학능력시험(다음부터 ‘수능시험’이라 한다)에 응시한 뒤 대학에 입학하려고 하는 사람들이다.청구인 최 ○ 식, 윤○ ○ 희는 고등학교 교사이고, 청구인 이 ○ 경은 청구인 허 ○ 민의 어머니다.교육부장관으로부터 수능시험 출제 등 사무를 위탁받은 한국교육과정평가원은 2017.3.28."
145748,전문,14,"‘2018학년도 대학수학능력시험 시행기본계획’(다음부터 ‘이 사건 계획’이라 한다)을 공표하였는데, 이 사건 계획에는 2018학년도 수능시험의 문항 수 기준 70%를 한국교육방송공사(다음부터 ‘EBS’라고 한다)수능교재 및 강의(다음부터 ‘EBS 교재’라 한다)와 연계하여 출제한다는 내용이 포함되어 있었다.청구인들은 이 사건 계획에서 수능시험을 EBS 교재와 연계하여 출제하기로 한 것이 청구인들의 기본권을 침해한다고 주장하면서 2017.6.20."
145748,전문,15,이 사건 헌법소원심판을 청구하였다.
145748,전문,16,2.심판대상
145748,전문,17,청구인들은 이 사건 계획 중 수능시험의 문항 수 기준 70%를 EBS 교재와 연계하여 출제한다는 부분의 위헌 여부만을 다투고 있으므로 심판대상을 이로 한정한다.이 사건 심판대상은 한국교육과정평가원이 2017.3.28.
145748,전문,18,공표한 이 사건 계획 Ⅱ.
145748,전문,19,1.가.출제 원칙 (1)중 수능시험의 문항 수 기준 70%를 EBS 교재와 연계하여 출제한다는 부분(다음부터 ‘심판대상계획’이라 한다)이 청구인들의 기본권을 침해하는지 여부이다.
145748,전문,20,[심판대상계획]
145748,전문,21,□ 2018학년도 대학수학능력시험 시행기본계획
145748,전문,22,Ⅱ.
145748,전문,23,출제
145748,전문,24,1.출제 기본 방향
145748,전문,25,가.출제 원칙
145748,전문,26,"(1)학교교육의 정상화에 기여할 수 있도록 고등학교 교육과정의 내용과 수준에 맞추어 출제한다.ㅇ EBS 수능교재 및 강의와 연계하여 출제하되, 교육과정에서 중요하게 다루고 있는 개념과 원리 중심의 연계 출제를 강화함.- 연계 비율: 문항 수 기준으로 70% 수준"
145748,전문,27,- 연계 대상: 당해 연도 수험생을 위한 교재 중 평가원이 감수한 교재 및 강의
145748,전문,28,"- 연계 유형: 영역별로 차이가 있으나 중요 개념이나 원리의 활용, 지문이나 그림ㆍ도표 등의 자료 활용, 핵심 제재나 논지의 활용, 문항의 변형 또는 재구성 등"
145748,전문,29,3.청구인들의 주장
145748,전문,30,"심판대상계획으로 인해 학교 수업에서 EBS 교재가 교과서를 대신하고 있고, 특히 고등학교 3학년의 경우에는 EBS 교재 위주의 문제 풀이 수업이 진행되어, 다양한 경험과 창의적 학습을 통해서 전인적 인격을 형성해야 할 시기에 있는 학생들이 창의성이나 비판적 사고력 등을 발달시키기 어렵다.또 심판대상계획은 EBS 교재 해설 보충, 출제 경향 파악, EBS 교재의 변형 문제 습득 등을 위한 다른 형태의 사교육을 조장하고 있다.결국 심판대상계획은 공교육 정상화 및 사교육비 경감이라는 정책 목표 달성에 적합한 수단이라고 보기 어렵다.공교육 정상화는 고교 내신 성적이나 학교생활기록부 반영비율을 높이는 등의 방법으로 달성할 수 있고, 사교육비 경감은 수능 과목 축소ㆍ수능 출제 범위 한정ㆍ과목별 등급 산정 시 절대평가제 채택 등의 방법으로 달성할 수 있다.또 수능시험을 EBS 교재와 연계한다고 공표하는 것에 그치지 않고 그 비율을 70%로 정하여 학생 및 교사로 하여금 더욱 EBS에 의존하게 만들고 있다.따라서 심판대상계획은 침해 최소성의 원칙에도 반한다.심판대상계획이 공교육 정상화와 사교육비 경감에 도움 되는 면이 있다고 하더라도 이로 인해 발생하는 청구인들의 기본권 침해의 정도가 중대하므로 법익 균형성의 원칙에도 반한다.결국, 심판대상계획은 학생인 청구인 권 ○ 환ㆍ허 ○ 민의 자유로운 인격발현권ㆍ교육을 받을 권리ㆍ행복추구권, 교사인 청구인 최 ○ 식ㆍ윤 ○ 희의 교육권, 그리고 학부모인 청구인 이 ○ 경의 자녀교육권을 침해한다."
145748,전문,31,4.적법요건에 대한 판단
145748,전문,32,"가.청구인 최 ○ 식, 윤 ○ 희"
145748,전문,33,"초ㆍ중등교육법에 따르면, 교사는 법령에서 정하는 바에 따라 학생을 교육할 임무를 맡고(제20조 제4항), 고등학교는 중학교에서 받은 교육의 기초 위에 중등교육 및 기초적인 전문교육을 하는 것을 목적으로 한다(제45조)."
145748,전문,34,"고등학교에는 학과를 둘 수 있고, 교과 및 교육과정은 학생이 개인적 필요ㆍ적성 및 능력에 따라 진로를 선택할 수 있도록 정하여져야 한다(제48조)."
145748,전문,35,"고등학교 교사는 대학 입학을 희망하는 학생들을 위하여 그에 맞는 교육을 실시하여야 하므로, 이 사건 계획이나 심판대상계획이 교사의 수업내용에 일정한 영향을 미칠 수 있다.그런데 수능시험은 대학 입학 전형자료로 활용하도록 하기 위하여 고등교육법에 따라 시행되는 시험이고, 이 사건 계획은 수능시험을 고등학교 교육과정의 내용과 수준에 맞추어 출제하도록 하고 있다.한국교육방송공사법에 따라 정부가 자본금 전액을 출자하여 설립한 EBS도 고등학교 교육과정의 내용과 수준에 따라 수능교재를 발간하고 강의를 진행하고 있다.이런 사정에 비추어 보면, 고등학교 교사인 청구인 최 ○ 식과 윤 ○ 희는 고등학교 교육과정의 내용과 수준에 맞는 교육을 실시하면 되는 것이고, 심판대상계획에 따라 그 이상의 교육 또는 고등학교 교육과정에 포함되지 않는 다른 내용의 교육을 실시하여야 하는 의무를 부담하게 되는 것이 아니다.청구인들이 심판대상계획에 따라 EBS 교재를 참고하여야 하는 부담을 질 수는 있지만, 이는 사실상의 부담에 불과할 뿐 EBS 교재를 참고하여야 하는 법적 의무를 부담하는 것도 아니다.그렇다면 심판대상계획이 청구인 최 ○ 식, 윤 ○ 희의 고등학교 교사로서의 직업수행의 자유를 제한한다고 볼 수 없으므로, 기본권 침해 가능성이 인정되지 않는다."
145748,전문,36,나.청구인 이 ○ 경
145748,전문,37,"청구인 이○ ○ 경○ 청구인 허○ ○ 민○ 어머니인데, 청구인 허○ ○ 민○ 1998년생으로 만 19세의 성년이○다.부모는 아직 성숙하지 못하고 인격을 닦고 있는 미성년 자녀를 교육시킬 교육권을 가지지만(헌재 1995.2.23."
145748,전문,38,91헌마204; 헌재 1999.3.25.
145748,전문,39,"97헌마130 참조), 자녀가 성년에 이르면 자녀 스스로 자신의 기본권 침해를 다툴 수 있으므로 이와 별도로 부모에게 자녀교육권 침해를 다툴 수 있도록 허용할 필요가 없다.따라서 심판대상계획이 청구인 이 ○ 경의 자녀교육권을 제한한다고 볼 수 없으므로, 청구인 이 ○ 경에 대한 기본권 침해 가능성도 인정할 수 없다."
145748,전문,40,5.본안에 대한 판단
145748,전문,41,가.쟁점 정리
145748,전문,42,"청구인 권 ○ 환, 허 ○ 민은 수능시험을 준비하는 사람들로서 심판대상계획에서 정한 출제 방향과 원칙에 영향을 받을 수밖에 없다.따라서 수능시험을 준비하면서 무엇을 어떻게 공부하여야 할지에 관하여 스스로 결정할 자유가 심판대상계획에 따라 제한된다.이는 자신의 교육에 관하여 스스로 결정할 권리, 즉 교육을 통한 자유로운 인격발현권을 제한받는 것으로 볼 수 있다.한편, 청구인들은 심판대상계획으로 인해 교육을 받을 권리가 침해된다고 주장하지만, 심판대상계획이 헌법 제31조 제1항의 능력에 따라 균등하게 교육을 받을 권리를 직접 제한한다고 보기는 어렵다.청구인들은 행복추구권도 침해된다고 주장하지만, 행복추구권에서 도출되는 자유로운 인격발현권 침해 여부에 대하여 판단하는 이상 행복추구권 침해 여부에 대해서는 다시 별도로 판단하지 않는다."
145748,전문,43,나.교육제도에 관한 입법형성권
145748,전문,44,"국가는 학교에서의 교육목표, 학습계획, 학습방법, 학교조직 등 교육제도를 정하는 데 포괄적 규율권한과 폭넓은 입법형성권을 갖는다(헌재 2009.5.28."
145748,전문,45,2006헌마618; 헌재 2016.11.24.
145748,전문,46,2012헌마854 참조).
145748,전문,47,"대학 입학전형자료의 하나인 수능시험은 대학 진학을 위해 필요한 것이지만, 고등학교 교육과정에 대한 최종적이고 종합적인 평가로서 학교교육 제도와 밀접한 관계에 있다.따라서 국가는 수능시험의 출제 방향이나 원칙을 어떻게 정할 것인지에 대해서도 폭넓은 재량권을 갖는다.국가의 공권력행사가 학생의 자유로운 인격발현권을 제한하는 경우에도 헌법 제37조 제2항에 따른 한계를 준수하여야 한다.다만, 국가는 수능시험 출제 방향이나 원칙을 정할 때 폭넓은 재량권을 가지므로, 심판대상계획이 청구인들의 기본권을 침해하는지 여부를 심사할 때 이러한 국가의 입법형성권을 감안하여야 한다."
