결정례일련번호,구분,문장번호,내용
151154,전문,1,사 건 2019헌마465 출입국관리법 시행규칙 제9조의5 제1항 제6호 등 위헌확인
151154,전문,2,청 구 인 정○○○
151154,전문,3,[주 문]
151154,전문,4,이 사건 심판청구를 모두 각하한다.[이 유]
151154,전문,5,1.사건개요
151154,전문,6,청구인은 2018.11.6.
151154,전문,7,"우즈베키스탄공화국 국적의 바○○○(외국인)와 혼인한 사람으로, 외국인인 위 배우자가 대한민국에 입국하기를 희망하고 있다.출입국관리법 시행규칙에 따르면, 외국인이 같은 법 시행령 [별표 1의2] 중 24.거주(F-2)가목 또는 27.결혼이민(F-6)가목에 해당하는 결혼 동거 목적의 사증을 발급받기 위해서는 배우자의 초청이 있어야 하고(같은 법 시행규칙 제9조의4 제1항 제1문), 이 규정에 따라 결혼동거 목적의 사증 발급 신청을 한 경우, 그 신청을 받은 재외공관의 장은 혼인의 진정성 및 정상적인 결혼 생활의 가능성 여부를 판단하기 위하여 제9조의2 각 호(제5호는 제외한다)외에도 사증 발급을 신청한 외국인과 그 초청인에 대하여 ‘피초청인이 기초 수준 이상의 한국어 구사가 가능한지 여부’를 심사ㆍ확인할 수 있다(같은 법 시행규칙 제9조의5 제1항 본문 제6호)."
151154,전문,8,만약 위 제6호의 요건을 심사ㆍ확인한 결과에 따라 사증 발급이 허가되지 않은 경우 해당 신청인은 그 배우자와 혼인의 진정성 등을 재고(再考)하여 허가되지 않은 날부터 6개월이 경과한 후에 사증 발급을 다시 신청할 수 있다(같은 법 시행규칙 제9조의5 제3항).
151154,전문,9,청구인은 2019.5.7.
151154,전문,10,"위 출입국관리법 시행규칙 제9조의5 제1항 본문 제6호, 같은 법 시행규칙 제9조의5 제3항에 대한 이 사건 헌법소원심판을 청구하였다."
151154,전문,11,2.심판대상
151154,전문,12,이 사건의 심판대상은 ① 출입국관리법 시행규칙(2013.10.10.
151154,전문,13,"법무부령 제799호로 개정된 것)제9조의5 제1항 제6호, ② 같은 법 시행규칙 제9조의5 제3항 중 같은 법 시행규칙 제9조의5 제1항 제6호 부분(이하 위 두 조항을 합하여 ‘심판대상조항’이라 한다)이 청구인의 기본권을 침해하는지 여부이다.심판대상조항은 다음과 같다."
151154,전문,14,[심판대상조항]
151154,전문,15,출입국관리법 시행규칙(2013.10.10.
151154,전문,16,"법무부령 제799호로 개정된 것)제9조의5(결혼동거 목적의 사증 발급 기준 등)① 제9조의4 제1항에 따라 결혼동거 목적의 사증 발급 신청을 받은 재외공관의 장은 혼인의 진정성 및 정상적인 결혼 생활의 가능성 여부를 판단하기 위하여 제9조의2 각 호(제5호는 제외한다)외에도 사증 발급을 신청한 외국인과 그 초청인에 대하여 다음 각 호의 요건을 심사ㆍ확인할 수 있다.다만, 초청인과 피초청인 사이에 출생한 자녀가 있는 경우 등 법무부장관이 정하는 경우에 해당하면 다음 각 호의 요건 중 일부에 대한 심사를 면제할 수 있다.6.피초청인이 기초 수준 이상의 한국어 구사가 가능한지 여부.이 경우 구체적인 심사ㆍ확인 기준은 법무부장관이 정하여 고시한다.③ 제1항 각 호의 요건을 심사ㆍ확인한 결과에 따라 사증 발급이 허가되지 않은 경우 해당 신청인은 그 배우자와 혼인의 진정성 등을 재고(再考)하여 허가되지 않은 날부터 6개월이 경과한 후에 사증 발급을 다시 신청할 수 있다.다만, 출산이나 그 밖에 국내에 입국하여야 할 급박한 사정이 있는 경우에는 6개월이 경과하지 아니한 경우에도 신청할 수 있다."
151154,전문,17,3.판단
151154,전문,18,가.출입국관리법 시행규칙 제9조의5 제1항 본문 제6호
151154,전문,19,법률조항 자체가 헌법재판소법 제68조 제1항의 헌법소원의 대상이 될 수 있으려면 그 법률조항에 의하여 구체적인 집행행위를 기다리지 아니하고 직접 자기의 기본권을 침해받아야 한다.집행행위에는 입법행위도 포함되므로 법률규정이 그 규정의 구체화를 위하여 하위규범의 시행을 예정하고 있는 경우에는 원칙적으로 당해 법률의 직접성은 부인된다(헌재 2003.9.25.
151154,전문,20,2001헌마93등; 헌재 2013.6.27.
151154,전문,21,2011헌마475 등 참조).
151154,전문,22,"한편, 법령에 근거한 구체적인 집행행위가 재량행위인 경우에는 법령은 집행기관에게 기본권 침해의 가능성만 부여할 뿐, 법령 스스로가 기본권의 침해행위를 규정하고 행정청이 이에 따르도록 구속하는 것이 아니고, 이때의 기본권의 침해는 집행기관의 의사에 따른 집행행위, 즉 재량권의 행사에 의하여 비로소 이루어지고 현실화되므로 이러한 경우에는 법령에 의한 기본권 침해의 직접성이 인정되지 않는다(헌재 1998.4.30."
151154,전문,23,97헌마141; 헌재 2009.3.26.
151154,전문,24,2007헌마988등 참조).
151154,전문,25,"살피건대, 출입국관리법 시행규칙 제9조의5 제1항 본문 제6호는 재외공관의 장으로 하여금 “기초 수준 이상의 한국어 구사가 가능한지 여부”를 심사ㆍ확인할 수 있도록 하면서, “이 경우 구체적인 심사ㆍ확인 기준은 법무부장관이 정하여 고시한다.”라고 규정하고, 이러한 위임에 따른 ‘결혼동거 목적의 사증 발급에 필요한 기초 수준 이상의 한국어 구사요건 고시’는 ‘한국어요건’에 관해 구체적으로 규정하고 있다.그렇다면, 출입국관리법 시행규칙 제9조의5 제1항 본문 제6호는 그 자체로 청구인의 자유를 제한하는 조항으로 볼 수는 없다.한편, 출입국관리법 시행규칙 제9조의5 제1항 본문 제6호는 외국인이 같은 법 시행규칙 제9조의4 제1항에 따라 결혼동거 목적의 사증 발급을 신청한 경우, 재외공관의 장으로 하여금 그 외국인이 기초 수준 이상의 한국어 구사가 가능한지 여부를 심사ㆍ확인할 수 있다고 규정함으로써 재외공관의 장에게 일정한 재량을 부여하고 있다.따라서 청구인이 주장하는 것과 같은 자유의 제한은 재외공관의 장의 위와 같은 재량권 행사에 의하여 비로소 발생하게 되는 것으로 보는 것이 타당하다.그렇다면, 청구인은 출입국관리법 시행규칙 제9조의5 제1항 본문 제6호에 관하여는 기본권 침해의 직접성이 인정되지 않는다고 할 것이다."
151154,전문,26,나.출입국관리법 시행규칙 제9조의5 제3항 부분
151154,전문,27,"헌법재판소법 제68조 제1항에 의하면 헌법소원은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 그 심판을 구하는 제도로서, 이 경우 심판을 구하는 자는 심판의 대상인 공권력의 행사 또는 불행사로 인하여 자기의 기본권이 현재 그리고 직접적으로 침해받고 있는 자여야 한다(헌재 1995.3.23."
151154,전문,28,93헌마12 등 참조).
151154,전문,29,청구인이 장차 언젠가 특정 법령의 규정으로 인하여 기본권 침해를 받을 우려가 있다 하더라도 그러한 기본권 침해의 우려는 단순히 장래 잠재적으로 나타날 수도 있는 것에 불과하여 기본권 침해의 현재성을 갖추었다고 할 수 없다(헌재 2009.11.26.
151154,전문,30,2008헌마691 등 참조).
151154,전문,31,"살피건대, 청구인은 대한민국 국민으로서 출입국관리법 시행규칙 제9조의5 제3항의 규율대상인 ‘외국인’이 아니므로 기본권 침해의 자기관련성이 인정될 수 없다(헌재 2011.9.29."
151154,전문,32,2009헌마358; 헌재 2014.4.24.
151154,전문,33,2011헌마474등 참조).
151154,전문,34,"설령 청구인의 자기관련성을 인정한다고 하더라도, 출입국관리법 시행규칙 제9조의5 제3항은 ‘출입국관리법 시행규칙 제9조의4 제1항에 따라 결혼동거 목적의 사증 발급을 신청한 사람’이 사증 발급을 신청하였으나 재외공관의 장이 기초 수준 이상의 한국어 구사가 가능한지 여부를 심사ㆍ확인한 결과 사증 발급을 허가하지 않은 경우, 위와 같은 사증 발급을 신청한 ‘외국인’에게 적용되는 조항이다.한편, 청구인은 그 배우자가 우즈베키스탄공화국에 체류하면서 결혼동거 목적 사증을 발급받기 위해 한국어 교육을 받고 있다고 진술하고 있고, 기록상 청구인의 배우자가 한국어 구사능력을 구비하여 결혼동거 목적의 사증 발급을 신청하였는지, 위와 같은 사증 발급 신청에 대하여 재외공관의 장이 사증 발급을 불허하였는지에 관한 아무런 자료를 발견할 수 없다.이와 같은 사정을 고려하면, 위 조항으로 인한 청구인의 기본권 침해 우려는 장래 잠재적으로 나타날 수 있는 불확실한 미래에 관한 것에 불과하다 할 것인바, 이 사건 심판청구는 기본권 침해의 현재성도 인정될 수 없다(헌재 2007.5.31."
151154,전문,35,2003헌마422; 헌재 2012.3.29.
151154,전문,36,2010헌마443등 참조).
151154,전문,37,4.결론
151154,전문,38,그렇다면 이 사건 심판청구는 모두 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
