결정례일련번호,구분,문장번호,내용
171421,전문,1,사           건          2022헌마43    기본권 침해 위헌확인
171421,전문,2,청    구    인          진○○○
171421,전문,3,[주           문]
171421,전문,4,이 사건 심판청구를 각하한다.[이           유]
171421,전문,5,1.사건개요
171421,전문,6,"청구인은 유튜브를 통하여 구청 소속 환경미화원이 부동산 투자를 통해 자산을 축적한 내용을 접하고, 공무원의 부동산 투자를 제한하지 않는 것이 청구인의 평등권, 주거권 등을 침해한다고 주장하며, 2022.1.17."
171421,전문,7,이 사건 헌법소원심판을 청구하였다.
171421,전문,8,2.판단
171421,전문,9,"헌법재판소법 제68조 제1항에 의하면 헌법소원심판은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 청구하여야 한다고 규정하고 있는 바, 여기에서 기본권을 침해받은 자라 함은 공권력의 행사 또는 불행사로 인하여 자기의 기본권이 현재 그리고 직접적으로 침해받은 자를 의미하며 단순히 간접적, 사실적 또는 경제적인 이해관계가 있을 뿐인 제3자는 이에 해당하지 않는다(헌재 1992.9.4."
171421,전문,10,92헌마175 등 참조).
171421,전문,11,"청구인의 경우 공무원 또는 그에 준하는 자의 부동산 투자를 규제하지 아니하는 행위의 직접적인 수범자가 아닌 제3자에 해당하고, 위 공권력 불행사로 인하여 자신의 기본권을 직접적·법적으로 제한받는다고 보기 어렵다.청구인은 공무원 또는 그에 준하는 자의 부동산 투자가 투기를 조장하여 그로 인해 청구인의 주거권과 평등권이 침해되었다는 취지로 주장하나, 이는 간접적이고 반사적인 불이익에 불과하다.따라서 청구인의 심판청구는 기본권 침해의 자기관련성을 인정할 수 없다."
171421,전문,12,3.결론
171421,전문,13,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
