법령일련번호,MST,구분,문장번호,내용
002733,244123,조문,1,제1조(목적) 이 영은 「국립대학병원 설치법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
002733,244123,조문,2,제2조(설립등기 등)
002733,244123,항,3,"① 국립대학병원(서울대학교병원은 제외하며, 이하 ""대학병원""이라 한다)은 「국립대학병원 설치법」(이하 ""법""이라 한다) 제3조에 따라 정관을 인가받은 날부터 3주일 내에 주된 사무소의 소재지에서 설립등기를 하여야 한다."
002733,244123,항,4,② 대학병원의 설립등기사항은 다음 각 호와 같다.
002733,244123,호,5,1. 목적
002733,244123,호,6,2. 명칭
002733,244123,호,7,3. 사무소
002733,244123,호,8,4. 임원의 성명 및 주소
002733,244123,호,9,5. 대표권에 관한 사항
002733,244123,호,10,6. 공고의 방법
002733,244123,항,11,③ 대학병원은 제2항 각 호의 사항 중 변경사항이 있을 때에는 변경된 날부터 3주일 내에 변경등기를 하여야 한다.
002733,244123,조문,12,제3조(등기신청서의 첨부서류) 제2조제1항 및 제3항에 따른 등기의 신청서에는 다음 각 호의 구분에 따른 서류를 첨부하여야 한다.
002733,244123,항,13,
002733,244123,호,14,1. 제2조제1항에 따른 설립등기: 대학병원의 정관
002733,244123,호,15,2. 제2조제3항에 따른 변경등기: 변경사항을 증명하는 서류
002733,244123,조문,16,제3조의2(외부인사의 자격) 법 제10조제2항 각 호 외의 부분 후단에 따른 병원 경영에 관한 지식과 경험이 풍부한 외부인사는 「의료법」 제3조제2항제3호바목의 종합병원을 3년 이상 경영한 경력이 있거나 종합병원에서 진료 또는 행정 업무에 10년 이상 종사한 경력이 있는 사람으로 한다.
002733,244123,조문,17,제4조(대학병원장의 추천)
002733,244123,항,18,"① 법 제14조제3항에 따라 이사회는 다음 각 호의 어느 하나에 해당하는 사람을 대학병원장(이하 ""원장""이라 한다)으로 추천해야 한다. <개정 2019.5.7, 2022.8.9>"
002733,244123,호,19,1. 의과대학(의학전문대학원을 포함한다)의 교원으로서 10년 이상의 교육경력이 있는 사람
002733,244123,호,20,2. 「의료법」 제2조제1항에 따른 의료인으로서 10년 이상의 의료경력이 있는 사람
002733,244123,항,21,"② 제1항에 따라 원장으로 추천받은 사람은 다음 각 호의 서류를 이사회에 제출해야 하며, 이사장은 이를 교육부장관에게 제출해야 한다. <개정 2022.8.9>"
002733,244123,호,22,1. 병원경영계획서 및 연도별 경영실천계획서
002733,244123,호,23,2. 병원공공성강화계획서 및 연도별 공공성강화실천계획서(계획서별로 법 제8조제6호의 공공보건의료사업에 관한 계획을 포함한다)
