법령일련번호,MST,구분,문장번호,내용
007354,249911,조문,1,"제1조(목적) 이 규칙은 「산업교육진흥 및 산학연협력촉진에 관한 법률」 및 같은 법 시행령에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다. <개정 2008.2.4, 2012.1.26>"
007354,249911,조문,2,제2조(단기 산업교육시설의 학교규칙)
007354,249911,항,3,"① 「산업교육진흥 및 산학연협력촉진에 관한 법률」(이하 ""법""이라 한다) 제6조제1항에 따라 설치된 단기 산업교육시설(이하 ""단기 산업교육시설""이라 한다)의 장은 단기 산업교육시설의 운영에 관한 사항을 학교규칙으로 정한다."
007354,249911,항,4,② 제1항에 따른 학교규칙에는 다음 각 호의 사항이 포함되어야 한다.
007354,249911,호,5,1. 학과ㆍ학급 및 학생정원에 관한 사항
007354,249911,호,6,2. 교과ㆍ수업일수ㆍ수업시간 및 휴업일에 관한 사항
007354,249911,호,7,3. 입학ㆍ퇴학ㆍ휴학ㆍ수료 및 상벌에 관한 사항
007354,249911,호,8,4. 직원에 관한 사항
007354,249911,호,9,5. 그 밖에 운영에 필요한 사항
007354,249911,조문,10,"제2조의2(학력인정의 방법) 단기 산업교육시설의 장은 법 제6조제3항에 따른 전문대학에 상응하는 교육과정을 마친 사람에게 별지 제1호서식에 따른 학력인정서를 발급하고, 관련 내용을 별지 제2호서식에 따른 학력인정대장에 등재하여야 한다. <개정 2018.6.25>"
007354,249911,조문,11,제2조의3(산업교육센터의 지정)
007354,249911,항,12,"① 「산업교육진흥 및 산학연협력촉진에 관한 법률 시행령」(이하 ""영""이라 한다) 제15조의2제2항 각 호 외의 부분에 따른 지정신청서는 별지 제2호의2서식과 같다."
007354,249911,항,13,"② 영 제15조의2제2항제4호에서 ""교육부령으로 정하는 서류""란 같은 조 제1항제1호 각 목의 어느 하나에 해당하는 기관 또는 단체임을 증명하는 서류를 말한다."
007354,249911,항,14,"③ 제1항에 따른 지정신청서를 제출받은 교육부장관은 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통해 법인 등기사항증명서(법인인 경우에만 해당한다) 또는 사업자등록증명을 확인해야 한다. 다만, 신청인이 사업자등록증명 확인에 동의하지 않는 경우에는 그 서류를 제출하도록 해야 한다."
007354,249911,항,15,④ 영 제15조의2제3항에 따른 지정서는 별지 제2호의3서식과 같다.
007354,249911,조문,16,제3조(기술지주회사 설립인가의 절차)
007354,249911,항,17,"① 법 제36조의2제2항에 따라 기술지주회사의 설립인가를 받으려는 산학협력단은 별지 제3호서식의 기술지주회사 설립인가 신청서를 교육부장관에게 제출하여야 한다. 법 제36조의2제1항에 따라 두 개 이상의 기관이 공동으로 기술지주회사를 설립하는 경우에는 대표기관을 정하여 설립인가 신청서를 제출하여야 한다. <개정 2008.12.31, 2012.1.26, 2013.3.23, 2016.9.23>"
007354,249911,항,18,② 제1항에 따른 기술지주회사 설립인가 신청서에는 다음 각 호의 서류를 첨부하여야 한다.
007354,249911,호,19,1. 다음 각 목의 사항이 포함된 기술지주회사 설립계획서 1부
007354,249911,목,20,가. 설립목적
007354,249911,목,21,나. 출자내역 및 비율
007354,249911,목,22,다. 사업계획서(기술지주회사가 보유하게 될 인력 및 시설에 관한 사항을 포함한다)
007354,249911,호,23,2. 임원의 이력서 1부
007354,249911,항,24,"③ 교육부장관은 제1항에 따라 산학협력단이 제출한 기술지주회사 설립인가 신청서를 접수한 날부터 30일 이내에 그 결과를 신청인에게 통지하여야 한다. 다만, 부득이한 사유로 그 기간 내에 통지하지 못할 경우에는 1회에 한하여 20일의 범위에서 그 기간을 연장할 수 있다. <개정 2008.12.31, 2013.3.23>"
007354,249911,항,25,"④ 교육부장관은 기술지주회사의 설립을 인가할 때에는 별지 제4호서식의 기술지주회사 설립인가서를 신청인에게 발급하여야 하며, 인가하지 않을 때에는 그 사유를 명시하여 신청인에게 통지하여야 한다. <개정 2012.1.26, 2013.3.23>"
007354,249911,항,26,"⑤ 이 규칙에서 정한 사항 외에 기술지주회사 설립인가에 필요한 사항은 교육부장관이 정하여 고시한다. <개정 2008.12.31, 2013.3.23>"
007354,249911,조문,27,제4조(이의신청)
007354,249911,항,28,① 제3조제4항의 통지 내용에 이의가 있을 때에는 별지 제5호서식에 따라 이의신청을 할 수 있다.
007354,249911,항,29,② 교육부장관은 제1항에 따른 이의신청서를 접수한 날부터 30일 이내에 그 결과를 신청인에게 서면으로 통지하여야 한다. <개정 2013.3.23>
007354,249911,조문,30,제5조(계약학과 등의 신고절차)
007354,249911,항,31,"① 영 제8조의3제1항에 따른 계약학과등 설치ㆍ운영계획 신고서는 별지 제6호서식에 따르고, 같은 조 제2항에 따른 계약학과등 폐지계획 신고서는 별지 제7호서식에 따른다. <개정 2023.4.12>"
007354,249911,항,32,② 제1항에 따른 신고서에는 다음 각 호의 서류를 첨부하여야 한다.
007354,249911,호,33,1. 계약학과 등의 설치ㆍ운영(폐지)계획서 1부
007354,249911,호,34,2. 영 제8조제2항에 따른 산업교육기관의 학교규칙 개정안 1부
007354,249911,호,35,3. 계약학과 등의 운영세칙안(별도로 정한 경우에 한한다) 1부
007354,249911,호,36,4. 계약서안(설치ㆍ운영계획 신고의 경우에 한한다) 1부
