법령일련번호,MST,구분,문장번호,내용
000853,210142,조문,1,제1조(목적) 이 법은 한국문화의 심층 연구 및 교육 등을 통하여 한국학을 진흥하기 위하여 설립된 재단법인 한국학중앙연구원을 보호ㆍ육성함으로써 민족문화의 창달에 이바지함을 목적으로 한다.
000853,210142,조문,2,제2조(출연금)
000853,210142,항,3,"① 국가 또는 지방자치단체는 한국학중앙연구원(이하 ""연구원""이라 한다)의 기본 시설ㆍ설비 및 운영에 필요한 비용에 충당하기 위하여 연구원에 출연금(出捐金)을 지급할 수 있다."
000853,210142,항,4,② 제1항에 따른 출연금의 지급ㆍ사용 및 관리에 필요한 사항은 대통령령으로 정한다.
000853,210142,항,5,③ 개인이나 법인 또는 단체는 연구원의 사업을 지원하기 위하여 연구원에 금전이나 그 밖의 재산을 출연할 수 있다.
000853,210142,조문,6,제3조(국유재산ㆍ공유재산의 대부 등)
000853,210142,항,7,① 국가 또는 지방자치단체는 연구원의 설치와 육성을 위하여 필요한 국유재산이나 공유재산을 「국유재산법」 또는 「공유재산 및 물품 관리법」에도 불구하고 연구원에 무상으로 대부 또는 양여(讓與)하거나 무상으로 사용ㆍ수익하게 할 수 있다.
000853,210142,항,8,"② 제1항에 따른 국유재산ㆍ공유재산의 무상 대부ㆍ양여 또는 무상 사용ㆍ수익의 내용, 그 조건 및 절차 등에 필요한 사항은 대통령령으로 정한다."
000853,210142,조문,9,제4조(연구요원 등의 파견)
000853,210142,항,10,① 연구원은 그 목적을 달성하기 위하여 특히 필요한 경우에는 교육부장관을 거쳐 국가ㆍ지방자치단체 또는 교육기관ㆍ연구단체에 대하여 연구요원 등의 파견을 요청할 수 있다. <개정 2013.3.23>
000853,210142,항,11,② 제1항에 따른 요청을 받은 기관 또는 단체의 장은 연구원과 협의하여 그 소속원을 연구원에 파견할 수 있다.
000853,210142,항,12,"③ 제2항에 따라 연구원에 파견된 사람은 파견 기간 중 본래의 소속 기관에서 근무하는 것으로 보며, 파견을 이유로 신분상 불리한 처우를 받지 아니한다."
000853,210142,조문,13,제5조(자료의 제공 등)
000853,210142,항,14,① 연구원은 국가ㆍ공공단체ㆍ교육기관 및 연구단체에 대하여 인문과학ㆍ사회과학과 관련된 연구논문ㆍ조사서ㆍ보고서 등 간행물과 그 밖의 자료의 배부를 요청할 수 있다. 이 경우 요청을 받은 기관은 특별한 사유가 없으면 그 요청에 따라야 한다. <개정 2016.5.29>
000853,210142,항,15,② 연구원은 고전(古典) 등 연구에 필요한 희귀자료를 소장하고 있는 자에게 그 자료의 열람 또는 복사를 요청할 수 있다. 이 경우 요청을 받은 자는 특별한 사유가 없으면 요청에 따라야 한다.
000853,210142,항,16,③ 연구원은 제1항 및 제2항에 따라 자료를 제공한 자가 요구하는 경우에는 정당한 대가를 지급하여야 한다.
000853,210142,항,17,④ 제1항 및 제2항에 따라 연구원에 제공된 자료는 연구 목적 외의 용도로 사용할 수 없다.
000853,210142,조문,18,제6조(대학원의 설치 등)
000853,210142,항,19,① 연구원은 한국문화의 정수(精髓)를 연구하는 지도적(指導的) 인재를 양성하기 위하여 교육부장관의 인가를 받아 연구원에 대학원을 설치할 수 있다. <개정 2013.3.23>
000853,210142,항,20,"② 제1항에 따라 설치되는 대학원의 입학자격ㆍ교원ㆍ이수과정ㆍ학위수여에 관하여는 「고등교육법」 및 그 부속법령(附屬法令)에 따른다. 이 경우 ""총장""은 ""연구원장""으로 본다."
000853,210142,조문,21,제7조(사업계획서) 연구원은 매 회계연도의 사업계획서와 예산서를 작성하여 교육부장관에게 제출하여야 한다. 이를 변경하는 경우에도 또한 같다. <개정 2013.3.23>
000853,210142,조문,22,제8조(결산보고) 연구원은 매 회계연도의 세입ㆍ세출결산서에 해당 연도의 사업집행실적을 첨부하여 다음 연도 3월 말일까지 교육부장관에게 제출하여야 한다. <개정 2013.3.23>
000853,210142,조문,23,제9조(유사명칭 사용금지) 연구원이 아닌 자는 한국학중앙연구원 또는 이와 유사한 명칭을 사용할 수 없다.
000853,210142,조문,24,제10조(연구원시설 등의 이용)
000853,210142,항,25,① 연구원은 그 사업에 지장이 없는 범위에서 국가 또는 공공단체나 교육기관ㆍ연구단체 등에 대하여 연구ㆍ교육ㆍ훈련 또는 실습을 위하여 그 시설 등을 이용하게 할 수 있다.
000853,210142,항,26,"② 제1항에 따라 연구원의 시설 등이 이용되는 경우에는 그 연구원을 다른 법령 등에 따른 교육ㆍ훈련기관, 연구기관이나 그 밖의 연수기관으로 볼 수 있다."
000853,210142,조문,27,제11조(과태료)
000853,210142,항,28,① 제9조를 위반한 자에게는 500만원 이하의 과태료를 부과한다. <개정 2019.8.20>
000853,210142,항,29,② 제1항에 따른 과태료는 대통령령으로 정하는 바에 따라 교육부장관이 부과ㆍ징수한다. <개정 2013.3.23>
000853,210142,조문,30,제12조 삭제 <2005.1.27>
