법령일련번호,MST,구분,문장번호,내용
003436,227429,조문,1,"제1조(목적) 이 영은 독립공채상환에관한특별조치법(이하 ""법""이라 한다)에서 위임된 사항과 그 시행에 관하여 필요한 사항을 정함을 목적으로 한다."
003436,227429,조문,2,제2조(독립공채의 신고)
003436,227429,항,3,①독립공채의 상환을 받고자 하는 자는 법 제3조제1항의 규정에 의한 신고를 할 때에 독립공채의 원본을 신고서와 함께 제출하여야 한다.
003436,227429,항,4,"②기획재정부장관 또는 대한민국 재외공관의 장이 제1항의 규정에 의한 신고를 받은 때에는 신고접수증 및 독립공채의 원본대조필사본을 신고인에게 교부하여야 한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,항,5,"③제1항의 규정에 의하여 신고를 받은 대한민국 재외공관의 장은 신고서 및 독립공채의 원본을 기획재정부장관에게 송부하여야 한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,항,6,"④법 제3조제3항 단서에 의한 신고기간은 이 영 시행일부터 3년으로 한다. 다만, 이 영 시행 당시에 미수복지역 또는 미수교국에 거주함으로 인하여 위 신고기간내에 신고할 수 없는 자에 대한 신고기간은 기획재정부장관이 정하는 날부터 3년으로 한다. <신설 1994.6.30, 1994.12.23, 2008.2.29>"
003436,227429,조문,7,제3조(상환)
003436,227429,항,8,"①기획재정부장관은 제2조의 규정에 의하여 신고된 독립공채의 진위를 확인하고 법 제4조의 규정에 의하여 상환금을 결정한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,항,9,"②기획재정부장관은 제1항의 규정에 의하여 상환금을 결정한 때에는 이를 당해 신고인과 제9조의 규정에 의한 상환금 지급기관에 각각 통지하여야 한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,조문,10,제4조(위원회의 구성)
003436,227429,항,11,"①법 제5조제1항의 규정에 의한 독립공채상환위원회(이하 ""위원회""라 한다)는 위원장 1인을 포함한 위원9인이내로 구성한다."
003436,227429,항,12,"②위원장은 기획재정부 고위공무원단에 속하는 일반직공무원 중 기획재정부장관이 정하는 자가 되고, 위원은 다음 각호의 자로 한다. <개정 1994.12.23, 1998.4.1, 2001.6.30, 2006.6.12, 2008.2.29, 2010.8.13, 2013.3.23, 2014.11.19, 2017.7.26>"
003436,227429,호,13,1. 6등급 내지 9등급 직위 외무공무원중에서 기획재정부장관의 요청에 의하여 외교부장관이 지명하는 자 1인
003436,227429,호,14,"2. 국립과학수사연구원의 3급 공무원, 4급 공무원 또는 고위공무원단에 속하는 일반직공무원중에서 기획재정부장관의 요청에 의하여 행정안전부장관이 지명하는 자 1인"
003436,227429,호,15,3. 법무부의 3급 공무원ㆍ4급 공무원ㆍ고위공무원단에 속하는 일반직공무원 또는 검사중에서 기획재정부장관의 요청에 의하여 법무부장관이 지명하는 자 1인
003436,227429,호,16,4. 한국은행의 집행간부 및 직원중에서 기획재정부장관의 요청에 의하여 한국은행총재가 지명하는 자 1인
003436,227429,호,17,5. 한국조폐공사의 임원 및 직원중에서 기획재정부장관의 요청에 의하여 한국조폐공사사장이 지명하는 자 1인
003436,227429,호,18,6. 학계ㆍ법조계등 사회 각분야에 종사하고 있는 자로서 관련업무에 관한 지식과 경험이 풍부한 자 중에서 기획재정부장관이 위촉하는 자 3인 이내
003436,227429,조문,19,제5조(위원회의 기능) 위원회는 다음 각호의 사항을 심의한다.
003436,227429,항,20,
003436,227429,호,21,1. 독립공채의 진위확인
003436,227429,호,22,2. 신고된 독립공채의 상환금 결정
003436,227429,호,23,3. 독립공채의 신고 및 상환업무에 따르는 절차
003436,227429,호,24,4. 그밖에 독립공채의 신고 및 상환에 관한 중요사항
003436,227429,조문,25,제6조(위원장의 직무등)
003436,227429,항,26,①위원장은 회의를 소집ㆍ주재하고 사무를 총괄한다. <개정 2021.1.5>
003436,227429,항,27,②위원장이 사고가 있는 때에는 위원장이 지명하는 위원이 그 직무를 대행한다.
003436,227429,항,28,③위원장은 제5조 각호의 사항을 심의하기 위하여 필요한 때에는 위원회에 참고인 기타 관계인의 출석을 요구할 수 있다.
003436,227429,조문,29,제7조(간사등)
003436,227429,항,30,①위원회의 서무를 처리하기 위하여 위원회에 간사 1인 및 서기 2인을 둔다.
003436,227429,항,31,"②간사 및 서기는 기획재정부소속 공무원중에서 기획재정부장관이 임명한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,조문,32,제8조(관계기관의 협조등)
003436,227429,항,33,"①기획재정부장관은 신고된 독립공채의 진위를 확인하기 위하여 전문기관으로 하여금 감정 기타 증거조사를 하게 할 수 있다. <개정 1994.12.23, 2008.2.29>"
003436,227429,항,34,"②기획재정부장관은 독립공채의 상환업무를 위하여 필요한 때에는 관계행정기관 기타 단체에 대하여 서류의 제출이나 의견의 진술 기타 필요한 협조를 요청할 수 있다. <개정 1994.12.23, 2008.2.29>"
003436,227429,조문,35,제9조(상환금의 지급)
003436,227429,항,36,"①기획재정부장관은 예산회계법 제66조제1항 및 동법 제114조제1항의 규정에 의하여 한국은행 또는 외교부 소속 공무원(이하 ""상환금지급기관""이라 한다)으로 하여금 독립공채의 상환금을 지급하게 할 수 있다. <개정 1989.12.29, 1994.12.23, 2008.2.29, 2013.3.23>"
003436,227429,항,37,"②제1항의 규정에 의한 상환금지급기관은 매분기의 상환금지급결과를 분기종료후 30일이내에 기획재정부장관에게 보고하여야 한다. <개정 1994.12.23, 2008.2.29>"
003436,227429,조문,38,"제10조(수당등의 지급) 위원회에 출석한 위원중 공무원이 아닌 자, 위원회에 출석하여 진술을 한 자, 감정 기타 증거조사를 한 기관에 대하여는 예산의 범위안에서 수당 또는 실비를 지급할 수 있다."
