법령일련번호,MST,구분,문장번호,내용
003329,249763,조문,1,제1조(목적) 이 영은 「대통령 등의 경호에 관한 법률」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
003329,249763,조문,2,"제2조(가족의 범위) 「대통령 등의 경호에 관한 법률」(이하 ""법""이라 한다) 제4조제1항제1호 및 제2호에 따른 가족은 대통령 및 대통령당선인의 배우자와 직계존비속으로 한다."
003329,249763,조문,3,"제3조(전직대통령 등의 경호) 법 제4조제1항제3호에 따라 전직대통령과 그 배우자의 경호에는 다음 각호의 조치를 포함한다. <개정 2012.5.1, 2013.3.23, 2013.8.20, 2017.7.26>"
003329,249763,항,4,
003329,249763,호,5,1. 경호안전상 별도주거지 제공(별도주거지는 본인이 마련할 수 있다)
003329,249763,호,6,"2. 현거주지 및 별도주거지에 경호를 위한 인원의 배치, 필요한 경호의 담당"
003329,249763,호,7,"3. 요청이 있는 경우 대통령전용기, 헬리콥터 및 차량 등 기동수단의 지원"
003329,249763,호,8,"4. 그 밖에 대통령경호처장(이하 ""처장""이라 한다)이 관계기관과 협의하여 정한 사항"
003329,249763,조문,9,제3조의2(경호등급)
003329,249763,항,10,"① 처장은 법 제4조제1항제5호 및 제6호에 따른 경호대상자의 경호임무를 수행하기 위하여 해당 경호대상자의 지위와 경호위해요소, 해당 국가의 정치상황, 국제적 상징성, 상호주의 측면, 적대국가 유무 등 국제적 관계를 고려하여 경호등급을 구분하여 운영할 수 있다. <개정 2013.3.23, 2017.7.26>"
003329,249763,항,11,"② 제1항에 따라 경호등급을 구분하여 운영하는 경우에는 외교부장관, 국가정보원장 및 경찰청장과 미리 협의하여야 한다. <개정 2013.3.23>"
003329,249763,항,12,"③ 제1항의 경호등급과 관련하여 필요한 사항은 처장이 따로 정한다. <개정 2013.3.23, 2017.7.26>"
003329,249763,조문,13,제3조의3(경호업무 수행 관련 관계기관 간의 협조 등)
003329,249763,항,14,"① 처장은 법 제4조에 규정된 경호대상에 대한 경호를 위하여 필요한 경우 대통령비서실, 국가안보실 및 경호ㆍ안전관리 업무를 지원하는 관계기관에 근무할 예정인 사람에게 신원진술서 및 「가족관계의 등록 등에 관한 법률」에서 정하는 증명서와 그 밖에 필요한 자료의 제출을 요구할 수 있다. 이 경우 처장은 제출된 자료의 내용을 확인하기 위하여 관계기관에 조회 또는 그 밖에 필요한 협조를 요청할 수 있다. <개정 2017.7.26>"
003329,249763,항,15,② 처장은 법 제5조제3항에 따른 안전 활동 등 경호업무를 효율적으로 수행하기 위하여 필요한 경우에는 관계기관에 대하여 경호구역에 출입하려는 사람의 범죄경력 조회 또는 사실 증명 등 필요한 협조를 요청할 수 있다. <개정 2017.7.26>
003329,249763,조문,16,제4조(경호구역의 지정) 법 제5조제1항에 따라 경호구역을 지정할 때에는 경호업무 수행에 대한 위해 요소와 구역이나 시설의 지리적ㆍ물리적 특성 등을 고려해 지정한다.
003329,249763,조문,17,제4조의2(경호ㆍ안전 대책기구의 구성시기 및 운영기간)
003329,249763,항,18,"① 법 제5조의2제1항에 따른 경호ㆍ안전 대책기구(이하 ""경호ㆍ안전 대책기구""라 한다)의 구성시기 및 운영기간은 다자간 정상회의의 규모ㆍ성격, 경호 환경 등을 고려하여 처장이 정한다. <개정 2013.3.23, 2017.7.26>"
003329,249763,항,19,② 경호ㆍ안전 대책기구의 운영기간은 다자간 정상회의별로 1년 6개월을 초과할 수 없다.
003329,249763,조문,20,제4조의3(경호ㆍ안전 대책기구의 구성 및 운영 등)
003329,249763,항,21,① 경호ㆍ안전 대책기구의 장은 다자간 정상회의의 경호 및 안전관리 활동에 관한 업무를 총괄한다.
003329,249763,항,22,② 경호ㆍ안전 대책기구는 소속공무원과 관계기관에서 파견된 공무원으로 구성한다.
003329,249763,항,23,③ 제1항 및 제2항에서 규정한 사항 외에 경호ㆍ안전 대책기구의 구성 및 운영에 필요한 사항은 경호ㆍ안전 대책기구의 장이 관계기관의 장과 협의하여 정한다.
003329,249763,조문,24,제4조의4(국가중요시설 등에 대한 인력 배치 등)
003329,249763,항,25,"① 법 제5조의2제5항에 따른 인력 배치 및 장비 운용은 같은 항에 따른 협의를 거친 후 경호구역 내에서는 경호ㆍ안전 대책기구의 장이, 경호구역 외의 지역에서는 해당 국가중요시설 또는 불특정 다수인이 이용하는 시설의 안전관리를 담당하는 관계기관의 장이 각각 주관하여 실시한다."
003329,249763,항,26,② 법 제5조의2제5항에 따른 인력 배치 및 장비 운용 기간은 다자간 정상회의별로 6개월을 초과할 수 없다.
003329,249763,조문,27,제5조(직급) 경호공무원의 계급별 직급의 명칭은 별표 1과 같다.
003329,249763,조문,28,제6조 삭제 <2008.2.29>
003329,249763,조문,29,제6조의2 삭제 <2008.2.29>
003329,249763,조문,30,제7조(인사위원회의 설치)
003329,249763,항,31,"①대통령경호처(이하 ""경호처""라 한다) 직원의 인사에 관한 정책 및 그 운용에 관한 중요사항을 심의하기 위하여 인사위원회 및 인사실무위원회를 둔다. <개정 2008.2.29, 2013.3.23, 2017.7.26, 2022.5.9>"
003329,249763,항,32,"②인사위원회는 위원장 1인과 5인 이상 7인 이하의 위원으로 구성하며, 위원장은 2급 이상 직원중에서, 위원은 3급 이상 직원중에서 각각 처장이 임명한다. <개정 2005.6.30, 2008.2.29, 2013.3.23, 2017.7.26>"
003329,249763,항,33,"③인사실무위원회는 위원장 1인과 5인 이상 7인 이하의 위원으로 구성하며, 위원장은 3급 이상 직원중에서, 위원은 4급 이상 직원중에서 각각 처장이 임명한다. <개정 2005.6.30, 2008.2.29, 2013.3.23, 2017.7.26>"
003329,249763,항,34,④인사위원회 및 인사실무위원회의 회의 기타 운영에 관하여 필요한 사항은 처장이 정한다. <개정 2017.7.26>
003329,249763,조문,35,제8조(인사위원회의 직무 등) 인사위원회는 인사에 관하여 인사실무위원회와 관계부서에서 제안한 인사정책 및 그 운용에 관한 사항등을 심의하여 처장에게 건의한다. <개정 2017.7.26>
003329,249763,조문,36,"제9조(임용) 경호처 직원의 임용은 학력ㆍ자격ㆍ경력을 기초로 하며, 시험성적ㆍ근무성적, 그 밖의 능력의 실증에 의하여 행한다. <개정 1999.12.31, 2013.11.20, 2014.12.8, 2017.7.26>"
003329,249763,조문,37,제9조의2(임용 직원의 임용 자격 확인 등)
003329,249763,항,38,"① 처장은 법 제8조제1항에 따라 직원을 임용할 때에는 임용 대상자의 건강 상태, 사상의 건전성, 품행 및 제9조의 학력ㆍ자격ㆍ경력을 확인하기 위하여 임용 대상자에게 신원진술서, 학력증명서, 경력증명서, 건강진단서, 「가족관계의 등록 등에 관한 법률」에서 정하는 증명서와 그 밖에 필요한 자료의 제출을 요구할 수 있다. <개정 2017.7.26>"
003329,249763,항,39,② 처장은 제1항의 자료의 내용을 확인하기 위하여 관계기관에 조회 또는 그 밖에 필요한 협조를 요청할 수 있다. <개정 2017.7.26>
003329,249763,항,40,③ 제1항 및 제2항에서 규정한 사항 외에 임용 직원의 임용 자격 확인 등에 필요한 사항은 처장이 정한다. <개정 2017.7.26>
003329,249763,조문,41,제10조(신규채용)
003329,249763,항,42,"①경호공무원 및 일반직공무원의 신규채용은 공개경쟁채용시험으로 한다. <개정 2013.11.20, 2018.12.18>"
003329,249763,항,43,"②제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 경력 등 응시요건을 정하여 같은 사유에 해당하는 다수인을 대상으로 경쟁하는 방법으로 채용하는 시험으로 경호공무원 및 일반직공무원을 신규채용할 수 있다. 다만, 제2호, 제3호 또는 제5호의 어느 하나에 해당하는 경우로서 다수인을 대상으로 시험을 실시하는 것이 적당하지 아니한 경우에는 다수인을 대상으로 하지 아니한 시험으로 경호공무원 및 일반직공무원을 신규채용할 수 있다. <개정 2003.6.30, 2005.6.30, 2012.5.1, 2018.12.18>"
003329,249763,호,44,1. 공개경쟁채용시험에 의한 채용이 곤란한 임용예정직에 관련된 자격증 소지자를 임용하는 경우
003329,249763,호,45,2. 임용예정직에 상응하는 근무실적 또는 연구실적이 3년 이상인 자를 임용하는 경우
003329,249763,호,46,3. 임용예정직에 상응하는 전문지식ㆍ경험ㆍ기술이 있는 자를 1급 또는 2급의 경호공무원으로 임용하는 경우
003329,249763,호,47,4. 외국어에 능통하고 국제적 소양과 전문지식을 지닌 자를 임용하는 경우
003329,249763,호,48,5. 법 제10조제1항제3호의 사유로 퇴직하거나 「국가공무원법」 제71조제1항제1호의 휴직기간만료로 인하여 퇴직한 경호공무원 또는 일반직공무원을 퇴직한 날부터 3년 이내에 퇴직시에 재직한 직급의 직원으로 재임용하는 경우
003329,249763,항,49,③별정직공무원의 신규채용은 비서ㆍ공보ㆍ의무ㆍ운전ㆍ사범ㆍ교관ㆍ사진 등의 특수분야를 대상으로 한다. <신설 2005.6.30>
003329,249763,조문,50,제11조(시보임용)
003329,249763,항,51,①5급 이하 경호공무원 또는 일반직공무원을 신규채용하는 경우에는 1년 이내의 기간동안 시보로 임용하고 그 기간중에 근무성적과 교육훈련성적이 양호한 경우에 정규직원으로 임용한다. <개정 2013.11.20>
