법령일련번호,MST,구분,문장번호,내용
000945,192430,조문,1,제1조(목적) 이 법은 공군의 항공과학 분야 부사관이 될 자에게 필요한 교육을 실시하기 위하여 공군항공과학고등학교를 설치하고 그 운영에 관한 사항을 규정함을 목적으로 한다.
000945,192430,조문,2,"제2조(설치) 공군항공과학고등학교(이하 ""학교""라 한다)는 공군에 둔다."
000945,192430,조문,3,제3조(수업연한) 학교의 수업연한은 3년으로 한다.
000945,192430,조문,4,"제4조(입학자격) 학교에 입학할 수 있는 자는 「초ㆍ중등교육법」제47조제1항의 규정에 따른 고등학교 입학자격이 있는 자로서 15세 이상 17세 미만인 자로 한다. 다만, 다음 각 호의 어느 하나에 해당하는 자는 입학할 수 없다."
000945,192430,항,5,
000945,192430,호,6,1. 「군인사법」 제10조제2항 각 호의 어느 하나에 해당하는 자
000945,192430,호,7,2. 학칙이 규정하는 신체기준에 미달한 자
000945,192430,조문,8,제5조(병적) 학생은 입학한 날에 부사관후보생의 병적에 편입한다.
000945,192430,조문,9,제6조(교육과정)
000945,192430,항,10,①학교의 교육과정은 군사학 과정과 일반학 과정으로 구성된다. 이 경우 교육과정의 구체적인 사항에 관하여는 국방부장관이 정한다.
000945,192430,항,11,②일반학 과정은 「초ㆍ중등교육법」제45조의 규정에 따른 고등학교 교육의 목적을 실현하는데 충분한 것이어야 한다.
000945,192430,항,12,③일반학 과정의 교육과정 및 시설ㆍ설비에 관하여는 「초ㆍ중등교육법」제4조 및 제23조의 규정을 준용한다.
000945,192430,조문,13,제7조(교장과 교직원)
000945,192430,항,14,"①학교에 교장과 교직원으로 부교장, 교관 및 행정직원을 둔다."
000945,192430,항,15,②교장은 공군의 장성급(將星級) 또는 영관급 장교 중에서 공군참모총장의 제청에 의하여 국방부장관이 보한다. <개정 2017.3.21>
000945,192430,항,16,③교직원은 대통령령이 정하는 군인 및 군무원으로 한다.
000945,192430,조문,17,제8조(교직원의 자격 및 임용)
000945,192430,항,18,①제6조제1항의 규정에 따른 일반학 과정의 교육을 담당하는 교관의 자격에 관하여는 「초ㆍ중등교육법」 제21조제2항의 규정을 준용한다.
000945,192430,항,19,"②일반학 과정의 교육을 담당하는 교관은 국방부장관이 교육부장관의 동의를 얻어 임명한다. <개정 2008.2.29, 2013.3.23>"
000945,192430,조문,20,제9조(부서의 설치)
000945,192430,항,21,"①학교에 군사교육과ㆍ보통교육과 및 전문교육과를 둔다. 다만, 국방부장관은 학교의 운영을 위하여 필요하다고 인정할 때에는 과를 폐합 또는 증설하거나 과 외의 필요한 부서를 둘 수 있다."
000945,192430,항,22,②제1항의 규정에 따른 과의 설치ㆍ폐합 또는 증설 등에 관하여 필요한 사항은 대통령령으로 정한다.
000945,192430,조문,23,제10조(졸업자의 임용 등) 3년의 학교 교육과정을 이수하고 졸업한 자는 「군인사법」제3조의 규정에 따른 공군의 하사로 임용한다. 이 경우 복무는 같은 법 제6조의 규정에 따른 장기복무로 한다.
000945,192430,조문,24,제11조(자격인정) 학교를 졸업한 자는 「초ㆍ중등교육법」의 규정에 따른 고등학교를 졸업한 것으로 본다.
000945,192430,조문,25,제12조(학교운영위원회)
000945,192430,항,26,①다음 각 호의 학교운영 사항에 관하여 교장의 자문에 응하기 위하여 학교에 학교운영위원회를 둔다.
000945,192430,호,27,1. 교육계획 심의에 관한 사항
000945,192430,호,28,2. 신입생 선발 및 퇴교 심의에 관한 사항
000945,192430,호,29,3. 그 밖에 학교운영의 중요한 정책에 관한 사항
000945,192430,항,30,"②학교운영위원회는 다음 각 호의 위원으로 구성하고, 위원장은 위원 중에서 무기명투표로 선출한다. <개정 2014.3.11>"
000945,192430,호,31,1. 학부모위원
000945,192430,호,32,2. 교직원위원
000945,192430,호,33,3. 지역위원
000945,192430,항,34,③위원장은 학교운영위원회의 업무를 총괄하고 회의를 소집하며 그 의장이 된다.
000945,192430,항,35,④학교운영위원회의 구성 및 운영 등에 관하여 필요한 사항은 대통령령으로 정한다.
000945,192430,조문,36,제13조(결격사유)
000945,192430,항,37,① 「국가공무원법」 제33조 각 호의 어느 하나에 해당하는 사람은 학교운영위원회의 위원으로 선출될 수 없다.
000945,192430,항,38,② 학교운영위원회의 위원이 「국가공무원법」 제33조 각 호의 어느 하나에 해당할 때에는 당연히 퇴직한다.
