법령일련번호,MST,구분,문장번호,내용
010519,241443,조문,1,제1조(목적) 이 영은 「학교안전사고 예방 및 보상에 관한 법률」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
010519,241443,조문,2,"제2조(교육활동과 관련된 시간) 「학교안전사고 예방 및 보상에 관한 법률」(이하 ""법""이라 한다) 제2조제4호다목에서 ""대통령령이 정하는 시간""이란 다음 각 호의 어느 하나에 해당하는 시간을 말한다. <개정 2012.3.30>"
010519,241443,항,3,
010519,241443,호,4,1. 통상적인 경로 및 방법에 의한 등ㆍ하교 시간
010519,241443,호,5,2. 휴식시간 및 교육활동 전후의 통상적인 학교체류시간
010519,241443,호,6,"3. 학교의 장(이하 ""학교장""이라 한다)의 지시에 의하여 학교에 있는 시간"
010519,241443,호,7,"4. 학교장이 인정하는 직업체험, 직장견학 및 현장실습 등의 시간"
010519,241443,호,8,5. 기숙사에서 생활하는 시간
010519,241443,호,9,6. 학교 외의 장소에서 교육활동이 실시될 경우 집합 및 해산 장소와 집 또는 기숙사 간의 합리적 경로와 방법에 의한 왕복 시간
010519,241443,조문,10,"제3조(학교장의 관리ㆍ감독하의 질병) 법 제2조제6호에서 ""대통령령이 정하는 것""이란 다음 각 호의 어느 하나에 해당하는 질병을 말한다."
010519,241443,항,11,
010519,241443,호,12,1. 학교급식이나 가스 등에 의한 중독
010519,241443,호,13,2. 일사병(日射病)
010519,241443,호,14,3. 이물질의 섭취 등에 의한 질병
010519,241443,호,15,4. 이물질과의 접촉에 의한 피부염
010519,241443,호,16,5. 외부 충격 및 부상이 직접적인 원인이 되어 발생한 질병
010519,241443,조문,17,제4조(학교안전사고 예방 기본계획의 수립)
010519,241443,항,18,"① 교육부장관은 법 제4조제1항에 따른 학교안전사고 예방에 관한 기본계획(이하 ""기본계획""이라 한다)을 법 제4조의2에 따른 학교안전사고예방위원회의 심의를 거쳐 기본계획 개시연도의 전년도 10월 31일까지 확정하여야 한다."
010519,241443,항,19,② 교육부장관은 제1항에 따라 수립ㆍ확정된 기본계획을 관계 중앙행정기관의 장과 교육감에게 통보하여야 한다.
010519,241443,조문,20,제5조(학교안전사고 예방 지역계획의 수립)
010519,241443,항,21,"① 교육감은 법 제4조제5항에 따른 학교안전사고 예방에 관한 지역계획(이하 ""지역계획""이라 한다)을 시행 전년도 12월 31일까지 수립하여야 한다."
010519,241443,항,22,② 지역계획에는 다음 각 호의 사항이 포함되어야 한다.
010519,241443,호,23,1. 기본계획에 대한 세부 집행계획
010519,241443,호,24,2. 법 제4조제7항에 따른 학교계획 및 그 추진실적의 평가 결과에 대한 조치계획
010519,241443,호,25,3. 그 밖에 학교안전사고 예방과 관련하여 교육감이 필요하다고 인정하는 사항
010519,241443,조문,26,제6조(학교안전사고 예방 학교계획의 수립)
010519,241443,항,27,"① 학교장은 법 제4조제6항에 따라 학교안전사고 예방에 관한 학교계획(이하 ""학교계획""이라 한다)을 「초ㆍ중등교육법」 제31조에 따른 학교운영위원회(유치원의 경우에는 「유아교육법」 제19조의3에 따른 유치원운영위원회를 말한다)의 심의를 거쳐 시행연도 2월 말일까지 수립하여야 한다."
010519,241443,항,28,② 학교계획에는 다음 각 호의 사항이 포함되어야 한다.
010519,241443,호,29,1. 기본계획 및 지역계획에 대한 세부 집행계획
010519,241443,호,30,2. 법 제4조제7항에 따른 학교계획 및 그 추진실적의 평가 결과에 대한 조치계획
010519,241443,호,31,3. 그 밖에 학교안전사고 예방과 관련하여 학교장이 필요하다고 인정하는 사항
010519,241443,조문,32,제7조(학교계획 및 추진실적의 평가)
010519,241443,항,33,① 법 제4조제7항에 따라 교육감이  학교계획 및 그 추진실적을 평가할 수 있도록 학교장은 해당 연도의 학교계획 및 지난해의 학교계획에 대한 추진실적을 매년 3월 31일까지 교육감에게 제출하여야 한다.
010519,241443,항,34,② 교육감은 다음 각 호의 기준에 따라 학교계획 및 그 추진실적을 평가한 후 그 결과를 매년 6월 30일까지 교육부장관에게 제출하여야 한다.
010519,241443,호,35,1. 학교계획: 기본계획 및 지역계획에서 정한 내용의 반영 여부
010519,241443,호,36,2. 추진실적: 지난해의 학교계획에 따른 업무별 추진 실적
010519,241443,호,37,3. 그 밖에 교육감이 평가에 필요하다고 인정하는 사항
010519,241443,조문,38,"제7조의2(학교안전사고예방위원회의 구성) 법 제4조의2제3항제4호에서 ""대통령령으로 정하는 관계 중앙행정기관 소속 공무원""이란 다음 각 호의 기관의 고위공무원단에 속하는 공무원 중 소속 기관의 장이 추천하는 사람을 말한다. <개정 2017.7.26>"
010519,241443,항,39,
010519,241443,호,40,1. 교육부
010519,241443,호,41,1의2. 행정안전부
010519,241443,호,42,2. 보건복지부
010519,241443,호,43,3. 고용노동부
010519,241443,호,44,4. 국토교통부
010519,241443,호,45,5. 해양수산부
010519,241443,호,46,6. 삭제 <2017.7.26>
010519,241443,호,47,7. 경찰청
010519,241443,호,48,8. 그 밖에 교육부장관이 필요하다고 인정하는 중앙행정기관
010519,241443,조문,49,제7조의3(학교안전사고예방위원회의 운영 등)
010519,241443,항,50,"① 법 제4조의2제1항에 따른 학교안전사고예방위원회(이하 ""예방위원회""라 한다)의 위원장(이하 이 조 및 제7조의4에서 ""위원장""이라 한다)은 예방위원회를 대표하고, 예방위원회의 회의를 주재하며, 소관 사무를 총괄한다."
010519,241443,항,51,② 위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 위원장이 미리 지명한 위원이 그 직무를 대행한다.
010519,241443,항,52,③ 위촉위원의 임기는 2년으로 한다.
010519,241443,항,53,④ 예방위원회의 회의는 교육부장관 또는 위원장이 필요하다고 인정하거나 재적위원 3분의 1 이상이 요청하는 경우 위원장이 소집한다.
010519,241443,항,54,"⑤ 예방위원회의 회의는 재적위원 과반수의 출석으로 개의(開議)하고, 출석위원 과반수의 찬성으로 의결한다."
010519,241443,항,55,⑥ 위원장은 회의 안건과 관련하여 필요하다고 인정하는 경우에는 관계 공무원과 민간전문가 등을 회의에 참석하여 발언하게 하거나 관계 기관의 장에게 자료의 제출을 요청할 수 있다. 이 경우 요청을 받은 관계 공무원과 관계 기관의 장은 특별한 사유가 없으면 이에 따라야 한다.
010519,241443,항,56,⑦ 제1항부터 제6항까지에서 규정한 사항 외에 예방위원회의 운영에 필요한 사항은 예방위원회의 의결을 거쳐 위원장이 정한다.
010519,241443,조문,57,제7조의4(분과위원회의 구성ㆍ운영)
010519,241443,항,58,"① 법 제4조의2제4항에 따라 예방위원회에 두는 분과위원회(이하 ""분과위원회""라 한다)는 다음 각 호와 같다."
010519,241443,호,59,1. 기본계획 총괄 분과위원회
010519,241443,호,60,2. 학교안전교육 분과위원회
010519,241443,호,61,3. 학교안전사고 예방사업 분과위원회
010519,241443,호,62,4. 그 밖에 위원장이 필요하다고 인정하는 분과위원회
010519,241443,항,63,② 분과위원회는 다음 각 호의 업무를 담당한다.
010519,241443,호,64,1. 법 제4조의2제1항에 따른 예방위원회 심의사항의 사전 검토
010519,241443,호,65,2. 위원장이 상정하는 사항에 대한 검토
010519,241443,항,66,③ 분과위원회의 위원장과 위원은 교육부장관이 위원장과 협의하여 예방위원회 위원 중에서 지명한다.
010519,241443,항,67,④ 제1항부터 제3항까지에서 규정한 사항 외에 분과위원회의 구성 및 운영에 필요한 사항은 예방위원회의 의결을 거쳐 위원장이 정한다.
010519,241443,조문,68,제7조의5(실태조사의 내용 및 방법)
010519,241443,항,69,① 교육부장관 및 교육감이 법 제4조의3제1항에 따라 실시하는 실태조사에는 다음 각 호의 사항이 포함되어야 한다.
010519,241443,호,70,1. 학교안전사고의 원인 및 사고유형별 현황
010519,241443,호,71,2. 학교안전사고 공제사업의 운영 현황
