법령일련번호,MST,구분,문장번호,내용
002854,245699,조문,1,"제1조(목적) 이 영은 「국방대학교 설치법」에서 위임된 사항과 그 시행에 관하여 필요한 사항을 규정함을 목적으로 한다. <개정 2009.10.19, 2015.2.3>"
002854,245699,조문,2,제2조(안전보장대학원)
002854,245699,항,3,"①「국방대학교 설치법」(이하 ""법""이라 한다) 제3조제1항에 따른 안전보장대학원은 국가안전보장정책 및 군사전략에 관한 학술을 교수(敎授)한다. <개정 2009.10.19, 2015.2.3>"
002854,245699,항,4,"②안전보장대학원에 교학처를 두되, 교학처장은 교수중에서 원장의 제청으로 국방대학교 총장(이하 ""총장""이라 한다)이 임명한다. <개정 2022.12.6>"
002854,245699,조문,5,제3조(국방관리대학원)
002854,245699,항,6,①법 제3조제1항의 규정에 의한 국방관리대학원은 국방자원관리ㆍ정보자원관리 및 국방과학에 관한 학술을 교수한다.
002854,245699,항,7,"②국방관리대학원에 교학처를 두되, 교학처장은 교수중에서 원장의 제청으로 총장이 임명한다. <개정 2022.12.6>"
002854,245699,조문,8,제4조 삭제 <2014.12.9>
002854,245699,조문,9,제5조(직무연수부)
002854,245699,항,10,①법 제3조제1항의 규정에 의한 직무연수부는 국방부장관이 정하는 특별과정에 관하여 필요한 학술을 교수한다.
002854,245699,항,11,"② 직무연수부장은 3급 이상 군무원  또는 교수 중에서 총장이 임명하되, 교수 중에서 임명하는 경우 그 임기는 2년으로 한다. <개정 2022.12.6>"
002854,245699,조문,12,제6조(교수부 등)
002854,245699,항,13,"①법 제3조제2항의 규정에 의하여 국방대학교에 두는 하부조직은 다음 각호와 같다. <개정 2015.2.3, 2022.12.6>"
002854,245699,호,14,1. 교수부
002854,245699,호,15,2. 기획조정실
002854,245699,호,16,3. 행정지원부
002854,245699,호,17,4. 대외협력실
002854,245699,호,18,5. 국제평화활동센터
002854,245699,항,19,"② 제1항에 따른 국방대학교의 하부조직별 업무는 다음 각 호와 같다. <개정 2015.2.3, 2022.12.6>"
002854,245699,호,20,"1. 교수부: 국방대학교의 교육과 교수ㆍ부교수 및 조교수(이하 ""교수등""이라 한다)의 임용ㆍ운용 등 교수등의 인사에 관한 업무"
002854,245699,호,21,2. 기획조정실: 국방대학교의 학교발전계획에 관한 업무 및 국방대학교의 조직과 예산의 편성ㆍ운영ㆍ집행 등에 관한 업무
002854,245699,호,22,3. 행정지원부: 국방대학교의 교수등 외의 사람에 대한 임용ㆍ운용 등의 인사에 관한 업무 및 군수물자의 조달ㆍ보급ㆍ수송 등 군수지원에 관한 업무
002854,245699,호,23,4. 대외협력실: 국내외 교류협력 및 국방대학교 홍보 활동에 관한 업무
002854,245699,호,24,5. 국제평화활동센터: 해외파병 관련자 교육 및 국제평화활동 분야의 군사 업무에 관한 정책연구 업무
002854,245699,항,25,"③교수부ㆍ기획조정실ㆍ행정지원부ㆍ대외협력실 및 국제평화활동센터의 사무분장ㆍ조직에 관하여는 국방부장관이 정하고, 운영에 관하여 필요한 사항은 총장이 정한다. <개정 2015.2.3, 2022.12.6>"
002854,245699,조문,26,"제7조(학위과정의 수업연한 등) 법 제4조제2항에 따른 학위과정은 석사학위과정과 박사학위과정으로 하고, 그 수업연한은 석사학위과정은 2년 이상, 박사학위과정은 3년 이상으로 한다. <개정 2001.9.12, 2007.10.23>"
002854,245699,조문,27,"제8조(기관 또는 단체의 범위) 법 제5조 본문에서 ""기타 대통령령이 정하는 기관 또는 단체""라 함은 다음 각호의 1에 해당하는 기관 또는 단체를 말한다."
002854,245699,항,28,
002854,245699,호,29,1. 교육기관 및 학술단체
002854,245699,호,30,2. 정부투자기관 또는 정부출연기관
002854,245699,호,31,3. 방송사ㆍ신문사 또는 통신사 등 언론기관
002854,245699,호,32,4. 경제ㆍ사회단체
002854,245699,호,33,5. 기업체
002854,245699,조문,34,제9조(입학자격)
002854,245699,항,35,"①안전보장대학원ㆍ국방관리대학원의 기본과정에 입학할 수 있는 사람은 다음 각 호의 어느 하나에 해당하는 사람으로 한다. <개정 2006.6.12, 2022.12.6>"
002854,245699,호,36,1. 현역장교로서 각군대학을 졸업한 사람
002854,245699,호,37,2. 4급 이상의 공무원ㆍ군무원 또는 고위공무원단에 속하는 일반직공무원
