법령일련번호,MST,구분,문장번호,내용
007449,257427,조문,1,제1장 총칙
007449,257427,조문,2,제1조(목적) 이 규칙은 「선박법」 및 같은 법 시행령에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
007449,257427,조문,3,"제2조(외국선박의 불개항장에의 기항 등의 허가신청) 「선박법」(이하 ""법""이라 한다) 제6조 단서에 따라 불개항장에 기항(寄港)하거나 국내 각 항간(港間)에서 여객 또는 화물을 운송하기 위하여 허가를 받으려는 자는 별지 제1호서식의 불개항장 기항 등 허가신청서(전자문서를 포함한다)를 해당 불개항장 또는 여객의 승선지나 화물의 선적지를 관할하는 지방해양수산청장에게 제출하여야 한다. 이 경우 허가신청인은 「선박의 입항 및 출항 등에 관한 법률」 제50조제1항에 따른 항만운영정보시스템을 이용하여 허가신청서를 제출할 수 있다. <개정 2018.12.28, 2019.5.29>"
007449,257427,조문,4,제2장 선박톤수 측정의 신청
007449,257427,조문,5,제3조(총톤수의 측정신청)
007449,257427,항,6,"① 법 제7조제1항 및 제3항에 따라 선박의 총톤수 측정을 신청하려는 자는 별지 제2호서식의 선박 총톤수 측정신청서에 다음 각 호의 구분에 따른 서류를 첨부하여 해당 선박의 선적항 또는 소재지를 관할하는 지방해양수산청장(지방해양수산청 해양수산사무소장을 포함하며, 이하 ""지방청장""이라 한다)이나 해당 선박의 소재지를 관할하는 대한민국 영사(이하 ""영사""라 한다)에게 제출하여야 한다. <개정 2012.1.18, 2019.5.29>"
007449,257427,호,7,"1. 「선박톤수의 측정에 관한 규칙」 제10조제2항에 따른 측정길이(이하 ""측정길이""라 한다)가 24미터 이상인 선박"
007449,257427,목,8,가. 일반배치도
007449,257427,목,9,나. 선체선도(船體線圖)(제4조제3항제1호에 해당하는 선박의 경우는 제외한다)
007449,257427,목,10,다. 중앙횡단면도
007449,257427,목,11,라. 강재(재료)배치도
007449,257427,목,12,마. 상부구조도
007449,257427,목,13,바. 제4조제1항에 따른 총톤수계산서(제6조에 따라 총톤수의 부분측정을 받은 선박으로 한정한다)
007449,257427,목,14,사. 선체 외면에 붙어 있는 구조물의 설계도서(총톤수의 계산과 관련된 경우로 한정한다)
007449,257427,호,15,2. 측정길이가 24미터 미만인 선박
