법령일련번호,MST,구분,문장번호,내용
005249,256729,조문,1,제1조(목적) 이 영은 「축산물 위생관리법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다. <개정 2014.1.28>
005249,256729,조문,2,제2조(가축의 범위 등)
005249,256729,항,3,"① 「축산물 위생관리법」(이하 ""법""이라 한다) 제2조제1호에서 ""대통령령으로 정하는 동물""이란 다음 각 호의 동물을 말한다. <개정 2014.1.28>"
005249,256729,호,4,1. 사슴
005249,256729,호,5,2. 토끼
005249,256729,호,6,3. 칠면조
005249,256729,호,7,4. 거위
005249,256729,호,8,5. 메추리
005249,256729,호,9,6. 꿩
005249,256729,호,10,7. 당나귀
005249,256729,항,11,"② 법 제2조제8호에서 ""대통령령으로 정하는 것""이란 다음 각 호의 것을 말한다. <개정 2021.1.5, 2021.8.10>"
005249,256729,호,12,1. 분쇄가공육제품(식육을 주원료로 하여 세절(細切) 또는 분쇄하여 가공한 햄버거패티ㆍ미트볼ㆍ돈가스 등을 말한다)
005249,256729,호,13,2. 갈비가공품
005249,256729,호,14,3. 식육추출가공품(식육을 원료로 하여 물로 추출한 것 또는 이에 그 식육이나 식품ㆍ식품첨가물을 가하여 가공한 것을 말한다)
005249,256729,호,15,4. 식용 우지(쇠기름)
005249,256729,호,16,5. 식용 돈지(돼지기름)
005249,256729,호,17,"6. 식육간편조리세트(식육, 햄류, 소시지류, 베이컨류, 건조저장육류, 양념육류 또는 제1호부터 제5호까지의 제품을 주원료로 하고 손질된 농산물, 수산물 등을 함께 넣어 소비자가 가정에서 간편하게 조리하여 섭취할 수 있도록 한 것을 말한다)"
005249,256729,항,18,"③ 법 제2조제9호에서 ""대통령령으로 정하는 것""이란 다음 각 호의 것을 말한다. <개정 2014.1.28>"
005249,256729,호,19,1. 무지방우유류
005249,256729,호,20,1의2. 유당분해우유
005249,256729,호,21,2. 가공유류
005249,256729,호,22,3. 산양유
005249,256729,호,23,4. 버터유류
005249,256729,호,24,5. 농축유류
005249,256729,호,25,6. 유크림류
005249,256729,호,26,7. 유청류
005249,256729,호,27,8. 유당
005249,256729,호,28,9. 유단백 가수분해 식품
005249,256729,호,29,10. 삭제 <2016.7.26>
005249,256729,호,30,11. 아이스크림류(원유 또는 유가공품을 주원료로 하여 이에 다른 식품 또는 식품첨가물을 첨가한 후 냉동ㆍ경화한 것을 말한다)
005249,256729,호,31,12. 아이스크림분말류(원유 또는 유가공품을 주원료로 하여 이에 다른 식품 또는 식품첨가물을 첨가한 후 건조ㆍ분말화한 것으로서 물을 넣어 냉동시키면 아이스크림류가 되는 것을 말한다)
005249,256729,호,32,13. 아이스크림믹스류(원유 또는 유가공품을 주원료로 하여 이에 다른 식품 또는 식품첨가물을 첨가하여 혼합한 후 살균 또는 멸균한 액체형태의 제품으로서 냉동시키면 아이스크림류가 되는 것을 말한다)
005249,256729,항,33,"④ 법 제2조제10호에서 ""대통령령으로 정하는 것""이란 다음 각 호의 것을 말한다."
005249,256729,호,34,1. 전란액
005249,256729,호,35,2. 난황분
005249,256729,호,36,3. 난백분
005249,256729,호,37,4. 알가열성형제품
005249,256729,호,38,5. 염지란
005249,256729,호,39,6. 피단
005249,256729,항,40,⑤ 삭제 <2013.3.23>
005249,256729,조문,41,제3조 삭제 <2006.9.22>
005249,256729,조문,42,제4조 삭제 <2006.9.22>
005249,256729,조문,43,제5조 삭제 <2019.10.22>
