법령일련번호,MST,구분,문장번호,내용
010492,242721,조문,1,제1조(목적) 이 영은 「사행산업통합감독위원회법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
010492,242721,조문,2,제2조(총량기준 등)
010492,242721,항,3,"①「사행산업통합감독위원회법」(이하 ""법""이라 한다) 제5조제2항에 따른 사행산업 업종 간의 통합 또는 개별 사행산업 업종의 영업장 수, 매출액 규모 등에 관한 총량의 적용 및 조정의 기준(이하 ""총량기준""이라 한다)은 별표와 같다. <개정 2012.11.23>"
010492,242721,호,4,1. 삭제 <2012.11.23>
010492,242721,호,5,2. 삭제 <2012.11.23>
010492,242721,호,6,3. 삭제 <2012.11.23>
010492,242721,호,7,4. 삭제 <2012.11.23>
010492,242721,호,8,5. 삭제 <2012.11.23>
010492,242721,항,9,"②사행산업통합감독위원회(이하 ""위원회""라 한다)는 2년마다 사행산업 업종별 실태를 조사하여 그 결과를 제1항에 따른 총량기준에 반영하여야 한다."
010492,242721,조문,10,제3조(위원회 회의 소집 등)
010492,242721,항,11,"①법 제7조제1항에 따라 위원회의 위원장이 회의를 소집하려면 회의 개최 5일 전까지 회의일시ㆍ장소 및 안건을 위원에게 서면으로 알려야 한다. 다만, 긴급히 소집하여야 할 필요가 있는 등 부득이한 사유가 있는 경우에는 그러하지 아니하다."
010492,242721,항,12,"②위원회의 회의는 공개한다. 다만, 공개하기에 적합하지 아니하다고 위원회가 의결한 경우에는 그러하지 아니하다."
010492,242721,항,13,③위원회는 위원회규칙이 정하는 바에 따라 회의록을 작성하여야 한다.
010492,242721,조문,14,제4조(분과위원회의 구성ㆍ운영)
010492,242721,항,15,①법 제9조제2항에 따라 위원회에 두는 분야별 분과위원회는 다음 각 호와 같다. <개정 2012.11.23>
010492,242721,호,16,1. 종합계획수립 및 제도개선 분과위원회
010492,242721,호,17,2. 도박 중독 예방ㆍ치유ㆍ교육 분과위원회
010492,242721,호,18,3. 감독ㆍ감시 분과위원회
010492,242721,호,19,4. 조사ㆍ연구ㆍ홍보 분과위원회
010492,242721,항,20,"②각 분과위원회는 5명 이내의 위원으로 구성하며, 위원은 위원회의 위원 및 2명 이상의 학계와 사회단체 등의 관계 전문가로 한다."
010492,242721,항,21,"③분과위원회의 위원장은 위원회의 위원장이 지명하고, 분과위원회의 위원은 위원회의 위원장이 위원회의 의결을 거쳐 위촉한다."
010492,242721,항,22,④분과위원회의 위원장은 분과위원회에서 의결된 사항에 대하여 위원회에 보고하여야 한다.
010492,242721,조문,23,제5조(전문위원의 수 등)
010492,242721,항,24,①법 제12조제3항에 따른 전문위원의 수는 5명 이내로 한다.
010492,242721,항,25,②제1항에 따른 전문위원은 다음 각 호의 어느 하나에 해당하는 자로 한다. <개정 2012.11.23>
010492,242721,호,26,"1. 사행산업으로 인한 중독(이하 ""중독""이라 한다)의 예방ㆍ치유 분야(심리학ㆍ정신의학을 포함한다)에 5년 이상 종사한 경험이 있는 자로서 중독의 예방ㆍ치유 분야에 전문적인 소양을 갖추고 있는 자"
010492,242721,호,27,2. 사행산업과 관련한 연구ㆍ조사 및 통계 등의 분야에 5년 이상 종사한 경험이 있는 자로서 사행산업 분야의 전문적인 소양을 갖추고 있는 자
010492,242721,호,28,3. 법학ㆍ경영학 분야에 5년 이상 종사한 경험이 있는 자 또는 변호사나 공인회계사 자격을 갖추고 있는 자
010492,242721,조문,29,"제6조(사무처장) 법 제13조제2항에 따른 사무처장은 위원회의 간사가 되며, 위원회 및 분과위원회에 출석하여 발언할 수 있다."
010492,242721,조문,30,제7조(수당 등) 위원회와 분과위원회에 이해관계인이나 의견진술인 등으로 참석하는 자에게는 예산의 범위에서 수당ㆍ여비나 그 밖에 필요한 경비를 지급할 수 있다.
010492,242721,조문,31,제8조(한국도박문제예방치유원의 사업계획 및 예산안의 제출)
010492,242721,항,32,"① 법 제14조제1항에 따른 한국도박문제예방치유원(이하 ""예방치유원""이라 한다)은 같은 조 제6항 전단에 따라 사업계획 및 예산안의 승인을 받으려는 경우에는 매년 11월 30일까지 다음 사업연도의 사업계획 및 예산안을 위원회에 제출해야 한다. <개정 2022.6.7>"
010492,242721,항,33,② 예방치유원은 법 제14조제6항 후단에 따라 사업계획 및 예산안의 변경승인을 받으려는 경우에는 변경 내용이 반영된 사업계획 및 예산안을 위원회에 제출해야 한다. <신설 2022.6.7>
010492,242721,항,34,③ 위원회는 제1항 및 제2항에 따라 제출받은 사업계획 및 예산안에 흠이 있거나 그 내용이 명확하지 않은 경우에는 보완을 요구할 수 있다. <개정 2022.6.7>
010492,242721,조문,35,제9조(중독예방치유부담금의 산정방법 등)
010492,242721,항,36,"① 법 제14조의2제1항에서 ""총매출액에서 환급금 등을 공제한 금액으로서 대통령령으로 정하는 금액""이란 사행산업사업자별로 총매출액에서 다음 각 호의 해당하는 금액을 제외한 금액을 말한다. <개정 2021.1.5>"
010492,242721,호,37,1. 「경륜ㆍ경정법」 제12조에 따른 환급금
010492,242721,호,38,2. 「국민체육진흥법」 제27조에 따른 환급금
010492,242721,호,39,3. 「복권 및 복권기금법」 제8조에 따른 당첨금
010492,242721,호,40,4. 「전통 소싸움경기에 관한 법률」 제11조에 따른 환급금
010492,242721,호,41,5. 「한국마사회법」 제8조에 따른 환급금
010492,242721,호,42,6. 「관광진흥법 시행령」 제30조제1항에 따른 고객에게 지급한 총금액
010492,242721,항,43,"② 법 제14조의2제1항에 따라 사행산업사업자에게 부과하는 중독예방치유부담금(이하 ""부담금""이라 한다)의 비율은 연간 순매출액의 1000분의 3.5(이하 이 항에서 ""기본부담비율""이라 한다)로 한다. 다만, 위원회는 위원회의 의결을 거쳐 다음 각 호의 구분에 따라 부과 비율을 낮출 수 있다. 이 경우 낮추는 비율의 합산 결과가 사행산업사업자별로 기본부담비율의 100분의 40을 초과할 수 없다."
010492,242721,호,44,1. 사행산업사업자의 수익성이 없는 경우: 기본부담비율의 100분의 10 이하의 범위
010492,242721,호,45,2. 법 제5조제1항제7호에 따른 건전화 평가 결과를 고려하는 경우: 기본부담비율의 100분의 20 이하의 범위
010492,242721,호,46,3. 법 제16조제1항제1호에 따른 총량 준수 결과를 고려하는 경우: 기본부담비율의 100분의 10 이하의 범위
010492,242721,호,47,4. 「지방세법」에 따라 레저세 및 지방교육세가 부과되는 사행산업의 경우: 기본부담비율의 100분의 20
010492,242721,항,48,"③ 법 제14조의2제2항에 따라 위원회가 부담금의 부과금액을 사행산업사업자에게 통지할 때에는 납부금액, 산정명세, 납부방법 및 납부기한 등을 구체적으로 밝혀야 한다."
010492,242721,항,49,"④ 법 제14조의2제3항에서 ""대통령령으로 정하는 기준""이란 100억원을 말한다. <신설 2019.4.16>"
010492,242721,항,50,"⑤ 위원회는 법 제14조의2제3항에 따라 부담금을 분할 납부하게 하는 경우에는 부담금을 2회에 걸쳐 똑같이 나누어 납부하게 하고, 제1회분은 6월 30일까지, 제2회분은 9월 30일까지 납부하게 해야 한다. <신설 2019.4.16>"
