법령일련번호,MST,구분,문장번호,내용
010025,237663,조문,1,제1조(목적) 이 영은 「국어기본법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
010025,237663,조문,2,제2조(실태 조사의 세부 사항 등)
010025,237663,항,3,"① 「국어기본법」(이하 ""법""이라 한다) 제9조에 따라 하는 실태 조사는 다음 각 호의 사항을 대상으로 한다."
010025,237663,호,4,1. 듣기ㆍ말하기ㆍ읽기 및 쓰기 능력 등 국민의 국어능력에 관한 사항
010025,237663,호,5,2. 경어(敬語)ㆍ외래어ㆍ외국어ㆍ표준어 및 지역어 사용 의식 등 국민의 국어 의식에 관한 사항
010025,237663,호,6,3. 국어 사용 환경에 관한 다음 각 목의 사항
010025,237663,목,7,가. 국민의 듣기ㆍ말하기ㆍ읽기 및 쓰기 등의 실태
010025,237663,목,8,나. 국민의 경어ㆍ외래어ㆍ외국어ㆍ표준어 및 지역어 등의 사용 실태
010025,237663,목,9,다. 신문ㆍ방송ㆍ잡지 및 인터넷 등 대중매체의 언어 사용 실태
010025,237663,목,10,라. 가요ㆍ영화ㆍ광고ㆍ상호 및 상표 등의 언어 사용 실태
010025,237663,항,11,"② 문화체육관광부장관은 제1항에 따른 실태 조사를 하였을 때에는 그 결과를 공표하여야 하고, 법 제6조에 따른 국어 발전 기본계획(이하 ""기본계획""이라 한다)을 수립할 때에 실태 조사 결과를 반영하여야 한다."
010025,237663,항,12,③ 문화체육관광부장관은 제1항에 따른 실태 조사 업무의 일부를 국어 관련 전문기관이나 단체로 하여금 수행하게 할 수 있다.
010025,237663,조문,13,제3조(국어책임관의 지정 및 임무)
010025,237663,항,14,"① 법 제3조제5호에 따른 공공기관등(이하 ""공공기관등""이라 한다)의 장은 법 제10조제1항에 따라 다음 각 호의 어느 하나에 해당하는 사람을 국어책임관으로 지정해야 한다. <개정 2021.12.14>"
010025,237663,호,15,1. 해당 공공기관등의 홍보나 국어 담당 부서의 장
010025,237663,호,16,2. 제1호에 준하는 직위의 공무원 또는 직원
010025,237663,항,17,② 국어책임관의 임무는 다음 각 호와 같다. <개정 2021.12.14>
010025,237663,호,18,1. 해당 공공기관등의 정책 또는 업무를 효과적으로 국민에게 알리기 위한 알기 쉬운 용어의 개발ㆍ보급과 정확한 문장의 사용 장려
010025,237663,호,19,2. 해당 공공기관등의 정책 또는 업무 대상이 되는 사람들의 국어 사용 환경 개선 시책의 수립과 추진
010025,237663,호,20,3. 해당 공공기관등에 근무하는 사람의 국어능력 향상을 위한 시책의 수립과 추진
010025,237663,호,21,4. 삭제 <2021.12.14>
