법령일련번호,MST,구분,문장번호,내용
006656,233561,조문,1,"제1조(목적) 이 규칙은 국립수산과학원(이하 ""과학원""이라 한다)에 의뢰하는 시험ㆍ조사 및 분석에 관하여 필요한 사항을 규정함을 목적으로 한다. <개정 1997.3.29, 2002.3.9>"
006656,233561,조문,2,"제2조(정의) 이 규칙에서 사용하는 용어의 정의는 다음과 같다. <개정 1997.3.29, 2021.6.30>"
006656,233561,항,3,
006656,233561,호,4,"1. ""분석""이라 함은 수질ㆍ수산물(가공품을 포함한다)ㆍ수산용수의 화학적 및 생물학적 분석을 말한다."
006656,233561,호,5,"2. ""시험ㆍ조사""라 함은 증식ㆍ양식 지역, 어구자재, 어로, 수질 오염 및 그 밖의 수산자재의 시험ㆍ조사를 말한다."
006656,233561,조문,6,"제3조(의뢰신청) 시험ㆍ조사 또는 분석을 의뢰하고자 하는 자는 별지 제1호서식의 의뢰서 및 시료를 국립수산과학원장(이하 ""원장""이라 한다)에게 제출하여야 한다. <개정 1997.3.29, 2002.3.9>"
006656,233561,조문,7,제4조(시험ㆍ조사 또는 분석의 거부)
006656,233561,항,8,"①제3조의 의뢰를 받은 원장은 다음 각호의 1에 해당하는 경우를 제외하고는 시험ㆍ조사 또는 분석을 거부할 수 없다. <개정 1981.11.3, 1988.2.13, 1997.3.29, 2002.3.9>"
006656,233561,호,9,1. 시험ㆍ조사 또는 분석에 인력 및 경비가 과다하게 소요되어 과학원의 업무에 지장을 초래할 우려가 있을 때
006656,233561,호,10,2. 과학원이 보유하는 시설 또는 장비나 신청인이 제공하는 시설 또는 장비로서 시험ㆍ조사 또는 분석을 할 수 없을 때
006656,233561,항,11,"②원장은 제1항 각호의 사유로 시험ㆍ조사 또는 분석을 거부하였을 때에는 의뢰자에게 그 뜻을 통지하고 제출된 시료를 반환하여야 한다. <개정 1981.11.3, 1988.2.13, 1997.3.29>"
006656,233561,조문,12,제5조(수수료)
006656,233561,항,13,"①제3조의 규정에 의하여 시험ㆍ조사 또는 분석을 의뢰하고자 하는 자는 원장이 정하여 고시하는 수수료를 수입인지로 납부하여야 한다. 다만, 원장은 정보통신망을 이용하여 전자화폐ㆍ전자결제 등의 방법으로 이를 납부하게 할 수 있다. <개정 1997.3.29, 2004.8.7>"
006656,233561,항,14,"②국가ㆍ지방자치단체 또는 수산업협동조합법에 의한 어촌계에서 제3조의 의뢰를 하는 경우에는 원장이 정하는 바에 의하여 수수료를 면제한다. <개정 1981.11.3, 1988.2.13, 1997.3.29>"
006656,233561,조문,15,제5조의2(수수료의 결정절차)
006656,233561,항,16,"① 원장은 제5조에 따른 수수료를 정하려는 경우에는 과학원의 인터넷 홈페이지에 20일간 그 내용을 게시하여 이해관계인의 의견을 수렴하여야 한다. 다만, 긴급하다고 인정하는 경우에는 인터넷 홈페이지에 그 사유를 소명하고 10일간 게시할 수 있다."
006656,233561,항,17,② 원장은 제1항에 따라 수수료를 정한 경우에는 과학원의 인터넷 홈페이지에 그 수수료 및 산정내용을 공개하여야 한다.
006656,233561,조문,18,제6조(기구 및 비용의 부담)
006656,233561,항,19,"①조사업무의 특수성으로 현지 조사가 필요한 때에는 의뢰자는 출장공무원의 여비를 부담하여야 한다. 다만, 수산업협동조합법에 의한 수산업협동조합 또는 어촌계가 양식업의 면허를 받기 위하여 조사를 의뢰하는 경우에는 여비의 부담을 면제한다. <개정 1989.4.3, 2020.8.28>"
006656,233561,항,20,"②원장은 현지조사시 필요하다고 인정될 때에는 의뢰자에게 선박ㆍ차량ㆍ기계ㆍ기구ㆍ시약 또는 노무의 제공을 요청할 수 있다. <개정 1981.11.3, 1988.2.13>"
006656,233561,조문,21,제7조(출장공무원의 여비선납)
006656,233561,항,22,"①원장은 제6조제1항의 규정에 의한 출장공무원의 여비(국내여비규정에 의하여 산정한 여비)를 별지 제2호서식에 의하여 납부할 것을 의뢰자에게 통보하여야 한다. <개정 1981.11.3, 1988.2.13>"
006656,233561,항,23,②제1항의 통지를 받은 자는 별지 제3호서식에 의하여 여비를 납부하여야 한다. <개정 1988.2.13>
006656,233561,항,24,"③제2항의 여비는 세입ㆍ세출외 현금출납공무원이 보관하고 원장의 명에 따라 출납한다. <개정 1981.11.3, 1988.2.13, 1997.3.29>"
006656,233561,조문,25,제8조(결과서 교부등)
006656,233561,항,26,"①원장은 시험ㆍ조사 또는 분석의 결과를 별지 제4호서식 또는 별지 제5호서식으로 의뢰자에게 교부하여야 한다. <개정 1981.11.3, 1988.2.13, 1997.3.29, 2012.11.1>"
006656,233561,항,27,②의뢰자가 결과서의 부본을 교부받고자 할 때에는 원장이 정하는 수수료를 첨부하여 신청할 수 있다. <개정 1997.3.29>
