법령일련번호,MST,구분,문장번호,내용
004817,227829,조문,1,"제1조(목적) 이 영은 정부청사(이하 ""청사""라 한다)의 수급 및 관리에 관한 사항을 규정함을 목적으로 한다."
004817,227829,조문,2,"제2조(정의) 이 영에서 ""청사""란 국가가 중앙행정기관 및 그 소속기관의 사무용과 공무원의 주거용으로 사용하거나 사용하기로 결정한 건물ㆍ부대시설 및 그 대지를 말한다."
004817,227829,조문,3,제2조의2(적용범위) 이 영은 다음 각 호의 행정기관(그 소속기관을 포함한다. 이하 같다)이 사용하거나 사용하기로 결정한 청사에 적용한다. <개정 2016.12.30>
004817,227829,항,4,
004817,227829,호,5,1. 「정부조직법」에 따른 중앙행정기관
004817,227829,호,6,2. 삭제 <2008.2.29>
004817,227829,호,7,3. 국무총리 소속기관
004817,227829,조문,8,제3조(청사의 수급 및 관리)
004817,227829,항,9,"①청사(별표에 규정된 시설은 제외한다. 이하 이 조부터 제8조까지 및 제9조의2에서 같다)의 수급 및 관리는 행정안전부장관이 조정ㆍ총괄한다. <개정 2003.9.26, 2008.2.22, 2008.2.29, 2013.3.23, 2014.11.19, 2016.12.30, 2017.7.26>"
004817,227829,항,10,"②국유의 청사는 다음 각 호의 구분에 따라 관리한다. <개정 2003.9.26, 2008.2.22, 2008.2.29, 2011.4.1, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,호,11,"1. 합동청사, 청사의 합동화를 위하여 필요한 청사 기타 행정안전부장관이 직접 관리할 필요가 있다고 인정하는 청사는 「국유재산법」에 따른 소관 중앙관서의 장의 지정절차를 거쳐 행정안전부장관이 관리한다."
004817,227829,호,12,2. 제1호 외의 청사는 행정안전부장관의 배정을 받은 중앙행정기관의 장이 관리한다.
004817,227829,항,13,"③임차청사는 행정안전부장관이 관리한다. 다만, 행정기관이 자체 예산으로 얻은 임차청사, 지방행정기관, 그 밖에 행정안전부장관이 필요하다고 인정하는 기관의 임차청사는 그 행정기관의 장이 관리한다. <개정 2003.9.26, 2008.2.22, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,14,"④ 행정안전부장관은 제2항 및 제3항에 따른 청사관리기관(이하 ""청사관리기관""이라 한다)이 청사를 안전하고 효율적으로 관리하는 데 필요한 시설관리 및 방호 등에 관한 지침을 정할 수 있다. <신설 2008.2.22, 2008.2.29, 2013.3.23, 2014.11.19, 2016.12.30, 2017.7.26>"
004817,227829,조문,15,제4조(청사수급관리계획)
004817,227829,항,16,"①청사를 취득하고자 하는 행정기관의 장은 매년 2월 말일까지 다음 연도의 청사수급관리계획안을 작성하여 행정안전부장관에게 제출하여야 한다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,17,"②행정안전부장관은 제1항의 규정에 의하여 행정기관의 장으로부터 청사수급관리계획안을 제출받은 때에는 그 타당성 및 적정성등을 검토하여 다음 연도의 종합적인 청사수급관리계획을 수립하여야 한다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,18,"③행정안전부장관은 제2항의 규정에 의하여 수립한 다음 연도의 종합적인 청사수급관리계획을 매년 4월 15일까지 기획재정부장관과 해당 행정기관의 장에게 통보하여야 한다. <개정 1994ㆍ12ㆍ23, 1999.5.24, 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2016.12.30, 2017.7.26>"
004817,227829,조문,19,제5조(청사수급관리계획의 집행)
004817,227829,항,20,①행정기관의 장은 제4조제3항의 규정에 의하여 통보된 청사수급관리계획에 따라 청사를 취득 또는 관리하여야 한다.
004817,227829,항,21,"②행정기관의 장이 기획재정부장관에게 청사의 수급관리에 필요한 예산을 요구할 때에는 제4조제3항의 규정에 의하여 통보된 청사수급관리계획에 따라야 한다. <개정 1994ㆍ12ㆍ23, 1999.5.24, 2008.2.29>"
004817,227829,항,22,"③행정기관의 장은 다음 연도의 청사수급관리에 관한 예산이 확정된 때에는 그 내역을 매년 12월 31일까지 행정안전부장관에게 통보하여야 한다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,23,④ 삭제 <2003.9.26>
004817,227829,조문,24,제6조(청사의 배정요청)
004817,227829,항,25,"①기관의 신설, 기구의 확대 또는 정원의 증원등 청사의 추가수요를 가져올 직제를 제정하거나 개정하고자 하는 행정기관의 장은 행정안전부장관에게 직제의 제정 또는 개정을 요청할 때 청사의 추가배정을 동시에 요청하여야 한다. 다만, 제4조제1항의 청사수급관리계획안에 따라 종합적인 청사수급관리계획에 이미 반영되어 있을 때에는 그러하지 아니하다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,26,"②제1항의 요청이 있을 때에는 행정안전부장관은 제5조제1항의 규정에 불구하고 청사의 배정을 재조정하거나 새로운 청사를 취득할 수 있다. 다만, 새로운 청사를 취득할 때에는 미리 기획재정부장관과 협의하여야 한다. <개정 1994ㆍ12ㆍ23, 1999.5.24, 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,조문,27,제7조(청사의 취득 및 처분)
004817,227829,항,28,①청사의 취득은 신축ㆍ매입 또는 임차의 방법에 의한다.
004817,227829,항,29,"②행정안전부장관이 제1항의 취득방법을 결정함에 있어서는 경제성, 장래의 계획과의 연관성, 행정능률 및 국민편의를 종합적으로 판단하여야 한다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,30,"③ 청사를 처분하려는 행정기관의 장은 지체 없이 그 사실을 행정안전부장관에게 통보하여야 한다. <신설 2008.2.22, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,조문,31,제8조(청사의 합동화)
004817,227829,항,32,"①행정안전부장관이 청사수급관리계획을 수립할 때에는 제7조제2항의 규정을 준용하여 유관기관청사의 합동화를 이룩할 수 있도록 하여야 한다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,항,33,"②행정안전부장관은 제1항의 청사 합동화를 위하여 필요하다고 인정할 때에는 지방자치단체의 장과 협의하여 당해 지방자치단체의 청사와 지방행정기관청사와의 합동청사를 취득하거나 다른 행정기관으로 하여금 이를 취득하게 할 수 있다. <개정 2003.9.26, 2008.2.29, 2013.3.23, 2014.11.19, 2017.7.26>"
004817,227829,조문,34,제8조의2(청사의 시설관리)
004817,227829,항,35,① 청사관리기관의 장은 청사 관리에 필요한 전자적 시스템을 구축ㆍ운영할 수 있다.
004817,227829,항,36,② 청사 입주기관은 청사관리기관의 장의 승인없이 청사 시설을 임의로 개조하거나 변경하는 행위를 해서는 아니 된다.
004817,227829,조문,37,제8조의3(청사의 출입관리)
004817,227829,항,38,① 청사관리기관의 장은 청사관리에 필요한 출입절차 등에 관한 기준을 정하여 운영할 수 있다.
004817,227829,항,39,② 청사관리기관의 장은 제1항에 따라 운영하는 청사출입절차 등에 관한 기준을 준수하지 아니하는 사람이나 차량 등에 대하여 출입을 제한하거나 그 밖에 청사 방호를 위하여 필요한 조치를 할 수 있다.
004817,227829,조문,40,제9조(실태조사등)
