법령일련번호,MST,구분,문장번호,내용
010801,261405,조문,1,제1조(목적) 이 규칙은 「식품산업진흥법」과 같은 법 시행령에서 위임된 사항과 그 시행에 필요한 사항 중 농림축산식품부 소관 사항을 규정함을 목적으로 한다. <개정 2013.3.23>
010801,261405,조문,2,"제1조의2(식품산업진흥 기본계획의 공표) 농림축산식품부장관은 「식품산업진흥법」(이하 ""법""이라 한다) 제4조제5항에 따라 같은 조 제1항 및 제3항에 따른 기본계획 및 시행계획을 수립 후 1개월 내에 농림축산식품부 홈페이지에 공표해야 한다."
010801,261405,조문,3,"제2조(통계조사의 범위) 농림축산식품부장관은 법 제9조에 따라 식품산업과 관련된 다음 각 호의 통계조사를 할 수 있다. <개정 2012.7.20, 2013.3.23, 2019.7.8>"
010801,261405,항,4,
010801,261405,호,5,1. 식품의 제조ㆍ가공ㆍ조리업에 관한 사항
010801,261405,호,6,2. 식재료에 관한 사항
010801,261405,호,7,3. 외식산업에 관한 사항
010801,261405,호,8,4. 식품의 소비ㆍ유통에 관한 사항
010801,261405,호,9,5. 국내외 식품산업 동향의 분석ㆍ전망에 관한 사항
010801,261405,호,10,6. 그 밖에 식품산업 진흥을 위하여 농림축산식품부장관이 필요하다고 인정하는 사항
010801,261405,조문,11,제2조의2(전문기관의 신청서 등)
010801,261405,항,12,"① 「식품산업진흥법 시행령」(이하 ""영""이라 한다) 제11조의2제2항에 따른 식품산업 정보분석 전문기관(이하 ""전문기관""이라 한다) 지정신청서는 별지 제1호서식에 따른다."
010801,261405,항,13,② 영 제11조의2제3항에 따른 전문기관 지정서는 별지 제1호의2서식에 따른다.
010801,261405,조문,14,"제3조(사업자단체의 운영ㆍ감독 등) 영 제12조제5항에 따른 사업자단체의 운영ㆍ감독에 관하여는 「농림축산식품부장관 및 그 소속 청장 소관 비영리법인의 설립 및 감독에 관한 규칙」을 준용한다. <개정 2013.3.23, 2015.10.6>"
010801,261405,조문,15,제4조(사업자단체의 사업) 법 제11조제3항제4호에 따라 사업자단체가 실시할 수 있는 사업은 다음 각 호와 같다. <개정 2013.3.23>
010801,261405,항,16,
010801,261405,호,17,1. 원료 및 식품의 공동구매 및 판매 사업
010801,261405,호,18,2. 식품산업 발전을 위한 교육ㆍ홍보 사업
010801,261405,호,19,3. 국민의 식생활 개선을 위한 사업
010801,261405,호,20,4. 해외시장 개척 및 국제교류협력 사업
010801,261405,호,21,5. 식품산업에 대한 정보 제공 및 컨설팅 지원 사업
010801,261405,호,22,6. 그 밖에 식품산업 진흥을 위하여 농림축산식품부장관이 필요하다고 인정하는 사업
010801,261405,조문,23,제4조의2(식품가공 용도의 품종개발 등) 법 제13조의3제1항에 따른 사업의 구체적인 내용은 다음 각 호와 같다.
010801,261405,항,24,
