법령일련번호,MST,구분,문장번호,내용
003238,263221,조문,1,제1조(목적) 이 영은 「농업기계화 촉진법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
003238,263221,조문,2,"제2조(생산 후 처리작업의 범위) 「농업기계화 촉진법」(이하 ""법""이라 한다) 제2조제1호나목에 따른 농림축산물의 생산 후 처리작업은 생산된 농림축산물의 건조ㆍ선별ㆍ분리ㆍ세척ㆍ살균ㆍ냉각ㆍ저장ㆍ포장 또는 그 밖에 이에 준하는 작업과 껍질제거ㆍ분쇄ㆍ도정(搗精), 도축 또는 그 밖에 이에 준하는 물리적인 방법에 의한 가공작업으로 한다."
003238,263221,조문,3,"제3조(자금 지원 등) 국가나 지방자치단체는 농업기계의 이용효율을 높이기 위하여 농업기계의 사후관리, 기술훈련, 연구 및 보관관리 등에 관한 시책을 마련하여야 하며 이에 필요한 자금의 전부 또는 일부를 다음 각 호의 어느 하나에 해당하는 자에게 지원할 수 있다."
003238,263221,항,4,
003238,263221,호,5,1. 농업기계의 제조업자
003238,263221,호,6,2. 농업기계의 사후관리업자
003238,263221,호,7,3. 농업기계 또는 그 이용에 따른 부대시설을 구입 또는 설치한 자(해당 농업기계 등을 구입 또는 설치하려는 자를 포함한다)
003238,263221,조문,8,"제3조의2(농업기계화 기본계획의 경미한 변경) 법 제5조제3항 단서에서 ""대통령령으로 정하는 경미한 사항을 변경하는 경우""란 다음 각 호의 어느 하나에 해당하는 경우를 말한다."
003238,263221,항,9,
003238,263221,호,10,"1. 법 제5조제1항에 따른 농업기계화 기본계획(이하 이 조에서 ""기본계획""이라 한다)에서 정한 사업별 투자금액을 100분의 10 범위에서 변경하는 경우"
003238,263221,호,11,2. 농업기계의 안전과 관련된 기술수준의 발달을 반영하기 위하여 기본계획의 기본방향에 영향을 미치지 아니하는 범위에서 사업 세부사항을 변경하는 경우
003238,263221,조문,12,제3조의3(농업기계화 정책심의회의 구성 및 운영)
003238,263221,항,13,"① 법 제6조의3제1항에 따른 농업기계화 정책심의회(이하 ""심의회""라 한다)의 부위원장은 심의회 위원 중에서 호선(互選)한다."
003238,263221,항,14,"② 심의회 위원 중 위촉위원의 임기는 3년으로 한다. 다만, 위원의 사임 등의 사유로 새로 위촉된 위원의 임기는 전임자 임기의 남은 기간으로 한다."
003238,263221,항,15,③ 심의회 위원장은 법 제6조의3제4항에 따른 위원이 다음 각 호의 어느 하나에 해당하는 경우에는 해당 위원을 해임 또는 해촉(解囑)할 수 있다. <신설 2016.5.10>
003238,263221,호,16,1. 심신장애로 인하여 직무를 수행할 수 없게 된 경우
003238,263221,호,17,2. 직무와 관련된 비위사실이 있는 경우
003238,263221,호,18,"3. 직무태만, 품위손상이나 그 밖의 사유로 인하여 위원으로 적합하지 아니하다고 인정되는 경우"
003238,263221,호,19,4. 위원 스스로 직무를 수행하는 것이 곤란하다고 의사를 밝히는 경우
003238,263221,항,20,"④ 심의회 위원장은 심의회를 대표하고, 심의회의 업무를 총괄한다. <개정 2016.5.10>"
003238,263221,항,21,⑤ 심의회 위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 부위원장이 그 직무를 대행한다. <개정 2016.5.10>
