법령일련번호,MST,구분,문장번호,내용
010876,242835,조문,1,제1조(목적) 이 영은 「식품안전기본법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
010876,242835,조문,2,"제2조(사업자의 범위) 「식품안전기본법」(이하 ""법""이라 한다) 제2조제2호차목에서 ""대통령령으로 정하는 것""이란 다음 각 호에 해당하는 것을 말한다. <개정 2011.3.22, 2012.11.23>"
010876,242835,항,3,
010876,242835,호,4,1. 「건강기능식품에 관한 법률」에 따른 건강기능식품
010876,242835,호,5,2. 「먹는물관리법」에 따른 먹는샘물등
010876,242835,호,6,3. 「해양심층수의 개발 및 관리에 관한 법률」에 따른 먹는해양심층수
010876,242835,호,7,4. 「소금산업 진흥법」에 따른 천일염(「식품위생법」 제7조제1항에 따라 식품으로 정해진 염은 제외한다)
010876,242835,호,8,5. 「인삼산업법」에 따른 인삼류
010876,242835,호,9,6. 「양곡관리법」에 따른 양곡
010876,242835,조문,10,"제3조(안전관리계획의 수립) 법 제2조제2호 각 목에 해당하는 것(이하 ""식품등""이라 한다)을 소관하는 관계중앙행정기관의 장은 법 제6조제1항에 따라 소관 식품등에 관한 안전관리계획을 수립하여 같은 조 제2항에 따른 식품안전관리기본계획(이하 ""기본계획""이라 한다)의 시행 전년도 6월 30일까지 국무총리에게 제출하여야 한다."
010876,242835,조문,11,제4조(시행계획의 수립)
010876,242835,항,12,"① 시장ㆍ군수ㆍ구청장(자치구의 구청장을 말한다. 이하 같다)은 법 제6조제4항에 따라 식품안전관리시행계획(이하 ""시행계획""이라 한다)을 수립하여 시행 전년도 11월 30일까지 특별시장ㆍ광역시장ㆍ도지사에게 제출하고, 특별시장ㆍ광역시장ㆍ도지사는 관할 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)의 시행계획과 해당 특별시ㆍ광역시ㆍ도의 시행계획을 종합하여 시행 전년도 12월 31일까지 관계중앙행정기관의 장에게 제출하여야 한다."
010876,242835,항,13,② 특별자치시장ㆍ특별자치도지사는 시행계획을 수립하여 시행 전년도 12월 31일까지 관계중앙행정기관의 장에게 제출하여야 한다. <개정 2018.9.4>
010876,242835,항,14,"③ 관계중앙행정기관의 장은 제1항 및 제2항에 따라 제출받은 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도(이하 ""시ㆍ도""라 한다) 및 시ㆍ군ㆍ구의 시행계획을 종합하여 시행연도 2월 말일까지 국무총리에게 제출하여야 한다. <개정 2018.9.4>"
010876,242835,항,15,"④ 관계중앙행정기관의 장과 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사(이하 ""시ㆍ도지사""라 한다) 및 시장ㆍ군수ㆍ구청장은 제1항부터 제3항까지의 규정에 따라 시행계획을 수립하는 때에는 제5조제4항에 따라 통보받은 추진실적의 평가 결과를 반영하여야 한다. <개정 2018.9.4>"
010876,242835,조문,16,제5조(추진실적의 제출 등)
