법령일련번호,MST,구분,문장번호,내용
000710,216103,조문,1,"제1조(목적) 이 법은 기금 등의 여유자금을 통합관리하여 재정융자 등 공공목적에 활용하고, 국채의 발행 및 상환 등을 효율적으로 관리하기 위하여 공공자금관리기금을 설치하며, 그 운용 및 관리에 필요한 사항을 정함을 목적으로 한다."
000710,216103,조문,2,제1조의2(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2020.3.31>
000710,216103,항,3,
000710,216103,호,4,"1. ""융자""란 정부가 국민의 복지 향상과 주요 산업 지원을 위하여 자금을 빌려 주는 것을 말한다."
000710,216103,호,5,"2. ""재정차관자금""이란 정부가 차용인이 되어 국제경제협력기구, 외국정부 또는 외국법인과 체결한 공공차관협약(이하 ""공공차관협약""이라 한다)에 따라 도입하는 자금과 그 운용에서 생기는 자금을 말한다."
000710,216103,조문,6,"제2조(기금의 설치) 정부는 재정융자 등 공공목적에 필요한 자금을 확보·공급하고, 국채의 발행 및 상환 등을 효율적으로 관리하기 위하여 공공자금관리기금(이하 ""관리기금""이라 한다)을 설치한다."
000710,216103,조문,7,"제2조의2(관리기금의 계정 구분) 관리기금은 총괄계정, 융자계정 및 차관계정으로 구분한다."
000710,216103,조문,8,제3조(총괄계정의 재원과 용도)
000710,216103,항,9,① 총괄계정의 재원(財源)은 다음 각 호와 같다.
000710,216103,호,10,"1. 제6조에 따라 예탁(預託)받거나 관리기금의 다른 계정으로부터 예탁받는 자금[이하 ""예수금""(預受金)이라 한다]"
000710,216103,호,11,2. 다른 회계·기금 또는 관리기금의 다른 계정으로부터의 전입금
000710,216103,호,12,3. 일반회계로부터의 출연금
000710,216103,호,13,"4. 다른 회계·기금 또는 관리기금의 다른 계정에 예탁한 자금(이하 ""예탁금""이라 한다)의 원리금 수입"
000710,216103,호,14,"5. 국채, 지방채 또는 특별법에 따라 설립된 법인이 그 특별법에 따라 발행한 채권(이하 ""국·공채""라 한다) 등 유가증권의 원리금 수입"
000710,216103,호,15,6. 국채 발행 수입
000710,216103,호,16,7. 세계잉여금(歲計剩餘金)
000710,216103,호,17,"8. 「국가재정법」 제92조에 따른 보증채무(이하 ""보증채무""라 한다)의 부담으로 인한 수수료 수입"
000710,216103,호,18,9. 보증채무를 이행한 경우 이에 대한 구상권(求償權)을 행사하여 받은 구상금
000710,216103,호,19,10. 그 밖의 총괄계정 운용 수익
000710,216103,항,20,② 총괄계정은 다음 각 호의 용도로 운용한다.
000710,216103,호,21,1. 다른 회계·기금으로의 예탁
000710,216103,호,22,2. 관리기금의 다른 계정으로의 예탁
000710,216103,호,23,3. 관리기금의 다른 계정으로의 전출
000710,216103,호,24,4. 국·공채 등 유가증권의 인수 또는 매입
000710,216103,호,25,5. 국채의 원리금 상환
000710,216103,호,26,6. 예수금의 원리금 상환
000710,216103,호,27,7. 보증채무 이행
000710,216103,호,28,8. 국채 관리를 위한 경비
000710,216103,호,29,9. 그 밖에 총괄계정의 조성·관리 또는 운용을 위하여 필요한 경우로서 대통령령으로 정하는 용도
000710,216103,조문,30,제4조(융자계정의 재원과 용도)
000710,216103,항,31,① 융자계정의 재원은 다음 각 호와 같다.
000710,216103,호,32,1. 예수금(제6조에 따라 예탁받는 자금은 제외한다. 이하 이 조에서 같다)
000710,216103,호,33,2. 일반회계 또는 관리기금의 다른 계정으로부터의 전입금
000710,216103,호,34,3. 대충자금(對充資金)의 원리금 수입
000710,216103,호,35,4. 융자금의 원리금 수입
000710,216103,호,36,5. 예탁금[관리기금의 다른 계정에 예탁하는 것으로 한정하되 2006년 12월 31일까지 종전의 「재정융자특별회계법」(법률 제8135호 公共資金管理基金法 일부개정법률로 폐지되기 전의 것을 말한다. 이하 같다)에 따른 융자계정이 다른 회계 또는 다른 기금에 예탁한 것을 포함한다]의 원리금 수입
000710,216103,호,37,6. 국·공채(2006년 12월 31일까지 종전의 「재정융자특별회계법」에 따른 융자계정에서 보유하고 있는 것으로 한정한다)의 원리금 수입
000710,216103,호,38,7. 그 밖의 융자계정 운용 수익
