법령일련번호,MST,구분,문장번호,내용
003779,243429,조문,1,제1조(목적) 이 영은 「산업기술단지 지원에 관한 특례법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
003779,243429,조문,2,제2조(산업기술단지 조성계획의 수립)
003779,243429,항,3,"① 「산업기술단지 지원에 관한 특례법」(이하 ""법""이라 한다) 제3조에 따른 산업기술단지 조성계획에는 다음 각 호의 사항이 포함되어야 한다."
003779,243429,호,4,1. 산업기술단지의 조성에 관한 기본방향
003779,243429,호,5,2. 산업기술단지의 조성기준 등에 관한 사항
003779,243429,호,6,3. 산업기술단지의 조성을 위한 자금지원에 관한 사항
003779,243429,호,7,4. 산업기술단지에서 수행하는 법 제2조제1호 각 목의 사업과 국가 또는 지방자치단체가 시행하거나 지원하는 사업 중 법 제2조제1호 각 목의 사업과 유사한 사업과의 통합ㆍ연계운영 등에 관한 사항
003779,243429,호,8,5. 그 밖에 산업기술단지의 육성ㆍ지원을 위하여 필요한 사항
003779,243429,항,9,"② 중소벤처기업부장관은 산업기술단지 조성계획을 수립하기 위하여 필요한 경우에는 관계 행정기관의 장, 교육ㆍ연구기관, 그 밖의 관계 기관ㆍ단체에 관련 자료의 제출을 요청할 수 있다. <개정 2017.7.26>"
003779,243429,항,10,③ 중소벤처기업부장관은 산업기술단지 조성계획을 수립할 때에는 관계 중앙행정기관의 장과 협의하여야 한다. <개정 2017.7.26>
003779,243429,조문,11,제3조(사업시행자의 지정)
003779,243429,항,12,"① 중소벤처기업부장관은 다음 각 호의 요건을 모두 갖춘 사업계획을 제출한 자 중에서 법 제4조에 따른 사업시행자(이하 ""사업시행자""라 한다)를 지정한다. <개정 2017.7.26>"
003779,243429,호,13,1. 산업기술단지의 조성ㆍ운영에 관한 계획이 구체적이며 실현가능할 것
003779,243429,호,14,2. 사업수행에 필요한 재원조달계획이 그 사업목적을 원활히 달성할 수 있을 것
003779,243429,호,15,3. 조성하려는 산업기술단지가 제2조제1항제2호에 따른 산업기술단지의 조성기준과 그 밖에 중소벤처기업부장관이 필요하다고 인정하여 고시하는 기준에 적합할 것
003779,243429,항,16,② 중소벤처기업부장관이 사업시행자를 지정할 때에는 관계 중앙행정기관의 장과 협의하여야 한다. <신설 2017.7.26>
003779,243429,조문,17,"제3조의2(사업시행자의 사업협조 요청 등) 법 제4조의2제3항 전단에서 ""대통령령으로 정하는 기관""이란 별표에 따른 기관을 말한다."
003779,243429,조문,18,제4조(운영지침의 내용)
003779,243429,항,19,① 법 제7조에 따른 산업기술단지의 운영지침에는 다음 각 호의 사항이 포함되어야 한다. <개정 2017.7.26>
003779,243429,호,20,1. 입주기준
003779,243429,호,21,2. 정보교류에 관한 사항
003779,243429,호,22,3. 기술이전에 관한 사항
003779,243429,호,23,4. 산업기술단지의 관리방안
003779,243429,호,24,5. 산업기술단지에 대한 투자촉진에 관한 사항
003779,243429,호,25,6. 그 밖에 중소벤처기업부장관이 필요하다고 인정하는 사항
003779,243429,항,26,② 중소벤처기업부장관이 운영지침을 개정할 때에는 관계 중앙행정기관의 장과 협의하여야 한다. <신설 2017.7.26>
003779,243429,조문,27,제4조의2(경영실적 평가)
003779,243429,항,28,① 중소벤처기업부장관은 법 제7조의2제1항에 따른 경영실적 평가를 위하여 평가위원회를 구성ㆍ운영하여야 한다. <개정 2017.7.26>
003779,243429,항,29,"② 중소벤처기업부장관은 법 제7조의2제1항에 따라 경영실적을 평가하려는 경우에는 기관경영, 주요사업, 성과 등에 대한 평가지표와 추진방향, 평가일정 등을 사업시행자에게 미리 알려야 한다. <개정 2017.7.26>"
003779,243429,항,30,③ 중소벤처기업부장관은 법 제7조의2제2항에 따라 사업시행자에게 다음 각 호의 자료를 요청할 수 있다. <개정 2017.7.26>
003779,243429,호,31,1. 다음 각 목의 사항이 포함된 전년도 경영실적 보고서
003779,243429,목,32,가. 주요 사업의 추진 현황과 그 실적
003779,243429,목,33,나. 조직ㆍ인사 및 재무관리 현황
003779,243429,목,34,다. 경영개선 실적
003779,243429,호,35,2. 다음 연도 경영계획 보고서
003779,243429,항,36,④ 중소벤처기업부장관은 경영실적 평가를 위하여 필요한 경우에는 현장 점검 및 관계자 면담 등을 실시할 수 있다. <개정 2017.7.26>
003779,243429,항,37,"⑤ 제1항부터 제4항까지에서 규정한 사항 외에 평가위원회의 구성 및 운영, 평가지표 등에 관하여 필요한 사항은 중소벤처기업부장관이 정하여 고시한다. <개정 2017.7.26>"
003779,243429,조문,38,"제5조(시험생산시설의 범위) 법 제8조제1항에서 ""대통령령으로 정하는 시험생산시설""이란 시제품의 생산시설(연구개발의 성과를 제품화하여 판매하려는 시제품의 생산시설은 제외한다)을 말한다."
003779,243429,조문,39,제5조의2(도시형공장의 설립 등)
003779,243429,항,40,"① 법 제8조제2항 각 호 외의 부분에서 ""대통령령으로 정하는 지역""이란 다음 각 호의 어느 하나에 해당하는 지역을 말한다."
003779,243429,호,41,1. 「국토의 계획 및 이용에 관한 법률」 제36조제1항제2호가목에 따른 보전관리지역
003779,243429,호,42,2. 「국토의 계획 및 이용에 관한 법률」 제36조제1항제3호에 따른 농림지역
003779,243429,호,43,3. 「국토의 계획 및 이용에 관한 법률」 제36조제1항제4호에 따른 자연환경보전지역
003779,243429,호,44,4. 「국토의 계획 및 이용에 관한 법률 시행령」 제30조제1호가목에 따른 전용주거지역
003779,243429,호,45,5. 「국토의 계획 및 이용에 관한 법률 시행령」 제30조제4호가목에 따른 보전녹지지역
003779,243429,항,46,"② 법 제8조제2항 각 호 외의 부분에서 ""대통령령으로 정하는 기업""이란 다음 각 호의 어느 하나에 해당하는 기업을 말한다. <개정 2015.5.6, 2022.6.28>"
003779,243429,호,47,1. 「중소기업창업 지원법」에 따른 창업기업
003779,243429,호,48,2. 「벤처기업육성에 관한 특별조치법」 제2조제1항에 따른 벤처기업
003779,243429,호,49,3. 다음 각 목의 요건을 모두 갖춘 기업
003779,243429,목,50,가. 「중견기업 성장촉진 및 경쟁력 강화에 관한 특별법」 제2조제1호 각 목의 요건을 모두 갖춘 중견기업일 것
003779,243429,목,51,나. 제5조의3제1항에 따른 동의신청서를 제출할 당시 가목에 따른 중견기업으로서의 지위를 유지한 기간이 연속하여 3년을 초과하지 아니하였을 것
003779,243429,항,52,"③ 법 제8조제2항 각 호 외의 부분에서 ""대통령령으로 정하는 도시형공장""이란 「산업집적활성화 및 공장설립에 관한 법률 시행령」 제34조제1호에 해당하는 공장을 말한다."
003779,243429,조문,53,제5조의3(동의신청 절차 등)
003779,243429,항,54,① 법 제8조제3항에 따라 도시형공장을 설립하려는 기업은 중소벤처기업부령으로 정하는 바에 따라 사업시행자인 법인에 동의신청서를 제출하여야 한다. <개정 2017.7.26>
003779,243429,항,55,② 특별자치도지사ㆍ시장ㆍ군수 또는 구청장(자치구의 구청장을 말한다)은 법 제8조제3항에 따라 건축물의 구조상 안전에 대하여 확인하는 경우 전문적인 검토를 위하여 필요하다고 인정하면 다음 각 호의 어느 하나에 해당하는 사람에게 구조상 안전에 관한 사항을 검토하게 할 수 있다.
003779,243429,호,56,1. 「건축사법」 제2조제1호에 따른 건축사
003779,243429,호,57,2. 「건축법 시행령」 제81조제6항에 따른 건축구조기술사
003779,243429,조문,58,"제5조의4(도시형공장의 설립면적의 비율) 법 제8조제4항에서 ""대통령령으로 정하는 비율""이란 2분의 1을 말한다. <개정 2010.7.21>"
003779,243429,조문,59,제5조의5(도시형공장관리규정) 사업시행자인 법인은 법 제8조제6항에 따라 도시형공장의 설립ㆍ운영에 관하여 다음 각 호의 사항이 포함된 도시형공장관리규정을 수립하여 공고하여야 한다. <개정 2010.7.21>
003779,243429,항,60,
003779,243429,호,61,1. 설립업종
003779,243429,호,62,2. 설립기간
003779,243429,호,63,3. 설립면적
003779,243429,호,64,4. 설립절차
003779,243429,호,65,5. 그 밖에 도시형 공장의 설립ㆍ운영에 필요한 사항
003779,243429,조문,66,제6조(시설 등의 설치 및 입주 제한)
003779,243429,항,67,"① 법 제9조제1항에 따라 산업기술단지 안에 그 설치를 제한할 수 있는 건물 및 시설은 다음 각 호와 같다. <개정 2014.11.19, 2017.7.26>"
003779,243429,호,68,1. 「학원의 설립ㆍ운영 및 과외교습에 관한 법률」 제2조제1호에 따른 학원 시설
003779,243429,호,69,2. 「음악산업진흥에 관한 법률」 제2조제13호에 따른 노래연습장업 시설
003779,243429,호,70,3. 「의료법」 제82조제4항에 따른 안마시술소 시설
003779,243429,호,71,4. 「식품위생법 시행령」 제21조제8호다목에 따른 단란주점영업 시설 및 같은 호 라목에 따른 유흥주점영업 시설
003779,243429,호,72,5. 그 밖에 법 제2조제1호 각 목의 사업을 수행하는 데에 지장이 있다고 중소벤처기업부령으로 정하는 건물 및 시설
003779,243429,항,73,② 삭제 <2014.11.19>
003779,243429,조문,74,제7조(국유재산의 가격) 법 제10조에 따른 국유재산의 매각 가격은 둘 이상의 감정평가법인(「감정평가 및 감정평가사에 관한 법률」 제29조에 따른 감정평가법인을 말한다)이 평가한 가액(價額)을 산술평균한 금액으로 한다. <개정 2016.8.31>
003779,243429,조문,75,제8조(국유재산의 임대료 등)
003779,243429,항,76,"① 법 제10조제7항에 따른 국유재산의 연간 임대료는 「국유재산법 시행령」 제29조제2항에 따라 산출한 재산가액에 1천분의 10 이상을 곱한 금액으로 하되, 월별로 분할하여 계산할 수 있다. <개정 2014.11.19>"
003779,243429,항,77,② 동일한 사업시행자 또는 법 제10조제1항에 따른 입주자가 동일한 국유재산을 계속하여 2개 연도 이상 임차하는 경우로서 제1항에 따라 산출한 연간 임대료가 전년도의 임대료보다 10퍼센트 이상 증가하게 되는 경우에는 「국유재산법 시행령」 제31조에 따라 산출한 금액을 그 임대료로 한다.
003779,243429,항,78,③ 법 제10조에 따른 국유재산의 임대기간은 20년 이내로 한다.
003779,243429,항,79,④ 제3항에 따른 임대기간은 갱신할 수 있다. 이 경우 갱신기간은 갱신할 때마다 제3항에 따른 기간을 초과할 수 없다.
003779,243429,조문,80,"제8조의2(임대계약 갱신 거절 사유) 법 제10조제10항에서 ""임대료를 3개월 이상 연속하여 연체한 경우 등 대통령령으로 정하는 경우""란 다음 각 호의 경우를 말한다. <개정 2017.7.26>"
003779,243429,항,81,
003779,243429,호,82,1. 임대료를 3개월 이상 연속하여 연체한 경우
003779,243429,호,83,2. 법 제5조의2에 따라 사업시행자의 지정이 취소된 경우
003779,243429,호,84,3. 임대계약의 당사자 간에 합의하여 국가ㆍ지방자치단체나 사립학교의 학교법인이 사업시행자 또는 입주자에게 임대계약 갱신 거절에 따른 보상을 제공하는 경우
003779,243429,호,85,4. 사업의 중지 등으로 임대대상 재산이 산업기술단지의 조성 및 운영에 필요한 기능을 수행할 수 없다고 중소벤처기업부장관이 인정한 경우
003779,243429,조문,86,제9조(유휴설비의 제공 등)
003779,243429,항,87,① 법 제14조제2항에 따라 자가전기통신설비를 설치한 자가 사업시행자에게 유휴설비를 제공하는 경우의 제공대가는 「전기통신사업법 시행령」 제51조의9에 따라 자가전기통신설비를 설치한 자가 기간통신사업자에게 여유 전기통신설비를 제공하는 경우의 제공대가로 한다.
003779,243429,항,88,"② 중소벤처기업부장관은 제1항에 따른 유휴설비를 이용하여 산업기술단지 상호간의 정보화를 실현하기 위하여 필요한 시스템을 운용하는 자를 선정할 수 있다. 이 경우 정보화를 실현하기 위하여 필요한 시스템을 운용하는 자는 「소프트웨어 진흥법」 제2조제4호에 따른 소프트웨어사업자이어야 한다. <개정 2017.7.26, 2020.12.8>"
